Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Adam Loewen","ARI",0.1,3,0,27.00000027,0,0,0,0.33333333,-0.33333333,0.5,6.00000006,0.5,-1,12.146560472843019,12.14656047284302,2134
"Total","David Peralta","ARI",0.1,2,0,0,0,0,0,0,0,0,0,0,1,12.17003421246704,12.170034212467042,2136
"Total","Chris Narveson","MIA",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8534396771569823,-2.8534396771569823,2141
"Total","Chad Qualls","2 Tms",2,11,4.49999998,4.49999998,1,0,0.09090909,0.09090909,0,0.4,2.49999999,0.44444444,0.4,3.645931273185629,5.311532011727666,2170
"Total","Ronald Belisario","TBR",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,2203
"Total","Ryan Raburn","CLE",0,0,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,2218
"Total","Blaine Boyer","3 Tms",2,11,0,0,0,0,0,0,0,0.454545454,2.5,0.45454545,0,3.144700797422004,5.5481385645998245,2237
"Total","Brandon Gomes","TBR",1,4,9,0,1,0,0.25,0,0.25,0.25,1,0.33333333,-1,1.1335937500000002,4.084941831231117,2267
"Total","Joel Peralta","2 Tms",1.1,5,13.49999993,0,2,0,0.4,0,0.4,0.2,0.75,0.33333333,0,0.14007708142150932,1.2468326063494006,2332
"Total","Hector Rondon","3 Tms",15.1,63,9.97826088,1.76086957,5.66666667,1.76086957,0.26984127,0.04761905,0.22222222,0.25,1.17391304,0.3,-0.07246377,4.058434750457539,2.9734328610315917,2391
"Total","Cory Rasmus","LAA",1.1,10,13.49999993,20.2499999,0.66666667,6.74999997,0.2,0.3,-0.1,0.285714285,3.74999998,0.25,0,16.640076998921508,8.139277601578037,2413
"Total","Corey Kluber","BOS",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.2550403594970705,3.2550403594970705,2429
"Total","Jhoulys Chacin","2 Tms",0.2,3,27.00000027,0,2,0,0.66666667,0,0.66666667,0.333333333,1.50000002,1,1,-2.8705043677468876,-2.8705043677468876,2608
"Total","Scott Atchison","CLE",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,0,12.13359384,16.5606160061169,2642
"Total","Brian Matusz","BAL",1.1,4,6.74999997,0,1,0,0.25,0,0.25,0.25,0.75,0.33333333,0,1.6400770739215094,2.8892776278280374,2646
"Total","Brett Cecil","2 Tms",4,20,15.74999996,4.49999999,3.5,2.24999999,0.35,0.1,0.25,0.294117647,1.75,0.44444444,-0.3030303,5.142074373352704,3.1625835021036166,2660
"Total","Joba Chamberlain","3 Tms",1.2,6,5.40000002,0,1,0,0.16666667,0,0.16666667,0.333333333,1.2,0.4,0.5,1.9361870717530436,1.9361870717530434,2692
"Total","Garrett Jones","NYY",0.1,2,0,0,0,0,0,0,0,0,0,0,1,12.13359384,16.5606160061169,2714
"Total","Ross Detwiler","4 Tms",1,6,9.00000009,9.00000009,1,0,0.16666667,0.16666667,0,0.25,2.00000002,0.33333333,1,7.142213456056451,8.622582874818466,2859
"Total","Santiago Casilla","2 Tms",19.2,80,7.77966102,4.11864407,1.88888889,0.45762712,0.2125,0.1125,0.1,0.171428571,1.06779661,0.21153846,0.58252427,3.6024196963428143,4.461047880053133,2873
"Total","Luis Avilan","3 Tms",2.2,11,13.49999998,3.375,4,0,0.36363636,0.09090909,0.27272727,0.2,1.125,0.33333333,0,1.3044763349844337,4.003888923365558,2882
"Total","Zach McAllister","2 Tms",3.1,18,5.40000001,5.40000001,1,0,0.11111111,0.11111111,0,0.25,1.8,0.28571429,0.16666667,3.7568032925677333,8.161864868272824,2895
"Total","Jeff Locke","PIT",0.2,2,13.49999993,0,1,0,0.5,0,0.5,0,0,0,1,0.14656039784301766,0.14656039784301766,2929
"Total","Josh Ravin","LAD",1.1,6,6.74999997,6.74999997,1,0,0.16666667,0.16666667,0,0.2,1.49999999,0.25,0.5,3.8900770626715095,3.8900770626715095,2951
"Total","Mitch Moreland","BOS",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,3086
"Total","Kenley Jansen","3 Tms",57,226,14.05263158,3.47368421,4.04545455,0.78947368,0.39380531,0.09734513,0.29646018,0.144278606,0.89473684,0.22429907,0.21276596,2.503728581859206,2.814907415236149,3096
"Total","Tony Watson","3 Tms",7.1,31,6.13636363,2.45454545,2.5,2.45454545,0.16129032,0.06451613,0.09677419,0.185185185,0.95454545,0.15,0.16129032,6.977264548248341,5.54905145577825,3132
"Total","Tim Collins","2 Tms",1.1,5,13.49999993,6.74999997,2,0,0.4,0.2,0.2,0,0.75,0,1,2.4372205294915767,3.675931846887107,3164
"Total","David Price","LAD",1.2,9,10.80000004,5.40000002,2,0,0.22222222,0.11111111,0.11111111,0.375,2.40000001,0.5,0.75,2.5239516233548516,4.300394915210609,3184
"Total","Will Harris","2 Tms",6,28,13.50000002,6.00000001,2.25,0,0.32142857,0.14285714,0.17857143,0.25,1.66666667,0.4,0.5,2.162385380299959,2.162385380299959,3192
"Total","Chris Young","KCR",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,0,12.144708096738464,12.144708096738466,3196
"Total","Ervin Santana","KCR",1.1,5,6.75000002,0,1,0,0.2,0,0.2,0.2,0.75,0.25,0,1.670034118717041,4.316577315216631,3200
"Total","Francisco Liriano","2 Tms",1.1,5,20.2499999,0,3,0,0.6,0,0.6,0.2,0.75,0.5,-1,-1.3141753925390622,-1.3141753925390622,3201
"Total","Jean Machi","2 Tms",1.1,7,6.74999997,6.74999997,1,0,0.14285714,0.14285714,0,0.333333333,2.24999999,0.4,0.33333333,3.8835937462500008,7.203860321033675,3220
"Total","T.J. McFarland","4 Tms",5.2,25,7.94117648,4.76470589,1.66666667,1.5882353,0.2,0.12,0.08,0.227272727,1.41176471,0.25,0.15151515,5.2829933695674525,4.112057113734117,3237
"Total","Zack Britton","2 Tms",18.2,78,8.67857143,3.85714286,2.25,0,0.23076923,0.1025641,0.12820513,0.185714285,1.125,0.25,0.14285714,2.509115307789493,2.857809629825805,3240
"Total","Jordan Walden","STL",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,3.1335937500000006,3271
"Total","Roberto Hernandez","HOU",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,3273
"Total","Joe Smith","4 Tms",3.1,22,2.70000001,10.80000004,0.25,8.10000003,0.04545455,0.18181818,-0.13636364,0.444444444,3.60000001,0.35714286,-0.51282051,17.854665183223123,8.21278042582023,3281
"Total","Anibal Sanchez","DET",0.1,2,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,8.494058644491584,3284
"Total","Hector Noesi","CHW",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,5.347104799855783,3292
"Total","Charlie Culberson","ATL",0.2,4,0,13.49999993,0,0,0,0.25,-0.25,0.333333333,2.99999999,0.33333333,0.5,7.681862713312585,13.649480329334216,3298
"Total","Chris Hatcher","2 Tms",5,20,14.39999997,1.8,8,1.8,0.4,0.05,0.35,0.157894736,0.8,0.2,-1.53846154,3.1518513361660894,2.330657636779653,3299
"Total","Darren O'Day","2 Tms",5,19,3.60000001,5.40000001,0.66666667,0,0.10526316,0.15789474,-0.05263158,0.0625,0.8,0.07142857,-0.25,4.14973276656056,7.457344339957782,3321
"Total","Cesar Ramos","2 Tms",1.1,5,6.75000002,0,1,0,0.2,0,0.2,0.2,0.75,0.25,0,1.6368354044364415,2.886035967711974,3357
"Total","Miguel Montero","CHC",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,1,12.157639784213867,17.49405873449159,3364
"Total","Cliff Pennington","CIN",0.1,3,27.00000027,27.00000027,1,0,0.33333333,0.33333333,0,0.5,6.00000006,1,0.5,6.160431605775147,6.160431605775147,3395
"Total","Jumbo Diaz","2 Tms",1,6,18,9,2,0,0.33333333,0.16666667,0.16666667,0.2,2,0.33333333,0,2.1437701702302574,2.1437701702302574,3397
"Total","Drew Butera","2 Tms",1.1,8,0,20.25000005,0,0,0,0.375,-0.375,0.2,3.00000001,0.2,0.5,9.911242930964711,9.91124293096471,3411
"Total","Danny Duffy","KCR",0.2,3,27.00000027,13.50000014,2,0,0.66666667,0.33333333,0.33333333,0,1.50000002,0,1,1.6400770514215088,1.6400770514215088,3542
"Total","Clay Buchholz","BOS",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,3543
"Total","Liam Hendriks","3 Tms",18.1,75,14.23636364,2.94545455,4.83333333,0.98181818,0.38666667,0.08,0.30666667,0.20289855,1.09090909,0.31578947,0.34883721,2.3925891181163355,2.423903122808775,3548
"Total","Clayton Richard","CHC",0,1,0,0,0,0,0,0,0,0,0,0,1,6.146560382843018,6.146560382843018,3551
"Total","Tony Barnette","TEX",1.1,7,6.75000002,20.25000005,0.33333333,0,0.14285714,0.42857143,-0.28571429,0,2.25000001,0,-0.33333333,8.40279802199698,8.40279802199698,3555
"Total","Brian Schlitter","CHC",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,3599
"Total","Kyle Davies","NYY",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,3642
"Total","Jim Johnson","2 Tms",7.2,40,8.21739131,9.39130436,0.875,0,0.175,0.2,-0.025,0.29032258,2.21739131,0.375,0.5,4.845653360152097,6.129152775126473,3656
"Total","Zach Duke","3 Tms",2.1,8,7.71428569,0,2,0,0.25,0,0.25,0.125,0.42857143,0.16666667,0,1.4383727054546185,2.152201594930839,3840
"Total","Brett Oberholtzer","PHI",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,3855
"Total","Gavin Floyd","TOR",0.2,2,13.49999993,0,1,0,0.5,0,0.5,0,0,0,1,0.14656039784301766,0.14656039784301766,3886
"Total","Enrique Burgos","ARI",0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,1,-2.8664063100000003,-2.8664063100000003,3895
"Total","Casey Fien","3 Tms",0.2,3,13.50000014,0,1,0,0.33333333,0,0.33333333,0.333333333,1.50000002,0.5,-2,0.15324900729870716,2.65165015258778,3926
"Total","Matt Magill","2 Tms",3.2,15,7.36363638,2.45454546,3,0,0.2,0.06666667,0.13333333,0.214285714,1.09090909,0.27272727,0,2.3742911324230986,4.978158715392943,3950
"Total","David Carpenter","2 Tms",0.1,3,27.00000027,0,1,0,0.33333333,0,0.33333333,0.666666666,6.00000006,1,0,-2.846302378723778,1.5807197873931196,3959
"Total","Edward Mujica","OAK",0.2,3,0,0,0,0,0,0,0,0.333333333,1.49999999,0.33333333,1,3.1335937500000006,5.347104799855783,3970
"Total","Edinson Volquez","TEX",1,3,0,0,0,0,0,0,0,0,0,0,1,3.198949368719459,7.11643696022451,3990
"Total","Allen Webster","2 Tms",0.2,6,13.49999993,13.49999993,1,13.49999993,0.16666667,0.16666667,0,0.4,4.49999998,0.33333333,-1.875,24.165759935379704,6.879271082735485,3993
"Total","Enny Romero","3 Tms",4.2,26,11.57142859,5.78571429,2,0,0.23076923,0.11538462,0.11538462,0.304347826,2.14285715,0.41176471,0,2.505145603364795,5.029629295679063,4001
"Total","Marcus Hatley","STL",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,4002
"Total","Yusmeiro Petit","4 Tms",4.2,17,5.78571429,0,3,1.92857143,0.17647059,0,0.17647059,0.176470588,0.64285714,0.15384615,0,4.655277070388762,4.195158858989998,4020
"Total","Hector Santiago","3 Tms",3,13,12,9,1.33333333,0,0.30769231,0.23076923,0.07692308,0.1,1.33333333,0.16666667,0.75,3.5067380587748547,5.158353156893637,4026
"Total","Steve Johnson","SEA",0.2,3,13.49999993,13.49999993,1,0,0.33333333,0.33333333,0,0,1.49999999,0,1,4.646560375343018,7.144961483156074,4053
"Total","Brian Duensing","3 Tms",2,10,4.50000002,9.00000005,0.5,0,0.1,0.2,-0.1,0.25,2.00000001,0.28571429,-0.25,5.14423549375213,7.452709919345081,4064
"Total","Pedro Strop","CHC",6.1,27,15.63157896,4.2631579,3.66666667,0,0.40740741,0.11111111,0.2962963,0.208333333,1.2631579,0.38461538,0.5,1.1222777255300609,1.6639232095661836,4070
"Total","Junichi Tazawa","3 Tms",3.1,16,5.40000001,8.10000001,0.66666667,0,0.125,0.1875,-0.0625,0.307692307,2.1,0.36363636,0.42857143,4.642851306463517,6.966122698837438,4079
"Total","Dan Runzler","PIT",0,1,0,0,0,0,0,0,0,1,1,1,0,3.1576396942138674,3.1576396942138674,4080
"Total","Erick Aybar","SDP",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,4082
"Total","James Russell","CHC",1,7,9,0,1,0,0.14285714,0,0.14285714,0.285714285,2,0.33333333,-1.5,1.1335937500000002,2.609267790615559,4089
"Total","Luke Gregerson","2 Tms",9.1,40,9.64285715,1.92857143,5,0,0.25,0.05,0.2,0.216216216,1.07142857,0.2962963,0.09090909,1.969886981064987,2.9713623251694554,4090
"Total","Carlos Villanueva","2 Tms",1,5,9,0,1,0,0.2,0,0.2,0.4,2,0.5,-0.5,1.1379159609044507,2.6135900015200093,4138
"Total","Derek Holland","3 Tms",3.2,12,14.72727271,2.45454545,6,0,0.5,0.08333333,0.41666667,0,0.27272727,0,1,0.7354774671025095,1.2779881616874744,4141
"Total","Rafael Dolis","TOR",3.1,15,13.50000001,5.40000001,2.5,2.7,0.33333333,0.13333333,0.2,0.23076923,1.5,0.28571429,0.55555556,5.878588202302647,4.674307265870495,4185
"Total","David Hernandez","4 Tms",4,14,6.75,2.25,3,0,0.21428571,0.07142857,0.14285714,0.076923076,0.5,0.1,0.5,2.4048690715824517,4.019491729701057,4259
"Total","Mark Melancon","6 Tms",26.1,117,7.86075949,4.44303798,1.76923077,0.34177215,0.1965812,0.11111111,0.08547009,0.213592233,1.32911392,0.26582278,0.20231214,3.4947843437239428,4.439816083520622,4264
"Total","Manny Parra","CIN",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,4279
"Total","Matt Albers","3 Tms",5.1,20,6.75,3.375,2,0,0.2,0.1,0.1,0.111111111,0.75,0.14285714,0.75,2.791886162552976,4.442129692237314,4300
"Total","Justin Wilson","5 Tms",8.2,38,14.53846153,4.15384615,3.5,0,0.36842105,0.10526316,0.2631579,0.235294117,1.38461538,0.4,0,1.3163345307673693,1.7511051668606592,4301
"Total","Tyler Chatwood","4 Tms",2,10,0,4.50000002,0,4.50000002,0,0.1,-0.1,0.25,1.50000001,0.14285714,-0.38461538,12.689956108665596,9.173764914014498,4338
"Total","Craig Breslow","4 Tms",2,11,0,18,0,0,0,0.36363636,-0.36363636,0.142857142,2.5,0.14285714,0.2,9.150704932222062,13.237985645243818,4363
"Total","Erik Kratz","PIT",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,4403
"Total","Jordan Zimmermann","DET",0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,0,-2.8534396771569823,-2.8534396771569823,4505
"Total","Mitch Harris","STL",0.1,3,0,0,0,27.00000027,0,0,0,0.666666666,6.00000006,0.5,-1.66666667,42.13359414000001,11.987638082233797,4530
"Total","Jason Hammel","KCR",0.1,3,27.00000027,0,1,27.00000027,0.33333333,0,0.33333333,0.666666666,6.00000006,1,-1.66666667,36.160431905775155,2.115276859679946,4538
"Total","Chris Smith","OAK",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,3.146560382843018,4544
"Total","Russell Martin","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.2140094757080084,9.181627181243904,4616
"Total","Joe Thatcher","HOU",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,4620
"Total","Pat Neshek","3 Tms",3.2,19,0,7.36363638,0,0,0,0.15789474,-0.15789474,0.25,1.90909091,0.25,0.57142857,5.617988001428124,10.366429121696731,4682
"Total","Nate Jones","CHW",4.1,16,10.38461537,6.23076922,1.66666667,0,0.3125,0.1875,0.125,0,0.69230769,0,1,2.919131360037805,3.6846427077036696,4696
"Total","Matt Cain","SFG",0.2,1,13.49999993,0,1,0,1,0,1,0,0,0,1,0.14656039784301766,0.14656039784301766,4732
"Total","Sergio Santos","LAD",1.1,5,13.50000003,0,2,0,0.4,0,0.4,0.2,0.75,0.33333333,1,0.13359374250000045,1.2403492757285586,4734
"Total","Jonathan Broxton","2 Tms",3.1,19,8.10000001,8.10000001,1,2.7,0.15789474,0.15789474,0,0.375,2.7,0.41666667,0.26315789,7.948398785600547,4.491100994327917,4759
"Total","Matt Shoemaker","MIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1700341224670407,3.1700341224670407,4776
"Total","Vinnie Pestano","LAA",0.1,2,27.00000027,27.00000027,1,0,0.5,0.5,0,0,3.00000003,0,1,6.13359378,6.13359378,4782
"Total","Joe Blanton","3 Tms",3,15,3,12,0.25,3,0.06666667,0.26666667,-0.2,0.181818181,2,0.11111111,0.86956522,10.817731783110728,9.449075614729356,4849
"Total","Ryan Kelly","ATL",1,5,9,9,1,9,0.2,0.2,0,0.25,2,0,-3.33333333,17.13359375,7.084941831231117,4858
"Total","Mike Montgomery","2 Tms",3.1,18,10.79999998,8.09999998,1.33333333,0,0.22222222,0.16666667,0.05555556,0.266666666,2.1,0.36363636,0.28571429,3.463373994261092,4.593777646277609,4869
"Total","Brandon Maurer","2 Tms",10.2,51,8.4375,4.21875,2,0.84375,0.19607843,0.09803922,0.09803922,0.326086956,1.875,0.4,0.16129032,3.90230035461059,4.871247540908211,4878
"Total","Peter Moylan","2 Tms",1.2,8,5.39999999,5.39999999,1,0,0.125,0.125,0,0.285714285,1.8,0.33333333,0,3.7478224503702164,4.633226872968743,4891
"Total","Joe Colon","CLE",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,8.143362598469128,4920
"Total","Justin De Fratus","PHI",0.1,3,0,27.00000027,0,0,0,0.33333333,-0.33333333,0.5,6.00000006,0.5,0.5,12.13359384,16.5606160061169,4955
"Total","Fernando Salas","3 Tms",4.1,25,4.15384615,10.38461537,0.4,2.07692307,0.08,0.2,-0.12,0.35,2.76923076,0.35294118,0.28301887,8.687717840033532,8.767865083946425,4971
"Total","Fernando Abad","4 Tms",3.2,14,4.90909092,2.45454546,2,0,0.14285714,0.07142857,0.07142857,0.153846153,0.81818182,0.18181818,0.33333333,2.869901587211933,5.491833701627613,4994
"Total","Jake Diekman","7 Tms",4,23,4.5,9,0.5,2.25,0.08695652,0.17391304,-0.08695652,0.368421052,2.75,0.375,0.20833333,8.428756507195029,8.413856523192916,5003
"Total","Bo Schultz","TOR",1.1,5,0,6.74999997,0,0,0,0.2,-0.2,0,0.75,0,1,5.39007705517151,5.39007705517151,5028
"Total","Josh Fields","2 Tms",3.2,13,9.81818184,2.45454546,4,0,0.30769231,0.07692308,0.23076923,0.083333333,0.54545455,0.125,-0.5,1.7866177273735,4.029338990367813,5070
"Total","Franklin Morales","KCR",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,5088
"Total","Anthony Gose","CLE",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1124310016632077,7.553539257949252,5097
"Total","Jeurys Familia","3 Tms",24.1,101,12.57534247,2.95890411,4.25,0.36986301,0.33663366,0.07920792,0.25742574,0.204301075,1.10958904,0.31034483,0.2734375,1.8793985808593436,2.1948179595546997,5114
"Total","Alexei Ramirez","CHW",0.1,2,0,0,0,0,0,0,0,0,0,0,1,12.13359384,12.133593840000003,5133
"Total","Brandon Mann","TEX",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8395684842248534,-2.8395684842248534,5172
