Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"Total","Felix Doubront","OAK",2,9,2.5,0.125,0.625,0.25,0,0,0.2,0,0.25,0.5,0.25,0,0.625,0.375,1478
"Total","Jon Edwards","3 Tms",13,63,0.470588235,0.193548387,0.258064516,0.548387096,0.058823529,0.235294117,0.125,0,0.35483871,0.32258065,0.32258065,0.16129032,0.58064516,0.25806452,1483
"Total","Oliver Perez","4 Tms",57.1,251,0.981481481,0.262068965,0.365517241,0.372413793,0.074074074,0.074074074,0.094339622,0.333333333,0.34459459,0.33783784,0.31756757,0.2027027,0.52027027,0.27702703,1514
"Total","David Ross","CHC",1,3,2,0,0.666666666,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,1551
"Total","Sean Doolittle","4 Tms",54.1,206,0.453333333,0.141732283,0.267716535,0.590551181,0.213333333,0.106666666,0.029411764,0,0.44186047,0.31007752,0.24806202,0.24031008,0.45736434,0.30232558,1581
"Total","Francisco Rodriguez","2 Tms",9.1,40,0.846153846,0.225806451,0.354838709,0.419354838,0.076923076,0.307692307,0,0,0.38709677,0.29032258,0.32258065,0.16129032,0.4516129,0.38709677,1642
"Total","Javier Lopez","SFG",21,86,5.375,0.177419354,0.693548387,0.129032258,0.125,0.375,0.046511627,0,0.44444444,0.38095238,0.17460317,0.28571429,0.44444444,0.26984127,1663
"Total","Chris Capuano","2 Tms",9.2,47,0.916666666,0.233333333,0.366666666,0.4,0,0.166666666,0.09090909,0,0.53333333,0.2,0.26666667,0.13333333,0.6,0.26666667,1701
"Total","Jose Reyes","NYM",1,11,0,0.375,0,0.625,0,0.4,0,0,0.5,0.25,0.25,0,0.625,0.375,1736
"Total","Chin-hui Tsao","LAD",1,3,0,0.333333333,0,0.666666666,0.5,0,0,0,0,0,1,0.33333333,0.66666667,0,1776
"Total","Kevin Gregg","CIN",2.1,12,0.166666666,0.125,0.125,0.75,0,0.333333333,1,0,0.25,0.375,0.375,0,0.25,0.75,1793
"Total","Neal Cotts","2 Tms",8.2,38,0.916666666,0.115384615,0.423076923,0.461538461,0,0.166666666,0.181818181,0,0.44444444,0.33333333,0.22222222,0.11111111,0.59259259,0.2962963,1797
"Total","Matt Belisle","4 Tms",47.2,210,1.387755102,0.225165562,0.450331125,0.324503311,0.122448979,0.102040816,0.073529411,0.25,0.36129032,0.32903226,0.30967742,0.17419355,0.50967742,0.31612903,1837
"Total","Edwin Jackson","4 Tms",28.1,104,0.783783783,0.175,0.3625,0.4625,0.054054054,0.108108108,0.068965517,0,0.35,0.35,0.3,0.125,0.6,0.275,1841
"Total","Ryan Madson","4 Tms",86.1,339,1.472222222,0.21585903,0.466960352,0.317180616,0.069444444,0.097222222,0.018867924,0,0.34210526,0.3245614,0.33333333,0.25438596,0.5,0.24561404,1852
"Total","Sean Burnett","WSN",1.1,4,2,0.25,0.5,0.25,0,0,0,0,0,0.5,0.5,0.25,0.75,0,1886
"Total","Matt Moore","6 Tms",68.1,276,0.971014492,0.222857142,0.382857142,0.394285714,0.115942028,0.086956521,0.029850746,0,0.37714286,0.36571429,0.25714286,0.2,0.52571429,0.27428571,1890
"Total","David Aardsma","ATL",11.2,48,0.533333333,0.206896551,0.275862068,0.517241379,0.066666666,0.2,0,0,0.20689655,0.4137931,0.37931034,0.17241379,0.44827586,0.37931034,1902
"Total","Jason Frasor","2 Tms",6,26,1.25,0.181818181,0.454545454,0.363636363,0,0,0,0,0.36363636,0.18181818,0.45454545,0.09090909,0.45454545,0.45454545,1906
"Total","Andres Blanco","PHI",0.1,2,0,0,0,1,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,1907
"Total","Matt Thornton","2 Tms",27.1,118,1.551724137,0.237113402,0.463917525,0.298969072,0.103448275,0.103448275,0.044444444,0,0.40206186,0.39175258,0.20618557,0.19587629,0.50515464,0.29896907,1918
"Total","Zack Greinke","HOU",1,3,2,0,1,0,0,0,0,0,0,0.5,0.5,0,1,0,1943
"Total","Cory Luebke","PIT",4.1,23,0.666666666,0.285714285,0.285714285,0.428571428,0.166666666,0.166666666,0,0,0.07142857,0.42857143,0.5,0.14285714,0.57142857,0.28571429,1984
"Total","Ivan Nova","NYY",2,12,2.5,0.3,0.5,0.2,0,0,0,0,0.4,0.4,0.2,0.3,0.2,0.5,1994
"Total","Buddy Carlyle","NYM",3.2,14,0.8,0.181818181,0.363636363,0.454545454,0,0,0,0,0.45454545,0.45454545,0.09090909,0,0.63636364,0.36363636,2010
"Total","Justin Masterson","BOS",4,16,2,0.181818181,0.545454545,0.272727272,0,0,0.166666666,0,0.54545455,0.27272727,0.18181818,0,0.45454545,0.54545455,2038
"Total","Jorge De La Rosa","3 Tms",39.1,165,2.206896551,0.231404958,0.528925619,0.239669421,0.103448275,0.172413793,0.046875,0,0.43548387,0.32258065,0.24193548,0.15322581,0.4516129,0.39516129,2047
"Total","Jeremy Guthrie","KCR",4,20,0.285714285,0.181818181,0.181818181,0.636363636,0,0.428571428,0,0,0.41666667,0.41666667,0.16666667,0.25,0.08333333,0.66666667,2072
"Total","Chien-Ming Wang","KCR",11,40,3.333333333,0.235294117,0.588235294,0.176470588,0.166666666,0,0,0,0.47058824,0.32352941,0.20588235,0.14705882,0.64705882,0.20588235,2074
"Total","Josh Wilson","DET",1,4,1,0,0.5,0.5,0,0.5,0,0,0.5,0.25,0.25,0,0.5,0.5,2102
"Total","Adam Loewen","2 Tms",6.2,36,0.555555555,0.44,0.2,0.36,0.111111111,0.111111111,0.4,0,0.38461538,0.46153846,0.15384615,0.11538462,0.5,0.38461538,2134
"Total","Chris Narveson","MIA",7,27,0.75,0.263157894,0.315789473,0.421052631,0,0.125,0,0,0.36842105,0.52631579,0.10526316,0.05263158,0.52631579,0.42105263,2141
"Total","Chad Qualls","2 Tms",53,223,2.692307692,0.127272727,0.636363636,0.236363636,0.076923076,0.128205128,0.114285714,0.333333333,0.42261905,0.36309524,0.21428571,0.23214286,0.51190476,0.25595238,2170
"Total","Ronald Belisario","TBR",2.1,9,7,0,0.875,0.125,0,0,0,0,0.875,0,0.125,0.25,0.625,0.125,2203
"Total","Adam Wainwright","STL",2,9,1.5,0.166666666,0.5,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.83333333,0.16666667,2233
"Total","Blaine Boyer","4 Tms",58,244,1.653846153,0.241758241,0.472527472,0.285714285,0.134615384,0.096153846,0.03488372,0.5,0.31521739,0.38586957,0.29891304,0.21195652,0.52173913,0.26630435,2237
"Total","Brandon Gomes","TBR",12,48,0.631578947,0.184210526,0.315789473,0.5,0.052631578,0.157894736,0,0,0.43589744,0.35897436,0.20512821,0.07692308,0.58974359,0.33333333,2267
"Total","Joel Peralta","3 Tms",20,83,0.592592592,0.27118644,0.27118644,0.457627118,0.185185185,0.185185185,0.0625,0,0.33898305,0.23728814,0.42372881,0.18644068,0.49152542,0.3220339,2332
"Total","Anthony Varvaro","BOS",2.1,8,2,0.333333333,0.666666666,0,0,0,0,0,0.5,0.5,0,0.5,0.25,0.25,2385
"Total","Hector Rondon","3 Tms",86,367,1.123595505,0.237903225,0.403225806,0.358870967,0.06741573,0.15730337,0.09,0.333333333,0.37051793,0.33864542,0.29083665,0.19521912,0.50996016,0.29482072,2391
"Total","Cory Rasmus","LAA",9,39,0.888888888,0.19047619,0.38095238,0.428571428,0.222222222,0,0,0,0.5,0.22727273,0.27272727,0.13636364,0.54545455,0.31818182,2413
"Total","Corey Kluber","BOS",3.1,19,0.444444444,0.071428571,0.285714285,0.642857142,0,0.333333333,0,0,0.64285714,0.35714286,0,0.28571429,0.28571429,0.42857143,2429
"Total","Carlos Ruiz","SEA",1,7,0.333333333,0,0.25,0.75,0,0.333333333,0,0,0.25,0.75,0,0.25,0.5,0.25,2579
"Total","Wandy Rodriguez","TEX",1,7,1,0.666666666,0.166666666,0.166666666,0,0,0,0,0.33333333,0.5,0.16666667,0.5,0.33333333,0.16666667,2586
"Total","Jhoulys Chacin","2 Tms",27.2,113,0.676470588,0.25,0.302631578,0.447368421,0.147058823,0.058823529,0.04347826,1,0.35064935,0.4025974,0.24675325,0.19480519,0.50649351,0.2987013,2608
"Total","Scott Atchison","CLE",5.2,21,1.285714285,0.058823529,0.529411764,0.411764705,0.142857142,0.285714285,0,1,0.44444444,0.33333333,0.22222222,0.11111111,0.44444444,0.44444444,2642
"Total","Brian Matusz","BAL",17.1,77,0.695652173,0.1875,0.333333333,0.479166666,0.04347826,0.130434782,0.25,0,0.3877551,0.42857143,0.18367347,0.20408163,0.51020408,0.28571429,2646
"Total","Brett Cecil","2 Tms",53,226,1.382978723,0.227586206,0.448275862,0.324137931,0.212765957,0.191489361,0.061538461,0.2,0.36,0.40666667,0.23333333,0.21333333,0.44,0.34666667,2660
"Total","Joba Chamberlain","3 Tms",23.1,103,1.458333333,0.233766233,0.454545454,0.311688311,0.083333333,0.25,0.057142857,0,0.3974359,0.32051282,0.28205128,0.29487179,0.42307692,0.28205128,2692
"Total","Jake Brigham","ATL",4.1,22,1.666666666,0.384615384,0.384615384,0.23076923,0,0,0,0,0.30769231,0.38461538,0.30769231,0.15384615,0.76923077,0.07692308,2851
"Total","Ross Detwiler","8 Tms",32,140,1.607142857,0.239583333,0.46875,0.291666666,0.035714285,0.142857142,0.088888888,0.5,0.43877551,0.33673469,0.2244898,0.1122449,0.6122449,0.2755102,2859
"Total","Santiago Casilla","2 Tms",25.1,96,1.2,0.153846153,0.461538461,0.384615384,0.15,0.05,0,0,0.50943396,0.22641509,0.26415094,0.18867925,0.58490566,0.22641509,2873
"Total","Luis Avilan","6 Tms",57.2,259,1.172413793,0.258823529,0.4,0.34117647,0.137931034,0.137931034,0.132352941,0.25,0.46551724,0.34482759,0.18965517,0.24137931,0.49425287,0.26436782,2882
"Total","Zach McAllister","CLE",61.1,255,1.288135593,0.205882352,0.447058823,0.347058823,0.084745762,0.13559322,0.078947368,1,0.29239766,0.42105263,0.28654971,0.18128655,0.52046784,0.29824561,2895
"Total","Jeff Locke","PIT",2,6,3,0.2,0.6,0.2,1,0,0,0,0.33333333,0.5,0.16666667,0.16666667,0.83333333,0,2929
"Total","Josh Ravin","LAD",7,29,0.454545454,0.111111111,0.277777777,0.611111111,0.272727272,0.272727272,0,0,0.44444444,0.38888889,0.16666667,0.27777778,0.16666667,0.55555556,2951
"Total","Mitch Moreland","OAK",1,4,0,0,0,1,0,0,0,0,0,0.66666667,0.33333333,0.33333333,0.33333333,0.33333333,3086
"Total","Kenley Jansen","3 Tms",35,137,0.725,0.158536585,0.353658536,0.487804878,0.2,0.05,0.103448275,0,0.29268293,0.41463415,0.29268293,0.25609756,0.46341463,0.2804878,3096
"Total","Tony Watson","4 Tms",222,896,1.259090909,0.212361331,0.438985736,0.348652931,0.109090909,0.086363636,0.057761732,0,0.34418605,0.37209302,0.28372093,0.21085271,0.51782946,0.27131783,3132
"Total","Tim Collins","2 Tms",8.1,36,0.818181818,0.23076923,0.346153846,0.423076923,0.09090909,0.09090909,0.111111111,0,0.38461538,0.34615385,0.26923077,0.19230769,0.42307692,0.38461538,3164
"Total","David Price","2 Tms",15,64,1.533333333,0.24,0.46,0.3,0,0.266666666,0.04347826,0,0.36,0.42,0.22,0.12,0.56,0.32,3184
"Total","Will Harris","2 Tms",103.1,413,2,0.18283582,0.544776119,0.272388059,0.109589041,0.123287671,0.04109589,0.75,0.39338235,0.35294118,0.25367647,0.18014706,0.48897059,0.33088235,3192
"Total","Chris Young","KCR",23.1,100,0.965517241,0.136363636,0.424242424,0.439393939,0.206896551,0.068965517,0.107142857,0,0.48484848,0.25757576,0.25757576,0.28787879,0.46969697,0.24242424,3196
"Total","Ervin Santana","KCR",10,41,1.09090909,0.148148148,0.444444444,0.407407407,0.09090909,0.09090909,0,0,0.33333333,0.2962963,0.37037037,0.18518519,0.44444444,0.37037037,3200
"Total","Francisco Liriano","2 Tms",24.1,106,1.666666666,0.188405797,0.507246376,0.304347826,0.19047619,0.142857142,0.028571428,0,0.4057971,0.44927536,0.14492754,0.24637681,0.52173913,0.23188406,3201
"Total","Tyler Ladendorf","OAK",1,5,0.333333333,0,0.25,0.75,0,0,0,0,0.25,0.5,0.25,0,0.75,0.25,3211
"Total","Jean Machi","3 Tms",21.2,99,1.5,0.253731343,0.447761194,0.298507462,0.1,0.05,0.066666666,0,0.38028169,0.33802817,0.28169014,0.22535211,0.46478873,0.30985915,3220
"Total","T.J. McFarland","4 Tms",72.1,323,3.285714285,0.163346613,0.641434262,0.195219123,0.081632653,0.142857142,0.093167701,0.5,0.38039216,0.38823529,0.23137255,0.19215686,0.44313725,0.36470588,3237
"Total","Zack Britton","2 Tms",107.1,430,7.3,0.113879003,0.77935943,0.106761565,0.066666666,0.166666666,0.05479452,0,0.43109541,0.39575972,0.17314488,0.22968198,0.51236749,0.25795053,3240
"Total","Angel Castro","OAK",1.1,7,4,0.166666666,0.666666666,0.166666666,0,0,0,0,0.33333333,0.5,0.16666667,0.33333333,0.5,0.16666667,3243
"Total","Jordan Walden","STL",8.2,35,1.142857142,0.285714285,0.38095238,0.333333333,0.142857142,0,0,0,0.33333333,0.23809524,0.42857143,0.0952381,0.66666667,0.23809524,3271
"Total","Roberto Hernandez","HOU",3.1,18,3,0.25,0.5625,0.1875,0,0,0.111111111,0,0.4375,0.5,0.0625,0.125,0.5625,0.3125,3273
"Total","Joe Smith","7 Tms",146,608,1.656,0.209523809,0.492857142,0.297619047,0.064,0.128,0.096618357,0.2,0.39764706,0.36,0.24235294,0.21411765,0.50352941,0.28235294,3281
"Total","Nate Adcock","CIN",2,6,3,0,0.75,0.25,0,0,0,0,0.75,0.25,0,0.25,0.5,0.25,3282
"Total","Anibal Sanchez","2 Tms",9.2,46,0.833333333,0.29032258,0.322580645,0.387096774,0.083333333,0.25,0.1,0,0.35483871,0.35483871,0.29032258,0.16129032,0.58064516,0.25806452,3284
"Total","Hector Noesi","2 Tms",7,29,0.285714285,0.181818181,0.181818181,0.636363636,0,0.071428571,0,0,0.31818182,0.31818182,0.36363636,0.13636364,0.5,0.36363636,3292
"Total","Charlie Culberson","TEX",2,9,2,0.25,0.5,0.25,0,0,0.25,0,0.625,0.375,0,0.25,0.5,0.25,3298
"Total","Chris Hatcher","2 Tms",68.1,308,1.106666666,0.20603015,0.417085427,0.376884422,0.186666666,0.133333333,0.072289156,0.166666666,0.3902439,0.40487805,0.20487805,0.1902439,0.47317073,0.33658537,3299
"Total","Darren O'Day","3 Tms",98,399,0.891089108,0.194092827,0.379746835,0.426160337,0.138613861,0.118811881,0.1,1,0.36820084,0.36401674,0.26778243,0.23012552,0.53556485,0.23430962,3321
"Total","Matt Garza","MIL",2,6,0,0.5,0,0.5,0.5,0,0,0,0.25,0.5,0.25,0.5,0,0.5,3340
"Total","Cesar Ramos","2 Tms",20.2,83,1.588235294,0.24137931,0.465517241,0.293103448,0.117647058,0.058823529,0.074074074,0,0.42372881,0.38983051,0.18644068,0.05084746,0.59322034,0.3559322,3357
"Total","Miguel Montero","CHC",1,7,1.5,0.285714285,0.428571428,0.285714285,0,0,0.333333333,0,0.57142857,0.14285714,0.28571429,0.14285714,0.71428571,0.14285714,3364
"Total","Ubaldo Jimenez","BAL",5,22,3,0.384615384,0.461538461,0.153846153,0,0,0,0,0.35714286,0.28571429,0.35714286,0.42857143,0.35714286,0.21428571,3374
"Total","Jumbo Diaz","2 Tms",54.2,248,1.114754098,0.208588957,0.417177914,0.374233128,0.13114754,0.196721311,0.014705882,0.333333333,0.40116279,0.31395349,0.28488372,0.18604651,0.45930233,0.35465116,3397
"Total","Drew Butera","COL",0.2,4,1,0,0.5,0.5,0,0,0,0,0,0.75,0.25,0.25,0,0.75,3411
"Total","Jeff Mathis","TEX",2,9,1,0.25,0.375,0.375,0,0.333333333,0,0,0.625,0.25,0.125,0,0.5,0.5,3448
"Total","Andre Rienzo","MIA",1.2,8,3,0.333333333,0.5,0.166666666,0,0,0.333333333,0,0.83333333,0,0.16666667,0.16666667,0.83333333,0,3507
"Total","Danny Duffy","KCR",6.2,26,0.833333333,0.266666666,0.333333333,0.4,0.333333333,0,0,0,0.26666667,0.4,0.33333333,0.26666667,0.46666667,0.26666667,3542
"Total","Clay Buchholz","BOS",8.2,34,1.09090909,0.206896551,0.413793103,0.379310344,0,0.09090909,0,0,0.4137931,0.44827586,0.13793103,0.24137931,0.44827586,0.31034483,3543
"Total","Carlos Frias","LAD",2,10,3,0.2,0.6,0.2,0,0,0,0,0.4,0.6,0,0.2,0.2,0.6,3547
"Total","Liam Hendriks","3 Tms",87.2,354,1.101123595,0.183406113,0.427947598,0.388646288,0.078651685,0.06741573,0.061224489,0,0.2826087,0.40869565,0.30869565,0.2,0.53913043,0.26086957,3548
"Total","Clayton Richard","CHC",5,33,5.333333333,0.269230769,0.615384615,0.115384615,0,0,0.125,0,0.15384615,0.38461538,0.46153846,0.15384615,0.61538462,0.23076923,3551
"Total","Tony Barnette","2 Tms",32.1,131,1.5,0.207920792,0.475247524,0.316831683,0.09375,0.15625,0,0,0.39215686,0.40196078,0.20588235,0.16666667,0.48039216,0.35294118,3555
"Total","Brian Schlitter","2 Tms",1,5,2,0.5,0.5,0,0,0,0,0,0.75,0,0.25,0.25,0.5,0.25,3599
"Total","Kyle Davies","NYY",1,5,5,0,1,0,0,0,0,0,0.2,0.6,0.2,0.2,0.6,0.2,3642
"Total","Jim Johnson","3 Tms",76.2,338,2.72,0.198275862,0.586206896,0.215517241,0.04,0.18,0.044117647,0.333333333,0.42436975,0.37815126,0.19747899,0.18067227,0.54201681,0.27731092,3656
"Total","Logan Ondrusek","BAL",2.1,14,10,0.083333333,0.833333333,0.083333333,0,1,0,0,0.66666667,0.25,0.08333333,0.16666667,0.41666667,0.41666667,3677
"Total","Everett Teaford","TBR",3,14,1,0.428571428,0.285714285,0.285714285,0,0,0.5,1,0.375,0.375,0.25,0.125,0.75,0.125,3732
"Total","Cesar Jimenez","2 Tms",2.2,10,4,0.333333333,0.666666666,0,0,0,0.25,0,0.66666667,0.33333333,0,0.5,0.33333333,0.16666667,3762
"Total","Mat Latos","LAA",1.2,7,4,0,1,0,0,0,0,0,0.5,0.5,0,0.25,0.5,0.25,3815
"Total","Ricky Nolasco","MIN",1,6,0,0.5,0,0.5,0,1,0,0,1,0,0,0,0.5,0.5,3830
"Total","Matt Buschmann","ARI",1,3,2,0,0.666666666,0.333333333,0,0,0,0,0.66666667,0,0.33333333,0.33333333,0.33333333,0.33333333,3832
"Total","Zach Duke","5 Tms",84.1,366,2.357142857,0.2,0.561702127,0.238297872,0.089285714,0.125,0.068181818,1,0.39495798,0.38235294,0.22268908,0.22689076,0.50840336,0.26470588,3840
"Total","Brett Oberholtzer","2 Tms",11,51,1.285714285,0.2,0.45,0.35,0.071428571,0.142857142,0.055555555,0,0.375,0.425,0.2,0.125,0.6,0.275,3855
"Total","Rubby De La Rosa","ARI",2.2,8,3,0,1,0,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,3862
"Total","Gavin Floyd","2 Tms",15,61,1.111111111,0.095238095,0.476190476,0.428571428,0.166666666,0.111111111,0.05,0,0.42857143,0.33333333,0.23809524,0.16666667,0.5952381,0.23809524,3886
"Total","Josh Reddick","ARI",0.2,5,1,0.5,0.25,0.25,0,1,0,0,0.75,0.25,0,0,0.5,0.5,3892
"Total","Enrique Burgos","ARI",27,124,0.647058823,0.222222222,0.305555555,0.472222222,0.117647058,0.088235294,0,0,0.36486486,0.35135135,0.28378378,0.18918919,0.45945946,0.35135135,3895
"Total","Casey Fien","4 Tms",44.1,181,0.822580645,0.204225352,0.359154929,0.436619718,0.129032258,0.096774193,0,0,0.30344828,0.37241379,0.32413793,0.16551724,0.59310345,0.24137931,3926
"Total","Matt Magill","3 Tms",32.1,133,0.7,0.2,0.329411764,0.470588235,0.125,0.075,0.035714285,0,0.35294118,0.35294118,0.29411765,0.14117647,0.50588235,0.35294118,3950
"Total","David Carpenter","3 Tms",12,46,1.181818181,0.225806451,0.419354838,0.354838709,0.09090909,0,0,0,0.36363636,0.36363636,0.27272727,0.21212121,0.45454545,0.33333333,3959
"Total","Edward Mujica","3 Tms",17.1,72,1.04347826,0.20338983,0.406779661,0.389830508,0.173913043,0.260869565,0.041666666,0,0.44067797,0.28813559,0.27118644,0.27118644,0.44067797,0.28813559,3970
"Total","Edinson Volquez","TEX",2,8,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.5,0.5,0,0,0.5,0.5,3990
"Total","Allen Webster","CHC",5,23,3.333333333,0.235294117,0.588235294,0.176470588,0.333333333,0.333333333,0.1,0,0.52941176,0.29411765,0.17647059,0.41176471,0.29411765,0.29411765,3993
"Total","Enny Romero","3 Tms",46.2,213,1,0.2,0.4,0.4,0.055555555,0.111111111,0.129629629,0,0.41176471,0.35294118,0.23529412,0.16911765,0.49264706,0.33823529,4001
"Total","Yusmeiro Petit","4 Tms",101.1,430,0.702702702,0.2,0.33015873,0.469841269,0.162162162,0.101351351,0.057692307,0.6,0.4125,0.371875,0.215625,0.18125,0.465625,0.353125,4020
