Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Luis Garcia","4 Tms",16,21,3.6,3,0,0,3,2,0,4,0,0,3,0.2,0.35,0.2,0.2696203202009201,6984
"Total","Ian Kennedy","KCR",3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6986
"Total","Ryan Pressly","2 Tms",10,15,23.14285718,5,1,0,7,6,1,2,1,1,3,0.416666666,0.533333333,0.75,0.5191485668931689,7005
"Total","Alex Torres","NYM",3,4,6.75000002,0,0,0,1,1,0,1,0,0,1,0,0.25,0,0.1717107594013214,7038
"Total","Fernando Cruz","CIN",3,3,40.4999998,0,0,0,3,3,0,1,0,0,1,0,0.333333333,0,0.23196762800216675,7048
"Total","Daniel Bard","COL",4,6,6.75000002,2,0,0,1,1,0,0,0,0,2,0.333333333,0.333333333,0.333333333,0.29301844040552777,7115
"Total","Daniel Hudson","4 Tms",6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7146
"Total","Chris Withrow","ATL",2,3,54.00000054,2,0,0,3,2,0,0,0,0,0,0.666666666,0.666666666,0.666666666,0.5856360991795858,7161
"Total","Ryan Mattheus","CIN",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.44041192531585693,7169
"Total","Jonny Venters","ATL",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7175
"Total","Greg Holland","3 Tms",5,7,27.00000007,3,1,0,6,4,0,0,0,0,0,0.6,0.5,0.8,0.49479954441388446,7196
"Total","Nick Masset","MIA",1,3,13.49999993,1,0,0,1,1,0,0,0,1,0,0.5,0.666666666,0.5,0.532984713713328,7267
"Total","Craig Stammen","SDP",14,23,16.61538463,9,1,0,8,8,1,2,0,0,7,0.45,0.478260869,0.65,0.4667729009752688,7274
"Total","Brad Ziegler","2 Tms",5,10,27.00000007,5,1,0,4,4,0,1,0,0,1,0.625,0.666666666,0.75,0.6038555039299859,7293
"Total","Josh Collmenter","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7312
"Total","Casey Janssen","WSN",3,5,6.75000002,1,0,0,1,1,0,0,0,0,0,0.333333333,0.25,0.333333333,0.22020596265792847,7355
"Total","Dan Otero","2 Tms",10,14,2.45454546,2,0,0,2,1,0,1,0,0,3,0.181818181,0.25,0.181818181,0.2036624699831009,7385
"Total","Dillon Gee","3 Tms",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396
"Total","Javy Guerra","WSN",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7407
"Total","Mark Lowe","2 Tms",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7416
"Total","Jay Jackson","3 Tms",3,3,13.50000014,0,0,0,1,1,0,1,0,0,1,0,0.333333333,0,0.23057218392690024,7432
"Total","Wade Davis","2 Tms",5,7,4.50000002,1,0,0,1,1,0,1,0,0,1,0.166666666,0.285714285,0.166666666,0.2230462602206639,7441
"Total","Gio Gonzalez","CHW",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7448
"Total","Phil Hughes","SDP",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7450
"Total","Anthony Swarzak","4 Tms",5,6,16.19999997,1,0,0,3,3,0,1,0,0,2,0.2,0.333333333,0.2,0.261430819829305,7466
"Total","Ryan Webb","CLE",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7474
"Total","Tommy Layne","2 Tms",5,5,6.75000002,1,0,0,1,1,1,0,0,0,1,0.2,0.2,0.8,0.41305885314941404,7501
"Total","Evan Scribner","OAK",2,3,0,1,0,0,0,0,0,0,0,0,2,0.333333333,0.333333333,0.333333333,0.2936079502105713,7525
"Total","Collin McHugh","2 Tms",8,10,11.57142859,2,0,0,4,3,1,1,0,0,2,0.222222222,0.3,0.555555555,0.35769268274307253,7531
"Total","Jake McGee","5 Tms",12,14,23.62500006,4,0,0,9,7,1,1,1,0,3,0.307692307,0.357142857,0.538461538,0.357991832953233,7550
"Total","Nick Vincent","3 Tms",10,12,4.90909092,2,0,0,2,2,1,0,0,0,4,0.2,0.2,0.5,0.28487256169319153,7555
"Total","Jordan Lyles","2 Tms",6,7,21.60000009,2,0,0,4,4,1,1,0,0,1,0.333333333,0.428571428,0.833333333,0.5074871948787144,7593
"Total","Tommy Milone","SEA",3,4,9,1,1,0,1,1,0,0,0,0,0,0.25,0.25,0.5,0.3041660487651825,7608
"Total","Carlos Torres","MIL",2,3,9,0,0,0,1,1,0,1,0,0,1,0,0.333333333,0,0.23020400603612265,7624
"Total","Wilfredo Boscan","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7655
"Total","Neil Ramirez","6 Tms",7,9,10.80000011,4,0,0,2,2,0,1,0,0,1,0.5,0.555555555,0.5,0.4652576910124885,7677
"Total","David Holmberg","CHW",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7725
"Total","Juan Nicasio","4 Tms",14,17,13.50000003,3,0,0,9,6,0,0,0,0,6,0.214285714,0.2,0.214285714,0.1758343736330668,7731
"Total","Wily Peralta","2 Tms",3,8,27,3,1,0,3,3,0,1,0,0,2,0.5,0.571428571,0.666666666,0.5251143489565168,7738
"Total","Mike Fiers","HOU",1,0,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,7754
"Total","Shawn Kelley","2 Tms",3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7773
"Total","Richard Bleier","4 Tms",16,18,5.06249999,3,0,1,3,3,0,0,0,0,4,0.1875,0.176470588,0.3125,0.19621267739464254,7803
"Total","Hunter Strickland","4 Tms",12,16,7.36363638,4,0,0,3,3,0,1,0,0,2,0.285714285,0.3125,0.285714285,0.26168760657310486,7836
"Total","Jerry Blevins","2 Tms",13,17,13.50000001,5,1,0,5,5,0,1,0,0,2,0.357142857,0.375,0.428571428,0.33958131074905396,7841
"Total","Andrew Albers","SEA",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7853
"Total","Tyson Ross","STL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7872
"Total","Josh Lindblom","2 Tms",2,4,0,1,0,0,0,0,0,1,0,0,1,0.333333333,0.5,0.333333333,0.3920963406562805,7882
"Total","Christian Friedrich","COL",3,4,10.79999998,1,0,0,2,2,0,0,0,0,0,0.25,0.25,0.25,0.22020596265792847,7942
"Total","Cory Gearrin","2 Tms",11,12,16.87500004,1,0,0,5,5,0,1,0,1,2,0.1,0.25,0.1,0.19015143811702728,7947
"Total","Anthony Bass","4 Tms",9,10,3.00000001,1,0,0,1,1,0,1,0,0,3,0.111111111,0.2,0.111111111,0.1568274676799774,7982
"Total","Marcus Walden","BOS",6,9,16.20000006,2,1,0,3,3,0,2,0,0,2,0.333333333,0.5,0.5,0.4333575591444969,8004
"Total","Jason Gurka","COL",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8007
"Total","Will Smith","4 Tms",15,20,9.64285714,6,2,0,5,5,0,2,0,0,2,0.4,0.421052631,0.533333333,0.39038353530984177,8048
"Total","Dan Jennings","3 Tms",10,14,2.25000001,3,0,0,1,1,0,0,0,0,4,0.25,0.23076923,0.25,0.2014419436454773,8073
"Total","Bryan Shaw","3 Tms",26,34,13.49999999,8,2,0,12,11,1,3,1,0,5,0.258064516,0.323529411,0.419354838,0.30953070069804334,8110
"Total","Kevin Siegrist","STL",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8180
"Total","Steven Wright","BOS",4,5,0,0,0,0,0,0,0,1,0,0,1,0,0.2,0,0.13736860752105712,8185
"Total","Brett Anderson","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8223
"Total","David Robertson","2 Tms",5,7,10.80000004,1,1,0,2,2,0,1,0,0,3,0.2,0.285714285,0.4,0.27502319642475676,8241
"Total","J.P. Howell","LAD",2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8245
"Total","Paolo Espino","TEX",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8246
"Total","Ross Ohlendorf","CIN",1,2,27.00000027,1,0,0,1,1,0,0,0,0,1,0.5,0.5,0.5,0.43922707438468933,8268
"Total","Tony Sipp","2 Tms",11,14,5.40000001,1,1,0,2,2,0,3,0,0,3,0.111111111,0.285714285,0.222222222,0.23823233587401255,8280
"Total","JC Ramirez","LAA",5,5,5.40000002,0,0,0,2,1,0,0,0,0,1,0,0,0,0,8302
"Total","Lucas Luetge","2 Tms",7,8,13.5,2,1,0,3,3,0,0,0,0,3,0.285714285,0.25,0.428571428,0.26535221189260483,8337
"Total","AJ Ramos","MIA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350
"Total","Steve Geltz","TBR",3,3,0,1,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.2936079502105713,8402
"Total","Deolis Guerra","2 Tms",4,6,6.75000002,2,0,0,1,1,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2928180495897929,8410
"Total","Adam Wilk","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8421
"Total","Michael Brady","OAK",2,3,13.49999993,0,0,0,1,1,0,1,0,0,0,0,0.333333333,0,0.23099801937739053,8461
"Total","Buddy Boshers","2 Tms",4,8,18.00000018,4,2,0,2,2,0,1,0,0,2,0.571428571,0.625,0.857142857,0.6152135208249092,8490
"Total","Danny Farquhar","2 Tms",5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8501
"Total","Jeff Beliveau","TOR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8504
"Total","Justin Miller","3 Tms",11,15,10.80000001,4,0,0,4,4,1,1,0,0,2,0.333333333,0.357142857,0.583333333,0.3816347462790353,8580
"Total","Dustin McGowan","2 Tms",10,14,9,3,0,0,4,3,0,1,0,0,2,0.3,0.307692307,0.3,0.25556952219742995,8600
"Total","Tanner Roark","WSN",1,1,18,1,0,0,2,2,1,0,0,0,0,1,1,4,2.0652942657470703,8753
"Total","Andrew Cashner","BOS",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8782
"Total","Oliver Drake","3 Tms",9,10,9.00000003,1,0,0,3,3,0,1,0,0,4,0.142857142,0.222222222,0.142857142,0.1744603051079644,8823
"Total","Antonio Bastardo","2 Tms",6,8,5.39999999,2,0,0,1,1,0,1,0,0,1,0.333333333,0.428571428,0.333333333,0.3496457593781607,8844
"Total","Arcenio Leon","DET",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.3464970290660858,8846
"Total","Ryan Cook","2 Tms",3,4,6.75000002,1,0,0,1,1,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.2936079502105713,8855
"Total","Arquimedes Caminero","PIT",4,4,18,1,0,0,2,2,1,0,0,0,0,0.25,0.25,1,0.5163235664367676,8992
"Total","Cesar Valdez","BAL",4,4,5.40000002,0,0,0,1,1,0,0,0,0,2,0,0,0,0,9013
"Total","Adam Warren","4 Tms",15,16,4.15384615,2,0,0,3,2,0,0,0,1,3,0.2,0.23076923,0.2,0.19025025000939003,9029
"Total","Jeanmar Gomez","3 Tms",9,11,23.14285718,3,2,0,6,6,1,0,0,1,2,0.333333333,0.363636363,0.888888888,0.479668373411352,9033
"Total","J.J. Hoover","ARI",2,3,9,0,0,0,1,1,0,2,0,0,0,0,0.666666666,0,0.46199603875478107,9037
"Total","John Axford","2 Tms",9,11,27,3,0,0,8,6,0,1,0,1,1,0.375,0.5,0.375,0.4046037316322327,9059
"Total","Jeremy Bleich","OAK",1,2,0,1,1,0,0,0,0,0,0,1,0,1,1,2,0.9837248921394348,9069
"Total","Kirby Yates","3 Tms",10,13,2.45454545,0,0,0,1,1,0,3,1,0,2,0,0.23076923,0,0.1153005063533783,9073
"Total","Zach Putnam","CHW",2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9080
"Total","Brad Hand","7 Tms",18,22,8.52631581,4,1,0,6,6,1,1,0,0,2,0.2,0.227272727,0.4,0.2594339224425229,9111
"Total","Gregory Infante","CHW",5,5,0,1,0,0,0,0,0,1,0,0,1,0.25,0.4,0.25,0.31323968172073363,9119
"Total","Nathan Eovaldi","BOS",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9132
"Total","Koji Uehara","CHC",2,3,9,0,0,0,1,1,0,1,1,0,0,0,0.333333333,0,0,9227
"Total","Alex Wilson","2 Tms",12,16,24.00000008,5,1,0,9,8,1,1,0,0,2,0.416666666,0.375,0.75,0.41203318908810616,9239
"Total","Simon Castro","2 Tms",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.23099801937739053,9243
"Total","David Carpenter","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9244
"Total","Rob Scahill","3 Tms",5,6,13.50000007,1,1,0,3,3,0,0,0,0,0,0.2,0.166666666,0.4,0.2070032556851705,9286
"Total","Buddy Baumann","2 Tms",3,4,6.75000002,0,0,0,1,1,0,0,0,1,0,0,0.25,0,0.18065474927425385,9309
"Total","Patrick Corbin","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9323
"Total","Jared Hughes","4 Tms",21,24,3.375,3,1,0,3,3,0,0,0,0,4,0.15,0.15,0.2,0.15012733042240142,9325
"Total","Brandon Morrow","LAD",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9346
"Total","Josh Tomlin","ATL",4,4,27,1,0,0,3,3,1,0,0,0,0,0.25,0.25,1,0.501629650592804,9388
"Total","Kris Medlen","KCR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9417
"Total","Zac Rosscup","3 Tms",4,6,6.75000002,2,1,0,1,1,0,0,0,0,1,0.333333333,0.333333333,0.5,0.34771191080411273,9419
"Total","Doug Fister","WSN",1,2,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.44041192531585693,9425
"Total","Dallas Keuchel","MIN",2,4,9,2,0,0,1,1,0,0,0,0,0,0.5,0.5,0.5,0.4412681460380554,9434
"Total","Ryan Buchter","4 Tms",12,12,5.40000002,0,0,0,3,2,0,2,0,0,3,0,0.166666666,0,0.11516758799552917,9456
"Total","George Kontos","2 Tms",13,18,9.00000002,3,1,0,4,4,1,3,0,0,2,0.214285714,0.352941176,0.5,0.3622508680119234,9486
"Total","Jeremy Jeffress","2 Tms",12,14,11.25,3,1,0,6,5,1,0,0,0,4,0.23076923,0.23076923,0.538461538,0.3135869594720694,9490
"Total","Bud Norris","3 Tms",5,4,40.4999998,1,0,1,4,3,0,1,0,0,1,0.333333333,0.5,1,0.5702539086341858,9492
"Total","Michael Blazek","MIL",5,8,0,1,0,0,0,0,0,1,0,0,1,0.142857142,0.25,0.142857142,0.19613327085971832,9654
"Total","Vidal Nuno","SEA",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9674
"Total","Mike Zagurski","MIL",1,3,36,2,1,0,4,4,0,1,1,0,0,1,1,1.5,1.0634028017520905,9683
"Total","Louis Coleman","2 Tms",9,11,2.69999999,2,0,0,1,1,0,0,0,0,4,0.2,0.181818181,0.2,0.1599146777933294,9720
"Total","Burke Badenhop","CIN",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9736
"Total","David Hale","3 Tms",5,6,13.50000014,2,0,0,2,2,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.2935968538125356,9756
"Total","Joe Kelly","3 Tms",16,20,5.4,2,1,0,3,3,0,3,0,0,11,0.117647058,0.25,0.176470588,0.2092307209968567,9761
"Total","Garrett Richards","2 Tms",2,3,27.00000027,1,0,0,2,2,0,0,0,0,1,0.5,0.333333333,0.5,0.2946169376373291,9784
"Total","Rex Brothers","2 Tms",3,5,6.75000002,0,0,0,1,1,0,1,0,1,0,0,0.4,0,0.2831226110458374,9794
"Total","Sergio Romo","3 Tms",3,5,40.50000041,3,1,0,3,3,1,0,0,0,2,0.6,0.6,1.4,0.8384204268455505,9817
"Total","Chaz Roe","2 Tms",7,8,9,2,1,0,3,2,0,0,0,0,1,0.285714285,0.25,0.428571428,0.26346368342638016,9866
"Total","Travis Wood","2 Tms",3,4,81.00000081,2,1,0,3,3,0,0,0,0,0,0.5,0.5,0.75,0.5296720862388611,9884
"Total","Chris Rusin","COL",8,10,3.85714286,2,0,0,1,1,0,2,0,0,2,0.285714285,0.444444444,0.285714285,0.3492086927096049,9895
"Total","Chris Volstad","CHW",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4397653639316559,9901
"Total","Pedro Villarreal","CIN",3,7,36,4,0,0,4,4,1,0,0,0,0,0.571428571,0.571428571,1,0.6725379739488874,9904
"Total","A.J. Morris","CIN",1,2,0,1,1,0,0,0,0,0,0,0,1,0.5,0.5,1,0.6210097670555115,9919
"Total","Bobby Parnell","NYM",2,3,0,1,0,0,1,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2936079502105713,9926
"Total","Brandon Kintzler","5 Tms",11,13,10.12500003,5,0,0,3,3,1,0,0,0,3,0.384615384,0.384615384,0.615384615,0.4220872475550725,9939
"Total","Todd Redmond","TOR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9943
"Total","Mike Dunn","2 Tms",7,10,11.57142859,3,0,1,3,3,0,1,0,0,4,0.333333333,0.4,0.555555555,0.39733511209487915,9948
"Total","Tom Wilhelmsen","2 Tms",5,7,5.40000002,1,0,0,1,1,0,2,0,0,1,0.25,0.428571428,0.25,0.32281116928373066,9975
"Total","Mike Minor","KCR",4,3,13.49999993,1,0,0,2,1,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.29222293694814044,10021
"Total","Patrick Schuster","PHI",1,3,9,1,0,0,2,1,0,1,0,0,0,1,1,1,0.7845330834388733,10029
"Total","Ashur Tolliver","HOU",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10044
"Total","Tyler Matzek","ATL",3,3,9,1,0,0,1,1,0,0,0,0,0,0.5,0.5,0.5,0.4395276606082916,10058
"Total","Brooks Raley","3 Tms",4,7,0,0,0,0,0,0,0,1,0,1,1,0,0.333333333,0,0.23601927359898886,10061
"Total","Ian Krol","ATL",7,10,18,4,0,0,4,4,2,1,1,0,1,0.444444444,0.5,1.111111111,0.6390614112218221,10066
"Total","Caleb Cotham","CIN",3,5,18,1,0,0,2,2,0,1,0,0,0,0.333333333,0.4,0.333333333,0.31381323337554934,10075
"Total","Caleb Thielbar","MIN",8,10,15.42857145,4,1,0,4,4,0,0,0,0,2,0.4,0.4,0.5,0.38822934627532957,10078
"Total","Kyle Gibson","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10123
"Total","Brad Boxberger","4 Tms",12,17,6.75,4,0,0,3,3,0,2,0,0,5,0.285714285,0.352941176,0.285714285,0.2870820129618925,10133
"Total","Ryan Weber","3 Tms",6,8,4.5,1,0,0,1,1,0,1,0,0,0,0.166666666,0.285714285,0.166666666,0.22548981223787581,10160
"Total","Jose Ramirez","ATL",5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10171
"Total","Jacob Turner","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10185
"Total","Shelby Miller","3 Tms",3,3,9.00000009,0,0,0,1,1,0,0,0,0,2,0,0,0,0,10197
"Total","Aaron Northcraft","SDP",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10218
"Total","Aroldis Chapman","NYY",5,6,27,1,0,0,3,3,1,2,0,0,2,0.25,0.5,1,0.5594343741734823,10233
"Total","Bryan Morris","MIA",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10234
"Total","Rafael Martin","WSN",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10258
"Total","Alexi Ogando","2 Tms",9,10,0,1,0,0,0,0,0,0,0,1,1,0.111111111,0.2,0.111111111,0.1598954141139984,10261
"Total","Josh Smoker","2 Tms",5,8,63.00000063,4,1,0,8,7,2,0,0,0,2,0.5,0.5,1.375,0.7629351913928986,10285
"Total","Ryan Tepera","4 Tms",16,23,10.12499999,6,0,0,6,6,1,1,0,0,6,0.3,0.318181818,0.45,0.3213305988095023,10291
"Total","Chad Bell","DET",3,5,9,2,0,0,1,1,0,0,0,0,2,0.4,0.4,0.4,0.35066752433776854,10297
"Total","Erasmo Ramirez","3 Tms",13,15,19.63636373,4,1,0,9,8,0,1,0,0,2,0.4,0.384615384,0.5,0.35253170820382923,10314
"Total","Michael Tonkin","2 Tms",5,6,3.85714285,1,0,0,1,1,0,1,0,0,0,0.2,0.333333333,0.2,0.2623928387959798,10315
"Total","Edwin Escobar","ARI",2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0.8784541487693787,10337
"Total","Juan Minaya","2 Tms",9,13,6.00000002,4,0,1,2,2,0,0,0,0,4,0.307692307,0.307692307,0.461538461,0.32038300312482393,10341
"Total","Aaron Loup","4 Tms",15,19,12.46153847,8,4,0,7,6,0,1,1,1,4,0.5,0.526315789,0.75,0.5127404232819875,10343
"Total","Robbie Erlin","2 Tms",7,11,11.57142859,3,0,0,3,3,0,1,0,0,3,0.375,0.4,0.375,0.3299116313457489,10354
"Total","Carlos Contreras","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10386
"Total","Brooks Pounders","NYM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10387
"Total","Mychal Givens","4 Tms",20,30,21.60000009,6,1,0,12,12,0,8,0,1,5,0.333333333,0.5,0.388888888,0.3965719799200694,10430
"Total","Shawn Tolleson","TEX",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10481
"Total","Yoervis Medina","SEA",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10498
"Total","Preston Claiborne","TEX",1,2,27.00000027,1,1,0,1,1,0,0,0,0,1,0.5,0.5,1,0.6160841584205627,10500
"Total","Hunter Cervenka","MIA",4,4,54.00000054,1,1,0,4,4,0,1,0,0,0,0.5,0.666666666,1,0.6450045307477316,10510
"Total","Dean Kiekhefer","2 Tms",2,3,13.50000014,1,1,0,1,1,0,0,0,0,1,0.333333333,0.333333333,0.666666666,0.414006511370341,10529
"Total","Jake Petricka","2 Tms",3,5,0,1,0,0,0,0,0,1,0,0,1,0.25,0.4,0.25,0.3135333776473999,10534
"Total","Jimmy Nelson","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10547
"Total","Daniel Webb","CHW",1,2,18,2,0,0,2,2,0,0,0,0,0,1,1,1,0.8808238506317139,10558
"Total","Addison Reed","3 Tms",4,6,0,2,0,0,0,0,0,0,0,0,1,0.4,0.4,0.4,0.35232954025268554,10586
"Total","Chad Bettis","COL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10587
"Total","Scott Alexander","3 Tms",8,13,5.40000001,3,0,0,3,2,0,2,0,0,6,0.272727272,0.384615384,0.272727272,0.3090505554125859,10591
"Total","Adam Liberatore","LAD",4,4,36,2,0,1,4,4,0,0,0,0,0,0.666666666,0.666666666,1.333333333,0.8196894725163778,10637
"Total","Andrew Bellatti","PHI",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10657
"Total","Tyler Thornburg","2 Tms",5,6,0,1,0,0,0,0,0,0,0,0,0,0.166666666,0.166666666,0.166666666,0.14680397510528564,10688
"Total","Drew Hutchison","2 Tms",5,5,27,2,0,0,4,3,0,0,0,0,0,0.666666666,0.666666666,0.666666666,0.5876353780428568,10732
"Total","Trevor Rosenthal","2 Tms",3,4,36,1,0,0,4,4,0,3,0,0,0,1,1,1,0.737493172287941,10745
"Total","Shane Greene","2 Tms",12,15,4.5,2,0,0,2,2,0,1,0,0,3,0.166666666,0.214285714,0.166666666,0.17477425081389292,10756
"Total","Tyler Cravy","MIL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10770
"Total","Josh Edgin","NYM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10796
"Total","R.J. Alaniz","2 Tms",2,2,27.00000027,1,0,0,1,1,0,0,0,0,1,0.5,0.5,0.5,0.43480363488197327,10819
"Total","Michael Mariot","PHI",1,2,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.43922707438468933,10835
"Total","Asher Wojciechowski","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10836
"Total","Adam Kolarek","TBR",4,4,6.75000002,1,0,0,1,1,0,0,0,0,0,0.5,0.333333333,0.5,0.2898690899213155,10843
"Total","Chasen Shreve","3 Tms",11,12,2.45454546,1,0,0,1,1,0,0,0,0,3,0.111111111,0.083333333,0.111111111,0.07305573423703511,10855
"Total","Perci Garner","CLE",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10887
"Total","Christian Bergman","2 Tms",5,9,27.00000007,3,0,1,4,4,0,1,0,0,1,0.6,0.5,1,0.5055078268051147,10925
"Total","Ken Roberts","COL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10938
"Total","Josh A. Smith","3 Tms",5,6,0,0,0,0,0,0,0,1,0,0,1,0,0.2,0,0.13859881162643434,10946
"Total","Ryan O'Rourke","MIN",2,2,81.00000081,1,0,0,3,3,0,0,0,0,0,0.5,0.5,0.5,0.43922707438468933,10976
"Total","Chase Whitley","2 Tms",4,4,18,1,0,0,2,2,1,0,0,0,0,0.25,0.25,1,0.5077071189880371,10982
"Total","Kevin Shackelford","CIN",2,3,0,1,0,0,0,0,0,0,0,0,2,0.333333333,0.333333333,0.333333333,0.29222293694814044,11012
"Total","Mickey Jannis","BAL",1,2,27,1,0,0,3,3,1,1,0,0,0,1,1,4,1.3491175770759583,11071
"Total","Casey Lawrence","SEA",3,3,26.99999987,1,0,0,2,2,1,0,0,0,1,0.333333333,0.333333333,1.333333333,0.6599618593851725,11121
"Total","C.J. Riefenhauser","TBR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11193
"Total","Grant Dayton","2 Tms",3,5,0,0,0,0,0,0,0,2,0,0,2,0,0.4,0,0.27694212198257445,11203
"Total","Casey Sadler","SEA",2,2,13.49999993,0,0,0,1,1,0,0,0,0,1,0,0,0,0,11209
"Total","Kevin Chapman","HOU",1,2,27.00000027,1,1,0,1,1,0,0,0,0,1,0.5,0.5,1,0.6210097670555115,11240
"Total","Aaron Barrett","WSN",3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11243
"Total","Rob Rasmussen","SEA",2,4,81.00000081,1,1,0,3,3,0,2,0,0,0,0.5,0.75,1,0.657489150762558,11250
"Total","Zach Neal","OAK",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11294
"Total","Tyler Lyons","2 Tms",9,11,15.42857145,3,0,0,4,4,1,0,0,1,3,0.375,0.363636363,0.75,0.4099679101597179,11334
"Total","Sean Nolin","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11341
"Total","Tyrell Jenkins","ATL",1,1,9,1,0,0,1,1,0,0,0,0,0,1,1,1,0.8784541487693787,11378
"Total","Tommy Kahnle","3 Tms",7,8,0,0,0,0,0,0,0,1,0,0,3,0,0.125,0,0.08619119971990585,11384
"Total","Danny Barnes","TOR",8,9,13.5,2,1,0,3,3,0,1,0,0,3,0.25,0.333333333,0.375,0.3129930827352736,11388
"Total","Danny Burawa","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11397
"Total","Jose Quintana","CHC",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11423
