Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Rex Brothers","3 Tms",2,14,13.5,18,0.75,4.5,0.21428571,0.28571429,-0.07142857,0.4,4,0.5,1,12.657763512990014,8.811528789064424,9794
"Total","Sergio Romo","5 Tms",6.1,24,5.68421052,2.84210526,2,2.84210526,0.16666667,0.08333333,0.08333333,0.318181818,1.42105263,0.3125,0.16129032,6.9420199624684065,5.072266732308826,9817
"Total","Chaz Roe","3 Tms",8.2,41,10.38461538,3.11538461,3.33333333,0,0.24390244,0.07317073,0.17073171,0.351351351,1.84615385,0.48148148,0.05882353,2.255269883595259,3.710966227410986,9866
"Total","Michael Kirkman","MIL",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8534396771569823,-2.8534396771569823,9877
"Total","Travis Wood","2 Tms",4.1,21,8.30769231,6.23076924,1.33333333,2.07692308,0.19047619,0.14285714,0.04761905,0.277777777,1.84615385,0.30769231,0,6.376748901799331,5.263186153106632,9884
"Total","Mike Broadway","SFG",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,5.347104799855783,9894
"Total","Chris Rusin","COL",9,36,7,2,3.5,1,0.19444444,0.05555556,0.13888889,0.363636363,1.55555556,0.42307692,0.47619048,3.7108733530445797,3.8350116685632765,9895
"Total","Chris Volstad","CHW",1.2,4,0,0,0,0,0,0,0,0,0,0,1,4.960431572175146,5.951400629064478,9901
"Total","Pedro Villarreal","CIN",1.1,6,6.75000002,0,1,6.75000002,0.16666667,0,0.16666667,0.5,2.25000001,0.5,-0.625,11.383593770625001,2.7403492794785587,9904
"Total","A.J. Morris","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,9919
"Total","Bobby Parnell","2 Tms",1.2,8,0,10.80000004,0,0,0,0.25,-0.25,0.5,3.00000001,0.5,-0.2,6.7361870909530435,9.506356398894416,9926
"Total","Brandon Kintzler","5 Tms",8.1,42,8.64,2.16,4,3.24,0.19047619,0.04761905,0.14285714,0.351351351,1.8,0.37037037,-0.078125,7.376628438709173,4.8791660995010355,9939
"Total","Todd Redmond","TOR",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,9943
"Total","Mike Dunn","2 Tms",12.1,61,8.75675675,4.37837838,2,1.45945946,0.19672131,0.09836066,0.09836066,0.38,2.02702703,0.425,0.43103448,5.022403107733224,4.715107608479486,9948
"Total","Tom Wilhelmsen","3 Tms",6.1,23,5.68421053,0,4,0,0.17391304,0,0.17391304,0.318181818,1.10526316,0.36842105,0.28571429,1.88105712623246,3.637779680937255,9975
"Total","Mike Minor","KCR",3.2,14,9.81818181,4.9090909,2,0,0.28571429,0.14285714,0.14285714,0.25,1.36363636,0.375,0.4,2.6121851492551897,3.582443129630142,10021
"Total","Christian Bethancourt","SDP",0,3,0,27,0,0,0,1,-1,0,3,0,0,12.157639694213866,12.157639694213866,10028
"Total","Patrick Schuster","PHI",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,3.146560382843018,10029
"Total","Keyvius Sampson","CIN",0.2,4,0,13.49999993,0,0,0,0.25,-0.25,0.5,2.99999999,0.33333333,0,7.646560360343018,7.646560360343018,10039
"Total","Ashur Tolliver","HOU",0.2,2,13.49999993,0,1,0,0.5,0,0.5,0,0,0,1,0.15763970921386727,2.8258491443295846,10044
"Total","Tyler Matzek","ATL",5.1,20,6.75,1.6875,4,1.6875,0.2,0.05,0.15,0.222222222,0.9375,0.21428571,-0.55555556,4.646169332615028,4.695466616049414,10058
"Total","Brooks Raley","4 Tms",9,34,15,2,7.5,2,0.44117647,0.05882353,0.38235294,0.1875,0.88888889,0.26666667,0,3.4016334004085693,2.1331044538366895,10061
"Total","Ian Krol","2 Tms",7,24,10.28571429,1.28571429,8,0,0.33333333,0.04166667,0.29166667,0.272727272,1,0.4,0.42857143,1.2940840584891187,2.4728387128029556,10066
"Total","Caleb Cotham","2 Tms",2.2,9,16.87500004,0,5,0,0.55555556,0,0.55555556,0,0,0,1,-0.6050604556252033,0.6441401076503288,10075
"Total","Caleb Thielbar","MIN",7.1,26,9.81818182,1.22727273,8,0,0.30769231,0.03846154,0.26923077,0.16,0.68181818,0.23529412,0.6,1.410442043653574,3.521931505162913,10078
"Total","Kyle Gibson","2 Tms",0.1,5,27.00000027,27.00000027,1,0,0.2,0.2,0,0.5,9.00000009,0.66666667,0,6.1810279906948296,6.1810279906948296,10123
"Total","Brad Boxberger","6 Tms",17.1,74,8.3076923,4.15384615,2,1.03846154,0.21621622,0.10810811,0.10810811,0.29032258,1.5,0.33333333,0.51724138,4.186826385430085,4.510448001073094,10133
"Total","Manny Barreda","BAL",0.1,3,0,0,0,27.00000027,0,0,0,0.666666666,6.00000006,0.5,0,42.17003451246705,13.756206987861699,10148
"Total","Ryan Weber","4 Tms",4,15,9.00000002,0,4,0,0.26666667,0,0.26666667,0.153846153,0.5,0.2,-0.33333333,1.9532323171516703,3.1928119717553747,10160
"Total","Jose Ramirez","2 Tms",6,21,9,4.5,2,0,0.28571429,0.14285714,0.14285714,0.133333333,0.83333333,0.18181818,0.16666667,3.153226221939509,3.7461616549299013,10171
"Total","Edgar Olmos","SEA",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,3.1335937500000006,10174
"Total","Jacob Turner","2 Tms",2,7,9,0,2,0,0.28571429,0,0.28571429,0.428571428,1.5,0.6,0,1.1521000385284426,1.1521000385284426,10185
"Total","Shelby Miller","4 Tms",3,10,12,0,4,0,0.4,0,0.4,0.1,0.33333333,0.16666667,0,0.5445199595741457,1.2075885868918919,10197
"Total","Aaron Northcraft","SDP",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.170034122467041,3.170034122467041,10218
"Total","Aroldis Chapman","3 Tms",3.1,14,5.40000001,13.50000001,0.4,5.40000001,0.14285714,0.35714286,-0.21428572,0.222222222,2.1,0,-0.95238095,14.295021336020067,8.908895915070357,10233
"Total","Bryan Morris","2 Tms",5,21,1.8,3.6,0.5,0,0.04761905,0.0952381,-0.04761905,0.333333333,1.6,0.33333333,0.375,3.9395190238878772,4.567773981384997,10234
"Total","Rafael Martin","WSN",0.2,2,26.99999987,0,2,0,1,0,1,0,0,0,1,-2.8664062199999996,-2.8664062199999996,10258
"Total","Alexi Ogando","2 Tms",9,28,8,4,2,0,0.28571429,0.14285714,0.14285714,0.086956521,0.66666667,0.125,0.66666667,2.6949122534857857,3.8637616968817183,10261
"Total","Justin Marks","TBR",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,1,12.146560472843019,17.143362763421166,10265
"Total","Tanner Scheppers","TEX",1,5,18,9,2,9,0.4,0.2,0.2,0.25,2,0,-1.66666667,15.141609064657803,5.092957145888921,10267
"Total","Josh Smoker","3 Tms",3.2,17,4.90909092,2.45454546,2,2.45454546,0.11764706,0.05882353,0.05882353,0.466666666,2.18181819,0.46153846,0,6.4276071694663495,5.172857805420685,10285
"Total","Ryan Tepera","5 Tms",17.2,67,7.13207547,4.58490566,1.55555556,1.52830189,0.20895522,0.13432836,0.07462687,0.228070175,1.24528302,0.24390244,0.6741573,5.313269189177503,4.717279390690135,10291
"Total","Chad Bell","DET",1.2,7,10.80000004,5.40000002,2,0,0.28571429,0.14285714,0.14285714,0.2,1.2,0.33333333,-0.66666667,4.358198075322774,5.4254818589746145,10297
"Total","Jarred Cosart","MIA",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,10304
"Total","Erasmo Ramirez","3 Tms",11,35,3.27272728,2.45454546,1.33333333,2.45454546,0.11428571,0.08571429,0.02857143,0.2,0.81818182,0.12,-0.625,6.792747937168929,5.056455337668069,10314
"Total","Michael Tonkin","2 Tms",5.1,22,13.50000001,0,8,3.375,0.36363636,0,0.36363636,0.363636363,1.5,0.5,0.19230769,5.046941591422157,2.379268611040753,10315
"Total","Chad Jenkins","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,10326
"Total","Giovanni Soto","CLE",0,1,0,0,0,0,0,0,0,1,1,1,1,3.13359375,3.13359375,10330
"Total","Edwin Escobar","ARI",1.1,3,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,4.39576094611855,10337
"Total","Juan Minaya","2 Tms",7.2,30,5.86956523,4.69565218,1.25,1.17391305,0.16666667,0.13333333,0.03333333,0.166666666,1.04347826,0.16666667,0.11627907,5.917769162349753,5.878804280419905,10341
"Total","Aaron Loup","6 Tms",16.1,72,8.81632653,3.85714286,2.28571429,0,0.22222222,0.09722222,0.125,0.310344827,1.53061225,0.39130435,0.32142857,3.045063435422897,4.179531844221986,10343
"Total","John Ryan Murphy","ARI",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.2140094757080084,9.181627181243904,10346
"Total","Robbie Erlin","2 Tms",5.1,19,6.75,3.375,2,0,0.21052632,0.10526316,0.10526316,0.235294117,1.125,0.30769231,0.5,2.8090747413208224,3.491728675510985,10354
"Total","Carlos Contreras","CIN",0.1,5,0,27.00000027,0,54.00000054,0,0.2,-0.2,1,12.00000012,0.5,-1.66666667,90.13359462000001,20.987638172233797,10386
"Total","Brooks Pounders","3 Tms",1.1,10,0,6.75000002,0,13.50000003,0,0.1,-0.1,0.625,4.50000001,0.42857143,0,24.916890508514822,10.413692712866949,10387
"Total","Mychal Givens","5 Tms",24.2,85,8.75675676,2.18918919,4,0.36486487,0.28235294,0.07058824,0.21176471,0.175675675,0.77027027,0.23076923,0.76530612,2.707546334333265,3.180787277724832,10430
"Total","Taylor Jordan","WSN",0.2,2,13.49999993,0,1,0,0.5,0,0.5,0,0,0,1,0.13359376500000053,0.13359376500000053,10466
"Total","Shawn Tolleson","TEX",1,5,9,9,1,0,0.2,0.2,0,0.25,2,0.33333333,0.5,4.137915960904451,5.613590001520009,10481
"Total","Yoervis Medina","2 Tms",1.1,3,6.75000002,0,1,0,0.33333333,0,0.33333333,0,0,0,1,1.6335937462499996,2.7403492794785578,10498
"Total","Preston Claiborne","TEX",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.842360365786133,-2.842360365786133,10500
"Total","Hunter Cervenka","2 Tms",3,7,3,3,1,0,0.14285714,0.14285714,0,0,0.33333333,0,-2,3.4826635440190636,5.148264290889104,10510
"Total","Drew Hayes","CIN",0,4,0,9,0,18,0,0.25,-0.25,1,4,1,-0.83333333,32.14656038284302,9.477761876583099,10528
"Total","Dean Kiekhefer","2 Tms",1,11,9,36,0.25,9,0.09090909,0.36363636,-0.27272727,0.714285714,9,0.8,0.13157895,26.15349597930908,16.484697473049163,10529
"Total","Jake Petricka","4 Tms",7,36,12.85714286,7.71428571,1.66666667,1.28571429,0.27777778,0.16666667,0.11111111,0.321428571,2.14285714,0.42105263,0.44117647,4.72633278708935,4.568285774104598,10534
"Total","Jimmy Nelson","2 Tms",2.2,9,10.12499999,0,3,0,0.33333333,0,0.33333333,0.25,0.75,0.4,0.33333333,2.0560279622247597,3.379299555512286,10547
"Total","Daniel Webb","CHW",0.2,4,13.49999993,13.49999993,1,0,0.25,0.25,0,0,1.49999999,0,0,9.13359372,9.13359372,10558
"Total","Addison Reed","4 Tms",8.1,30,6.48,4.32,1.5,0,0.2,0.13333333,0.06666667,0.208333333,1.08,0.25,0.77777778,3.146547870637098,4.662909601938413,10586
"Total","Chad Bettis","COL",1.1,4,0,0,0,6.75000002,0,0,0,0.25,0.75,0,1,12.964009500083009,7.689722721292079,10587
"Total","Scott Alexander","3 Tms",12,45,6.00000001,1.5,4,1.5,0.17777778,0.04444444,0.13333333,0.292682926,1.16666667,0.3125,0.49180328,4.769305182845209,3.7743654996317613,10591
"Total","Madison Younginer","ATL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,10636
"Total","Adam Liberatore","LAD",3.1,22,10.80000001,21.60000002,0.5,0,0.18181818,0.36363636,-0.18181818,0.384615384,3.9,0.5,0.61538462,7.9505330133813,10.39195612425144,10637
"Total","Andrew Bellatti","3 Tms",3,16,9,6,1.5,3,0.1875,0.125,0.0625,0.461538461,2.66666667,0.5,0,7.475576352971915,5.701059358217441,10657
"Total","Tyler Thornburg","3 Tms",4.2,16,9.64285716,1.92857143,5,0,0.3125,0.0625,0.25,0.2,0.85714286,0.3,0.75,1.660622155280212,1.660622155280212,10688
"Total","Drew Hutchison","3 Tms",2,7,0,9.00000005,0,0,0,0.28571429,-0.28571429,0.333333333,1.50000001,0.2,0.33333333,6.15260903754552,7.8182097927435645,10732
"Total","Trevor Rosenthal","3 Tms",1.1,4,20.25000005,0,3,0,0.75,0,0.75,0,0,0,1,-1.3253626222775328,0.1665417929171582,10745
"Total","Shane Greene","4 Tms",12,45,6.74999999,5.25,1.28571429,0,0.2,0.15555556,0.04444445,0.210526315,1.25,0.27586207,0.53333333,3.42009611113173,4.862292146308443,10756
"Total","Tyler Cravy","MIL",1.2,6,10.79999998,5.39999999,2,0,0.33333333,0.16666667,0.16666667,0,0.6,0,1,2.541373730890251,4.426138599612081,10770
"Total","Josh Edgin","NYM",2,6,0,0,0,0,0,0,0,0.333333333,1,0.33333333,1,3.1521000385284426,3.984900411963463,10796
"Total","Mike Foltynewicz","2 Tms",1,6,0,9,0,0,0,0.16666667,-0.16666667,0.4,3,0.4,0,6.157887331766162,6.157887331766162,10811
"Total","R.J. Alaniz","2 Tms",1,6,18,0,2,9,0.33333333,0,0.33333333,0.5,3,0.66666667,0,12.214009475708007,3.192421239614487,10819
"Total","Michael Mariot","2 Tms",1.2,8,10.80000004,10.80000004,1,0,0.25,0.25,0,0.166666666,1.80000001,0.25,0.33333333,4.343967061089974,8.227452845359327,10835
"Total","Asher Wojciechowski","2 Tms",0.2,3,27.00000027,13.50000014,2,0,0.66666667,0.33333333,0.33333333,0,1.50000002,0,1,1.6858245699609375,1.6858245699609375,10836
"Total","Adam Kolarek","4 Tms",6,25,7.5,1.5,5,0,0.2,0.04,0.16,0.304347826,1.33333333,0.36842105,0.125,2.0035306267921564,2.8481293472632205,10843
"Total","Chasen Shreve","5 Tms",15.2,62,8.61702127,3.44680851,2.5,1.14893617,0.24193548,0.09677419,0.14516129,0.264150943,1.27659574,0.30769231,0.58139535,4.068034925676212,4.478544401115527,10855
"Total","Perci Garner","CLE",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,3.1465603828430178,10887
"Total","Christian Bergman","2 Tms",3.2,11,7.36363638,0,3,0,0.27272727,0,0.27272727,0.272727272,0.81818182,0.375,0.33333333,1.505474495085731,2.3103876096122415,10925
"Total","Ken Roberts","2 Tms",1,8,0,9,0,0,0,0.125,-0.125,0.714285714,6,0.71428571,0.16666667,6.133593750000001,9.084941831231118,10938
"Total","Josh A. Smith","4 Tms",5.1,24,10.12499999,6.74999999,1.5,3.375,0.25,0.16666667,0.08333333,0.263157894,1.6875,0.27272727,0.41666667,8.59942296657112,4.809081432931942,10946
"Total","Jake Buchanan","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,10962
"Total","Tim Adleman","CIN",0.2,5,0,13.49999993,0,13.49999993,0,0.2,-0.2,0.666666666,4.49999998,0.33333333,-0.625,27.157639574213867,18.330477412176734,10968
"Total","Ryan O'Rourke","MIN",2.1,10,15.42857145,11.57142859,1.33333333,0,0.4,0.3,0.1,0,1.28571429,0,-0.33333333,3.567722307552906,4.91398293268425,10976
"Total","Chase Whitley","TBR",3.1,10,2.7,0,1,0,0.1,0,0.1,0.1,0.3,0.11111111,0,2.556531762486754,4.657137657722431,10982
"Total","Ben Rowen","LAA",1.1,3,6.75000002,0,1,0,0.33333333,0,0.33333333,0,0,0,1,3.9200341243420413,3.920034124342041,10983
"Total","Kevin Shackelford","CIN",2,9,0,9,0,0,0,0.22222222,-0.22222222,0.5,2.5,0.42857143,0.4,6.15810500780276,7.873315706347739,11012
"Total","Mickey Jannis","BAL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1700341224670407,8.46312055516437,11071
"Total","Casey Lawrence","3 Tms",2.2,11,6.75000002,0,2,3.37500001,0.18181818,0,0.18181818,0.3,1.125,0.25,-1.875,6.539512684386548,4.22080829141673,11121
"Total","Vince Velasquez","3 Tms",2.2,16,6.74999999,16.87499998,0.4,6.74999999,0.125,0.3125,-0.1875,0.4,3.375,0.28571429,0.32258065,17.030584617049815,12.246679982094333,11189
"Total","C.J. Riefenhauser","TBR",2,6,0,0,0,0,0,0,0,0.333333333,1,0.33333333,0,3.13359375,3.13359375,11193
"Total","Grant Dayton","2 Tms",3.1,12,10.80000001,0,4,2.7,0.33333333,0,0.33333333,0.181818181,0.6,0.14285714,0,4.66367120887764,2.3263019582692825,11203
"Total","Casey Sadler","3 Tms",2,8,9,9,1,0,0.25,0.25,0,0,1,0,0.5,4.186934820859815,5.069115884154225,11209
"Total","Mike Freeman","CLE",0,1,0,0,0,9,0,0,0,1,1,0,2.5,16.214009475708007,5.203215357661247,11241
"Total","Aaron Barrett","WSN",2.2,9,3.37500001,0,1,0,0.11111111,0,0.11111111,0.222222222,0.75,0.25,0,2.400873909376166,3.1468261169735117,11243
"Total","Rob Rasmussen","SEA",1,6,18,0,2,0,0.33333333,0,0.33333333,0.5,3,0.75,-0.33333333,-0.8664062499999998,0.6092677906155588,11250
"Total","Zach Neal","OAK",2,8,9,4.5,2,0,0.25,0.125,0.125,0.142857142,1,0.2,-1,2.684566927118511,4.40677045003912,11294
"Total","Tyler Lyons","3 Tms",5.1,22,16.87500001,1.6875,10,1.6875,0.45454545,0.04545455,0.40909091,0.263157894,1.125,0.44444444,0,2.9824478398977208,2.180483616011636,11334
"Total","Sean Nolin","2 Tms",1.2,6,16.20000006,5.40000002,3,0,0.5,0.16666667,0.33333333,0,0.6,0,1,1.3870353625710399,3.4376636990969174,11341
"Total","Pat Dean","MIN",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,0,3.146560382843018,3.146560382843018,11350
"Total","Tommy Kahnle","4 Tms",12.1,43,12.40540541,2.18918919,5.66666667,0.72972973,0.39534884,0.06976744,0.3255814,0.210526315,0.89189189,0.31818182,0.52083333,2.199025673174038,2.2818435021335777,11384
"Total","A.J. Achter","LAA",1,3,0,9,0,0,0,0.33333333,-0.33333333,0,1,0,1,6.146560382843018,9.477761876583099,11387
"Total","Danny Barnes","TOR",8,33,9,1.125,8,3.375,0.24242424,0.03030303,0.21212121,0.322580645,1.375,0.33333333,0.14705882,6.40811235904232,4.312380294124637,11388
"Total","Alex Wimmers","MIN",2,6,0,0,0,0,0,0,0,0.4,1,0.33333333,0,3.1465603828430178,4.812161129713059,11394
"Total","Danny Burawa","ATL",1.1,3,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,3.1335937500000006,11397
"Total","Jose Quintana","2 Tms",1.2,7,16.20000006,0,3,0,0.42857143,0,0.42857143,0.285714285,1.2,0.5,0.5,-0.41689378278897893,-0.41689378278897893,11423
"Total","Anthony Ranaudo","TEX",0.1,2,0,0,0,27.00000027,0,0,0,0.5,3.00000003,0,2.5,42.13359414000001,7.560615916116898,11424
"Total","Drew Pomeranz","5 Tms",4.1,14,8.30769229,4.15384615,2,2.07692307,0.28571429,0.14285714,0.14285714,0.09090909,0.69230769,0,0,5.717813605351971,4.866424965960029,11426
"Total","Brandon Workman","3 Tms",5,22,10.8,5.4,2,0,0.27272727,0.13636364,0.13636364,0.235294117,1.4,0.30769231,-0.28571429,2.575695201335007,5.068091463623101,11428
"Total","A.J. Schugel","PIT",2,11,9,18,0.5,0,0.18181818,0.36363636,-0.18181818,0.285714285,3,0.4,1,7.153946590405119,7.986746963840139,11432
"Total","Jesse Biddle","3 Tms",8.1,28,8.64,4.32,2,1.08,0.28571429,0.14285714,0.14285714,0.130434782,0.84,0.13333333,0.53571429,4.255817490036905,3.5291036309033696,11437
"Total","Johnny Barbato","3 Tms",1.2,11,0,10.79999998,0,5.39999999,0,0.18181818,-0.18181818,0.444444444,3.59999999,0.375,-0.43478261,14.55537946328604,8.813632313023508,11440
"Total","Matt Grace","WSN",8.1,33,4.32,3.24,1.33333333,1.08,0.12121212,0.09090909,0.03030303,0.310344827,1.44,0.32,0.37735849,4.849738617651248,4.361729464447584,11449
"Total","Sammy Solis","WSN",5.2,21,7.94117647,4.76470588,1.66666667,0,0.23809524,0.14285714,0.0952381,0.333333333,1.58823529,0.46153846,0.55555556,2.976048733307183,4.4831832953267305,11457
"Total","A.J. Cole","4 Tms",3.1,14,10.80000001,0,4,0,0.28571429,0,0.28571429,0.285714285,1.2,0.4,0.5,0.7752083753897314,3.558065587616635,11467
"Total","Zach Lee","SDP",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.842360365786133,-2.842360365786133,11468
"Total","Bryan Mitchell","3 Tms",3,18,3,9,0.33333333,3,0.05555556,0.16666667,-0.11111111,0.466666666,3.33333333,0.46153846,0.46511628,9.812634870697512,7.114666683266016,11479
"Total","Joely Rodriguez","5 Tms",10,47,9.90000002,6.30000001,1.57142857,0.9,0.23404255,0.14893617,0.08510638,0.315789473,1.9,0.40740741,0.2688172,4.647083182105777,4.844539303945392,11487
"Total","Aaron Sanchez","2 Tms",1.1,5,6.74999997,0,1,0,0.2,0,0.2,0.4,1.49999999,0.5,0,1.6412325695651246,2.7515096169824798,11490
"Total","Parker Bridwell","LAA",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,8.494058644491584,11502
"Total","Jeff Ferrell","DET",1.1,8,6.74999997,6.74999997,1,0,0.125,0.125,0,0.571428571,3.74999998,0.66666667,0.6,3.8956167183569343,6.109127768212717,11506
"Total","Brandon Cunniff","ATL",2.1,9,7.71428573,7.71428573,1,0,0.22222222,0.22222222,0,0,0.85714286,0,1,3.992588984471901,3.992588984471901,11509
"Total","Josh Osich","4 Tms",10.2,37,5.06250001,2.53125,2,0,0.16216216,0.08108108,0.08108108,0.147058823,0.75,0.17857143,0.5,2.880623784207388,4.176262031762249,11528
"Total","Dayan Diaz","CIN",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,5.644961490656073,11543
"Total","Jose Dominguez","SDP",2,4,4.5,0,1,0,0.25,0,0.25,0,0,0,1,2.1465603828430178,3.8121611297130586,11571
"Total","Jose Urena","3 Tms",1.2,10,5.40000002,5.40000002,1,0,0.1,0.1,0,0.5,3.00000001,0.5,0.4,3.748746540689957,6.5896563981806295,11589
"Total","Williams Perez","ATL",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,3.1335937500000006,11592
"Total","Deck McGuire","3 Tms",2,4,4.5,0,1,0,0.25,0,0.25,0,0,0,1,2.159035634994507,2.159035634994507,11596
"Total","Dovydas Neverauskas","PIT",3.1,19,8.09999998,10.79999998,0.75,2.69999999,0.15789474,0.21052632,-0.05263158,0.4,2.99999999,0.45454545,0.23255814,8.87622793970557,6.151474222606593,11604
"Total","Mike Kickham","BOS",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.808580744661865,-2.808580744661865,11618
"Total","Heath Hembree","4 Tms",13,54,11.07692308,4.84615385,2.28571429,1.38461538,0.2962963,0.12962963,0.16666667,0.181818181,1.15384615,0.20689655,-0.16393443,4.312960943843004,4.539660266305086,11632
"Total","Mayckol Guaipe","SEA",1.2,10,10.79999998,10.79999998,1,0,0.2,0.2,0,0.5,2.99999999,0.6,0.5,6.138780397152767,9.022905711997902,11663
"Total","Carlos Martinez","STL",2,9,4.5,4.5,1,0,0.11111111,0.11111111,0,0.285714285,1.5,0.28571429,0.33333333,3.6827475548237825,6.328965593919184,11682
"Total","Josh Lucas","2 Tms",1.1,5,0,0,0,0,0,0,0,0.5,1.49999999,0.4,0.5,3.1858245849609377,6.169633392971752,11686
"Total","Tayron Guerrero","MIA",6.1,26,4.26315789,1.42105263,3,2.84210526,0.11538462,0.03846154,0.07692308,0.333333333,1.42105263,0.3,0,6.8061099666849625,5.521875354856628,11691
"Total","Nick Kingham","2 Tms",1.2,4,0,0,0,0,0,0,0,0,0,0,1,3.2140094757080084,5.601056529277802,11694
"Total","Sam Dyson","4 Tms",16,58,6.75,2.8125,2.4,0,0.20689655,0.0862069,0.12068966,0.274509803,1.1875,0.35,0.35,2.7909193058673942,3.9045295721095705,11710
"Total","Erik Goeddel","2 Tms",2.2,14,0,3.375,0,3.375,0,0.07142857,-0.07142857,0.384615384,2.25,0.33333333,-0.2173913,9.15291107145202,11.183669407893948,11712
"Total","Matt Harvey","NYM",0.1,3,0,27.00000027,0,0,0,0.33333333,-0.33333333,1,6.00000006,0.5,0,12.160431665775148,17.115277009679946,11713
"Total","Justin Grimm","4 Tms",10,42,9.90000001,1.8,5.5,0.9,0.26190476,0.04761905,0.21428571,0.315789473,1.4,0.40740741,0.51470588,3.1448418378687553,3.9178788676995335,11720
"Total","Carlos Ramirez","TOR",0.2,4,27.00000027,27.00000027,1,0,0.5,0.5,0,0,3.00000003,0,1,6.159035664994507,6.159035664994507,11743
"Total","Luke Jackson","3 Tms",14,65,10.92857144,3.21428572,3.4,3.21428572,0.26153846,0.07692308,0.18461539,0.310344827,1.64285714,0.35135135,0.17647059,6.689486901253449,3.1800814715335046,11752
"Total","Kyle Ryan","2 Tms",5.2,22,3.17647059,4.76470588,0.66666667,0,0.09090909,0.13636364,-0.04545455,0.352941176,1.58823529,0.35294118,0.33333333,4.057808639418651,5.7733119891863165,11753
"Total","Drew Smyly","3 Tms",2.1,9,7.71428573,3.85714286,2,0,0.22222222,0.11111111,0.11111111,0.142857142,0.85714286,0.16666667,0.5,2.8115186550204,4.346504427285493,11760
"Total","Noah Syndergaard","NYM",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,11762
"Total","Myles Jaye","DET",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,0,12.157639784213867,17.49405873449159,11769
"Total","Angel Sanchez","PIT",0.2,4,0,0,0,13.49999993,0,0,0,0.666666666,2.99999999,0.33333333,-1.66666667,22.657639596713867,8.4940585644453,11776
"Total","Hansel Robles","4 Tms",17,63,10.05882352,2.11764706,4.75,1.58823529,0.3015873,0.06349206,0.23809524,0.185185185,0.82352941,0.19444444,-0.27777778,4.095426384452097,4.143375924221882,11801
"Total","Hector Neris","2 Tms",11.2,47,13.88571428,3.85714286,3.6,0,0.38297872,0.10638298,0.27659575,0.210526315,1.11428571,0.34782609,0.64285714,1.6520015039948404,2.7954268886834988,11804
"Total","Alberto Baldonado","WSN",1,4,9,9,1,0,0.25,0.25,0,0,1,0,1,4.170034122467041,5.934396249055863,11812
"Total","Steve Delabar","2 Tms",1,6,9,9,1,0,0.16666667,0.16666667,0,0.4,3,0.5,0.33333333,4.137915960904451,5.613590001520009,11827
"Total","Chris Martin","6 Tms",7,26,8.99999999,0,7,0,0.26923077,0,0.26923077,0.291666666,1,0.36842105,0.42857143,1.1662652953314556,2.563504119448488,11847
"Total","Jason Adam","4 Tms",5.1,22,10.12500003,1.6875,6,1.6875,0.27272727,0.04545455,0.22727273,0.176470588,0.75,0.16666667,0,5.063015000720262,5.249951860229056,11861
"Total","Michael Feliz","3 Tms",13.1,53,12.15,2.7,4.5,3.375,0.33962264,0.0754717,0.26415094,0.224489795,1.125,0.23076923,0,6.249054730717372,3.0683183250785597,11903
"Total","David Rollins","SEA",0.2,2,13.50000014,0,1,0,0.5,0,0.5,0,0,0,1,0.1400770364215087,2.6384781817105813,11928
