Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Steve Johnson","BAL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,4053
"Total","Brian Duensing","3 Tms",9.2,30,3.72413793,0.93103448,4,0,0.13333333,0.03333333,0.1,0.23076923,0.72413793,0.24,0.28571429,2.6296872201097017,4.165426274338033,4064
"Total","Pedro Strop","2 Tms",12,39,7.50000001,1.5,5,0,0.25641026,0.05128205,0.20512821,0.161290322,0.58333333,0.19230769,0.25,2.240131091274606,3.0936560749151063,4070
"Total","Junichi Tazawa","3 Tms",9,43,7,5,1.4,1,0.1627907,0.11627907,0.04651163,0.342105263,2,0.4,0.72289157,4.704570076195444,5.22808022515116,4079
"Total","Dan Runzler","PIT",0.1,1,0,0,0,0,0,0,0,1,3.00000003,1,1,3.1576396942138674,3.1576396942138674,4080
"Total","Erik Cordier","MIA",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,4086
"Total","James Russell","2 Tms",2,9,4.5,4.5,1,0,0.11111111,0.11111111,0,0.375,2,0.42857143,0.25,3.637915960947673,5.113590001563232,4089
"Total","Luke Gregerson","2 Tms",2.1,12,0,7.71428573,0,3.85714286,0,0.16666667,-0.16666667,0.4,2.57142858,0.33333333,0.2173913,11.306971391271567,6.44337785494591,4090
"Total","Carlos Villanueva","2 Tms",4.1,18,10.38461539,0,5,4.15384616,0.27777778,0,0.27777778,0.388888888,1.61538462,0.45454545,-0.23809524,6.835875778101794,2.757722790584032,4138
"Total","Derek Holland","4 Tms",5.1,19,8.43749999,1.6875,5,0,0.26315789,0.05263158,0.21052632,0.222222222,0.9375,0.30769231,0.4,1.8781099157209158,3.689408941331858,4141
"Total","Edward Paredes","LAD",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,4168
"Total","Rafael Dolis","TOR",1.2,6,10.79999998,0,2,0,0.33333333,0,0.33333333,0.166666666,0.6,0.25,0,0.7828652429640353,2.9984515402172423,4185
"Total","David Hernandez","4 Tms",15,57,7.79999999,1.8,4.33333333,1.2,0.22807018,0.05263158,0.1754386,0.25490196,1.06666667,0.28205128,0.07575758,3.7661887694746996,4.21683722300594,4259
"Total","Mark Melancon","3 Tms",4,15,4.5,2.25,2,0,0.13333333,0.06666667,0.06666667,0.307692307,1.25,0.33333333,0.6,2.9356729110166953,4.3431796265230105,4264
"Total","Manny Parra","CIN",3,10,9,3,3,3,0.3,0.1,0.2,0.25,1,0.2,0.625,6.466927083333334,3.1173764437437064,4279
"Total","Matt Albers","3 Tms",9.1,46,7.71428572,6.75,1.14285714,0.96428571,0.17391304,0.15217391,0.02173913,0.352941176,2.03571429,0.36666667,0.34090909,5.092780219505295,5.522272924761163,4300
"Total","Justin Wilson","5 Tms",20.2,63,9.14516129,0.87096774,10.5,0.87096774,0.33333333,0.03174603,0.3015873,0.1,0.38709677,0.10526316,-0.19230769,2.679041917686994,2.6948924491701893,4301
"Total","Tyler Chatwood","3 Tms",3.1,16,2.69999999,16.19999997,0.16666667,0,0.0625,0.375,-0.3125,0.2,2.4,0.22222222,0.125,7.9885826491717875,7.9885826491717875,4338
"Total","Craig Breslow","3 Tms",4.1,22,4.15384615,2.07692307,2,2.07692307,0.09090909,0.04545455,0.04545455,0.4,2.07692307,0.38888889,0.52631579,5.91277011619791,6.938526302356811,4363
"Total","Jordan Zimmermann","2 Tms",1,5,0,9,0,0,0,0.2,-0.2,0.5,3,0.5,0,6.177162520019455,6.177162520019455,4505
"Total","Mitch Harris","STL",1.2,7,0,5.39999999,0,0,0,0.14285714,-0.14285714,0.333333333,1.8,0.33333333,0.66666667,4.9335937464,6.704402591597053,4530
"Total","Jason Hammel","KCR",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.160431575775147,3.160431575775147,4538
"Total","Chris Smith","OAK",1,5,9,9,1,0,0.2,0.2,0,0.666666666,3,0.66666667,0.66666667,4.146560382843018,5.812161129713059,4544
"Total","Joe Thatcher","HOU",0.2,4,0,13.49999993,0,0,0,0.25,-0.25,0.333333333,2.99999999,0.33333333,0.5,7.633593727500001,7.633593727500001,4620
"Total","Brandon McCarthy","LAD",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,0,3.1576396942138674,3.1576396942138674,4662
"Total","Sam LeCure","CIN",1,4,0,0,0,0,0,0,0,0.333333333,1,0.25,0,3.13359375,6.084941831231117,4664
"Total","Pat Neshek","3 Tms",13,40,5.53846154,2.07692308,2.66666667,0,0.2,0.075,0.125,0.058823529,0.38461538,0.06896552,0.4,2.6147023783717236,4.858289665377788,4682
"Total","Jeff Francis","TOR",1,4,9,0,1,0,0.25,0,0.25,0.5,2,0.66666667,0.5,1.1335937500000002,1.1335937500000002,4684
"Total","Nate Jones","4 Tms",6.2,27,5.40000001,4.05000001,1.33333333,1.35,0.14814815,0.11111111,0.03703704,0.217391304,1.2,0.22222222,0.65789474,5.7219646517566485,5.882032113587844,4696
"Total","Matt Cain","SFG",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,4732
"Total","Sergio Santos","2 Tms",0.1,2,0,0,0,27.00000027,0,0,0,0.5,3.00000003,0,2.5,42.13359414000001,7.560615916116898,4734
"Total","Donnie Veal","ATL",0,1,0,0,0,9,0,0,0,1,1,0,2.5,16.13359375,4.609267790615559,4741
"Total","Jonathan Broxton","2 Tms",6.2,27,10.80000001,2.7,4,1.35,0.2962963,0.07407407,0.22222222,0.363636363,1.5,0.4375,0,3.5906310324350663,3.542376737693342,4759
"Total","Vinnie Pestano","LAA",0.2,4,26.99999987,0,2,0,0.5,0,0.5,0.25,1.49999999,0.5,1,-2.8664062199999996,-0.6528951701442169,4782
"Total","Rich Hill","SDP",0.2,3,13.49999993,0,1,0,0.33333333,0,0.33333333,0.5,1.49999999,0.5,1,0.25504037449706995,2.7350679930221107,4806
"Total","Joe Blanton","2 Tms",5.2,25,9.52941176,6.35294117,1.5,1.58823529,0.24,0.16,0.08,0.263157894,1.58823529,0.30769231,0.93023256,5.973348413942851,6.34457410912416,4849
"Total","Mike Montgomery","2 Tms",6.1,21,7.10526316,1.42105263,5,1.42105263,0.23809524,0.04761905,0.19047619,0.315789473,1.10526316,0.35714286,0.35714286,4.119021130121445,2.694559828935909,4869
"Total","Brandon Maurer","2 Tms",5.1,17,6.74999999,1.6875,4,0,0.23529412,0.05882353,0.17647059,0.125,0.5625,0.16666667,0,2.2057524156478854,3.437945448715561,4878
"Total","Peter Moylan","2 Tms",10,32,4.5,0.9,5,0.9,0.15625,0.03125,0.125,0.233333333,0.8,0.25,0.52631579,4.053298425674439,3.453500390052796,4891
"Total","Justin De Fratus","PHI",2.2,11,0,0,0,3.375,0,0,0,0.272727272,1.125,0.2,0,8.00859374390625,7.560615866312898,4955
"Total","Fernando Salas","3 Tms",10,44,9,8.1,1.11111111,0,0.22727273,0.20454545,0.02272727,0.258064516,1.7,0.32,0.58823529,3.846979236593837,4.7816895574241824,4971
"Total","Fernando Abad","5 Tms",5.1,26,6.75,3.375,2,1.6875,0.15384615,0.07692308,0.07692308,0.428571428,2.0625,0.42105263,0.52083333,5.211922181931014,4.860530214325387,4994
