Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Albert Suarez","SFG",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6175
"Total","Ian Kinsler","SDP",1,3,0,0,0,0,0,0,0,2,0,0,0,0,0.666666666,0,0.4601963361104329,6195
"Total","Dustin Molleken","DET",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6200
"Total","Dellin Betances","NYY",30,37,8,6,0,0,9,8,1,2,0,1,18,0.176470588,0.243243243,0.264705882,0.22996694332844503,6216
"Total","Diego Moreno","2 Tms",2,3,0,0,0,0,0,0,0,1,0,0,2,0,0.333333333,0,0.22894767920176187,6238
"Total","Tom Gorzelanny","DET",7,9,4.5,0,0,0,1,1,0,2,1,1,1,0,0.333333333,0,0.1756216660141945,6244
"Total","Trevor Cahill","4 Tms",10,11,13.50000003,3,0,0,4,4,1,0,0,0,1,0.272727272,0.272727272,0.545454545,0.3420745676214045,6249
"Total","Scott Feldman","TOR",4,4,9,0,0,0,1,1,0,1,0,0,0,0,0.25,0,0.17265300452709198,6283
"Total","David Phelps","3 Tms",15,21,9,5,1,0,6,4,0,3,0,0,0,0.277777777,0.38095238,0.333333333,0.3256504564058213,6316
"Total","Esmil Rogers","NYY",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6317
"Total","Al Alburquerque","3 Tms",6,5,5.40000002,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6324
"Total","Trevor May","3 Tms",29,33,4,0,0,0,6,4,0,6,3,0,11,0,0.181818181,0,0.06959028840065003,6398
"Total","Jose Cisnero","DET",14,17,23.62500006,7,1,0,10,7,1,1,0,0,2,0.4375,0.470588235,0.6875,0.48652779705384197,6399
"Total","Tim Stauffer","2 Tms",5,7,0,2,1,0,1,0,0,1,0,0,1,0.333333333,0.428571428,0.5,0.4034196308680943,6432
"Total","Vance Worley","3 Tms",6,12,16.19999997,5,2,0,3,3,0,2,0,0,0,0.5,0.583333333,0.7,0.5423326442639033,6435
"Total","Kevin Jepsen","3 Tms",24,31,13.49999999,7,1,0,10,10,1,3,2,0,4,0.25,0.322580645,0.392857142,0.28760798429620676,6475
"Total","Steve Cishek","8 Tms",40,46,10.02857144,4,1,0,13,13,0,7,1,1,10,0.105263157,0.260869565,0.131578947,0.19427331023746067,6483
"Total","Blaine Hardy","DET",12,19,4.9090909,4,0,0,3,2,0,3,0,0,3,0.25,0.368421052,0.25,0.29391915860928985,6499
"Total","Robert Stock","SDP",3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6576
"Total","Marc Rzepczynski","3 Tms",10,14,6.74999999,2,0,0,5,2,1,2,2,0,4,0.166666666,0.285714285,0.416666666,0.23819497724374136,6612
"Total","Brad Brach","5 Tms",34,43,8.67857142,9,2,0,11,9,0,7,1,0,10,0.25,0.372093023,0.305555555,0.30417299412545706,6627
"Total","Carlos Carrasco","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632
"Total","Jim Henderson","NYM",3,3,81.00000081,2,0,0,3,3,0,0,0,0,0,0.666666666,0.666666666,0.666666666,0.5856360991795858,6653
"Total","Craig Kimbrel","6 Tms",136,177,7.344,24,11,0,37,34,3,24,1,2,65,0.158940397,0.282485875,0.291390728,0.26058869741179724,6655
"Total","Alex Colome","5 Tms",104,129,6.38709678,24,4,1,28,22,3,9,4,1,27,0.201680672,0.263565891,0.327731092,0.24663809299468994,6661
"Total","JB Shuck","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6677
"Total","Miguel Socolovich","2 Tms",3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6697
"Total","Tyler Sturdevant","TBR",1,1,9,0,0,0,1,1,0,1,0,0,0,0,1,0,0.6906120181083679,6780
"Total","Andrew Miller","3 Tms",38,45,4.09090909,3,0,0,5,5,0,7,1,1,18,0.081081081,0.244444444,0.081081081,0.17014084485444156,6785
"Total","Robbie Ross Jr.","BOS",13,16,10.80000001,4,0,0,4,4,0,1,1,1,5,0.285714285,0.375,0.285714285,0.28263100783030193,6819
"Total","Sam Freeman","3 Tms",12,15,13.50000001,4,1,0,5,5,0,0,0,0,4,0.266666666,0.266666666,0.333333333,0.2588670094807943,6832
"Total","Jeff Manship","CLE",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6865
"Total","Marcos Mateo","SDP",2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6869
"Total","Collin Balester","CIN",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6883
"Total","Martin Maldonado","HOU",1,3,54.00000054,2,0,0,2,2,1,0,0,0,0,0.666666666,0.666666666,1.666666666,0.9622107744216919,6887
"Total","Chase Anderson","2 Tms",2,4,40.50000041,1,1,0,3,3,0,1,1,0,2,0.333333333,0.5,0.666666666,0.41388217608133954,6895
"Total","Martin Perez","2 Tms",4,7,6.75000002,2,0,0,1,1,0,1,1,0,1,0.333333333,0.428571428,0.333333333,0.29359860221544903,6902
"Total","Eddie Gamboa","TBR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6911
"Total","Joakim Soria","6 Tms",60,68,3.92727273,9,1,0,9,8,1,3,1,0,25,0.138461538,0.176470588,0.2,0.16100980808485799,6941
"Total","Luke Hochevar","KCR",5,7,0,1,1,0,2,0,0,0,0,0,2,0.142857142,0.142857142,0.285714285,0.17946721826280868,6943
"Total","Drew Storen","3 Tms",20,23,11.81249999,6,1,0,7,7,1,2,0,0,7,0.285714285,0.347826086,0.476190476,0.35666629801625793,6983
"Total","Luis Garcia","4 Tms",29,37,6.48,5,0,0,7,6,1,6,1,1,12,0.166666666,0.324324324,0.266666666,0.26863521668646073,6984
"Total","Ian Kennedy","4 Tms",44,59,10.53658537,12,1,0,16,16,2,7,0,1,18,0.235294117,0.33898305,0.372549019,0.31662539304313014,6986
"Total","Ryan Pressly","2 Tms",69,79,9.9,15,4,0,23,22,3,4,1,0,24,0.2,0.240506329,0.373333333,0.25766217632171434,7005
"Total","Alex Torres","NYM",1,2,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.44041192531585693,7038
"Total","Fernando Cruz","CIN",2,3,36,3,1,0,4,4,0,0,0,0,0,1,1,1.333333333,1.0029449860254924,7048
"Total","Pat Venditte","4 Tms",6,11,9.00000005,1,0,0,2,2,0,4,1,0,2,0.142857142,0.454545454,0.142857142,0.2943828821182251,7108
"Total","Daniel Bard","COL",58,72,8.81632654,9,2,0,18,16,1,13,3,0,20,0.152542372,0.305555555,0.237288135,0.2429849574531334,7115
"Total","Daniel Hudson","6 Tms",46,61,7.07142857,11,2,1,15,11,1,7,1,0,21,0.203703703,0.295081967,0.333333333,0.27081257303555806,7146
"Total","Chris Withrow","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7161
"Total","Ryan Mattheus","CIN",4,3,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7169
"Total","Jonny Venters","2 Tms",5,6,0,1,0,0,4,0,0,1,0,0,1,0.2,0.333333333,0.2,0.259983628988266,7175
"Total","Logan Forsythe","MIA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7185
"Total","Greg Holland","3 Tms",64,83,12.31578947,18,2,1,26,26,4,11,5,0,22,0.25,0.34939759,0.472222222,0.33142733039000094,7196
"Total","Matt Davidson","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7226
"Total","Tyler Moore","WSN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7244
"Total","Nick Masset","MIA",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.44041192531585693,7267
"Total","Craig Stammen","2 Tms",7,8,18.00000018,1,1,0,4,4,0,1,1,0,4,0.142857142,0.25,0.285714285,0.17818212509155273,7274
"Total","Brad Ziegler","3 Tms",48,57,8.1,10,2,0,15,12,1,6,3,1,16,0.2,0.298245614,0.3,0.24900005812998172,7293
"Total","Preston Guilmet","TOR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7303
"Total","Josh Collmenter","ARI",8,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7312
"Total","Chris Gimenez","MIN",3,4,26.99999987,2,1,0,2,2,0,0,0,0,0,0.5,0.5,0.75,0.5272092819213867,7324
"Total","Casey Janssen","WSN",3,4,40.4999998,1,0,0,3,3,1,1,0,0,1,0.333333333,0.5,1.333333333,0.688034325838089,7355
"Total","Michael Martinez","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7358
"Total","Dan Otero","2 Tms",15,20,14.72727275,7,1,0,6,6,2,2,1,0,1,0.388888888,0.45,0.777777777,0.49982010690789475,7385
"Total","Dillon Gee","2 Tms",2,4,0,0,0,0,0,0,0,2,1,0,1,0,0.5,0,0.23020400603612265,7396
"Total","Javy Guerra","3 Tms",14,19,17.18181817,7,1,0,7,7,0,1,0,0,2,0.388888888,0.421052631,0.444444444,0.37646570958589254,7407
"Total","Austin Adams","2 Tms",7,8,9,1,0,0,2,2,1,1,1,0,1,0.142857142,0.25,0.571428571,0.28782268932887484,7411
"Total","Mark Lowe","2 Tms",7,8,21.60000009,2,1,1,4,4,0,1,0,0,2,0.285714285,0.375,0.714285714,0.4372613728046417,7416
"Total","Jay Jackson","3 Tms",5,5,0,1,0,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.17616477012634277,7432
"Total","Wade Davis","3 Tms",101,129,9.97826087,24,3,1,35,34,5,11,2,1,53,0.205128205,0.279069767,0.376068376,0.2779450111501799,7441
"Total","Phil Hughes","2 Tms",4,7,18,3,2,0,2,2,0,1,0,0,0,0.5,0.571428571,0.833333333,0.5805157252720424,7450
"Total","Anthony Swarzak","7 Tms",15,20,18,7,0,0,8,8,0,2,0,0,4,0.388888888,0.45,0.388888888,0.37563285827636717,7466
"Total","Ryan Webb","2 Tms",5,5,13.49999993,1,0,0,2,2,0,0,0,0,0,0.2,0.2,0.2,0.17569082975387573,7474
"Total","Tommy Layne","2 Tms",7,7,20.2500002,3,0,0,3,3,0,0,0,0,1,0.428571428,0.428571428,0.428571428,0.37622530119759695,7501
"Total","Evan Scribner","2 Tms",4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7525
"Total","Collin McHugh","3 Tms",9,10,3.37500001,1,1,0,1,1,0,1,0,0,1,0.111111111,0.2,0.222222222,0.1935478925704956,7531
"Total","Neil Walker","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7539
"Total","Jake McGee","5 Tms",45,59,11.07692308,12,6,0,17,16,2,6,0,1,19,0.23076923,0.322033898,0.461538461,0.33717204756655933,7550
"Total","Nick Vincent","4 Tms",9,10,0,1,0,0,1,0,0,2,1,1,3,0.142857142,0.4,0.142857142,0.25323530038197833,7555
"Total","Fernando Rodriguez Jr.","OAK",6,9,21.60000009,0,0,0,4,4,0,3,0,0,1,0,0.333333333,0,0.23020400603612265,7558
"Total","Colt Hynes","TOR",2,3,0,1,0,0,0,0,0,1,0,0,0,0.5,0.666666666,0.5,0.5225556294123331,7560
"Total","Jordan Lyles","2 Tms",6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7593
"Total","Tommy Milone","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7608
"Total","Mark Reynolds","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7619
"Total","Carlos Torres","4 Tms",15,17,9.64285714,3,0,0,5,5,1,0,0,0,5,0.176470588,0.176470588,0.352941176,0.2230107679086573,7624
"Total","Wilfredo Boscan","PIT",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7655
"Total","Neil Ramirez","4 Tms",9,10,0,0,0,0,0,0,0,1,0,0,2,0,0.1,0,0.06929940581321717,7677
"Total","David Holmberg","CHW",2,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7725
"Total","Juan Nicasio","5 Tms",20,29,3,4,0,1,4,2,0,5,1,1,3,0.173913043,0.344827586,0.260869565,0.2740782158715384,7731
"Total","Wily Peralta","3 Tms",19,25,16.2,7,1,0,9,9,2,4,0,0,4,0.333333333,0.44,0.666666666,0.45856441497802736,7738
"Total","Shawn Kelley","3 Tms",29,29,4.15384615,2,0,0,4,4,0,1,1,0,16,0.071428571,0.103448275,0.071428571,0.06211480498313904,7773
"Total","Miguel Rojas","LAD",1,3,27.00000027,1,1,0,1,1,0,0,0,1,0,0.5,0.666666666,1,0.656589130560557,7802
"Total","Richard Bleier","2 Tms",11,12,16.87500004,3,1,1,6,5,0,0,0,0,3,0.25,0.25,0.5,0.3012739072243373,7803
"Total","Hunter Strickland","5 Tms",47,57,4.29545455,9,1,0,10,7,0,6,1,0,13,0.176470588,0.263157894,0.196078431,0.2101393405880247,7836
"Total","Jerry Blevins","2 Tms",6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7841
"Total","Andrew Albers","2 Tms",4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7853
"Total","Tyson Ross","TEX",1,1,9,1,0,0,1,1,0,0,0,0,0,1,1,1,0.8766688108444214,7872
"Total","Josh Lindblom","MIL",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7882
"Total","Ryan Flaherty","BAL",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7888
"Total","Christian Friedrich","COL",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7942
"Total","Cory Gearrin","3 Tms",13,16,7.36363638,3,0,0,3,3,0,2,0,0,5,0.214285714,0.3125,0.214285714,0.2506127581000328,7947
"Total","Frank Herrmann","PHI",1,2,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.43922707438468933,7960
"Total","Matt West","LAD",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7980
"Total","Anthony Bass","4 Tms",17,25,22.84615386,9,5,0,11,11,1,2,1,0,4,0.391304347,0.44,0.739130434,0.4821153481801351,7982
"Total","Marcus Walden","BOS",6,7,13.50000003,2,0,0,2,2,0,1,0,0,1,0.333333333,0.428571428,0.333333333,0.3470727205276489,8004
"Total","Jason Gurka","COL",3,7,36,4,2,0,4,4,0,0,0,0,2,0.571428571,0.571428571,0.857142857,0.608562537602016,8007
"Total","Glen Perkins","MIN",19,21,12.6,6,1,0,7,7,1,0,0,0,5,0.285714285,0.285714285,0.476190476,0.32574786458696636,8041
"Total","Will Smith","5 Tms",68,82,11.2909091,16,3,0,24,23,2,10,3,1,25,0.225352112,0.329268292,0.352112676,0.2912460150597971,8048
"Total","Dan Jennings","2 Tms",18,24,10.80000002,6,1,0,9,6,0,2,1,1,6,0.285714285,0.375,0.333333333,0.30640242669893347,8073
"Total","Bryan Shaw","3 Tms",31,35,22.09090907,10,1,0,18,18,4,3,1,0,10,0.3125,0.371428571,0.71875,0.4456658468526952,8110
"Total","Jaime Garcia","CHC",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8137
"Total","Yovani Gallardo","SEA",2,2,27.00000027,0,0,0,1,1,0,1,1,0,0,0,0.5,0,0,8173
"Total","Kevin Siegrist","STL",11,17,0,0,0,0,0,0,0,5,0,1,6,0,0.352941176,0,0.2448391458567451,8180
"Total","Steven Wright","BOS",3,5,9.00000009,1,1,0,1,1,0,1,0,0,1,0.25,0.4,0.5,0.38931300640106203,8185
"Total","David Robertson","6 Tms",78,103,6.2027027,16,1,0,20,17,1,14,3,1,30,0.181818181,0.300970873,0.227272727,0.23901959896087646,8241
"Total","J.P. Howell","2 Tms",7,8,10.79999998,1,0,0,2,2,0,1,0,1,0,0.166666666,0.375,0.166666666,0.2862469106912613,8245
"Total","Paolo Espino","2 Tms",8,12,11.57142859,5,1,0,3,3,0,0,0,0,0,0.416666666,0.416666666,0.5,0.39718808730443317,8246
"Total","Huston Street","LAA",30,39,12.96000001,8,0,0,12,12,2,6,2,0,6,0.242424242,0.358974358,0.424242424,0.3272069869814692,8258
"Total","Ross Ohlendorf","2 Tms",14,21,12.2727273,5,1,0,5,5,0,3,1,2,5,0.3125,0.476190476,0.375,0.3792993754148483,8268
"Total","Tony Sipp","2 Tms",11,13,5.40000001,4,1,0,4,2,0,0,0,0,2,0.307692307,0.307692307,0.384615384,0.29738616484862107,8280
"Total","JC Ramirez","4 Tms",9,12,6.74999999,2,0,0,2,2,0,2,1,0,3,0.2,0.333333333,0.2,0.22237463972785257,8302
"Total","Lucas Luetge","2 Tms",7,10,7.71428573,1,0,0,2,2,0,2,0,0,3,0.125,0.3,0.125,0.2263702154159546,8337
"Total","AJ Ramos","3 Tms",64,82,7.23214286,10,0,0,16,15,2,14,1,2,26,0.151515151,0.31707317,0.242424242,0.26426165412973474,8350
"Total","Steve Geltz","TBR",2,2,9,2,0,0,1,1,1,0,0,0,0,1,1,2.5,1.447791337966919,8402
"Total","Deolis Guerra","5 Tms",11,15,18,7,2,0,6,6,1,0,0,0,1,0.466666666,0.466666666,0.8,0.5303961714108785,8410
"Total","Ehire Adrianza","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8418
"Total","Michael Brady","OAK",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8461
"Total","Buddy Boshers","2 Tms",3,5,0,0,0,0,0,0,0,2,1,0,1,0,0.4,0,0.1732485145330429,8490
"Total","Danny Farquhar","2 Tms",13,14,4.5,0,0,0,2,2,0,2,0,0,2,0,0.142857142,0,0.09855979255267552,8501
"Total","Jeff Beliveau","2 Tms",3,5,0,0,0,0,0,0,0,2,0,0,2,0,0.4,0,0.2758118391036987,8504
"Total","Rob Wooten","MIL",1,0,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8532
"Total","Tyler Cloyd","MIA",1,1,18,1,0,0,2,2,1,0,0,0,0,1,1,4,2.0308284759521484,8536
"Total","Justin Miller","3 Tms",10,11,5.40000001,2,2,0,2,2,0,0,0,0,4,0.181818181,0.181818181,0.363636363,0.22711727835915305,8580
"Total","Dustin McGowan","MIA",8,11,15.42857138,2,0,1,4,4,1,2,0,0,2,0.222222222,0.363636363,0.777777777,0.4484290968288075,8600
"Total","Tim Federowicz","TEX",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8609
"Total","Kendrys Morales","OAK",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.3451472520828247,8610
"Total","Tanner Roark","WSN",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8753
"Total","Wade Miley","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8779
"Total","Oliver Drake","7 Tms",16,18,15.75,4,1,0,7,7,1,2,1,0,5,0.25,0.333333333,0.5,0.3327717009712668,8823
"Total","Antonio Bastardo","2 Tms",11,13,12.00000004,2,0,0,4,4,1,2,1,0,5,0.181818181,0.307692307,0.454545454,0.2990480611721675,8844
"Total","Ryan Cook","2 Tms",3,2,13.50000014,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8855
"Total","Matt Reynolds","2 Tms",2,2,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.44041192531585693,8887
"Total","Arquimedes Caminero","2 Tms",18,21,5.4,4,1,1,5,3,0,2,1,0,6,0.210526315,0.285714285,0.368421052,0.264304107427597,8992
"Total","Cesar Valdez","BAL",7,10,7.71428573,3,1,0,2,2,0,0,0,0,2,0.3,0.3,0.4,0.29997571706771853,9013
"Total","Adam Warren","2 Tms",5,6,0,1,0,0,0,0,0,0,0,0,1,0.166666666,0.166666666,0.166666666,0.14493454496065775,9029
"Total","Jeanmar Gomez","3 Tms",40,52,16.87499999,14,1,0,21,20,2,8,0,0,8,0.318181818,0.423076923,0.477272727,0.3921030725424106,9033
"Total","J.J. Hoover","3 Tms",9,14,19.28571431,4,2,0,5,5,1,2,0,1,1,0.363636363,0.5,0.818181818,0.5338898812021527,9037
"Total","John Axford","4 Tms",31,41,10.38461538,6,3,0,10,10,1,9,2,0,13,0.1875,0.365853658,0.375,0.31803912535691875,9059
"Total","Kirby Yates","4 Tms",55,74,7.02,9,1,0,14,13,1,13,1,2,32,0.152542372,0.324324324,0.220338983,0.26238571617701284,9073
"Total","Zach Putnam","CHW",4,6,18,2,0,0,3,2,0,1,1,0,1,0.4,0.5,0.4,0.35232954025268554,9080
"Total","Brad Hand","8 Tms",79,102,4.69565218,13,1,1,20,12,2,16,7,3,33,0.156626506,0.31372549,0.26506024,0.2439703345298767,9111
"Total","Gregory Infante","CHW",4,6,0,0,0,0,0,0,0,0,0,2,2,0,0.333333333,0,0.24087299903233847,9119
"Total","TJ House","TOR",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.3464970290660858,9121
"Total","Casey Kelly","SFG",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9174
"Total","Kyle Lobstein","2 Tms",3,2,13.50000014,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9178
"Total","Koji Uehara","2 Tms",16,21,3.6,3,1,1,4,2,0,3,1,0,7,0.166666666,0.285714285,0.333333333,0.25524765253067017,9227
"Total","Alex Wilson","2 Tms",13,19,4.90909092,4,2,0,3,2,0,5,1,0,0,0.285714285,0.47368421,0.428571428,0.38921723432011074,9239
"Total","Simon Castro","OAK",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9243
"Total","Daniel Corcino","LAD",1,1,9,1,0,0,2,1,0,0,0,0,0,1,1,1,0.8795307278633118,9266
"Total","Chris Davis","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9272
"Total","Rob Scahill","2 Tms",7,9,0,2,0,0,4,0,1,1,0,0,1,0.25,0.333333333,0.625,0.4036623504426744,9286
"Total","Buddy Baumann","NYM",1,1,27,1,0,0,3,3,1,0,0,0,0,1,1,4,2.0308284759521484,9309
"Total","Jared Hughes","4 Tms",12,17,4.5,3,1,0,3,2,0,0,0,1,2,0.1875,0.235294117,0.25,0.21834978285957785,9325
"Total","Brock Holt","WSN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9345
"Total","Brandon Morrow","3 Tms",16,16,3.60000001,0,0,0,2,2,0,2,0,0,5,0,0.125,0,0.08619119971990585,9346
"Total","Josh Tomlin","2 Tms",14,18,24.54545452,7,0,0,11,10,2,0,0,0,3,0.388888888,0.388888888,0.722222222,0.4637080596552955,9388
"Total","Zac Rosscup","3 Tms",4,5,54.00000054,1,0,0,5,2,1,1,0,0,0,0.25,0.4,1,0.539362621307373,9419
"Total","Doug Fister","WSN",1,1,0,1,0,0,3,0,1,0,0,0,0,1,1,4,2.0652942657470703,9425
"Total","Dallas Keuchel","MIN",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9434
"Total","Ryan Buchter","3 Tms",5,5,6.75000002,1,0,0,1,1,0,0,0,0,3,0.2,0.2,0.2,0.17533376216888427,9456
"Total","George Kontos","2 Tms",8,6,27.00000007,2,0,0,4,4,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2925204932689667,9486
"Total","Jeremy Jeffress","3 Tms",40,51,10.63636364,12,1,0,14,13,2,5,1,1,9,0.266666666,0.352941176,0.422222222,0.3314656937122345,9490
"Total","Bud Norris","3 Tms",31,44,9.34615385,9,0,0,9,9,0,8,1,2,12,0.264705882,0.431818181,0.264705882,0.3299699578174325,9492
"Total","Austin Bibens-Dirkx","TEX",1,4,36,4,2,0,4,4,0,0,0,0,0,1,1,1.5,1.0634028017520905,9559
"Total","Brian Moran","TOR",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4412629008293152,9646
"Total","Michael Blazek","2 Tms",9,11,19.28571431,3,0,0,5,5,1,1,0,0,1,0.3,0.363636363,0.6,0.3992253000086004,9654
"Total","Vidal Nuno","3 Tms",6,8,0,0,0,0,0,0,0,2,1,0,3,0,0.25,0,0.09812043394361224,9674
"Total","Louis Coleman","LAD",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720
"Total","Burke Badenhop","CIN",3,4,0,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0.1717107594013214,9736
"Total","David Hale","2 Tms",8,9,0,1,0,0,0,0,0,1,0,0,2,0.125,0.222222222,0.125,0.17332241932551065,9756
"Total","Joe Kelly","3 Tms",16,18,8.30769229,3,1,0,6,4,1,2,0,0,5,0.1875,0.277777777,0.4375,0.3067411382993062,9761
"Total","Garrett Richards","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9784
"Total","Rex Brothers","2 Tms",5,7,13.50000003,0,0,0,2,2,0,1,0,2,2,0,0.428571428,0,0.30508307048252653,9794
"Total","Sergio Romo","7 Tms",53,61,5.4,8,1,0,10,9,1,9,2,0,19,0.153846153,0.278688524,0.23076923,0.22601908445358276,9817
"Total","Chaz Roe","2 Tms",11,13,20.25000005,3,0,0,6,6,1,2,1,0,4,0.272727272,0.384615384,0.545454545,0.3726295083761215,9866
"Total","Travis Wood","2 Tms",7,9,10.79999998,1,0,0,6,2,1,2,1,0,2,0.142857142,0.333333333,0.571428571,0.3377002328634262,9884
"Total","Mike Broadway","SFG",3,2,27,2,0,0,3,3,0,0,0,0,0,1,1,1,0.8808238506317139,9894
"Total","Chris Rusin","COL",6,9,16.19999997,4,0,1,4,3,0,0,0,0,1,0.444444444,0.444444444,0.666666666,0.4682194259431627,9895
"Total","Chris Volstad","CHW",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9901
"Total","Pedro Villarreal","CIN",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9904
"Total","A.J. Morris","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9919
"Total","Bobby Parnell","2 Tms",3,3,13.50000014,1,0,0,1,1,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2928180495897929,9926
"Total","Darin Ruf","SFG",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9929
"Total","Brandon Kintzler","5 Tms",47,62,11.07692307,13,1,1,18,16,0,9,3,0,9,0.245283018,0.354838709,0.301886792,0.28108868861602526,9939
"Total","Todd Redmond","TOR",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9943
"Total","Mike Dunn","2 Tms",13,16,18,1,0,0,6,6,0,6,0,0,2,0.1,0.4375,0.1,0.3138470761477947,9948
"Total","Tom Wilhelmsen","3 Tms",12,13,0,0,0,0,0,0,0,1,0,0,1,0,0.076923076,0,0.052834079815791204,9975
"Total","Mike Minor","KCR",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10021
"Total","Christian Bethancourt","2 Tms",5,6,9,2,0,1,3,1,0,1,0,0,0,0.4,0.5,0.8,0.5212747156620026,10028
"Total","Patrick Schuster","OAK",2,3,13.49999993,1,1,0,1,1,0,0,0,0,1,0.333333333,0.333333333,0.666666666,0.414006511370341,10029
"Total","Chris Owings","BAL",1,2,27.00000027,1,1,0,1,1,0,0,0,0,0,0.5,0.5,1,0.6307384967803955,10030
"Total","Keyvius Sampson","CIN",2,3,0,1,0,0,3,0,1,1,0,0,0,0.5,0.666666666,2,0.9017902811368307,10039
"Total","Tyler Matzek","ATL",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10058
"Total","Max Stassi","HOU",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10059
"Total","Brooks Raley","3 Tms",8,13,9,5,1,0,5,2,0,2,2,0,1,0.454545454,0.538461538,0.545454545,0.4355245666070418,10061
