Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"Total","Matt Carpenter","STL",0.1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,8090
"Total","Bryan Shaw","4 Tms",75.1,293,1.69090909,0.22513089,0.486910994,0.287958115,0.109090909,0.109090909,0.107526881,0,0.34196891,0.40932642,0.24870466,0.1865285,0.52331606,0.29015544,8110
"Total","Jaime Garcia","2 Tms",1.1,10,2,0.666666666,0.333333333,0,0,0,0,0,0.5,0.5,0,0.16666667,0.5,0.33333333,8137
"Total","Yovani Gallardo","2 Tms",1.2,5,2,0.25,0.5,0.25,0,0,0,0,0.75,0,0.25,0.25,0.5,0.25,8173
"Total","Kevin Siegrist","2 Tms",30.1,119,1.107142857,0.202702702,0.418918918,0.378378378,0.071428571,0,0.096774193,0,0.27027027,0.43243243,0.2972973,0.24324324,0.51351351,0.24324324,8180
"Total","Steven Wright","BOS",4,22,2.5,0.176470588,0.588235294,0.235294117,0,0,0,0,0.52941176,0.35294118,0.11764706,0.17647059,0.52941176,0.29411765,8185
"Total","Josh Harrison","PHI",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,8202
"Total","Dee Strange-Gordon","WSN",0.1,4,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0.5,0,0.5,8203
"Total","David Robertson","7 Tms",29.1,129,0.696969696,0.2,0.328571428,0.471428571,0.121212121,0.151515151,0.086956521,1,0.40277778,0.40277778,0.19444444,0.15277778,0.51388889,0.33333333,8241
"Total","J.P. Howell","2 Tms",11.2,59,4.833333333,0.125,0.725,0.15,0,0.5,0.068965517,0,0.43902439,0.3902439,0.17073171,0.17073171,0.58536585,0.24390244,8245
"Total","Paolo Espino","2 Tms",8,37,0.5,0.318181818,0.227272727,0.454545454,0.3,0,0,1,0.26086957,0.34782609,0.39130435,0.30434783,0.52173913,0.17391304,8246
"Total","Huston Street","LAA",1,9,0.5,0.4,0.2,0.4,0.5,0.5,0,0,0.6,0.2,0.2,0.2,0.4,0.4,8258
"Total","Ross Ohlendorf","2 Tms",12.1,58,1.363636363,0.35,0.375,0.275,0.09090909,0.181818181,0.066666666,0,0.3,0.35,0.35,0.15,0.575,0.275,8268
"Total","Tony Sipp","2 Tms",19.1,79,1.368421052,0.166666666,0.481481481,0.351851851,0.052631578,0.105263157,0.038461538,0,0.46296296,0.31481481,0.22222222,0.12962963,0.59259259,0.27777778,8280
"Total","JC Ramirez","3 Tms",14.1,56,1.916666666,0.102564102,0.589743589,0.307692307,0.083333333,0.166666666,0.130434782,0,0.46153846,0.35897436,0.17948718,0.12820513,0.64102564,0.23076923,8302
"Total","Lucas Luetge","3 Tms",8.2,37,0.636363636,0.181818181,0.318181818,0.5,0.181818181,0.09090909,0.142857142,0,0.36363636,0.36363636,0.27272727,0.18181818,0.5,0.31818182,8337
"Total","AJ Ramos","4 Tms",9.2,41,1,0.130434782,0.434782608,0.434782608,0.1,0,0,1,0.58333333,0.25,0.16666667,0.29166667,0.33333333,0.375,8350
"Total","Pedro Florimon","PHI",0.2,2,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0,8385
"Total","Daniel Descalso","ARI",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,1,0,8392
"Total","Steve Geltz","TBR",7.2,26,0.416666666,0.055555555,0.277777777,0.666666666,0.083333333,0,0,0,0.44444444,0.33333333,0.22222222,0.11111111,0.61111111,0.27777778,8402
"Total","Deolis Guerra","3 Tms",12,61,0.705882352,0.275,0.3,0.425,0.058823529,0.235294117,0.083333333,0,0.475,0.3,0.225,0.125,0.525,0.35,8410
"Total","Adam Wilk","2 Tms",0.2,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,8421
"Total","Ike Davis","OAK",0.2,4,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0,1,8433
"Total","Michael Brady","OAK",3.2,15,0.833333333,0.083333333,0.416666666,0.5,0,0,0,1,0.46153846,0.38461538,0.15384615,0.07692308,0.61538462,0.30769231,8461
"Total","Jenrry Mejia","NYM",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476
"Total","Buddy Boshers","2 Tms",7.2,34,1.428571428,0.260869565,0.434782608,0.304347826,0,0.428571428,0.2,0,0.43478261,0.34782609,0.2173913,0.08695652,0.60869565,0.30434783,8490
"Total","Danny Farquhar","3 Tms",20.1,83,1.875,0.220338983,0.508474576,0.27118644,0.0625,0.0625,0.066666666,0,0.46666667,0.25,0.28333333,0.16666667,0.5,0.33333333,8501
"Total","Jeff Beliveau","3 Tms",2.2,10,1.5,0,0.6,0.4,0,0,0,0,0.4,0.6,0,0,0.8,0.2,8504
"Total","Michael Kohn","ATL",1,3,0.5,0,0.333333333,0.666666666,0.5,0,0,0,0.33333333,0.33333333,0.33333333,0.66666667,0.33333333,0,8505
"Total","Rob Wooten","MIL",0.2,4,0,0.333333333,0,0.666666666,0,0.5,0,0,0.66666667,0.33333333,0,0,0,1,8532
"Total","Tyler Cloyd","MIA",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8536
"Total","Gerardo Parra","WSN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8553
"Total","Justin Miller","3 Tms",14,59,0.476190476,0.311111111,0.222222222,0.466666666,0.047619047,0.095238095,0,0,0.4,0.33333333,0.26666667,0.11111111,0.57777778,0.31111111,8580
"Total","Dustin McGowan","2 Tms",11.2,43,1.857142857,0.23076923,0.5,0.269230769,0,0.285714285,0,0,0.42307692,0.34615385,0.23076923,0.19230769,0.42307692,0.38461538,8600
"Total","Tanner Roark","2 Tms",3.1,14,1.5,0.166666666,0.5,0.333333333,0,0,0,0,0.5,0.33333333,0.16666667,0.33333333,0.5,0.16666667,8753
"Total","Wade Miley","CHC",0.1,2,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,8779
"Total","Andrew Cashner","BOS",1.2,6,0.333333333,0.2,0.2,0.6,0,0,0,0,0.2,0,0.8,0,0.6,0.4,8782
"Total","Oliver Drake","7 Tms",18,70,1.909090909,0.2,0.525,0.275,0.181818181,0,0,0,0.525,0.2,0.275,0.15,0.55,0.3,8823
"Total","Antonio Bastardo","2 Tms",14.2,64,0.523809523,0.255813953,0.255813953,0.488372093,0.19047619,0.047619047,0,0,0.46511628,0.27906977,0.25581395,0.20930233,0.39534884,0.39534884,8844
"Total","Arcenio Leon","DET",1.1,5,1,0,0.5,0.5,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,8846
"Total","Ryan Cook","2 Tms",2,8,5,0,0.833333333,0.166666666,0,0,0.2,0,0.33333333,0.33333333,0.33333333,0.5,0.5,0,8855
"Total","Matt Reynolds","2 Tms",1.2,9,0.666666666,0.166666666,0.333333333,0.5,0,0.666666666,0,0,0.5,0.33333333,0.16666667,0,0.16666667,0.83333333,8887
"Total","Arquimedes Caminero","2 Tms",10,40,1.333333333,0.222222222,0.444444444,0.333333333,0.222222222,0,0.083333333,0,0.33333333,0.33333333,0.33333333,0.33333333,0.51851852,0.14814815,8992
"Total","Cesar Valdez","4 Tms",5.2,29,1.5,0.210526315,0.47368421,0.315789473,0,0.333333333,0.111111111,0,0.52631579,0.31578947,0.15789474,0.10526316,0.47368421,0.42105263,9013
"Total","Adam Warren","4 Tms",23.1,96,0.884615384,0.222222222,0.365079365,0.412698412,0,0.23076923,0.04347826,0,0.49206349,0.23809524,0.26984127,0.12698413,0.49206349,0.38095238,9029
"Total","Jeanmar Gomez","3 Tms",13.2,54,2.3,0.175,0.575,0.25,0.2,0,0.086956521,0,0.575,0.325,0.1,0.125,0.65,0.225,9033
"Total","J.J. Hoover","2 Tms",19.2,92,0.888888888,0.19047619,0.38095238,0.428571428,0.111111111,0.148148148,0.125,0,0.44444444,0.25396825,0.3015873,0.23809524,0.41269841,0.34920635,9037
"Total","John Axford","4 Tms",17,77,1.625,0.236363636,0.472727272,0.29090909,0,0.25,0.153846153,0,0.32142857,0.35714286,0.32142857,0.14285714,0.58928571,0.26785714,9059
"Total","Kirby Yates","5 Tms",35,142,0.525,0.186666666,0.28,0.533333333,0.15,0.15,0,0,0.39473684,0.30263158,0.30263158,0.18421053,0.39473684,0.42105263,9073
"Total","Zach Putnam","CHW",8.1,33,0.75,0.3,0.3,0.4,0.125,0.25,0.166666666,0,0.75,0.2,0.05,0.2,0.45,0.35,9080
"Total","Brad Hand","9 Tms",44.1,170,0.952380952,0.188118811,0.396039603,0.415841584,0.119047619,0.095238095,0.05,0,0.33663366,0.45544554,0.20792079,0.18811881,0.5049505,0.30693069,9111
"Total","Gregory Infante","CHW",5.1,23,0.625,0.133333333,0.333333333,0.533333333,0,0.125,0,0,0.46666667,0.13333333,0.4,0.2,0.33333333,0.46666667,9119
"Total","TJ House","2 Tms",0.2,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,9121
"Total","Nathan Eovaldi","2 Tms",3.1,14,2,0.714285714,0.285714285,0,0,0,0,0,0.42857143,0.28571429,0.28571429,0,0.14285714,0.85714286,9132
"Total","Sean O'Sullivan","BOS",0.1,2,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5,9137
"Total","Tim Melville","SDP",0.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9149
"Total","Casey Kelly","2 Tms",1.1,8,4,0.333333333,0.666666666,0,0,0,0,0,0.5,0.33333333,0.16666667,0.16666667,0.33333333,0.5,9174
"Total","Kyle Lobstein","2 Tms",1,3,2,0,0.666666666,0.333333333,0,0,0,0,0.66666667,0,0.33333333,0.33333333,0.33333333,0.33333333,9178
"Total","Koji Uehara","2 Tms",18.2,82,0.29032258,0.2,0.18,0.62,0.161290322,0.129032258,0.111111111,0.5,0.48076923,0.25,0.26923077,0.21153846,0.5,0.28846154,9227
"Total","Alex Wilson","2 Tms",28.2,136,1.242424242,0.237113402,0.422680412,0.340206185,0.121212121,0.06060606,0.146341463,1,0.36734694,0.3877551,0.24489796,0.19387755,0.52040816,0.28571429,9239
"Total","Simon Castro","2 Tms",4,12,0.75,0.222222222,0.333333333,0.444444444,0,0,0,0,0.33333333,0.33333333,0.33333333,0.11111111,0.77777778,0.11111111,9243
"Total","David Carpenter","ATL",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9244
"Total","Daniel Corcino","LAD",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,9266
"Total","Rob Scahill","3 Tms",8.1,32,4.666666666,0.19047619,0.666666666,0.142857142,0.333333333,0,0,0,0.42857143,0.33333333,0.23809524,0.0952381,0.47619048,0.42857143,9286
"Total","Dylan Axelrod","CIN",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,9303
"Total","Josh Phegley","OAK",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9308
"Total","Buddy Baumann","2 Tms",1.1,5,2,0,0.666666666,0.333333333,1,0,0,0,0.33333333,0,0.66666667,0.33333333,0.33333333,0.33333333,9309
"Total","Patrick Corbin","ARI",3,11,1,0,0.5,0.5,0,0,0.333333333,0,0.33333333,0.33333333,0.33333333,0,0.5,0.5,9323
"Total","Jared Hughes","5 Tms",32,131,1.875,0.188235294,0.529411764,0.282352941,0.208333333,0.166666666,0.133333333,1,0.53488372,0.27906977,0.18604651,0.24418605,0.43023256,0.3255814,9325
"Total","Brock Holt","TEX",0.1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9345
"Total","Brandon Morrow","2 Tms",6,24,0.8,0.25,0.333333333,0.416666666,0,0,0,0,0.38461538,0.15384615,0.46153846,0.15384615,0.61538462,0.23076923,9346
"Total","Josh Tomlin","2 Tms",12.2,47,0.555555555,0.2,0.285714285,0.514285714,0.222222222,0.055555555,0,0,0.37142857,0.37142857,0.25714286,0.17142857,0.48571429,0.34285714,9388
"Total","Kris Medlen","KCR",0.1,3,1,0,0.5,0.5,0,0,1,0,0.5,0,0.5,1,0,0,9417
"Total","Zac Rosscup","4 Tms",9,36,1.5,0.166666666,0.5,0.333333333,0.125,0.125,0,0,0.625,0.20833333,0.16666667,0.16666667,0.41666667,0.41666667,9419
"Total","Doug Fister","BOS",0.1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,9425
"Total","Dallas Keuchel","2 Tms",1.2,8,1,0.6,0.2,0.2,0,0,0,0,0.6,0.2,0.2,0.4,0.6,0,9434
"Total","Ryan Buchter","5 Tms",33.2,137,0.65625,0.293333333,0.28,0.426666666,0.09375,0.15625,0.047619047,0,0.44155844,0.33766234,0.22077922,0.12987013,0.46753247,0.4025974,9456
"Total","Dan Straily","2 Tms",2,10,1,0.111111111,0.444444444,0.444444444,0,0,0,0,0.22222222,0.44444444,0.33333333,0.11111111,0.33333333,0.55555556,9460
"Total","George Kontos","4 Tms",21.2,94,1.227272727,0.309859154,0.38028169,0.309859154,0.181818181,0.09090909,0.037037037,0,0.49295775,0.3943662,0.11267606,0.15492958,0.46478873,0.38028169,9486
"Total","Jeremy Jeffress","3 Tms",31,114,4.454545454,0.189189189,0.662162162,0.148648648,0,0.09090909,0.040816326,0,0.36,0.44,0.2,0.18666667,0.54666667,0.26666667,9490
"Total","Bud Norris","6 Tms",7,32,1.333333333,0.263157894,0.421052631,0.315789473,0,0.333333333,0,0,0.26315789,0.36842105,0.36842105,0.15789474,0.36842105,0.47368421,9492
"Total","Austin Bibens-Dirkx","TEX",1.1,5,1,0,0.5,0.5,0,0,0,0,0.5,0.25,0.25,0,0.5,0.5,9559
"Total","Brian Moran","2 Tms",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9646
"Total","Michael Blazek","2 Tms",10,44,1.5,0.264705882,0.44117647,0.294117647,0,0,0.066666666,0,0.44117647,0.38235294,0.17647059,0.11764706,0.44117647,0.44117647,9654
"Total","Vidal Nuno","4 Tms",9.2,44,1.1,0.275862068,0.379310344,0.344827586,0.1,0,0,0,0.48275862,0.4137931,0.10344828,0.10344828,0.5862069,0.31034483,9674
"Total","Adam Rosales","TEX",0.1,2,0,0,0,1,0,0.5,0,0,1,0,0,0,0.5,0.5,9682
"Total","Louis Coleman","2 Tms",9.2,33,1.25,0.217391304,0.434782608,0.347826086,0.125,0,0.1,0,0.45833333,0.29166667,0.25,0.20833333,0.58333333,0.20833333,9720
"Total","Burke Badenhop","CIN",3.1,11,0.285714285,0.1,0.2,0.7,0.142857142,0,0,0,0.3,0.4,0.3,0.1,0.5,0.4,9736
"Total","David Hale","3 Tms",7,31,0.888888888,0.291666666,0.333333333,0.375,0.222222222,0.222222222,0.125,0,0.29166667,0.29166667,0.41666667,0.33333333,0.33333333,0.33333333,9756
"Total","Joe Kelly","3 Tms",38,160,2.55,0.193181818,0.579545454,0.227272727,0.05,0.2,0.078431372,0,0.45454545,0.30681818,0.23863636,0.14772727,0.47727273,0.375,9761
"Total","Blake Smith","CHW",0.1,3,0.5,0,0.333333333,0.666666666,0,0.5,0,0,0.66666667,0.33333333,0,0,0.33333333,0.66666667,9780
"Total","Garrett Richards","3 Tms",5.1,24,1.6,0.133333333,0.533333333,0.333333333,0,0.4,0.125,0,0.6,0.33333333,0.06666667,0.2,0.46666667,0.33333333,9784
"Total","Rex Brothers","3 Tms",11,48,1.857142857,0.2,0.52,0.28,0,0.142857142,0.076923076,0,0.4,0.4,0.2,0.12,0.48,0.4,9794
"Total","Brian Dozier","WSN",0.1,2,0,0,0,1,0.5,0.5,0,0,0,0,1,0.5,0,0.5,9810
"Total","Murphy Smith","TOR",0.2,4,2,0.5,0.5,0,0,0,0,0,0.5,0.25,0.25,0,0.5,0.5,9812
"Total","Sergio Romo","7 Tms",47.2,204,0.909090909,0.1796875,0.390625,0.4296875,0.163636363,0.181818181,0.06,1,0.43410853,0.31782946,0.24806202,0.25581395,0.48062016,0.26356589,9817
"Total","Chaz Roe","3 Tms",16.1,62,1,0.105263157,0.447368421,0.447368421,0,0.235294117,0,1,0.61538462,0.25641026,0.12820513,0.17948718,0.46153846,0.35897436,9866
"Total","Travis Wood","2 Tms",12,49,0.846153846,0.225806451,0.354838709,0.419354838,0.076923076,0,0,0,0.4516129,0.4516129,0.09677419,0.09677419,0.58064516,0.32258065,9884
"Total","Mike Broadway","SFG",2,5,0.5,0,0.333333333,0.666666666,0,0,0,0,0,0.33333333,0.66666667,0,0.33333333,0.66666667,9894
"Total","Chris Rusin","COL",7,30,2,0.192307692,0.538461538,0.269230769,0,0.142857142,0,0,0.53846154,0.30769231,0.15384615,0.26923077,0.53846154,0.19230769,9895
"Total","Chris Volstad","2 Tms",4,21,2.5,0.066666666,0.666666666,0.266666666,0.25,0,0.1,1,0.3125,0.3125,0.375,0.25,0.5625,0.1875,9901
"Total","Pedro Villarreal","CIN",2,7,3,0.2,0.6,0.2,0,0,0,0,0.5,0.16666667,0.33333333,0.16666667,0.83333333,0,9904
"Total","A.J. Morris","CIN",1.2,7,0.5,0.4,0.2,0.4,0,0,0,0,0.4,0.6,0,0,0.6,0.4,9919
"Total","Bobby Parnell","2 Tms",4,15,6,0.416666666,0.5,0.083333333,0,0,0.166666666,0,0.5,0.41666667,0.08333333,0.25,0.58333333,0.16666667,9926
"Total","Darin Ruf","NYM",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9929
"Total","Brandon Kintzler","6 Tms",25.2,100,2.625,0.183098591,0.591549295,0.225352112,0.0625,0.1875,0.142857142,0,0.3943662,0.3943662,0.21126761,0.16901408,0.52112676,0.30985915,9939
"Total","Todd Redmond","TOR",0.2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9943
"Total","Mike Dunn","2 Tms",21.2,94,0.708333333,0.316666666,0.283333333,0.4,0.166666666,0.125,0,0,0.37288136,0.38983051,0.23728814,0.15254237,0.49152542,0.3559322,9948
"Total","Tom Wilhelmsen","3 Tms",10,43,1.6,0.1875,0.5,0.3125,0.1,0.4,0.0625,0,0.53125,0.21875,0.25,0.28125,0.4375,0.28125,9975
"Total","Mike Minor","KCR",6.2,27,2,0.076923076,0.615384615,0.307692307,0,0,0.125,0,0.46153846,0.38461538,0.15384615,0.30769231,0.38461538,0.30769231,10021
"Total","Christian Bethancourt","3 Tms",1.2,8,0.666666666,0.166666666,0.333333333,0.5,0,0,0,0,0.33333333,0.5,0.16666667,0,0.5,0.5,10028
"Total","Patrick Schuster","2 Tms",1.2,11,3,0.2,0.6,0.2,0,1,0,0,0.8,0.2,0,0.2,0.6,0.2,10029
"Total","Chris Owings","2 Tms",0.2,3,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,10030
"Total","Keyvius Sampson","CIN",1.2,9,0.25,0,0.2,0.8,0.25,0.25,0,0,0.8,0.2,0,0.2,0.4,0.4,10039
"Total","Ashur Tolliver","BAL",0.1,5,0,1,0,0,0,0,0,0,0.33333333,0.33333333,0.33333333,0,1,0,10044
"Total","Wil Myers","SDP",1,4,0.333333333,0,0.25,0.75,0,0.333333333,0,0,0.75,0.25,0,0.25,0.5,0.25,10047
"Total","Tyler Matzek","ATL",12.1,52,0.769230769,0.178571428,0.357142857,0.464285714,0.153846153,0.153846153,0.2,0,0.35714286,0.39285714,0.25,0.28571429,0.46428571,0.25,10058
"Total","Brooks Raley","4 Tms",17.2,73,0.888888888,0.209302325,0.372093023,0.418604651,0.111111111,0.166666666,0.0625,0,0.41860465,0.27906977,0.30232558,0.20930233,0.41860465,0.37209302,10061
"Total","Ian Krol","2 Tms",15,66,1.909090909,0.135135135,0.567567567,0.297297297,0,0.181818181,0.047619047,1,0.41025641,0.33333333,0.25641026,0.17948718,0.51282051,0.30769231,10066
"Total","Caleb Cotham","2 Tms",3.1,15,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.44444444,0.11111111,0.44444444,0.11111111,0.55555556,0.33333333,10075
"Total","Caleb Thielbar","MIN",14.1,51,0.454545454,0.085714285,0.285714285,0.628571428,0.181818181,0.09090909,0.1,0,0.31428571,0.37142857,0.31428571,0.31428571,0.57142857,0.11428571,10078
"Total","Kyle Gibson","MIN",0.1,2,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,10123
"Total","Brad Boxberger","6 Tms",29,124,1.125,0.260869565,0.391304347,0.347826086,0.041666666,0.166666666,0.037037037,0,0.37681159,0.33333333,0.28985507,0.14492754,0.50724638,0.34782609,10133
"Total","Manny Barreda","BAL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10148
"Total","Ryan Weber","4 Tms",7.2,34,5.333333333,0.296296296,0.592592592,0.111111111,0,0,0.125,0,0.51851852,0.2962963,0.18518519,0.03703704,0.51851852,0.44444444,10160
"Total","Jose Ramirez","3 Tms",15,65,1,0.166666666,0.416666666,0.416666666,0.066666666,0.066666666,0.133333333,0,0.33333333,0.30555556,0.36111111,0.19444444,0.41666667,0.38888889,10171
"Total","Edgar Olmos","SEA",0.1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10174
"Total","Jacob Turner","3 Tms",4.1,22,1.5,0.166666666,0.5,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0.08333333,0.58333333,0.33333333,10185
"Total","Shelby Miller","4 Tms",6.2,30,0.333333333,0.142857142,0.214285714,0.642857142,0,0.111111111,0,0,0.57142857,0.28571429,0.14285714,0.14285714,0.5,0.35714286,10197
"Total","Tucker Barnhart","CHC",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,10200
"Total","Aaron Northcraft","SDP",1.1,5,2,0.5,0.5,0,0,0,0.5,0,0.25,0.5,0.25,0.25,0.75,0,10218
"Total","Aroldis Chapman","5 Tms",19,80,1.133333333,0.157894736,0.447368421,0.394736842,0.2,0,0.117647058,0,0.44736842,0.31578947,0.23684211,0.23684211,0.57894737,0.18421053,10233
"Total","Bryan Morris","2 Tms",15,63,5.2,0.261904761,0.619047619,0.119047619,0.2,0.4,0.038461538,0,0.5952381,0.26190476,0.14285714,0.21428571,0.42857143,0.35714286,10234
"Total","Ariel Pena","MIL",0.1,3,1,0,0.5,0.5,0,0,0,0,0,0,1,0,0.5,0.5,10240
"Total","Rafael Martin","WSN",2,7,3,0.25,0.75,0,0,0,0,0,0.25,0.25,0.5,0,0.5,0.5,10258
"Total","Alexi Ogando","3 Tms",8.1,46,1,0.161290322,0.419354838,0.419354838,0,0,0.23076923,0,0.35483871,0.29032258,0.35483871,0.19354839,0.61290323,0.19354839,10261
"Total","Tanner Scheppers","TEX",9,45,1.5,0.166666666,0.5,0.333333333,0,0.2,0.066666666,0,0.56666667,0.4,0.03333333,0.13333333,0.5,0.36666667,10267
"Total","Josh Smoker","3 Tms",2.2,11,1,0.428571428,0.285714285,0.285714285,0,0,0,0,0.14285714,0.28571429,0.57142857,0.28571429,0.42857143,0.28571429,10285
"Total","Francisco Arcia","LAA",0.2,2,1,0.5,0.5,0,0,0,0,0,0,1,0,0,1,0,10286
"Total","Ryan Tepera","5 Tms",48.1,209,1.183673469,0.183206106,0.442748091,0.374045801,0.081632653,0.142857142,0.034482758,0,0.45801527,0.32824427,0.21374046,0.16793893,0.48854962,0.34351145,10291
"Total","Chad Bell","DET",1.1,11,1.333333333,0,0.571428571,0.428571428,0,0.333333333,0.5,0,0.42857143,0.28571429,0.28571429,0.28571429,0.42857143,0.28571429,10297
"Total","Jarred Cosart","MIA",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,10304
"Total","Roman Mendez","2 Tms",2.1,9,4,0.166666666,0.666666666,0.166666666,0,0,0,0,0.66666667,0.16666667,0.16666667,0,0.83333333,0.16666667,10307
"Total","Erasmo Ramirez","5 Tms",22,98,2.111111111,0.222222222,0.527777777,0.25,0.111111111,0.222222222,0.026315789,0,0.39189189,0.40540541,0.2027027,0.13513514,0.51351351,0.35135135,10314
"Total","Michael Tonkin","2 Tms",13.2,57,1.272727272,0.305555555,0.388888888,0.305555555,0.181818181,0.09090909,0.071428571,0,0.38888889,0.22222222,0.38888889,0.27777778,0.36111111,0.36111111,10315
"Total","Chad Jenkins","TOR",0.1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10326
"Total","Giovanni Soto","CLE",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,1,0,10330
"Total","Edwin Escobar","ARI",1.2,5,0.5,0,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,0.66666667,0.33333333,10337
"Total","Scooter Gennett","CIN",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10339
"Total","Juan Minaya","2 Tms",15.1,67,0.833333333,0.214285714,0.357142857,0.428571428,0.166666666,0.166666666,0,1,0.44827586,0.27586207,0.27586207,0.17241379,0.55172414,0.27586207,10341
"Total","Aaron Loup","6 Tms",34.2,151,1.629629629,0.275510204,0.448979591,0.275510204,0,0.111111111,0.022727272,0,0.36734694,0.2755102,0.35714286,0.18367347,0.54081633,0.2755102,10343
"Total","John Ryan Murphy","ARI",0.2,2,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0,10346
"Total","Robbie Erlin","3 Tms",9,38,2.125,0.264705882,0.5,0.235294117,0.125,0.25,0.058823529,0,0.5,0.29411765,0.20588235,0.14705882,0.38235294,0.47058824,10354
"Total","Carlos Contreras","CIN",3.1,15,1,0.166666666,0.416666666,0.416666666,0,0,0,0,0.33333333,0.41666667,0.25,0.08333333,0.83333333,0.08333333,10386
"Total","Brooks Pounders","3 Tms",4.1,21,0.833333333,0.214285714,0.357142857,0.428571428,0,0.333333333,0,0,0.21428571,0.71428571,0.07142857,0,0.35714286,0.64285714,10387
"Total","Mychal Givens","5 Tms",49.2,196,0.666666666,0.144144144,0.342342342,0.513513513,0.105263157,0.052631578,0.052631578,0,0.36036036,0.2972973,0.34234234,0.22522523,0.54054054,0.23423423,10430
"Total","Taylor Jordan","WSN",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10466
"Total","Shawn Tolleson","TEX",6.1,34,3.333333333,0.434782608,0.434782608,0.130434782,0,0.333333333,0,0,0.47826087,0.39130435,0.13043478,0.04347826,0.56521739,0.39130435,10481
"Total","Yoervis Medina","2 Tms",3,11,1,0,0.5,0.5,0,0.25,0,0,0.5,0.25,0.25,0.25,0.375,0.375,10498
"Total","Preston Claiborne","TEX",0.2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,10500
"Total","Hunter Cervenka","2 Tms",6,25,1.5,0.166666666,0.5,0.333333333,0.5,0,0,0,0.41666667,0.33333333,0.25,0.25,0.58333333,0.16666667,10510
"Total","Drew Hayes","CIN",1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,10528
"Total","Dean Kiekhefer","2 Tms",2.2,8,1.333333333,0,0.571428571,0.428571428,0.333333333,0,0,0,0.28571429,0.28571429,0.42857143,0.28571429,0.42857143,0.28571429,10529
"Total","Jake Petricka","4 Tms",15,67,2.076923076,0.183673469,0.551020408,0.265306122,0,0.076923076,0.037037037,0,0.3877551,0.3877551,0.2244898,0.20408163,0.51020408,0.28571429,10534
"Total","Jimmy Nelson","2 Tms",4.1,14,3,0.2,0.6,0.2,0.5,0,0,0,0.2,0.5,0.3,0.3,0.3,0.4,10547
"Total","Daniel Webb","CHW",3,25,9,0.333333333,0.6,0.066666666,0,0,0.222222222,0,0.53333333,0.2,0.26666667,0.06666667,0.73333333,0.2,10558
"Total","Addison Reed","4 Tms",47,184,0.982142857,0.139534883,0.426356589,0.434108527,0.160714285,0.089285714,0.072727272,0,0.33333333,0.31007752,0.35658915,0.17829457,0.52713178,0.29457364,10586
