Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Tony Watson","4 Tms",10.1,33,9.58064516,1.74193548,5.5,0,0.33333333,0.06060606,0.27272727,0.107142857,0.48387097,0.15789474,0,1.909350060162672,2.714711930199192,3132
"Total","Tim Collins","CHC",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.2140094757080084,3.2140094757080084,3164
"Total","David Price","2 Tms",2.1,9,15.42857138,0,4,0,0.44444444,0,0.44444444,0.222222222,0.85714285,0.4,0,-0.27853659608189796,0.4776185988671533,3184
"Total","Will Harris","2 Tms",7,27,9,2.57142857,3.5,2.57142857,0.25925926,0.07407407,0.18518519,0.2,1,0.1875,0,5.729728026620448,4.648780483791274,3192
"Total","Chris Young","KCR",2.1,7,11.57142859,0,3,3.85714286,0.42857143,0,0.42857143,0.142857142,0.42857143,0,5,6.151308663437309,2.818400092167036,3196
"Total","Ervin Santana","KCR",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.170034122467041,3.170034122467041,3200
"Total","Francisco Liriano","3 Tms",2.2,14,0,10.12499999,0,0,0,0.21428571,-0.21428571,0.444444444,2.625,0.36363636,-0.14285714,6.55721147341621,10.28697249741633,3201
"Total","Jean Machi","3 Tms",1.1,5,20.25000005,6.75000002,3,0,0.6,0.2,0.4,0,0.75,0,-1,0.8896052303833808,1.9963607636119387,3220
"Total","T.J. McFarland","5 Tms",8,42,3.375,7.875,0.42857143,2.25,0.07142857,0.16666667,-0.0952381,0.333333333,2.25,0.3,-0.46052632,8.288690684392613,6.26574414878295,3237
"Total","Zack Britton","NYY",1.2,6,5.39999999,0,1,0,0.16666667,0,0.16666667,0.2,0.6,0.2,1,1.9818627382125853,2.9728317951019165,3240
"Total","Roberto Hernandez","HOU",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,3.1335937500000006,3273
"Total","Joe Smith","6 Tms",5,20,3.60000001,1.8,2,5.40000001,0.1,0.05,0.05,0.368421052,1.6,0.28571429,-1.84210526,10.757754839139572,4.210548626876001,3281
"Total","Nate Adcock","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,3282
"Total","Anibal Sanchez","DET",1,4,0,0,0,9,0,0,0,0.333333333,1,0,2.5,16.15210003852844,8.2621078312397,3284
"Total","Hector Noesi","2 Tms",1,2,9,0,1,0,0.5,0,0.5,0,0,0,1,1.1603989916346173,1.1603989916346173,3292
"Total","Chris Hatcher","2 Tms",3,11,11.99999996,2.99999999,4,0,0.36363636,0.09090909,0.27272727,0.111111111,0.66666666,0.16666667,-1.5,1.4837878388633505,2.584864567272283,3299
"Total","Darren O'Day","3 Tms",4,18,9.00000002,9.00000002,1,0,0.22222222,0.22222222,0,0.214285714,1.75,0.3,0.71428571,4.150634919002833,4.964255005933567,3321
"Total","Matt Garza","MIL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,8.494058644491584,3340
"Total","Cesar Ramos","2 Tms",5,16,3.6,1.8,2,0,0.125,0.0625,0.0625,0.071428571,0.4,0.08333333,0,3.5379159609563167,4.423320385325652,3357
"Total","Jumbo Diaz","2 Tms",6,18,3,3,1,0,0.11111111,0.11111111,0,0,0.33333333,0,-1,3.4774180571238205,4.347953614592552,3397
"Total","Danny Duffy","KCR",1,3,9,0,1,0,0.33333333,0,0.33333333,0,0,0,1,1.1646676381212928,1.1646676381212928,3542
"Total","Clay Buchholz","BOS",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,3.1465603828430178,3543
"Total","Liam Hendriks","2 Tms",5,22,9.00000002,0,5,0,0.22727273,0,0.22727273,0.333333333,1.4,0.41176471,-0.42857143,1.160471657905413,2.709756449970161,3548
"Total","Clayton Richard","2 Tms",1,6,9,0,1,0,0.16666667,0,0.16666667,0.333333333,2,0.4,0,1.140077066421509,2.6157511070370676,3551
"Total","Tony Barnette","TEX",5.1,18,3.375,1.6875,2,0,0.11111111,0.05555556,0.05555556,0.266666666,0.9375,0.26666667,-0.2,2.9672008874343403,4.87820918903058,3555
"Total","Brian Schlitter","CHC",0,0,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,3599
"Total","Jim Johnson","3 Tms",2.2,12,6.75000002,0,2,0,0.16666667,0,0.16666667,0.444444444,1.5,0.4,-0.75,1.6512902461326144,4.092150506924816,3656
"Total","Everett Teaford","TBR",0.2,2,0,13.49999993,0,0,0,0.5,-0.5,0,1.49999999,0,1,7.633593727500001,7.633593727500001,3732
"Total","Cesar Jimenez","MIL",0,3,0,18,0,9,0,0.66666667,-0.66666667,1,3,0,-0.625,22.13359375,9.13359375,3762
"Total","Zach Duke","4 Tms",10.1,42,7.83870967,5.22580645,1.5,0.87096774,0.21428571,0.14285714,0.07142857,0.294117647,1.5483871,0.36,0.70512821,4.696343165596959,4.395270136394204,3840
"Total","Brett Oberholtzer","2 Tms",1.2,5,5.40000002,0,1,0,0.2,0,0.2,0,0,0,1,1.9465603780430183,2.9459208301624846,3855
"Total","Rubby De La Rosa","ARI",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.842360365786133,-2.842360365786133,3862
"Total","Gavin Floyd","2 Tms",0.2,2,0,0,0,0,0,0,0,0.5,1.49999999,0.5,0,3.1387804031527673,5.6371815109658225,3886
"Total","Enrique Burgos","ARI",2,8,13.5,0,3,0,0.375,0,0.375,0.428571428,1.5,0.6,0,0.135754855452225,1.6114288960677836,3895
"Total","Casey Fien","3 Tms",3,14,3.00000001,6.00000002,0.5,0,0.07142857,0.14285714,-0.07142857,0.25,1.66666667,0.27272727,0.4,4.4768025442472705,6.646456111203939,3926
"Total","Matt Magill","3 Tms",2.2,12,10.12500003,3.37500001,3,0,0.25,0.08333333,0.16666667,0.285714285,1.125,0.28571429,0,3.1921838640794435,5.928044224254832,3950
"Total","David Carpenter","NYY",1,6,9,9,1,0,0.16666667,0.16666667,0,0.5,3,0.5,0.66666667,4.13359375,5.609267790615559,3959
"Total","Edward Mujica","OAK",0.2,4,0,0,0,13.49999993,0,0,0,0.333333333,1.49999999,0,2.5,22.6335936525,5.347104799855783,3970
"Total","Allen Webster","CHC",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.2140094757080084,3.2140094757080084,3993
"Total","Enny Romero","3 Tms",4,15,11.25,4.5,2.5,0,0.33333333,0.13333333,0.2,0.181818181,1,0.25,-0.25,2.154487284035362,3.4284928200253617,4001
"Total","Yusmeiro Petit","4 Tms",8.1,36,7.56,4.32,1.75,2.16,0.19444444,0.11111111,0.08333333,0.259259259,1.32,0.2173913,-0.36585366,6.057427197660376,5.197953847566544,4020
"Total","Hector Santiago","2 Tms",2.2,8,3.375,3.375,1,0,0.125,0.125,0,0,0.375,0,-1,3.5512266870218165,6.732565263370389,4026
"Total","Brian Duensing","3 Tms",3.2,13,4.9090909,2.45454545,2,0,0.15384615,0.07692308,0.07692308,0.222222222,0.81818182,0.2,-0.66666667,2.873482851797703,4.176820369754612,4064
"Total","Pedro Strop","2 Tms",6.2,26,6.75000001,2.7,2.5,0,0.19230769,0.07692308,0.11538462,0.2,0.9,0.22222222,0.14285714,3.0035380508315943,4.290042909360206,4070
"Total","Junichi Tazawa","3 Tms",5.1,26,6.75,8.43750001,0.8,1.6875,0.15384615,0.19230769,-0.03846154,0.333333333,2.25,0.375,0.56603774,6.898202185716234,6.213284036845057,4079
"Total","Dan Runzler","PIT",0.1,1,0,0,0,0,0,0,0,1,3.00000003,1,1,3.1576396942138674,3.1576396942138674,4080
"Total","James Russell","2 Tms",0.2,5,13.49999993,13.49999993,1,0,0.2,0.2,0,0.5,4.49999998,0.66666667,0,4.641373722190251,6.8548847720460335,4089
"Total","Luke Gregerson","2 Tms",1.2,9,0,10.79999998,0,5.39999999,0,0.22222222,-0.22222222,0.428571428,2.99999999,0.33333333,0,14.582396409513947,7.773365482003278,4090
"Total","Carlos Villanueva","2 Tms",1.2,10,16.19999997,0,3,10.79999998,0.3,0,0.3,0.5,2.99999999,0.6,-0.45454545,15.14137370569025,2.539455075260162,4138
"Total","Derek Holland","3 Tms",3,10,12,0,4,0,0.4,0,0.4,0.1,0.33333333,0.16666667,-2,0.5204020393981685,1.8262312365665185,4141
"Total","Edward Paredes","LAD",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,4168
"Total","Rafael Dolis","TOR",1,4,9,0,1,0,0.25,0,0.25,0.25,1,0.33333333,0,1.184290917785721,2.9486530443745425,4185
"Total","David Hernandez","4 Tms",8,32,7.875,3.375,2.33333333,1.125,0.21875,0.09375,0.125,0.269230769,1.25,0.28571429,-0.34883721,4.1660765727418845,4.739184813703913,4259
"Total","Mark Melancon","2 Tms",2.1,9,7.71428573,0,2,0,0.22222222,0,0.22222222,0.375,1.28571429,0.42857143,0.33333333,1.4624267827014272,3.022778633532796,4264
"Total","Manny Parra","CIN",1.2,6,10.79999998,0,2,5.39999999,0.33333333,0,0.33333333,0.4,1.2,0.33333333,0,8.5335937392,1.6189981773985265,4279
"Total","Matt Albers","3 Tms",5.2,30,6.35294117,7.94117647,0.8,0,0.13333333,0.16666667,-0.03333333,0.45,2.47058823,0.42857143,0.21428571,4.402991316608995,5.5998317454739635,4300
"Total","Justin Wilson","5 Tms",11.2,35,8.4857143,1.54285715,5.5,0.77142857,0.31428571,0.05714286,0.25714286,0.125,0.51428572,0.14285714,-0.43478261,2.9073537989624576,2.6642350386254066,4301
"Total","Tyler Chatwood","3 Tms",2,10,4.5,13.5,0.33333333,0,0.1,0.3,-0.2,0.142857142,2,0.16666667,-0.75,6.680871306522235,6.680871306522235,4338
"Total","Craig Breslow","3 Tms",3,16,3,3,1,3,0.0625,0.0625,0,0.428571428,2.33333333,0.38461538,0.35714286,7.809513560930888,7.613399174809456,4363
"Total","Jordan Zimmermann","DET",0.1,3,0,27.00000027,0,0,0,0.33333333,-0.33333333,0.5,6.00000006,0.5,-0.5,12.191419405338136,12.191419405338138,4505
"Total","Mitch Harris","STL",1,3,0,0,0,0,0,0,0,0.333333333,1,0.33333333,0,3.13359375,4.609267790615559,4530
"Total","Jason Hammel","KCR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1604315757751467,3.1604315757751467,4538
"Total","Chris Smith","OAK",1,4,9,9,1,0,0.25,0.25,0,0.5,2,0.5,0.5,4.146560382843018,5.812161129713059,4544
"Total","Joe Thatcher","HOU",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,0,12.13359384,12.133593840000003,4620
"Total","Brandon McCarthy","LAD",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,0,3.1576396942138674,3.1576396942138674,4662
"Total","Sam LeCure","CIN",1,3,0,0,0,0,0,0,0,0,0,0,1,3.13359375,6.084941831231117,4664
"Total","Pat Neshek","3 Tms",6.2,21,2.7,1.35,2,0,0.0952381,0.04761905,0.04761905,0.058823529,0.3,0.05555556,-0.5,3.0028840542437756,5.322743204998561,4682
"Total","Jeff Francis","TOR",0.2,2,0,0,0,0,0,0,0,0.5,1.49999999,0.5,0,3.1335937500000006,3.1335937500000006,4684
"Total","Nate Jones","3 Tms",3.1,18,5.40000001,8.10000001,0.66666667,2.7,0.11111111,0.16666667,-0.05555556,0.285714285,2.1,0.27272727,0.60606061,9.469576291682927,8.148276172690137,4696
"Total","Matt Cain","SFG",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,4732
"Total","Sergio Santos","NYY",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,4734
"Total","Donnie Veal","ATL",0,1,0,0,0,9,0,0,0,1,1,0,2.5,16.13359375,4.609267790615559,4741
"Total","Jonathan Broxton","2 Tms",4,17,15.75000004,2.25000001,7,2.25000001,0.41176471,0.05882353,0.35294118,0.285714285,1.25,0.375,-1.11111111,3.6431614490859916,2.8249006022434435,4759
"Total","Vinnie Pestano","LAA",0.2,3,26.99999987,0,2,0,0.66666667,0,0.66666667,0.333333333,1.49999999,1,1,-2.8664062199999996,-2.8664062199999996,4782
"Total","Rich Hill","SDP",0.1,2,0,0,0,0,0,0,0,1,3.00000003,0.5,1,3.2550403594970705,8.215095670947981,4806
"Total","Joe Blanton","2 Tms",3,14,12,6,2,3,0.28571429,0.14285714,0.14285714,0.272727272,1.66666667,0.28571429,0.83333333,6.814458084094135,6.367526493457564,4849
"Total","Mike Montgomery","2 Tms",2.1,7,11.57142854,0,3,0,0.42857143,0,0.42857143,0.166666666,0.42857143,0.25,-2,0.5999489449286934,1.4524657490443191,4869
"Total","Brandon Maurer","2 Tms",2,8,4.50000002,4.50000002,1,0,0.125,0.125,0,0.285714285,1.50000001,0.33333333,0,3.640227828903191,4.473028206502213,4878
"Total","Peter Moylan","2 Tms",5.1,18,6.74999999,0,4,1.6875,0.22222222,0,0.22222222,0.294117647,0.9375,0.33333333,0.2173913,4.653117544406245,2.5491437280933082,4891
"Total","Justin De Fratus","PHI",2,8,0,0,0,0,0,0,0,0.25,1,0.25,0.5,3.13359375,6.822778851538897,4955
"Total","Fernando Salas","3 Tms",6.1,32,8.52631578,9.94736841,0.85714286,0,0.1875,0.21875,-0.03125,0.318181818,2.21052631,0.36842105,0.5,4.567598339357652,5.810455575052732,4971
"Total","Fernando Abad","4 Tms",3.1,18,8.10000001,5.40000001,1.5,2.7,0.16666667,0.11111111,0.05555556,0.538461538,2.7,0.5,0.52631579,7.047929910654966,4.975716769197769,4994
"Total","Jake Diekman","8 Tms",9.2,40,16.7586207,3.72413793,4.5,0.93103448,0.45,0.1,0.35,0.235294117,1.24137931,0.41176471,-0.28301887,2.032510844239477,2.226949943383268,5003
"Total","Bo Schultz","TOR",1.2,5,0,0,0,0,0,0,0,0.25,0.6,0.2,-1,3.13359375,4.018998172598526,5028
"Total","Dale Thayer","SDP",1,5,9,9,1,9,0.2,0.2,0,0.25,2,0,-1.66666667,17.13359375,7.084941831231117,5032
"Total","Josh Fields","2 Tms",2.2,14,6.75000002,3.37500001,2,6.75000002,0.14285714,0.07142857,0.07142857,0.416666666,2.25000001,0.33333333,-1.25,12.520374512280236,8.782376357302795,5070
"Total","Franklin Morales","KCR",1.1,8,6.75000002,6.75000002,1,0,0.125,0.125,0,0.428571428,3.00000001,0.5,0.75,3.8835937518750008,4.990349285103559,5088
"Total","Anthony Gose","CLE",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.887569058336793,-2.887569058336793,5097
"Total","Jeurys Familia","4 Tms",6.2,29,10.80000003,5.40000001,2,2.70000001,0.27586207,0.13793103,0.13793103,0.333333333,1.8,0.4,0,6.459753521503845,4.098374801903203,5114
"Total","Brandon Mann","TEX",0.1,2,0,0,0,0,0,0,0,1,3.00000003,0.5,-2,3.160431575775147,8.115276919679946,5172
"Total","Ernesto Frieri","2 Tms",0.1,3,0,27.00000027,0,0,0,0.33333333,-0.33333333,1,6.00000006,0.5,-0.5,12.151628298205488,16.578650464322386,5178
"Total","Edgar Ibarra","LAA",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,5195
"Total","Mike Pelfrey","CHW",0.1,5,0,27.00000027,0,0,0,0.2,-0.2,0.666666666,9.00000009,0.66666667,0.25,21.157639874213867,26.49405882449159,5203
"Total","Wade LeBlanc","3 Tms",4,12,4.5,2.25,2,0,0.16666667,0.08333333,0.08333333,0.111111111,0.5,0.11111111,-0.5,2.920918456693798,4.773012116035133,5221
"Total","Blake Parker","4 Tms",3.2,20,7.36363638,12.2727273,0.6,2.45454546,0.15,0.25,-0.1,0.4,3.00000001,0.45454545,0.10416667,9.163239847573118,8.00056069746789,5224
"Total","Vin Mazzaro","MIA",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,0,12.13359384,12.133593840000003,5231
"Total","Wilmer Font","3 Tms",2.1,8,3.85714286,3.85714286,1,0,0.125,0.125,0,0.142857142,0.85714286,0.16666667,0.5,3.6425809048916813,7.052648135968759,5257
"Total","Sandy Leon","MIA",0,1,0,0,0,9,0,0,0,1,1,0,1,16.17003412246704,4.934396249055863,5273
"Total","Chris Tillman","BAL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,5279
"Total","Samuel Deduno","HOU",0,2,0,0,0,0,0,0,0,0.5,1,0.5,-1,3.13359375,3.13359375,5285
"Total","Jose Alvarez","3 Tms",6,24,13.50000002,4.50000001,3,1.5,0.375,0.125,0.25,0.1,0.83333333,0.1,-0.2173913,4.330049694235662,2.7539110958687636,5358
"Total","Manny Banuelos","3 Tms",2.1,11,11.57142859,0,3,0,0.27272727,0,0.27272727,0.444444444,1.71428572,0.57142857,0.4,1.8412279245656347,3.3281887635091043,5365
