Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","J.P. Howell","2 Tms",3.1,13,8.09999998,5.39999999,1.5,0,0.23076923,0.15384615,0.07692308,0.09090909,0.9,0.125,0.66666667,3.1422929287023265,5.0610194629865735,8245
"Total","Paolo Espino","WSN",1.1,5,20.25000005,0,3,0,0.6,0,0.6,0.2,0.75,0.5,1,-1.3731682294938397,-0.2628911737494062,8246
"Total","Ross Ohlendorf","2 Tms",2,10,13.5,13.5,1,0,0.3,0.3,0,0.142857142,2,0.25,1,4.642238171873735,5.475038545308755,8268
"Total","Tony Sipp","2 Tms",12,47,9,3,3,0,0.25531915,0.08510638,0.17021277,0.19047619,1,0.26666667,0.53846154,2.408406011245045,3.6576656545017094,8280
"Total","JC Ramirez","3 Tms",5.1,21,6.75,1.6875,4,0,0.19047619,0.04761905,0.14285714,0.2,0.9375,0.25,0.2,2.2173735613217245,2.529673701555045,8302
"Total","Lucas Luetge","3 Tms",4.1,21,10.38461542,0,5,0,0.23809524,0,0.23809524,0.35,1.61538462,0.46666667,0.625,1.540661300641127,2.696605994306179,8337
"Total","AJ Ramos","3 Tms",2.2,14,3.37500001,10.12500003,0.33333333,0,0.07142857,0.21428571,-0.14285714,0.363636363,2.62500001,0.4,0.85714286,5.769176680372288,8.152415623104819,8350
"Total","Daniel Descalso","CHC",0,1,0,0,0,9,0,0,0,1,1,0,2.5,16.214009475708007,3.214009475708008,8392
"Total","Steve Geltz","TBR",4,21,13.5,13.5,1,2.25,0.28571429,0.28571429,0,0.142857142,2,0.14285714,0.39473684,8.636835408210754,8.064228332415222,8402
"Total","Deolis Guerra","2 Tms",5,25,7.2,3.6,2,5.4,0.16,0.08,0.08,0.347826086,2,0.3125,0,10.557339445758181,5.190830705571491,8410
"Total","Adam Wilk","MIN",0.1,2,27.00000027,27.00000027,1,0,0.5,0.5,0,0,3.00000003,0,1,6.157639724213867,6.157639724213867,8421
"Total","Michael Brady","OAK",0.2,3,13.49999993,13.49999993,1,0,0.33333333,0.33333333,0,0,1.49999999,0,1,4.657639686713868,7.3258491218295845,8461
"Total","Jenrry Mejia","NYM",1,3,9,0,1,0,0.33333333,0,0.33333333,0,0,0,1,1.1335937500000002,4.084941831231117,8476
"Total","Buddy Boshers","2 Tms",4,14,11.24999997,2.24999999,5,2.24999999,0.35714286,0.07142857,0.28571429,0.153846153,0.75,0.14285714,0,4.665188102169954,3.165693016864584,8490
"Total","Danny Farquhar","3 Tms",8,36,11.24999999,4.49999999,2.5,4.49999999,0.27777778,0.11111111,0.16666667,0.25,1.5,0.22222222,0.625,8.647432511127331,5.126209491995039,8501
"Total","Jeff Beliveau","2 Tms",1,7,9,0,1,18,0.14285714,0,0.14285714,0.5,3,0.33333333,-0.83333333,30.159035634994506,7.589457032084465,8504
"Total","Rob Wooten","MIL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,8532
"Total","Tyler Cloyd","2 Tms",1,3,9,0,1,0,0.33333333,0,0.33333333,0.333333333,1,0.5,1,1.1595009485973597,4.589922345687318,8536
"Total","Justin Miller","3 Tms",9.1,42,6.75,2.89285714,2.33333333,0,0.16666667,0.07142857,0.0952381,0.282051282,1.5,0.34375,0.14285714,2.621277063040957,4.813316456446282,8580
"Total","Dustin McGowan","2 Tms",5.2,30,12.70588235,4.76470588,2.66666667,0,0.26666667,0.1,0.16666667,0.333333333,2.11764706,0.47368421,0.5,1.9107111713711813,2.7989382247118555,8600
"Total","Tanner Roark","2 Tms",1.2,6,0,5.40000002,0,0,0,0.16666667,-0.16666667,0,0.6,0,0,4.94088183164968,5.826286259560634,8753
"Total","Andrew Cashner","BOS",1,6,18,18,1,0,0.33333333,0.33333333,0,0.25,3,0.5,0.33333333,5.214009475708008,7.203215357661247,8782
"Total","Oliver Drake","6 Tms",8.2,38,8.30769232,6.23076924,1.33333333,2.07692308,0.21052632,0.15789474,0.05263158,0.1875,1.38461539,0.18181818,0.10869565,6.397995870638297,5.20170484260975,8823
"Total","Antonio Bastardo","2 Tms",7,36,7.7142857,8.99999999,0.85714286,1.28571428,0.16666667,0.19444444,-0.02777778,0.379310344,2.57142857,0.45454545,0.24096386,6.285533024072042,6.477519516499715,8844
"Total","Arcenio Leon","DET",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,8846
"Total","Ryan Cook","2 Tms",0.2,3,0,0,0,13.50000014,0,0,0,0.333333333,1.50000002,0,2.5,22.647012857887574,10.315369089850822,8855
"Total","Matt Reynolds","2 Tms",2,9,13.5,9,1.5,0,0.33333333,0.22222222,0.11111111,0.142857142,1.5,0.25,1,3.135754855452225,3.8735918757600043,8887
"Total","Arquimedes Caminero","2 Tms",10.1,51,7.83870967,6.96774193,1.125,0.87096774,0.17647059,0.15686275,0.01960784,0.309523809,2.03225806,0.375,0.29126214,5.268063626920296,5.225976447909616,8992
"Total","Cesar Valdez","3 Tms",3,15,0,3,0,6,0,0.06666667,-0.06666667,0.357142857,2,0.25,0,12.834945445566788,5.947085077871298,9013
"Total","Adam Warren","4 Tms",15.2,68,8.61702127,7.4680851,1.15384615,0.57446808,0.22058824,0.19117647,0.02941177,0.181818181,1.46808511,0.23076923,0.60185185,4.561014020925343,5.243163792460429,9029
"Total","Jeanmar Gomez","3 Tms",4.1,27,8.30769231,4.15384616,2,2.07692308,0.14814815,0.07407407,0.07407407,0.48,3.23076923,0.55,0.3968254,5.680305563529057,4.542115509250149,9033
"Total","J.J. Hoover","2 Tms",3.1,20,16.20000002,8.10000001,2,2.7,0.3,0.15,0.15,0.411764705,3,0.6,0.58139535,6.151722577215125,4.3183668028865,9037
"Total","John Axford","3 Tms",6.1,26,5.68421053,7.10526316,0.8,1.42105263,0.15384615,0.19230769,-0.03846154,0.142857142,1.2631579,0.125,0.75757576,6.306494252712101,6.088165033939797,9059
"Total","Jeremy Bleich","OAK",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1604315757751467,3.1604315757751467,9069
"Total","Kirby Yates","4 Tms",10,41,10.8,3.6,3,0.9,0.29268293,0.09756098,0.19512195,0.27027027,1.4,0.375,0.31746032,3.280548421571983,3.644898011068834,9073
"Total","Zach Putnam","CHW",3.1,14,13.50000001,2.7,5,0,0.35714286,0.07142857,0.28571429,0.083333333,0.6,0.14285714,0.66666667,1.9446975219281695,2.444377746488862,9080
"Total","Brad Hand","8 Tms",20,91,13.05,5.4,2.41666667,0.9,0.31868132,0.13186813,0.18681319,0.2,1.35,0.29545455,0.4964539,3.9649906516034266,4.251221737634029,9111
"Total","Gregory Infante","CHW",3.1,11,10.80000001,0,4,0,0.36363636,0,0.36363636,0.09090909,0.3,0.14285714,-1,0.757918879967483,2.3206871903485915,9119
"Total","TJ House","CLE",0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,1,-2.8534396771569823,2.1433626134211634,9121
"Total","Nathan Eovaldi","2 Tms",2,7,4.5,4.5,1,0,0.14285714,0.14285714,0,0.166666666,1,0.2,0.5,3.680284929275513,5.669490811228752,9132
"Total","Casey Kelly","2 Tms",0.2,4,13.50000014,0,1,0,0.25,0,0.25,0.5,3.00000003,0.66666667,0,0.1400770364215087,2.6384781817105813,9174
"Total","Kyle Lobstein","3 Tms",1.2,8,0,0,0,10.80000004,0,0,0,0.375,1.80000001,0.16666667,-20,18.75374226853081,6.211080390557507,9178
"Total","Koji Uehara","CHC",1.1,6,0,6.75000002,0,0,0,0.16666667,-0.16666667,0.2,1.5,0.2,1,5.407639699838867,6.7417444274025105,9227
"Total","Alex Wilson","2 Tms",17,69,7.94117647,1.58823529,5,1.05882353,0.2173913,0.04347826,0.17391304,0.261538461,1.17647059,0.3125,0.54945055,3.6244978378482573,3.9412347242684387,9239
"Total","Simon Castro","2 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.145616722106934,5.813826197245794,9243
"Total","David Carpenter","ATL",1,4,9,0,1,9,0.25,0,0.25,0.25,1,0,2.5,14.13359375,5.560615871846676,9244
"Total","Rob Scahill","3 Tms",4.1,22,4.15384616,10.38461539,0.4,0,0.09090909,0.22727273,-0.13636364,0.235294117,2.07692308,0.26666667,0.66666667,5.682951459625709,6.74840119000709,9286
"Total","Buddy Baumann","2 Tms",2.1,13,11.57142859,15.42857145,0.75,0,0.23076923,0.30769231,-0.07692308,0.125,2.14285715,0.2,1,7.012296327921572,9.250816336039055,9309
"Total","Patrick Corbin","ARI",1,3,9,0,1,0,0.33333333,0,0.33333333,0,0,0,1,1.1465603828430178,1.1465603828430178,9323
"Total","Jared Hughes","5 Tms",19.1,90,7.44827586,6.05172414,1.23076923,0.46551724,0.17777778,0.14444444,0.03333333,0.219178082,1.5,0.26785714,0.56962025,4.8095768495404485,4.96451756743697,9325
"Total","Brandon Morrow","2 Tms",2.1,8,3.85714286,0,1,0,0.125,0,0.125,0.125,0.42857143,0.14285714,0,2.2957485595379445,2.2957485595379445,9346
"Total","Josh Tomlin","2 Tms",3.2,16,2.45454545,2.45454545,1,0,0.0625,0.0625,0,0.266666666,1.36363636,0.28571429,0.8,3.4650020336503413,5.481653574166317,9388
"Total","Kris Medlen","KCR",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,9417
"Total","Zac Rosscup","3 Tms",4.2,18,13.50000002,5.78571429,2.33333333,0,0.38888889,0.16666667,0.22222222,0.133333333,1.07142857,0.25,0.8,2.1081170202533013,2.8505912904358643,9419
"Total","Doug Fister","WSN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,9425
"Total","Dallas Keuchel","2 Tms",1,9,0,9,0,0,0,0.11111111,-0.11111111,0.625,6,0.625,0.16666667,6.212537240982056,6.212537240982056,9434
"Total","Ryan Buchter","5 Tms",13.2,51,9.87804878,2.63414634,3.75,1.31707317,0.29411765,0.07843137,0.21568628,0.14893617,0.80487805,0.16666667,-0.48780488,3.7504260526994457,4.370901168484087,9456
"Total","Dan Straily","2 Tms",1.1,8,6.75000002,6.75000002,1,0,0.125,0.125,0,0.428571428,3.00000001,0.5,0.75,3.943905546306785,8.034469909924724,9460
"Total","George Kontos","3 Tms",12.2,45,6.39473685,2.13157895,3,0,0.2,0.06666667,0.13333333,0.146341463,0.71052632,0.1875,0.6,2.6721787851640966,4.021495194437865,9486
"Total","Jeremy Jeffress","3 Tms",19.2,79,10.52542374,3.20338983,3.28571429,0,0.29113924,0.08860759,0.20253165,0.197183098,1.06779661,0.29166667,0.59090909,2.0411651698809576,2.9210258521240466,9490
"Total","Bud Norris","3 Tms",4.1,14,8.30769231,0,4,0,0.28571429,0,0.28571429,0.071428571,0.23076923,0.1,1,1.3033800184218096,2.4826125868776634,9492
"Total","Austin Bibens-Dirkx","TEX",0.2,3,26.99999987,0,2,0,0.66666667,0,0.66666667,0.333333333,1.49999999,1,-1,-2.842360275786133,-0.17415084067041553,9559
"Total","Brian Moran","MIA",0.2,5,13.49999993,26.99999987,0.5,0,0.2,0.4,-0.2,0.333333333,4.49999998,0.5,0.66666667,9.200455349513193,12.184264157524007,9646
"Total","Michael Blazek","MIL",5.2,30,4.76470588,7.94117647,0.6,1.58823529,0.1,0.16666667,-0.06666667,0.416666666,2.64705882,0.45,0.34246575,7.554511370582767,7.872243137850434,9654
"Total","Vidal Nuno","4 Tms",4.2,16,11.57142859,1.92857143,6,0,0.375,0.0625,0.3125,0.066666666,0.42857143,0.11111111,0.5,1.2142140020107635,2.560474627142107,9674
"Total","Louis Coleman","3 Tms",5.2,25,7.94117648,9.52941178,0.83333333,0,0.2,0.24,-0.04,0.105263157,1.41176471,0.14285714,0.5,4.565396370865837,6.610562899919091,9720
"Total","Burke Badenhop","CIN",6,30,7.5,6,1.25,1.5,0.16666667,0.13333333,0.03333333,0.307692307,2,0.35,0.75471698,5.633593750000001,4.696655450512966,9736
"Total","David Hale","3 Tms",1.2,7,5.40000002,0,1,5.40000002,0.14285714,0,0.14285714,0.285714285,1.2,0.2,-5,9.760973050748218,5.212474285801484,9756
"Total","Joe Kelly","3 Tms",20.2,90,7.83870968,4.35483871,1.8,0.43548387,0.2,0.11111111,0.08888889,0.225,1.35483871,0.27868852,0.4887218,3.5114405120620997,3.828110056156008,9761
"Total","Garrett Richards","2 Tms",1.2,7,5.39999999,0,1,0,0.14285714,0,0.14285714,0.142857142,0.6,0.16666667,-3,1.9354722524538652,3.8823111668884724,9784
"Total","Rex Brothers","3 Tms",3.1,15,13.50000001,5.40000001,2.5,2.7,0.33333333,0.13333333,0.2,0.23076923,1.5,0.28571429,0.55555556,5.850500204908257,2.4841420912332515,9794
"Total","Murphy Smith","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.160431575775147,3.160431575775147,9812
"Total","Sergio Romo","8 Tms",9.1,43,14.46428573,3.85714286,3.75,0.96428572,0.34883721,0.09302326,0.25581395,0.282051282,1.60714286,0.43478261,0.44117647,2.6244889268543705,3.093832549873,9817
"Total","Chaz Roe","3 Tms",9.2,45,12.10344827,4.65517241,2.6,0,0.28888889,0.11111111,0.17777778,0.256410256,1.55172414,0.38461538,0.3125,2.340762758449713,3.2947728945462393,9866
"Total","Michael Kirkman","MIL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,3.146560382843018,9877
"Total","Travis Wood","2 Tms",6.1,28,5.68421052,4.26315789,1.33333333,1.42105263,0.14285714,0.10714286,0.03571429,0.2,1.26315789,0.2,0.3030303,5.357173154404497,5.384230575426589,9884
"Total","Mike Broadway","SFG",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,3.1335937500000006,9894
"Total","Chris Rusin","COL",8,28,9,2.25,4,0,0.28571429,0.07142857,0.21428571,0.04,0.375,0.05882353,-0.5,2.2795659224292493,3.345371365060494,9895
"Total","Chris Volstad","CHW",0.2,6,13.49999993,13.49999993,1,13.49999993,0.16666667,0.16666667,0,0.6,5.99999997,0.66666667,0.38461538,24.160431470775148,7.137854203066206,9901
"Total","Pedro Villarreal","CIN",1.2,5,0,0,0,0,0,0,0,0,0,0,1,3.13359375,4.018998172598526,9904
"Total","A.J. Morris","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,9919
"Total","Bobby Parnell","2 Tms",1.1,7,13.50000003,6.75000002,2,6.75000002,0.28571429,0.14285714,0.14285714,0.333333333,2.25000001,0.33333333,0.625,12.136835430686443,4.742791502815532,9926
"Total","Brandon Kintzler","6 Tms",13,58,10.38461539,4.15384616,2.5,0.69230769,0.25862069,0.10344828,0.15517241,0.25,1.46153846,0.33333333,0.51136364,3.254373203262966,3.4520082878056337,9939
"Total","Todd Redmond","TOR",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,0,3.13359375,3.13359375,9943
"Total","Mike Dunn","2 Tms",14,63,11.57142857,5.14285714,2.25,1.28571429,0.28571429,0.12698413,0.15873016,0.29090909,1.71428571,0.4,0.37735849,4.1515210106290175,4.111808841820523,9948
"Total","Tom Wilhelmsen","3 Tms",6.2,32,4.05,4.05,1,1.35,0.09375,0.09375,0,0.310344827,1.8,0.32,0.28301887,5.543035625206718,7.192156761718054,9975
"Total","Mike Minor","KCR",3.1,13,2.7,5.40000001,0.5,0,0.07692308,0.15384615,-0.07692308,0.09090909,0.9,0.1,0.33333333,4.357639695413868,7.025849146538841,10021
"Total","Christian Bethancourt","SDP",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,10028
"Total","Patrick Schuster","2 Tms",1,4,0,9,0,0,0,0.25,-0.25,0,1,0,0,6.146560382843018,6.146560382843018,10029
"Total","Keyvius Sampson","CIN",0.2,4,0,13.49999993,0,0,0,0.25,-0.25,0.333333333,2.99999999,0.33333333,1,7.646560360343018,10.144961468156072,10039
"Total","Ashur Tolliver","2 Tms",1,3,0,9,0,0,0,0.33333333,-0.33333333,0,1,0,1,6.1539465904605155,6.1539465904605155,10044
"Total","Tyler Matzek","ATL",8,36,10.125,7.875,1.28571429,1.125,0.25,0.19444444,0.05555556,0.142857142,1.375,0.16666667,0.8490566,5.525215051580439,5.928172258172403,10058
"Total","Brooks Raley","4 Tms",10.2,52,12.65625,5.0625,2.5,1.6875,0.28846154,0.11538462,0.17307692,0.255813953,1.59375,0.34615385,0.46511628,5.346433829556423,4.5150978153777945,10061
"Total","Ian Krol","2 Tms",8.1,35,6.47999999,5.4,1.2,2.16,0.17142857,0.14285714,0.02857143,0.166666666,1.2,0.13636364,0.27777778,6.63181661326939,5.777511156778057,10066
"Total","Caleb Cotham","2 Tms",3,14,6,3,2,0,0.14285714,0.07142857,0.07142857,0.307692307,1.66666667,0.36363636,0.6,2.810345575530162,5.031146571356883,10075
"Total","Caleb Thielbar","MIN",11.1,41,7.94117647,1.58823529,5,0.79411765,0.24390244,0.04878049,0.19512195,0.153846153,0.70588235,0.17857143,0.3030303,3.0909421599050466,4.016816240745901,10078
"Total","Kyle Gibson","2 Tms",0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,0,-2.8189720993051712,-2.8189720993051712,10123
"Total","Brad Boxberger","5 Tms",18.2,83,8.67857142,2.89285714,3,1.92857143,0.21686747,0.07228916,0.14457831,0.25,1.33928571,0.27777778,0.58823529,5.137509628849173,4.523195018883341,10133
"Total","Manny Barreda","BAL",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,1,12.17003421246704,17.46312064516437,10148
"Total","Ryan Weber","4 Tms",4.2,23,9.64285716,1.92857143,5,1.92857143,0.2173913,0.04347826,0.17391304,0.333333333,1.71428572,0.4,0.39473684,5.122180246725791,3.7800373265282516,10160
"Total","Jose Ramirez","3 Tms",7.1,34,9.81818182,4.90909091,2,0,0.23529412,0.11764706,0.11764706,0.24137931,1.5,0.33333333,0.66666667,3.0135518298883857,4.807739742236068,10171
"Total","Jacob Turner","3 Tms",0.2,3,0,0,0,0,0,0,0,0.666666666,3.00000003,0.66666667,1,3.1559822082618982,3.1559822082618982,10185
"Total","Shelby Miller","4 Tms",2,14,13.5,22.5,0.6,0,0.21428571,0.35714286,-0.14285714,0.444444444,4.5,0.66666667,0.66666667,7.7034274660677085,8.698030407044328,10197
"Total","Aroldis Chapman","3 Tms",3.1,9,16.20000006,0,6,0,0.66666667,0,0.66666667,0,0,0,1,0.4866944920127523,0.4866944920127523,10233
"Total","Bryan Morris","2 Tms",4.1,20,8.30769231,6.23076924,1.33333333,0,0.2,0.15,0.05,0.294117647,1.84615385,0.38461538,0.625,3.3720520901765525,4.463626178755216,10234
"Total","Rafael Martin","WSN",1.2,7,26.99999995,5.39999999,5,0,0.71428571,0.14285714,0.57142857,0.166666666,1.2,1,0.5,-1.0664062416000002,-1.0664062416000002,10258
"Total","Alexi Ogando","2 Tms",5.2,28,11.11764707,6.35294118,1.75,6.35294118,0.25,0.14285714,0.10714286,0.304347826,1.94117647,0.25,0.15625,12.489585909903662,6.051311884301019,10261
"Total","Justin Marks","TBR",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,3.146560382843018,10265
"Total","Tanner Scheppers","TEX",1.2,9,5.40000002,10.80000004,0.5,0,0.11111111,0.22222222,-0.11111111,0.166666666,1.80000001,0.2,0.75,7.336187093353043,9.10699594917495,10267
"Total","Josh Smoker","3 Tms",3.2,16,9.81818181,9.81818181,1,2.45454545,0.25,0.25,0,0.083333333,1.36363636,0,0.55555556,7.7927503283484345,6.083746218991399,10285
"Total","Francisco Arcia","LAA",0,1,0,0,0,9,0,0,0,1,1,0,2.5,16.160431575775146,4.812046673893929,10286
"Total","Ryan Tepera","5 Tms",21,92,10.28571429,5.57142857,1.84615385,0.42857143,0.26086957,0.14130435,0.11956522,0.197368421,1.33333333,0.2745098,0.54054054,3.782503473090421,4.9288369681567,10291
"Total","Chad Bell","DET",1,4,9,0,1,0,0.25,0,0.25,0.25,1,0.33333333,0,1.1585703213916543,2.8101854195104363,10297
"Total","Jarred Cosart","MIA",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,10304
"Total","Roman Mendez","TEX",0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,0,-2.8664063100000003,-2.8664063100000003,10307
"Total","Erasmo Ramirez","4 Tms",14.1,59,6.90697674,3.13953488,2.2,1.25581395,0.18644068,0.08474576,0.10169492,0.16981132,0.97674419,0.175,0.49180328,4.6942752199196,5.165631086081268,10314
"Total","Michael Tonkin","2 Tms",6.1,27,9.94736841,2.84210526,3.5,4.26315789,0.25925926,0.07407407,0.18518519,0.24,1.26315789,0.2,-1.57894737,8.06188908103947,3.4480753683896808,10315
"Total","Edwin Escobar","ARI",1.2,7,5.39999999,10.79999998,0.5,0,0.14285714,0.28571429,-0.14285714,0,1.2,0,0.5,5.546560378043017,6.545920824166322,10337
"Total","Juan Minaya","2 Tms",8.1,31,10.8,4.32,2.5,0,0.32258065,0.12903226,0.19354839,0.074074074,0.72,0.11764706,0.66666667,2.211461934673558,3.9354863336900414,10341
"Total","Aaron Loup","5 Tms",15.1,70,8.21739131,3.52173913,2.33333333,1.17391304,0.2,0.08571429,0.11428572,0.216666666,1.23913044,0.24444444,0.52083333,4.801424445657312,4.767573629692945,10343
"Total","John Ryan Murphy","ARI",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.2140094757080084,9.181627181243904,10346
"Total","Robbie Erlin","2 Tms",4.2,15,13.49999999,1.92857143,7,0,0.46666667,0.06666667,0.4,0.071428571,0.42857143,0.14285714,1,0.8306774973701869,2.9489143324353253,10354
"Total","Carlos Contreras","CIN",1,5,27,9,3,0,0.6,0.2,0.4,0.25,2,1,1,0.13359375000000018,0.13359375000000018,10386
"Total","Brooks Pounders","4 Tms",2.1,7,11.57142864,0,3,0,0.42857143,0,0.42857143,0,0,0,1,0.5883317391165646,2.7783350913642653,10387
"Total","Mychal Givens","5 Tms",26.2,110,11.8125,5.7375,2.05882353,0,0.31818182,0.15454545,0.16363636,0.17204301,1.2375,0.27586207,0.60606061,2.4416717437860544,3.730179692924004,10430
"Total","Taylor Jordan","WSN",0.2,3,26.99999987,13.49999993,2,0,0.66666667,0.33333333,0.33333333,0,1.49999999,0,1,1.6335937575000006,1.6335937575000006,10466
"Total","Shawn Tolleson","TEX",1.2,4,21.60000009,0,4,0,1,0,1,0,0,0,1,-1.6638129426469557,-1.6638129426469566,10481
"Total","Yoervis Medina","2 Tms",1,12,9,36,0.25,0,0.08333333,0.33333333,-0.25,0.625,9,0.71428571,0.33333333,13.13359375,16.084941831231117,10498
"Total","Preston Claiborne","TEX",0.1,3,0,0,0,0,0,0,0,0.666666666,6.00000006,0.66666667,0,3.1576396942138674,13.830477594769302,10500
"Total","Hunter Cervenka","2 Tms",5,18,5.4,5.4,1,0,0.16666667,0.16666667,0,0,0.6,0,0.33333333,3.748406934738159,5.747127830982208,10510
"Total","Dean Kiekhefer","STL",0.2,3,0,13.49999993,0,0,0,0.33333333,-0.33333333,0,1.49999999,0,1,7.646560360343018,10.144961468156072,10529
"Total","Jake Petricka","4 Tms",9.2,43,12.10344828,4.65517242,2.6,0,0.30232558,0.11627907,0.18604651,0.236842105,1.44827586,0.36,0.57142857,2.0124422192184697,3.168441464559723,10534
"Total","Jimmy Nelson","2 Tms",1.2,5,16.19999997,0,3,0,0.6,0,0.6,0,0,0,1,-0.403580658441149,1.9834663951286442,10547
"Total","Daniel Webb","CHW",2.1,10,3.85714286,7.71428573,0.5,0,0.1,0.2,-0.1,0.25,1.71428572,0.28571429,0.25,4.847879466734694,5.480311199330551,10558
"Total","Addison Reed","4 Tms",11.2,48,12.34285713,3.85714285,3.2,0,0.33333333,0.10416667,0.22916667,0.209302325,1.2,0.33333333,0.92857143,1.6896712183538132,2.9306331792352585,10586
"Total","Chad Bettis","COL",1,4,0,0,0,0,0,0,0,0.25,1,0.25,1,3.1961501759089805,4.847765274027763,10587
"Total","Scott Alexander","3 Tms",13.2,55,7.90243902,1.31707317,6,0,0.21818182,0.03636364,0.18181818,0.211538461,0.95121951,0.275,0.64285714,2.07767427169274,2.701526833790741,10591
"Total","Madison Younginer","ATL",1.1,7,6.75000002,6.75000002,1,0,0.14285714,0.14285714,0,0.4,2.25000001,0.5,0.75,6.146560390343018,7.3957609536185505,10636
"Total","Adam Liberatore","LAD",6.1,27,9.94736843,4.2631579,2.33333333,0,0.25925926,0.11111111,0.14814815,0.208333333,1.2631579,0.29411765,0.125,2.35935137127134,3.3813213109501157,10637
"Total","Andrew Bellatti","3 Tms",5.1,24,6.75,6.75,1,0,0.16666667,0.16666667,0,0.15,1.3125,0.1875,0.71428571,3.895415795315986,6.2016527288115455,10657
"Total","Tyler Thornburg","4 Tms",6,22,15,1.5,10,3,0.45454545,0.04545455,0.40909091,0.142857142,0.66666667,0.11111111,-0.83333333,4.64702626604444,1.167224663382831,10688
"Total","Scott Copeland","NYM",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8395684842248534,-2.8395684842248534,10706
"Total","Drew Hutchison","2 Tms",1,6,0,0,0,0,0,0,0,0.5,3.00000003,0.5,0,3.143008502324422,9.718941592370978,10732
"Total","Trevor Rosenthal","4 Tms",2,10,18.00000009,4.50000002,4,4.50000002,0.4,0.1,0.3,0.25,1.50000001,0.33333333,0.76923077,8.682077944009922,4.035621925039137,10745
"Total","Shane Greene","3 Tms",10,40,13.5,6.3,2.14285714,0.9,0.375,0.175,0.2,0.09375,1,0.125,-0.20833333,3.8564791785380566,3.604748833348485,10756
"Total","Tyler Cravy","MIL",1.2,4,10.80000004,0,2,0,0.5,0,0.5,0,0,0,1,0.7439670466899746,0.7439670466899742,10770
"Total","Josh Edgin","NYM",2.1,12,3.85714285,7.71428569,0.5,0,0.08333333,0.16666667,-0.08333333,0.3,2.14285714,0.33333333,0.4,4.86875988606031,7.058763219536555,10796
"Total","Mike Foltynewicz","2 Tms",0.2,4,0,26.99999987,0,0,0,0.5,-0.5,0,2.99999999,0,1,12.148169854030545,14.794713030681061,10811
"Total","R.J. Alaniz","2 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.192021799087524,5.838565015436188,10819
"Total","Michael Mariot","3 Tms",0.2,8,0,0,0,27.00000027,0,0,0,0.75,9.00000009,0.66666667,-0.3125,42.20905543254276,12.917769561468425,10835
"Total","Asher Wojciechowski","3 Tms",1.1,7,20.25000005,6.75000002,3,6.75000002,0.42857143,0.14285714,0.28571429,0.333333333,2.25000001,0.5,0.625,10.665720672223328,2.2498253754119726,10836
"Total","Adam Kolarek","3 Tms",6,25,6,1.5,4,0,0.16,0.04,0.12,0.142857142,0.66666667,0.17647059,0.28571429,3.845012034276682,4.6920181168114725,10843
"Total","Chasen Shreve","5 Tms",18,80,8.5,7.5,1.13333333,3.5,0.2125,0.1875,0.025,0.23076923,1.66666667,0.19512195,0.44554455,8.82633847745817,5.825656676897352,10855
"Total","Christian Bergman","2 Tms",2.1,12,3.85714286,11.57142859,0.33333333,3.85714286,0.08333333,0.25,-0.16666667,0.333333333,2.57142858,0.28571429,-0.86956522,11.710309844636274,8.831402515511208,10925
"Total","Ken Roberts","COL",1,3,0,0,0,0,0,0,0,0,0,0,1,3.13359375,6.084941831231117,10938
"Total","Josh A. Smith","4 Tms",4.1,21,8.30769231,8.30769231,1,0,0.19047619,0.19047619,0,0.235294117,1.84615385,0.30769231,0.5,4.088578305619654,6.114922755506399,10946
"Total","Jake Buchanan","2 Tms",1.1,9,6.74999997,6.74999997,1,0,0.11111111,0.11111111,0,0.5,3.74999998,0.57142857,0.6,3.8956167183569343,3.8956167183569343,10962
