Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"Total","Tyler Chatwood","3 Tms",4,19,2.666666666,0.083333333,0.666666666,0.25,0,0.333333333,0,0,0.33333333,0.5,0.16666667,0.16666667,0.66666667,0.16666667,4338
"Total","Kyle Drabek","CHW",0.1,2,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,1,4359
"Total","Craig Breslow","3 Tms",4,22,0.75,0.176470588,0.352941176,0.470588235,0,0.125,0,0,0.35294118,0.41176471,0.23529412,0.05882353,0.70588235,0.23529412,4363
"Total","Jonathon Niese","2 Tms",0.1,3,0,0.666666666,0,0.333333333,0,0,0,0,0.33333333,0.66666667,0,0,1,0,4424
"Total","Jordan Zimmermann","DET",0.1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4505
"Total","Mitch Harris","STL",1.1,6,0,0,0,1,0.25,0.25,0,0,0,0.5,0.5,0.25,0.25,0.5,4530
"Total","Jason Hammel","KCR",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4538
"Total","Chris Smith","OAK",0.2,3,0,0.333333333,0,0.666666666,0.5,0,0,0,0,1,0,0.33333333,0.33333333,0.33333333,4544
"Total","Joe Thatcher","HOU",1.1,4,0.5,0,0.333333333,0.666666666,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,4620
"Total","Brandon McCarthy","LAD",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4662
"Total","Sam LeCure","CIN",1.2,5,4,0,1,0,0,0,0,0,0.25,0.75,0,0.5,0.25,0.25,4664
"Total","Pat Neshek","3 Tms",13.2,46,0.933333333,0.09375,0.4375,0.46875,0.133333333,0.133333333,0,0,0.3125,0.25,0.4375,0.28125,0.5625,0.15625,4682
"Total","Jeff Francis","TOR",0.2,4,0,0.333333333,0,0.666666666,0,0.5,0,0,0.33333333,0.66666667,0,0,0.33333333,0.66666667,4684
"Total","Nate Jones","4 Tms",8.2,34,2.4,0.15,0.6,0.25,0,0.2,0.166666666,0,0.55,0.45,0,0.15,0.6,0.25,4696
"Total","Matt Cain","SFG",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4732
"Total","Sergio Santos","2 Tms",0.2,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,4734
"Total","Donnie Veal","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4741
"Total","Jonathan Broxton","2 Tms",6,26,2.25,0.1875,0.5625,0.25,0,0,0.222222222,0,0.25,0.375,0.375,0.125,0.5,0.375,4759
"Total","Vinnie Pestano","LAA",1.1,11,1,0.333333333,0.333333333,0.333333333,0,0.5,0.5,0,0.5,0.33333333,0.16666667,0.16666667,0.66666667,0.16666667,4782
"Total","Rich Hill","SDP",0.2,4,2,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.25,0.75,4806
"Total","Joe Blanton","4 Tms",8,35,0.636363636,0.142857142,0.333333333,0.523809523,0,0,0.142857142,0,0.28571429,0.33333333,0.38095238,0.19047619,0.47619048,0.33333333,4849
"Total","Ryan Kelly","ATL",0.2,3,0,0,0,1,0,0.333333333,0,0,0.33333333,0,0.66666667,0,0.66666667,0.33333333,4858
"Total","Mike Montgomery","2 Tms",7.1,35,2.5,0.16,0.6,0.24,0,0.333333333,0.066666666,0,0.6,0.2,0.2,0.16,0.4,0.44,4869
"Total","Brandon Maurer","2 Tms",8.1,47,1.625,0.275862068,0.448275862,0.275862068,0,0,0.076923076,0,0.34482759,0.37931034,0.27586207,0.06896552,0.72413793,0.20689655,4878
"Total","Peter Moylan","2 Tms",12,54,1.888888888,0.212121212,0.515151515,0.272727272,0.111111111,0.222222222,0,0,0.39393939,0.42424242,0.18181818,0.21212121,0.51515152,0.27272727,4891
"Total","Justin De Fratus","PHI",3.2,18,3,0.272727272,0.545454545,0.181818181,0,0,0.166666666,0,0.36363636,0.45454545,0.18181818,0.18181818,0.54545455,0.27272727,4955
"Total","Fernando Salas","3 Tms",11.2,50,1.307692307,0.142857142,0.485714285,0.371428571,0.153846153,0.153846153,0,0,0.48571429,0.25714286,0.25714286,0.2,0.4,0.4,4971
"Total","Fernando Abad","5 Tms",7,38,2.285714285,0.148148148,0.592592592,0.259259259,0,0.285714285,0.125,0,0.48148148,0.37037037,0.14814815,0.14814815,0.37037037,0.48148148,4994
"Total","Jake Diekman","8 Tms",29,130,1.392857142,0.151898734,0.493670886,0.354430379,0.142857142,0,0.025641025,0,0.32911392,0.34177215,0.32911392,0.24050633,0.46835443,0.29113924,5003
"Total","Bo Schultz","TOR",3,10,1.25,0,0.555555555,0.444444444,0,0.25,0,0,0.44444444,0.22222222,0.33333333,0.22222222,0.33333333,0.44444444,5028
"Total","Dale Thayer","SDP",1.1,5,2,0,0.666666666,0.333333333,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,5032
