Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"Total","Dominic Leone","2 Tms",1.1,5,2,0,1,0,0,0,0,0,0,1,0,0.5,0.5,0,13763
"Total","Daniel Stumpf","DET",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13780
"Total","Austin Adams","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13801
"Total","Chris Flexen","NYM",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13896
"Total","Scott Oberg","COL",1,3,1,0,0.5,0.5,0,0,0,0,0,1,0,0,1,0,13911
"Total","Brent Suter","2 Tms",1,5,0.5,0,0.333333333,0.666666666,0.5,0,0,0,0.33333333,0.66666667,0,0.33333333,0.66666667,0,13942
"Total","Tim Peterson","NYM",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13946
"Total","Ryan Dull","OAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13974
"Total","Kyle Zimmer","KCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14169
"Total","Shae Simmons","SEA",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,14200
"Total","Dario Alvarez","TEX",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14239
"Total","Wandy Peralta","CIN",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,14295
"Total","Amir Garrett","KCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14375
"Total","Jackson Stephens","CIN",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,14420
"Total","Adam Conley","MIA",0.1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,14457
"Total","J.B. Wendelken","OAK",1.1,6,3,0,0.75,0.25,0,0,0.333333333,0,0.25,0.75,0,0.25,0.25,0.5,14506
"Total","Randy Rosario","CHC",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14508
"Total","Jose Leclerc","TEX",1.1,6,0,0.5,0,0.5,0,0,0,0,1,0,0,0,1,0,14524
"Total","Jorge Lopez","KCR",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,14527
"Total","Carlos Estevez","COL",0.2,2,2,0,1,0,0,0,0,0,0,1,0,0.5,0.5,0,14542
"Total","Jose Ruiz","ARI",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14552
"Total","Rowan Wick","CHC",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,14646
"Total","Dillon Maples","CHC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14672
"Total","Duane Underwood Jr.","CHC",1,2,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,14677
"Total","Keone Kela","2 Tms",0.2,5,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,14696
"Total","Anthony Banda","TBR",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,14706
"Total","Ty Buttrey","LAA",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0.5,14719
"Total","Buck Farmer","2 Tms",2,6,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0.5,14814
"Total","Dylan Covey","CHW",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,14825
"Total","Michael Lorenzen","CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14843
"Total","Joe Mantiply","ARI",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14857
"Total","Caleb Smith","NYY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14875
"Total","Taylor Williams","MIL",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14899
"Total","Jose Torres","SDP",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14957
"Total","Reyes Moronta","SFG",1,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,14966
"Total","Tyler Webb","STL",0.1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,14974
"Total","Chad Kuhl","PIT",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,14975
"Total","Giovanny Gallegos","STL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14986
"Total","Scott Barlow","KCR",0.1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,14993
"Total","Yacksel Rios","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15007
"Total","Kyle Crockett","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15033
"Total","Chase De Jong","PIT",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,15036
"Total","Tim Mayza","TOR",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15042
"Total","Lou Trivino","OAK",0.1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,15043
"Total","Austin Voth","WSN",0.2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,15047
"Total","Silvino Bracho","ARI",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,15051
"Total","Yency Almonte","COL",1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,15068
"Total","Kyle McGowin","WSN",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,15071
"Total","Hunter Wood","CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15091
"Total","Ben Heller","NYY",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,15100
"Total","Jimmie Sherfy","ARI",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15118
"Total","Jake Newberry","KCR",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,15136
"Total","Ashton Goudeau","COL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15139
"Total","Justin Topa","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15145
"Total","Glenn Sparkman","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15200
"Total","Kevin McCarthy","KCR",0.2,4,1,0.333333333,0.333333333,0.333333333,0,0,1,0,0.33333333,0.66666667,0,0,0.33333333,0.66666667,15240
"Total","Cole Sulser","MIA",0.1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15256
"Total","Keynan Middleton","CHW",0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,15264
"Total","Zac Reininger","DET",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15285
"Total","Adam Cimber","TOR",0.2,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,15288
"Total","Austin Pruitt","OAK",0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,15290
"Total","Steve Hathaway","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15293
"Total","Kevin Herget","CIN",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,15369
"Total","Andrew Heaney","NYY",0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15423
"Total","Zack Weiss","CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15444
"Total","Ricardo Rodriguez","TEX",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,15458
"Total","Kendall Graveman","SEA",0.2,2,1,0,0.5,0.5,0,0,0,0,0,0,1,0,1,0,15514
"Total","Chad Green","NYY",0,2,1,0.5,0.5,0,0,0,1,0,0.5,0,0.5,0.5,0.5,0,15552
"Total","Nick Wittgren","MIA",0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,15594
"Total","Miguel Castro","3 Tms",0.2,4,0,0,0,1,0.333333333,0,0,0,0,0.66666667,0.33333333,0.33333333,0,0.66666667,15684
"Total","Jimmy Cordero","CHW",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,15690
"Total","Brad Keller","KCR",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,15734
"Total","Joe Jimenez","ATL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15761
"Total","Paul Fry","BAL",0.1,3,2,0,1,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,15832
"Total","Luis Severino","NYY",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15890
"Total","Victor Arano","WSN",0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,15915
"Total","Ryne Stanek","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,15947
"Total","Jace Fry","CHW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16159
"Total","Justin Anderson","LAA",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16201
"Total","Aaron Bummer","CHW",1.1,5,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,16258
"Total","Sam Howard","PIT",0.1,3,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,16265
"Total","Ryan Borucki","TOR",0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16350
"Total","Brad Wieck","CHC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16390
"Total","Reynaldo Lopez","CHW",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16400
"Total","Dan Altavilla","SEA",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,1,0,0,16507
"Total","Erik Swanson","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16587
"Total","Bryan Abreu","HOU",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,16609
"Total","Kyle Bird","TEX",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,16618
"Total","Ryan Thompson","TBR",0.1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,16647
"Total","Josh James","HOU",0.1,2,1,0,0.5,0.5,1,0,1,0,0.5,0,0.5,0.5,0,0.5,16794
"Total","Tim Hill","2 Tms",1,6,6,0,1,0,0,0,0.333333333,0,0.66666667,0.16666667,0.16666667,0.16666667,0.83333333,0,16814
"Total","Luke Weaver","KCR",0.1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,16918
"Total","Elieser Hernandez","MIA",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,16933
"Total","Luis F. Ortiz","BAL",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,16942
"Total","Sean Newcomb","ATL",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16943
"Total","Tanner Banks","CHW",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,16990
"Total","Trevor Hildenberger","MIN",0.1,3,1,0.333333333,0.333333333,0.333333333,0,0,1,0,0,1,0,0,0.66666667,0.33333333,17002
"Total","Raisel Iglesias","CIN",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,17130
"Total","Jose Castillo","SDP",0.1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,17169
"Total","Gabe Speier","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17170
"Total","Yoan Lopez","ARI",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0,0.5,17181
"Total","Dinelson Lamet","COL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17186
"Total","Jalen Beeks","TBR",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,17192
"Total","Brian Ellington","MIA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17233
"Total","Sam Coonrod","PHI",0.1,2,2,0,1,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0,17264
"Total","Framber Valdez","HOU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17295
"Total","Brett Martin","TEX",0.1,3,2,0.333333333,0.666666666,0,0,0,0,0,0,0.66666667,0.33333333,0,0.66666667,0.33333333,17369
"Total","Jonathan Hernandez","TEX",0.2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,17464
"Total","Chad Sobotka","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17470
"Total","Albert Abreu","NYY",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,17485
"Total","Genesis Cabrera","STL",0,2,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,17490
"Total","Diego Castillo","TBR",0.1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,17496
"Total","Ryan Burr","CHW",0.1,2,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0.5,17536
"Total","Jimmy Herget","LAA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17556
"Total","Tanner Scott","MIA",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,17586
"Total","Cristian Javier","HOU",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17606
"Total","Tanner Rainey","2 Tms",0.1,5,0,0.5,0,0.5,0,0,0,0,0,1,0,0,0,1,17610
"Total","Justin Lawrence","COL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,17639
"Total","Koda Glover","WSN",0.1,2,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,1,0,17695
"Total","Nabil Crismatt","SDP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17732
"Total","Evan Phillips","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17734
"Total","Sandy Baez","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17754
"Total","Drew Smith","NYM",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17755
"Total","Jose Alvarado","PHI",0.2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,17780
"Total","Trey Wingenter","DET",0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,17793
"Total","Ian Gibaut","CIN",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,17871
"Total","Dennis Santana","TEX",0,2,0,1,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,17878
"Total","Phil Maton","2 Tms",1,4,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,18064
"Total","Cody Stashak","MIN",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18088
"Total","Ryan Helsley","STL",0.1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,18138
"Total","Anthony Misiewicz","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18152
"Total","James Naile","STL",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,18186
"Total","Zac Grotz","SEA",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,18256
"Total","Jarlin Garcia","SFG",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18282
"Total","Tyler Kinley","COL",0,2,1,0.5,0.5,0,0,0,1,0,1,0,0,0.5,0,0.5,18297
"Total","Andrew Suarez","STL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18300
"Total","Carson Fulmer","CHW",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,18311
"Total","Jacob Waguespack","TOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18318
"Total","Josh Sborz","TEX",0,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,18323
"Total","Taylor Hearn","TEX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18325
"Total","Josh Staumont","KCR",0.1,2,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,18335
"Total","Scott Effross","CHC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18384
"Total","Phil Bickford","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18519
"Total","Sam Hentges","CLE",1,2,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,18548
"Total","A.J. Minter","ATL",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18655
"Total","Seunghwan Oh","2 Tms",0.1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,18719
"Total","Miguel Del Pozo","PIT",0,4,0,0.666666666,0,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0,1,18792
"Total","Drew Steckenrider","MIA",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,18806
"Total","Kirby Snead","OAK",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19179
"Total","Conner Menez","SFG",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19199
"Total","Jose Quijada","LAA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200
"Total","Cole Irvin","PHI",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,19244
"Total","Seranthony Dominguez","PHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19249
"Total","Thomas Hatch","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19264
"Total","Kyle Dowdy","TEX",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,19285
"Total","Trevor Richards","TOR",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,19309
"Total","Richard Lovelady","KCR",0.1,3,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,1,0,19337
"Total","Hector Velazquez","BOS",0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,19341
"Total","A.J. Puk","MIA",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,19343
"Total","Michael Rucker","CHC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19454
"Total","Kyle Funkhouser","DET",0.2,4,2,0.25,0.5,0.25,0,1,0,0,0.75,0,0.25,0,0.25,0.75,19456
"Total","Andrew Vasquez","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19482
"Total","Stephen Nogosek","NYM",0.2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,19545
"Total","Geoff Hartlieb","PIT",0.2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,19558
"Total","Bernardo Flores Jr.","STL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19561
"Total","Cionel Perez","BAL",0.1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,19614
"Total","Jordan Hicks","STL",0.1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,19618
"Total","Patrick Murphy","WSN",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19712
"Total","Kodi Whitley","STL",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,19731
"Total","Jonathan Loaisiga","NYY",0.1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,19753
"Total","Reiver Sanmartin","CIN",0,2,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,19754
"Total","Bryan Baker","BAL",0.2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,19804
"Total","David McKay","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19814
"Total","Riley Smith","ARI",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19826
"Total","Darwinzon Hernandez","BOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19848
"Total","Kevin Ginkel","ARI",1,3,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,1,0,19876
"Total","Joel Kuhnel","CIN",0.2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,19995
"Total","Calvin Faucher","TBR",0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,20116
"Total","James Karinchak","CLE",0.1,2,0,0,0,1,0,0.5,0,0,0,0,1,0.5,0,0.5,20151
"Total","Nate Pearson","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20160
"Total","Chad Smith","COL",0.1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,20190
"Total","Garrett Whitlock","BOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20191
"Total","Ben Bowden","COL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20198
"Total","Eli Morgan","CLE",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,20203
"Total","Jhonathan Diaz","LAA",0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20298
"Total","Andres Munoz","SEA",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,20373
"Total","Tyler Zuber","KCR",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20379
"Total","Kyle Nelson","ARI",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,20515
"Total","Nick Sandlin","CLE",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,20517
"Total","Oliver Ortega","LAA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21025
"Total","Emmanuel Clase","2 Tms",0.2,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,21032
"Total","Alexis Diaz","CIN",0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,21132
"Total","Lucas Gilbreath","COL",0.1,2,1,0,0.5,0.5,0,0,1,0,0.5,0.5,0,0.5,0.5,0,21290
"Total","Thaddeus Ward","WSN",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,21513
"Total","Elvis Peguero","MIL",0.1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,21652
"Total","Mason Thompson","WSN",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,21850
"Total","Alex Speas","TEX",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21859
"Total","Gregory Santos","CHW",0.2,2,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,21894
"Total","Max Castillo","KCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21956
"Total","Camilo Doval","SFG",0.2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,21992
"Total","Luis Frias","ARI",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,21997
"Total","John King","TEX",1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,22051
"Total","Dylan Coleman","KCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22276
"Total","Mason Englert","DET",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,22288
"Total","Colin Holderman","NYM",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,22361
"Total","Josh Winckowski","BOS",0.2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,22387
"Total","Cody Bolton","PIT",0.2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,23265
"Total","Packy Naughton","STL",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,23292
"Total","Codi Heuer","CHW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23293
"Total","Collin Snider","KCR",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,23307
"Total","Brandon Hughes","CHC",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,23460
"Total","Ron Marinaccio","NYY",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,23488
"Total","Brett de Geus","2 Tms",0.2,3,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5,23592
"Total","Ray Kerr","SDP",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,23809
"Total","Alex Vesia","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25007
"Total","Lane Ramsey","CHW",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,25071
"Total","Abner Uribe","MIL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25327
"Total","Nick Mears","2 Tms",0.1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,25376
"Total","Kevin Kelly","TBR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25679
"Total","Matt Brash","SEA",1,4,0,0.5,0,0.5,0,0,0,0,0.25,0.25,0.5,0,0.75,0.25,25756
"Total","Hunter Brown","HOU",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25880
"Total","Yennier Cano","MIN",0.2,2,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5,25911
"Total","Andre Pallante","STL",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,26108
"Total","Spencer Strider","ATL",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,27498
"Total","Hirokazu Sawamura","BOS",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,27515
"Total","Cody Bradford","TEX",0.1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,27597
"Total","Carson Spiers","CIN",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,27685
