Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"Total","Chris Capuano","MIL",0.2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1701
"Total","Neal Cotts","2 Tms",2,5,1,0,0.5,0.5,0,0,0,0,0.25,0.5,0.25,0,0.75,0.25,1797
"Total","Matt Belisle","2 Tms",1.2,5,3,0.2,0.6,0.2,0,0,0,0,0.4,0.2,0.4,0.2,0.6,0.2,1837
"Total","Edwin Jackson","CHC",0.2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1841
"Total","Ryan Madson","2 Tms",1,3,2,0,1,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,1852
"Total","Matt Moore","3 Tms",1.1,6,0.333333333,0,0.25,0.75,0,0,1,0,0.25,0.5,0.25,0.25,0.5,0.25,1890
"Total","David Aardsma","ATL",0.2,3,0,0.5,0,0.5,0,0,0,0,0,0,1,0,0.5,0.5,1902
"Total","Jason Frasor","KCR",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1906
"Total","Matt Thornton","WSN",0.2,3,0,0.5,0,0.5,0,0,0,0,0.66666667,0.33333333,0,0.66666667,0.33333333,0,1918
"Total","Ivan Nova","NYY",0.1,2,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,1994
"Total","Justin Masterson","BOS",0.2,3,1,0,0.5,0.5,0,1,0,0,0,0.5,0.5,0,0.5,0.5,2038
"Total","Jorge De La Rosa","ARI",0.2,3,0,0,0,1,1,0,0,0,0.5,0,0.5,1,0,0,2047
"Total","Jeremy Guthrie","KCR",0.2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2072
"Total","Chien-Ming Wang","KCR",1,7,3,0.333333333,0.5,0.166666666,1,1,0.333333333,0,0.66666667,0.16666667,0.16666667,0.33333333,0.16666667,0.5,2074
"Total","Adam Loewen","PHI",0.1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2134
"Total","Blaine Boyer","4 Tms",2,13,1,0.111111111,0.444444444,0.444444444,0,0.25,0.25,0,0.5,0.2,0.3,0.3,0.6,0.1,2237
"Total","Brandon Gomes","TBR",0.2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2267
"Total","Joel Peralta","LAD",0.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2332
"Total","Anthony Varvaro","BOS",0.1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2385
"Total","Hector Rondon","CHC",1.1,4,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,2391
"Total","Cory Rasmus","LAA",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2413
"Total","Corey Kluber","BOS",0.1,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,2429
"Total","Jhoulys Chacin","COL",0.2,4,0,1,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,2608
"Total","Scott Atchison","CLE",0.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2642
"Total","Brett Cecil","2 Tms",1,5,0.5,0.25,0.25,0.5,0,0,0,0,0.5,0.5,0,0.25,0.25,0.5,2660
"Total","Ross Detwiler","5 Tms",1.2,9,1.5,0.166666666,0.5,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0.16666667,0.66666667,0.16666667,2859
"Total","Santiago Casilla","OAK",1,4,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,2873
"Total","Luis Avilan","3 Tms",1.1,5,1,0.333333333,0.333333333,0.333333333,0,1,0,0,0.66666667,0,0.33333333,0,0.33333333,0.66666667,2882
"Total","Zach McAllister","CLE",1.2,4,1,0,0.5,0.5,1,0,0,0,1,0,0,0.33333333,0.66666667,0,2895
"Total","Josh Ravin","LAD",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2951
"Total","Tony Watson","3 Tms",0.2,6,1,0.666666666,0.333333333,0,0,0,0,0,0.5,0.25,0.25,0,0.75,0.25,3132
"Total","Tim Collins","2 Tms",0.2,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3164
"Total","David Price","LAD",1,3,1,0.333333333,0.333333333,0.333333333,1,0,0,0,0,0.33333333,0.66666667,0.66666667,0.33333333,0,3184
"Total","Will Harris","2 Tms",3.1,19,3.5,0.357142857,0.5,0.142857142,0,0.5,0.428571428,0,0.375,0.4375,0.1875,0.375,0.375,0.25,3192
"Total","Chris Young","KCR",1,6,3,0,0.75,0.25,0,0,0.333333333,0,0.5,0.25,0.25,0,0.5,0.5,3196
"Total","Francisco Liriano","PIT",0.2,5,2,0,0.666666666,0.333333333,0,0,0,0,0.66666667,0.33333333,0,0,1,0,3201
"Total","Jean Machi","SFG",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3220
"Total","T.J. McFarland","4 Tms",5.1,20,3,0.25,0.5625,0.1875,0,0,0.222222222,1,0.41176471,0.29411765,0.29411765,0.23529412,0.41176471,0.35294118,3237
"Total","Zack Britton","NYY",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240
"Total","Roberto Hernandez","HOU",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3273
"Total","Joe Smith","5 Tms",1.2,8,1,0,0.5,0.5,0,0.666666666,0.333333333,0,0.5,0.16666667,0.33333333,0.16666667,0.33333333,0.5,3281
"Total","Nate Adcock","CIN",0.2,4,0,0.333333333,0,0.666666666,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,3282
"Total","Anibal Sanchez","DET",0.1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3284
"Total","Chris Hatcher","LAD",1,4,2,0,0.666666666,0.333333333,1,0,0,0,0.66666667,0,0.33333333,0.33333333,0.66666667,0,3299
"Total","Darren O'Day","2 Tms",1.1,4,0,0.333333333,0,0.666666666,0.5,0,0,0,0.33333333,0,0.66666667,0.33333333,0.66666667,0,3321
"Total","Cesar Ramos","TEX",1,3,2,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,3357
"Total","Jumbo Diaz","TBR",0.1,2,0,1,0,0,0,0,0,0,0.5,0.5,0,0,0,1,3397
"Total","Danny Duffy","KCR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542
"Total","Clay Buchholz","BOS",0.1,3,3,0,1,0,0,0,0.333333333,0,1,0,0,0.33333333,0,0.66666667,3543
"Total","Liam Hendriks","2 Tms",3.1,14,1.25,0.1,0.5,0.4,0,0.25,0.2,0,0.27272727,0.27272727,0.45454545,0.45454545,0.36363636,0.18181818,3548
"Total","Clayton Richard","CHC",0.1,2,1,0.5,0.5,0,0,0,0,0,0,0,1,0.5,0.5,0,3551
"Total","Tony Barnette","TEX",3.2,19,1.2,0.214285714,0.428571428,0.357142857,0,0.2,0,0,0.35714286,0.57142857,0.07142857,0.07142857,0.42857143,0.5,3555
"Total","Brian Schlitter","2 Tms",1,2,2,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,3599
"Total","Jim Johnson","LAA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3656
"Total","Mat Latos","WSN",0.1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3815
"Total","Brett Oberholtzer","2 Tms",1.1,3,2,0,0.666666666,0.333333333,0,0,0,0,0,1,0,0,1,0,3855
"Total","Gavin Floyd","TOR",0.1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3886
"Total","Enrique Burgos","ARI",0.2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3895
"Total","Casey Fien","MIN",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3926
"Total","Matt Magill","MIN",2,6,3,0,1,0,0,0,0,0,1,0,0,0,1,0,3950
"Total","Edward Mujica","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,3970
"Total","Edinson Volquez","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3990
"Total","Enny Romero","TBR",0,3,2,0.333333333,0.666666666,0,0,0,0,0,0.33333333,0,0.66666667,0.33333333,0.33333333,0.33333333,4001
"Total","Yusmeiro Petit","4 Tms",6,23,0.666666666,0.117647058,0.352941176,0.529411764,0.333333333,0,0,0,0.41176471,0.17647059,0.41176471,0.41176471,0.35294118,0.23529412,4020
"Total","Hector Santiago","CHW",0.1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4026
"Total","Steve Johnson","SEA",0,3,0,0.5,0,0.5,0,1,0,0,1,0,0,0,0.5,0.5,4053
"Total","Brian Duensing","3 Tms",3,10,1,0.333333333,0.333333333,0.333333333,0,0.5,0,0,0.33333333,0.5,0.16666667,0.16666667,0.16666667,0.66666667,4064
"Total","Pedro Strop","2 Tms",1,3,1,0,0.5,0.5,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,4070
"Total","Junichi Tazawa","MIA",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4079
"Total","Erik Cordier","MIA",0.2,4,0,0.333333333,0,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,0.66666667,0.33333333,4086
"Total","James Russell","CHC",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4089
"Total","Luke Gregerson","HOU",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4090
"Total","Carlos Villanueva","SDP",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138
"Total","Derek Holland","3 Tms",1.1,9,1,0.2,0.4,0.4,0,1,0,0,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,4141
"Total","Edward Paredes","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4168
"Total","Rafael Dolis","TOR",0.2,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4185
"Total","David Hernandez","3 Tms",1,6,2,0.4,0.4,0.2,0,0,0,0,0.33333333,0.5,0.16666667,0.33333333,0.33333333,0.33333333,4259
"Total","Mark Melancon","SFG",0.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264
"Total","Manny Parra","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279
"Total","Matt Albers","2 Tms",2,11,2.5,0.125,0.625,0.25,0,0,0.2,0,0.125,0.5,0.375,0.25,0.5,0.25,4300
"Total","Justin Wilson","2 Tms",0.1,5,2,0.25,0.5,0.25,0,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,4301
"Total","Tyler Chatwood","2 Tms",1,3,1,0.5,0.5,0,0,0,0,0,0,1,0,0,0,1,4338
"Total","Craig Breslow","2 Tms",1.1,6,0.333333333,0.2,0.2,0.6,0.333333333,0.333333333,0,0,0.4,0.2,0.4,0.4,0.4,0.2,4363
"Total","Jonathon Niese","PIT",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4424
"Total","Jordan Zimmermann","MIL",0.1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4505
"Total","Joe Thatcher","HOU",0.1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4620
"Total","Brandon McCarthy","LAD",0.2,6,1,0.8,0.2,0,0,0,0,0,0.6,0.2,0.2,0,0.4,0.6,4662
"Total","Pat Neshek","HOU",0.1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,4682
"Total","Jeff Francis","TOR",0.2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4684
"Total","Nate Jones","2 Tms",0.2,3,0,0.5,0,0.5,0,0,0,0,0,0,1,0,1,0,4696
"Total","Matt Cain","SFG",0.1,3,2,0,1,0,0,0,0,0,1,0,0,0,1,0,4732
"Total","Sergio Santos","LAD",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,4734
"Total","Rich Hill","SDP",0.1,3,1,0,0.5,0.5,0,0,1,0,0.5,0.5,0,0,0.5,0.5,4806
"Total","Joe Blanton","2 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4849
"Total","Brandon Maurer","KCR",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,4878
"Total","Peter Moylan","2 Tms",2.1,12,6,0.3,0.6,0.1,0,0,0.333333333,0,0.5,0.2,0.3,0,0.7,0.3,4891
"Total","Justin De Fratus","PHI",1,8,2,0.25,0.5,0.25,0,0.5,0,0,0.5,0.375,0.125,0,0.625,0.375,4955
"Total","Fernando Salas","3 Tms",2.2,9,1.5,0,0.6,0.4,0,0,0,0,0.42857143,0.14285714,0.42857143,0,0.57142857,0.42857143,4971
"Total","Fernando Abad","3 Tms",1,5,0,0,0,1,0,1,0,0,0,1,0,0,0.5,0.5,4994
"Total","Jake Diekman","5 Tms",3,11,2,0.142857142,0.571428571,0.285714285,0.5,0,0,0,0,0.28571429,0.71428571,0.14285714,0.57142857,0.28571429,5003
"Total","Bo Schultz","TOR",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5028
"Total","Dale Thayer","SDP",0.2,2,0,0,0,1,0,0,0,0,0.5,0,0.5,0,1,0,5032
"Total","Yohan Flande","COL",0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5057
"Total","Josh Fields","2 Tms",1.1,11,0.666666666,0.285714285,0.285714285,0.428571428,0.333333333,0,0,1,0.625,0.125,0.25,0.25,0.375,0.375,5070
"Total","Franklin Morales","KCR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5088
"Total","Jeurys Familia","2 Tms",2.2,6,1,0.2,0.4,0.4,0.5,0,0,0,0.33333333,0.33333333,0.33333333,0.16666667,0.83333333,0,5114
"Total","Mike Pelfrey","CHW",0.1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5203
"Total","Wade LeBlanc","2 Tms",1,4,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,5221
"Total","Blake Parker","3 Tms",1,3,1,0,1,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,5224
"Total","Wilmer Font","4 Tms",2.1,11,0,0.6,0,0.4,0.5,0,0,0,0.2,0.6,0.2,0.2,0.2,0.6,5257
"Total","Jose Alvarez","3 Tms",3.2,17,2,0.181818181,0.545454545,0.272727272,0,0.333333333,0,0.5,0.53846154,0.30769231,0.15384615,0.15384615,0.46153846,0.38461538,5358
"Total","Manny Banuelos","2 Tms",1.1,5,1,0,1,0,0,0,0,0.5,1,0,0,0,0.66666667,0.33333333,5365
"Total","Pedro Baez","LAD",1.2,8,0,0,0,1,0.5,0.5,0,0.5,0.5,0.25,0.25,0.25,0.25,0.5,5420
"Total","Jesse Chavez","6 Tms",5.2,23,3.25,0.055555555,0.722222222,0.222222222,0,0,0,1,0.73684211,0.15789474,0.10526316,0.21052632,0.42105263,0.36842105,5448
"Total","Dana Eveland","TBR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508
"Total","Boone Logan","CLE",0,2,1,0.5,0.5,0,0,0,0,0,0,1,0,0,1,0,5525
"Total","Arnold Leon","OAK",0.1,2,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,5595
"Total","Ryan Brasier","2 Tms",2,7,1,0,0.5,0.5,0,0,0,0,0.33333333,0,0.66666667,0,1,0,5615
"Total","Tyler Clippard","4 Tms",2,7,1.333333333,0,0.571428571,0.428571428,0,0,0,0,0.42857143,0.28571429,0.28571429,0,0.71428571,0.28571429,5640
"Total","Brooks Brown","COL",0.2,3,0.5,0,0.333333333,0.666666666,0,0,0,0,0.66666667,0,0.33333333,0,1,0,5679
"Total","Junior Guerra","3 Tms",3,14,1,0.111111111,0.444444444,0.444444444,0.25,0.25,0,0,0.22222222,0.55555556,0.22222222,0.44444444,0.33333333,0.22222222,5702
"Total","Eric O'Flaherty","2 Tms",0.1,3,0,0,0,1,0,0,0,0,0,0,1,0.5,0,0.5,5746
"Total","Bruce Rondon","CHW",0.1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,5766
"Total","Jhan Marinez","PIT",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5830
"Total","Radhames Liz","PIT",0.1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5843
"Total","Jason Motte","2 Tms",0.2,3,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0.5,0.5,5861
"Total","Gonzalez Germen","COL",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5876
"Total","Randall Delgado","ARI",1.1,7,0.5,0,0.333333333,0.666666666,0,0.5,0,0,0.66666667,0.33333333,0,0.33333333,0.33333333,0.33333333,5985
"Total","Sugar Ray Marimon","ATL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6027
"Total","Kelvin Herrera","CHW",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6033
"Total","Huascar Brazoban","MIA",1.2,7,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,6107
"Total","Logan Kensing","DET",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,6166
"Total","Albert Suarez","SFG",0.2,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.33333333,0.66666667,0,0,0.66666667,0.33333333,6175
"Total","Dellin Betances","NYM",0.2,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6216
"Total","Tom Gorzelanny","2 Tms",0.2,3,1,0,0.5,0.5,0,1,0,0,1,0,0,0,0,1,6244
"Total","Trevor Cahill","2 Tms",2,7,4,0,1,0,0,0,0,0,1,0,0,0,0.8,0.2,6249
"Total","Scott Feldman","HOU",0.1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,6283
"Total","David Phelps","CHC",1.1,3,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,1,0,0,6316
"Total","Esmil Rogers","NYY",1.1,5,0.5,0.4,0.2,0.4,0,0,0,0,0.4,0.2,0.4,0.4,0,0.6,6317
"Total","Al Alburquerque","DET",1.1,6,2,0.25,0.5,0.25,0,0,0,0,0.4,0.2,0.4,0.2,0.6,0.2,6324
"Total","Trevor May","2 Tms",1,3,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,6398
"Total","Jose Cisnero","DET",1.1,9,3,0.5,0.375,0.125,1,0,0,0,0.5,0.375,0.125,0.125,0.5,0.375,6399
"Total","Tim Stauffer","2 Tms",1,3,0.5,0,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,1,0,6432
"Total","Vance Worley","2 Tms",1.1,5,2,0,0.666666666,0.333333333,0,0,0,0,0.33333333,0.66666667,0,0,0.66666667,0.33333333,6435
"Total","Steve Cishek","6 Tms",5.1,20,0.5,0.181818181,0.272727272,0.545454545,0.166666666,0,0,0,0.25,0.58333333,0.16666667,0.08333333,0.58333333,0.33333333,6483
"Total","Blaine Hardy","DET",1.1,5,3,0,0.75,0.25,0,0,0,0,0.5,0.25,0.25,0,1,0,6499
"Total","Robert Stock","2 Tms",1.1,6,4,0,0.8,0.2,0,0,0,0,0.4,0.4,0.2,0,0.8,0.2,6576
"Total","Marc Rzepczynski","5 Tms",3,10,1,0.142857142,0.428571428,0.428571428,0,0,0,0,0.33333333,0.33333333,0.33333333,0.22222222,0.66666667,0.11111111,6612
"Total","Brad Brach","4 Tms",1.1,8,1,0,0.5,0.5,0,0,0.5,0,0.2,0.6,0.2,0.4,0.2,0.4,6627
"Total","Alex Colome","TBR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6661
"Total","Miguel Socolovich","STL",0.2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6697
"Total","Andrew Miller","STL",0.2,2,0,0,0,1,0,0,0,0,0.5,0.5,0,0,1,0,6785
"Total","Julio Teheran","2 Tms",1,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0.66666667,0.33333333,0.33333333,0.66666667,0,6797
"Total","Robbie Ross Jr.","BOS",1.2,8,2,0.5,0.333333333,0.166666666,0,0,0,0,0.33333333,0.5,0.16666667,0.33333333,0.33333333,0.33333333,6819
"Total","Sam Freeman","3 Tms",1.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6832
"Total","Jeff Manship","CLE",0.2,3,0.5,0,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0.33333333,0,0.66666667,6865
"Total","Collin Balester","CIN",0.1,2,1,0.5,0.5,0,0,0,0,0,1,0,0,0.5,0,0.5,6883
"Total","Martin Perez","2 Tms",0.2,3,2,0.333333333,0.666666666,0,0,0,0,0,1,0,0,0,0.66666667,0.33333333,6902
"Total","Joakim Soria","OAK",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6941
"Total","Luke Hochevar","KCR",0.2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6943
"Total","Drew Storen","2 Tms",1,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.66666667,0.33333333,0,0,1,0,6983
"Total","Luis Garcia","4 Tms",3.1,10,0.5,0,0.333333333,0.666666666,0,0,0,0,0,0.75,0.25,0.25,0.25,0.5,6984
"Total","Ian Kennedy","2 Tms",0.1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6986
"Total","Ryan Pressly","MIN",2.2,11,0,0.5,0,0.5,0,0,0,0,0.4,0,0.6,0,0.6,0.4,7005
"Total","Miguel Gonzalez","CHW",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,7024
"Total","Alex Torres","NYM",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7038
"Total","Fernando Cruz","CIN",0.2,7,3,0.4,0.6,0,0,0,0,0,0.8,0,0.2,0,0.6,0.4,7048
"Total","Pat Venditte","OAK",0.2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,7108
"Total","Daniel Bard","COL",0.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7115
"Total","Daniel Hudson","3 Tms",1.1,4,1,0,0.5,0.5,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,7146
"Total","Ryan Mattheus","CIN",1,5,0.333333333,0.2,0.2,0.6,0,0,0,0,0.4,0.2,0.4,0.2,0.6,0.2,7169
"Total","Greg Holland","STL",0.1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,7196
"Total","Nick Masset","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7267
"Total","Craig Stammen","SDP",3.1,17,3,0.2,0.6,0.2,0,0.5,0.166666666,0,0.63636364,0.09090909,0.27272727,0.18181818,0.36363636,0.45454545,7274
"Total","Brad Ziegler","MIA",1,5,3,0.25,0.75,0,0,0,0,0,1,0,0,0,0.25,0.75,7293
"Total","Josh Collmenter","ARI",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7312
"Total","Dan Otero","CLE",2,9,1,0.428571428,0.285714285,0.285714285,0,0,0,0,0.11111111,0.22222222,0.66666667,0.33333333,0.66666667,0,7385
"Total","Dillon Gee","2 Tms",1.1,3,1,0,0.5,0.5,0,0,0,0,0.33333333,0.66666667,0,0.66666667,0.33333333,0,7396
"Total","Javy Guerra","2 Tms",0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7407
"Total","Jay Jackson","4 Tms",2,5,2,0,0.666666666,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,7432
"Total","Anthony Swarzak","3 Tms",0.1,3,1,0,0.5,0.5,0,1,1,0,1,0,0,0.5,0,0.5,7466
"Total","Tommy Layne","2 Tms",1.1,7,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.25,0.5,0.25,7501
"Total","Evan Scribner","SEA",0.2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7525
"Total","Collin McHugh","3 Tms",1,5,0.5,0.25,0.25,0.5,0,0,0,0,0.25,0.75,0,0.5,0.25,0.25,7531
"Total","Lucas Harrell","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7541
"Total","Jake McGee","2 Tms",1.1,3,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,7550
"Total","Nick Vincent","5 Tms",2.2,14,1,0.272727272,0.363636363,0.363636363,0,0.25,0,0,0.36363636,0.54545455,0.09090909,0,0.72727273,0.27272727,7555
"Total","Fernando Rodriguez Jr.","OAK",0.2,2,2,0,1,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,7558
"Total","Jordan Lyles","2 Tms",0.2,4,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0,7593
"Total","Tommy Milone","SEA",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7608
"Total","Carlos Torres","2 Tms",3.1,18,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0,0,0.38461538,0.38461538,0.23076923,0.15384615,0.38461538,0.46153846,7624
"Total","Neil Ramirez","2 Tms",1.2,4,0.5,0,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,0.66666667,0.33333333,7677
"Total","David Holmberg","CHW",0.2,4,1,0.666666666,0.333333333,0,0,0,0,0,0.33333333,0.66666667,0,0,0.66666667,0.33333333,7725
