Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Greg Holland","2 Tms",1,5,9,9,1,0,0.2,0.2,0,0.25,2,0.33333333,-0.5,4.175562095693737,4.175562095693737,7196
"Total","Craig Stammen","SDP",1.1,4,6.75000002,0,1,0,0.25,0,0.25,0,0,0,1,1.6463375174109685,5.424824028282689,7274
"Total","Brad Ziegler","MIA",2,5,0,4.5,0,0,0,0.2,-0.2,0.25,1,0.25,1,4.658570321405614,4.658570321405614,7293
"Total","Josh Collmenter","ARI",0,1,0,0,0,0,0,0,0,1,1,1,1,3.13359375,3.13359375,7312
"Total","Dan Otero","CLE",0.2,2,0,0,0,0,0,0,0,0.5,1.49999999,0.5,1,3.1576396942138674,3.1576396942138674,7385
"Total","Javy Guerra","MIA",0,1,0,0,0,0,0,0,0,1,1,1,1,3.1604315757751467,3.1604315757751467,7407
"Total","Austin Adams","CLE",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,3.1335937500000006,7411
"Total","Jay Jackson","2 Tms",0.2,3,0,0,0,26.99999987,0,0,0,0.666666666,2.99999999,0,1,42.19641913935885,8.826771319020182,7432
"Total","Anthony Swarzak","4 Tms",1.2,4,0,0,0,0,0,0,0,0,0,0,1,3.1731625559396615,4.172523008059128,7466
"Total","Ryan Webb","TBR",0,1,0,0,0,0,0,0,0,1,1,1,1,3.1465603828430178,3.1465603828430178,7474
"Total","Collin McHugh","2 Tms",1.1,4,0,0,0,0,0,0,0,0.25,0.75,0.25,-2,3.162484120947233,4.272761176691667,7531
"Total","Jake McGee","COL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1604315757751467,3.1604315757751467,7550
"Total","Nick Vincent","SEA",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.843036282431878,-2.843036282431878,7555
"Total","Carlos Torres","MIL",0,1,0,9,0,0,0,1,-1,0,1,0,-1,6.157639694213867,6.157639694213867,7624
"Total","Neil Ramirez","2 Tms",0.2,4,0,13.50000014,0,0,0,0.25,-0.25,0.5,3.00000003,0.33333333,1,7.6576397392138675,10.325849214352727,7677
"Total","Juan Nicasio","2 Tms",0.1,3,27.00000027,0,1,0,0.33333333,0,0.33333333,0.666666666,6.00000006,1,-0.5,-2.8483718517945142,2.4880470984832037,7731
"Total","Shawn Kelley","OAK",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.160431575775147,8.115276919679946,7773
"Total","Richard Bleier","2 Tms",0.1,2,0,0,0,0,0,0,0,1,3.00000003,0.5,0,3.2242671965783405,3.2242671965783405,7803
"Total","Andrew Albers","SEA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,7853
"Total","Cory Gearrin","3 Tms",0.2,3,0,0,0,0,0,0,0,0.333333333,1.50000002,0.33333333,0,3.203293895785729,3.203293895785729,7947
"Total","Anthony Bass","TEX",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,7982
"Total","Marcus Walden","BOS",1,2,9,0,1,0,0.5,0,0.5,0,0,0,1,1.2064794223266841,1.2064794223266841,8004
"Total","Jason Gurka","COL",0,1,0,0,0,0,0,0,0,1,1,1,-1,3.1465603828430178,3.1465603828430178,8007
"Total","Will Smith","MIL",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,8048
"Total","Dan Jennings","CHW",0.2,3,13.50000014,0,1,0,0.33333333,0,0.33333333,0.5,1.50000002,0.5,1,0.1400770364215087,2.6384781817105813,8073
"Total","Bryan Shaw","3 Tms",0.2,4,0,0,0,0,0,0,0,0.666666666,3.00000003,0.5,-1,3.1925027489161306,5.672530404641586,8110
"Total","Yovani Gallardo","CIN",0,1,0,0,0,0,0,0,0,1,1,1,-2,3.1604315757751467,4.812046673893929,8173
"Total","David Robertson","NYY",0.1,2,27.00000027,27.00000027,1,0,0.5,0.5,0,0,3.00000003,0,1,6.160431605775147,6.160431605775147,8241
"Total","J.P. Howell","TOR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,8245
"Total","Ross Ohlendorf","TEX",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,5.347104799855783,8268
"Total","Tony Sipp","HOU",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1604315757751467,3.1604315757751467,8280
"Total","JC Ramirez","CIN",0.2,3,0,0,0,0,0,0,0,0.5,1.49999999,0.33333333,1,3.1465603828430178,5.644961490656073,8302
"Total","Lucas Luetge","2 Tms",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,-1,3.23378880039895,8.526875233096279,8337
"Total","AJ Ramos","MIA",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,8350
"Total","Deolis Guerra","2 Tms",0,1,0,0,0,0,0,0,0,1,1,1,-2,3.1543849627176925,3.1543849627176925,8410
"Total","Buddy Boshers","MIN",1,2,0,0,0,0,0,0,0,0,0,0,1,3.15025348659637,4.929059785567546,8490
"Total","Justin Miller","WSN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.160431575775147,3.160431575775147,8580
"Total","Dustin McGowan","MIA",0.1,4,0,0,0,27.00000027,0,0,0,0.75,9.00000009,0.66666667,-2.5,42.156057325460175,8.492475885737887,8600
"Total","Oliver Drake","MIL",1,4,0,9,0,9,0,0.25,-0.25,0.333333333,2,0,0,19.15950094859736,7.938307247568536,8823
"Total","Antonio Bastardo","2 Tms",0,1,0,0,0,0,0,0,0,1,1,1,-1,3.1521000385284426,3.1521000385284426,8844
"Total","Adam Warren","2 Tms",1,2,0,0,0,0,0,0,0,0,0,0,1,3.1690434135731844,3.1690434135731844,9029
"Total","Jeanmar Gomez","PHI",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,3.1335937500000006,9033
"Total","J.J. Hoover","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,9037
"Total","John Axford","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.160431575775147,8.115276919679946,9059
"Total","Zach Putnam","CHW",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,9080
"Total","Brad Hand","2 Tms",1.1,4,0,0,0,0,0,0,0,0,0,0,1,5.433735669330138,5.433735669330138,9111
"Total","Gregory Infante","CHW",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,5.825849129329584,9119
"Total","Alex Wilson","DET",1,6,9,9,1,9,0.16666667,0.16666667,0,0.5,3,0.33333333,0.625,17.151184113774157,7.454414310011721,9239
"Total","Rob Scahill","MIL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,8.494058644491584,9286
"Total","Buddy Baumann","SDP",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,8.494058644491584,9309
"Total","Jared Hughes","3 Tms",1.1,5,13.50000003,6.75000002,2,0,0.4,0.2,0.2,0.25,1.5,0.5,0,2.413314769734659,2.413314769734659,9325
"Total","Josh Tomlin","ATL",0,1,0,0,0,0,0,0,0,1,1,1,-1,3.170034122467041,3.170034122467041,9388
"Total","Ryan Buchter","OAK",0,1,0,0,0,0,0,0,0,1,1,1,0,3.1872205257415773,3.1872205257415773,9456
"Total","George Kontos","SFG",1,3,9,0,1,9,0.33333333,0,0.33333333,0.333333333,1,0,1,14.15025348659637,2.929059785567546,9486
"Total","Jeremy Jeffress","2 Tms",1.1,5,0,0,0,0,0,0,0,0.4,1.5,0.4,-0.5,3.1676160335612624,4.406327360247127,9490
"Total","Austin Bibens-Dirkx","TEX",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.1576396942138674,3.1576396942138674,9559
"Total","Vidal Nuno","SEA",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,9674
"Total","Burke Badenhop","CIN",0,1,0,0,0,9,0,0,0,1,1,0,1,16.13359375,4.609267790615559,9736
"Total","David Hale","PHI",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.170034122467041,3.170034122467041,9756
"Total","Joe Kelly","3 Tms",1,4,9.00000009,0,1,0,0.25,0,0.25,0.333333333,1.00000001,0.33333333,-1,1.194988540771679,2.846603655406612,9761
"Total","Rex Brothers","CHC",0,0,0,0,0,0,0,0,0,0,0,0,1,3.170034122467041,3.170034122467041,9794
"Total","Murphy Smith","TOR",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1604315757751467,3.1604315757751467,9812
"Total","Sergio Romo","3 Tms",1.2,5,10.80000004,0,2,0,0.4,0,0.4,0.25,0.6,0.33333333,1,0.7606769465585348,1.75164600939368,9817
"Total","Chaz Roe","2 Tms",1,3,9,0,1,0,0.33333333,0,0.33333333,0.333333333,1,0.5,1,1.1915264449778418,1.1915264449778418,9866
"Total","Travis Wood","2 Tms",0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,-2,-2.85068208018462,-2.85068208018462,9884
"Total","Chris Rusin","COL",1,4,0,0,0,0,0,0,0,0.333333333,1.00000001,0.25,-3,3.1773602485656744,4.828975363200608,9895
"Total","Pedro Villarreal","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,9904
"Total","Brandon Kintzler","CHC",1,2,9,0,1,0,0.5,0,0.5,0,0,0,1,1.214009475708008,1.214009475708008,9939
"Total","Mike Dunn","COL",0.1,2,0,0,0,0,0,0,0,1,3.00000003,0.5,1,3.1576396942138674,8.494058644491584,9948
"Total","Tom Wilhelmsen","TEX",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,3.146560382843018,9975
"Total","Tyler Matzek","ATL",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.1412325620651242,5.787775778413788,10058
"Total","Brooks Raley","HOU",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1700341224670407,3.1700341224670407,10061
"Total","Ian Krol","ATL",0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,0,-2.8534396771569823,-2.8534396771569823,10066
"Total","Caleb Cotham","CIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,3.1465603828430178,10075
"Total","Caleb Thielbar","MIN",0.2,3,0,0,0,13.50000014,0,0,0,0.333333333,1.50000002,0,7.5,22.641232757065126,8.008329906556812,10078
"Total","Brad Boxberger","MIL",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8299659375329598,-2.8299659375329598,10133
"Total","Jose Ramirez","ATL",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,5.644961490656073,10171
"Total","Jacob Turner","CHW",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8534396771569823,-2.8534396771569823,10185
"Total","Aroldis Chapman","NYY",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1124310016632077,7.553539257949252,10233
"Total","Rafael Martin","WSN",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,10258
"Total","Alexi Ogando","ATL",0.1,2,0,0,0,0,0,0,0,0,0,0,1,12.146560472843019,12.14656047284302,10261
"Total","Tanner Scheppers","TEX",0.2,2,13.50000014,0,1,0,0.5,0,0.5,0,0,0,1,0.15210000852844274,2.8203094836673017,10267
"Total","Josh Smoker","NYM",0.1,3,0,27.00000027,0,0,0,0.33333333,-0.33333333,1,6.00000006,0.5,0.5,12.149330300664957,17.485749250942675,10285
"Total","Ryan Tepera","CHC",0,1,0,0,0,9,0,0,0,1,1,0,5,16.17003412246704,4.934396249055863,10291
"Total","Chad Bell","DET",1.2,4,0,0,0,0,0,0,0,0.333333333,0.6,0.25,-2,3.1593148231472847,5.217567657284754,10297
"Total","Erasmo Ramirez","TBR",1.1,3,0,0,0,0,0,0,0,0,0,0,-1,5.443051807100457,5.443051807100457,10314
"Total","Michael Tonkin","2 Tms",0.2,4,13.49999993,0,1,0,0.25,0,0.25,0.5,2.99999999,0.66666667,0.5,0.16881790479817704,0.16881790479817704,10315
"Total","Juan Minaya","CHW",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,10341
