Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Randall Delgado","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5985
"Total","Kelvin Herrera","CHW",1,1,9,0,0,0,1,1,0,0,0,1,0,0,1,0,0.7192159295082092,6033
"Total","Huascar Brazoban","MIA",2,3,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333,0,0.24007091919581094,6107
"Total","Dellin Betances","NYM",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6216
"Total","Trevor Cahill","LAA",1,0,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6249
"Total","David Phelps","SEA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6316
"Total","Trevor May","MIN",2,2,27.00000027,1,0,0,1,1,1,0,0,0,1,0.5,0.5,2,1.0154142379760742,6398
"Total","Jose Cisnero","DET",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6399
"Total","Vance Worley","MIA",1,2,54.00000054,0,0,0,2,2,0,1,0,0,0,0,0.5,0,0.3464970290660858,6435
"Total","Steve Cishek","4 Tms",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6483
"Total","Blaine Hardy","DET",3,4,0,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0.1732485145330429,6499
"Total","Marc Rzepczynski","4 Tms",4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6612
"Total","Brad Brach","3 Tms",3,2,27.00000027,0,0,0,2,2,0,0,0,0,1,0,0,0,0,6627
"Total","Alex Colome","2 Tms",2,3,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0.23937676350275675,6661
"Total","Andrew Miller","CLE",1,1,9,1,1,0,1,1,0,0,0,0,0,1,1,2,1.2321683168411255,6785
"Total","Robbie Ross Jr.","BOS",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6819
"Total","Sam Freeman","2 Tms",3,4,9,0,0,0,1,1,0,1,0,0,1,0,0.25,0,0.1717107594013214,6832
"Total","Jeff Manship","CLE",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6865
"Total","Martin Perez","TEX",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6902
"Total","Joakim Soria","OAK",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6941
"Total","Yohan Pino","KCR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6955
"Total","Luis Garcia","2 Tms",3,3,40.50000041,1,0,0,3,3,0,0,0,0,1,0.5,0.333333333,0.5,0.2928180495897929,6984
"Total","Ryan Pressly","MIN",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7005
"Total","Alex Torres","NYM",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7038
"Total","Fernando Cruz","CIN",3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7048
"Total","Pat Venditte","SFG",1,2,27,1,0,0,3,3,0,0,0,1,0,1,1,1,0.7944115996360779,7108
"Total","Daniel Hudson","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7146
"Total","Ryan Mattheus","CIN",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7169
"Total","Greg Holland","2 Tms",4,5,9,1,0,0,3,1,0,1,0,0,1,0.25,0.4,0.25,0.3144110798835754,7196
"Total","Craig Stammen","SDP",4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7274
"Total","Brad Ziegler","MIA",3,5,0,1,0,0,0,0,0,1,0,0,0,0.25,0.4,0.25,0.3139325737953186,7293
"Total","Josh Collmenter","ARI",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8808238506317139,7312
"Total","Dan Otero","CLE",2,2,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0.6160841584205627,7385
"Total","Javy Guerra","MIA",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1.2472748756408691,7407
"Total","Austin Adams","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7411
"Total","Jay Jackson","2 Tms",3,3,26.99999987,2,0,0,2,2,2,0,0,0,0,0.666666666,0.666666666,2.666666666,1.3153515656789143,7432
"Total","Anthony Swarzak","4 Tms",4,4,10.80000004,0,0,0,2,2,0,0,0,0,0,0,0,0,0,7466
"Total","Ryan Webb","TBR",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8784541487693787,7474
"Total","Collin McHugh","2 Tms",5,4,20.25000005,1,1,0,3,3,0,0,0,0,0,0.25,0.25,0.5,0.31536924839019775,7531
"Total","Jake McGee","COL",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7550
"Total","Nick Vincent","SEA",2,1,27.00000027,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7555
"Total","Carlos Torres","MIL",1,1,18,0,0,0,2,2,0,1,0,0,0,0,1,0,0.6929940581321716,7624
"Total","Neil Ramirez","2 Tms",2,4,0,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.39241571724414825,7677
"Total","Juan Nicasio","2 Tms",3,3,81.00000081,2,1,0,3,3,0,0,0,0,1,0.666666666,0.666666666,1,0.7043307224909464,7731
"Total","Shawn Kelley","OAK",2,1,54.00000054,0,0,0,2,2,0,0,0,0,0,0,0,0,0,7773
"Total","Richard Bleier","2 Tms",2,2,27.00000027,1,1,0,1,1,0,0,0,0,0,1,0.5,2,0.608332097530365,7803
"Total","Andrew Albers","SEA",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7853
"Total","Cory Gearrin","3 Tms",4,3,13.50000014,1,0,0,1,1,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2898690899213155,7947
"Total","Anthony Bass","TEX",3,1,135.00000135,0,0,0,6,5,0,0,0,0,0,0,0,0,0,7982
"Total","Marcus Walden","BOS",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8004
"Total","Jason Gurka","COL",1,1,18,1,0,0,2,2,0,0,0,0,0,1,1,1,0.8784541487693787,8007
"Total","Will Smith","MIL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8048
"Total","Dan Jennings","CHW",3,3,0,1,0,0,0,0,0,0,0,0,1,0.5,0.333333333,0.5,0.2928180495897929,8073
"Total","Bryan Shaw","3 Tms",4,4,54.00000054,2,0,0,4,4,0,0,0,0,0,0.666666666,0.5,0.666666666,0.43803589046001434,8110
"Total","Yovani Gallardo","CIN",1,1,27,1,0,1,3,3,0,0,0,0,0,1,1,3,1.5782445669174194,8173
"Total","David Robertson","NYY",1,2,0,0,0,0,0,0,0,1,0,0,1,0,0.5,0,0.3447647988796234,8241
"Total","J.P. Howell","TOR",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8245
"Total","Ross Ohlendorf","TEX",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8268
"Total","Tony Sipp","HOU",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8280
"Total","JC Ramirez","CIN",2,3,0,1,0,0,0,0,0,0,0,0,0,0.5,0.333333333,0.5,0.2928180495897929,8302
"Total","Lucas Luetge","2 Tms",2,2,54.00000054,1,0,0,2,2,0,0,0,0,0,0.5,0.5,0.5,0.4412681460380554,8337
"Total","AJ Ramos","MIA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350
"Total","Deolis Guerra","2 Tms",3,1,18,1,0,0,3,2,0,0,0,0,0,1,1,1,0.8784541487693787,8410
"Total","Buddy Boshers","MIN",3,2,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8490
"Total","Justin Miller","WSN",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8580
"Total","Dustin McGowan","MIA",4,4,189.00000189,3,0,1,7,7,1,0,0,0,0,0.75,0.75,2,1.1026144176721573,8600
"Total","Oliver Drake","MIL",3,4,18,1,0,0,2,2,1,1,0,0,0,0.333333333,0.5,1.333333333,0.6673537939786911,8823
"Total","Antonio Bastardo","2 Tms",2,1,18,1,0,0,2,2,0,0,0,0,0,1,1,1,0.8784541487693787,8844
"Total","Adam Warren","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9029
"Total","Jeanmar Gomez","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9033
"Total","J.J. Hoover","CIN",2,1,81.00000081,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9037
"Total","John Axford","TOR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9059
"Total","Zach Putnam","CHW",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9080
"Total","Brad Hand","2 Tms",3,4,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0.18005318939685822,9111
"Total","Gregory Infante","CHW",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9119
"Total","Alex Wilson","DET",4,6,18,2,0,0,2,2,1,1,0,0,1,0.5,0.5,1.25,0.599802037080129,9239
"Total","Rob Scahill","MIL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9286
"Total","Buddy Baumann","SDP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9309
"Total","Jared Hughes","3 Tms",5,5,13.50000003,1,1,0,2,2,0,1,0,0,2,0.25,0.4,0.5,0.38738269805908204,9325
"Total","Josh Tomlin","ATL",1,1,18,1,1,0,2,2,0,0,0,0,0,1,1,2,1.2416465282440186,9388
"Total","Ryan Buchter","OAK",2,1,9,1,1,0,1,1,0,0,0,0,0,1,1,2,1.21666419506073,9456
"Total","George Kontos","SFG",3,3,9,1,0,0,1,1,1,0,0,0,1,0.333333333,0.333333333,1.333333333,0.6599618593851725,9486
"Total","Jeremy Jeffress","2 Tms",6,5,20.25000005,2,0,0,3,3,0,0,0,0,0,0.4,0.4,0.4,0.3520709156990051,9490
"Total","Austin Bibens-Dirkx","TEX",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4383344054222107,9559
"Total","Vidal Nuno","SEA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9674
"Total","Burke Badenhop","CIN",1,1,9,1,0,0,1,1,1,0,0,0,0,1,1,4,2.0652942657470703,9736
"Total","David Hale","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9756
"Total","Joe Kelly","3 Tms",4,4,18.00000018,1,0,0,2,2,0,0,0,0,1,0.333333333,0.25,0.333333333,0.2206340730190277,9761
"Total","Rex Brothers","CHC",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9794
"Total","Murphy Smith","TOR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9812
"Total","Sergio Romo","3 Tms",5,5,0,1,0,0,0,0,0,0,0,0,2,0.25,0.2,0.25,0.17581106424331666,9817
"Total","Chaz Roe","2 Tms",2,3,0,1,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.2898690899213155,9866
"Total","Travis Wood","2 Tms",4,2,81.00000081,1,1,0,3,3,0,0,0,0,1,0.5,0.5,1,0.6160841584205627,9884
"Total","Chris Rusin","COL",4,4,27.00000027,1,0,0,4,3,0,0,0,0,0,0.333333333,0.25,0.333333333,0.21988268196582794,9895
"Total","Pedro Villarreal","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9904
"Total","Brandon Kintzler","CHC",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9939
"Total","Mike Dunn","COL",1,2,0,1,0,0,0,0,0,0,0,0,0,1,0.5,1,0.4383344054222107,9948
"Total","Tom Wilhelmsen","TEX",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9975
"Total","Tyler Matzek","ATL",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10058
"Total","Brooks Raley","HOU",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10061
"Total","Ian Krol","ATL",2,2,27.00000027,1,0,0,1,1,0,0,0,0,1,0.5,0.5,0.5,0.43922707438468933,10066
"Total","Caleb Cotham","CIN",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10075
"Total","Caleb Thielbar","MIN",3,3,54.00000054,1,0,0,4,4,1,0,0,0,0,0.333333333,0.333333333,1.333333333,0.6906671524047852,10078
"Total","Brad Boxberger","MIL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10133
"Total","Jose Ramirez","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10171
"Total","Jacob Turner","CHW",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10185
"Total","Aroldis Chapman","NYY",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10233
"Total","Rafael Martin","WSN",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10258
"Total","Alexi Ogando","ATL",1,2,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.3604545593261719,10261
"Total","Tanner Scheppers","TEX",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10267
"Total","Josh Smoker","NYM",3,3,27.00000027,1,1,0,1,1,0,1,0,0,0,1,0.666666666,2,0.6409267783164978,10285
"Total","Ryan Tepera","CHC",1,1,27,1,0,0,3,3,1,0,0,0,0,1,1,4,2.006518602371216,10291
"Total","Chad Bell","DET",4,4,16.19999997,1,1,0,3,3,0,0,0,0,0,0.333333333,0.25,0.666666666,0.30804207921028137,10297
"Total","Erasmo Ramirez","TBR",3,3,13.50000003,0,0,0,2,2,0,0,0,1,0,0,0.333333333,0,0.24030303955078125,10314
"Total","Michael Tonkin","2 Tms",4,4,0,2,0,0,1,0,0,0,0,0,1,0.5,0.5,0.5,0.43981949985027313,10315
"Total","Juan Minaya","CHW",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10341
"Total","Aaron Loup","2 Tms",4,5,0,0,0,0,0,0,0,1,0,0,2,0,0.2,0,0.13834331035614014,10343
"Total","Brooks Pounders","COL",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10387
"Total","Mychal Givens","BAL",4,4,0,1,0,0,0,0,0,0,0,0,1,0.333333333,0.25,0.333333333,0.21916720271110535,10430
"Total","Hunter Cervenka","MIA",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10510
"Total","Jake Petricka","CHW",2,2,81.00000081,1,0,0,4,3,1,0,0,0,0,0.5,0.5,2,1.007379412651062,10534
"Total","Jimmy Nelson","MIL",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8696072697639465,10547
"Total","Addison Reed","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10586
"Total","Chad Bettis","COL",1,2,36,1,0,0,4,4,0,0,0,1,0,1,1,1,0.7944115996360779,10587
"Total","Scott Alexander","SFG",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10591
"Total","Madison Younginer","ATL",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1.242019534111023,10636
"Total","Andrew Bellatti","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10657
"Total","Tyler Thornburg","MIL",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10688
"Total","Shane Greene","DET",1,0,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10756
"Total","Josh Edgin","NYM",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8766688108444214,10796
"Total","Adam Kolarek","2 Tms",4,3,36,0,0,0,4,4,0,1,0,0,0,0,0.333333333,0,0.22958131631215414,10843
"Total","Chasen Shreve","3 Tms",6,7,5.40000002,1,0,0,1,1,0,1,0,0,2,0.2,0.285714285,0.2,0.22590529918670654,10855
"Total","Ryan O'Rourke","MIN",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10976
"Total","Casey Lawrence","2 Tms",2,2,0,1,0,0,0,0,0,0,0,0,0,1,0.5,1,0.4412681460380554,11121
"Total","Vince Velasquez","HOU",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11189
"Total","Grant Dayton","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11203
"Total","Casey Sadler","CHC",1,1,18,1,0,0,2,2,1,0,0,0,0,1,1,4,1.9791183471679688,11209
"Total","Tyler Lyons","NYY",1,2,18,1,1,0,2,2,0,0,0,1,0,1,1,2,0.9832724332809448,11334
"Total","Tommy Kahnle","NYY",3,3,27.00000027,1,1,0,2,2,0,0,0,0,2,0.333333333,0.333333333,0.666666666,0.41575829188028973,11384
"Total","A.J. Achter","LAA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11387
"Total","Danny Barnes","TOR",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11388
"Total","Danny Burawa","ATL",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11397
"Total","Jose Quintana","CHC",1,0,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,11423
"Total","Anthony Ranaudo","TEX",1,1,18,1,0,0,2,2,0,0,0,0,0,1,1,1,0.8808238506317139,11424
"Total","Drew Pomeranz","MIL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11426
"Total","Brandon Workman","BOS",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11428
"Total","A.J. Schugel","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11432
"Total","Jesse Biddle","ATL",4,4,27,1,1,0,5,3,0,1,0,0,0,0.333333333,0.5,0.666666666,0.48439234495162964,11437
"Total","Johnny Barbato","NYY",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11440
