Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Matt Moore","4 Tms",5,20,7.2,3.6,2,0,0.2,0.1,0.1,0.166666666,1,0.21428571,1,2.7446997802048134,5.298969690063517,1890
"Total","Adam LaRoche","CHW",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,1904
"Total","Jason Frasor","KCR",1.1,8,6.75000002,13.50000003,0.5,6.75000002,0.125,0.25,-0.125,0.333333333,3.00000001,0.25,1,15.883593781875001,8.347104823957116,1906
"Total","Matt Thornton","2 Tms",1.2,8,0,5.39999999,0,0,0,0.125,-0.125,0.285714285,1.8,0.28571429,1,4.938780399552767,5.8241848221512935,1918
"Total","Cory Luebke","PIT",0.1,2,27.00000027,27.00000027,1,0,0.5,0.5,0,0,3.00000003,0,1,6.1465604128430185,6.1465604128430185,1984
"Total","Ivan Nova","NYY",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,1,12.146560472843019,17.143362763421166,1994
"Total","Buddy Carlyle","NYM",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,2010
"Total","Justin Masterson","BOS",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,2038
"Total","Jorge De La Rosa","2 Tms",3,14,15,6,2.5,3,0.35714286,0.14285714,0.21428572,0.25,1.66666667,0.33333333,1,6.159500948588054,2.4191030482451126,2047
"Total","Jeremy Guthrie","KCR",1,3,0,0,0,0,0,0,0,0,0,0,1,3.13359375,6.084941831231117,2072
"Total","Chien-Ming Wang","KCR",2,7,13.5,0,3,0,0.42857143,0,0.42857143,0.142857142,0.5,0.25,1,0.14656038284301776,0.9793607562780382,2074
"Total","Adam Loewen","2 Tms",0.1,5,0,54.00000054,0,0,0,0.4,-0.4,0.666666666,12.00000012,0.66666667,1,21.143318904656574,25.570341070773473,2134
"Total","David Peralta","ARI",0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,1,-2.8299659375329598,-2.8299659375329598,2136
"Total","Chris Narveson","MIA",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.140077066421509,3.140077066421509,2141
"Total","Chad Qualls","2 Tms",4,16,11.24999997,0,5,0,0.3125,0,0.3125,0.25,1,0.36363636,1,0.6457740051466745,1.904095661640348,2170
"Total","Ronald Belisario","TBR",0.2,3,13.49999993,0,1,0,0.33333333,0,0.33333333,0.333333333,1.49999999,0.5,1,0.13359376500000053,2.347104814855783,2203
"Total","Blaine Boyer","4 Tms",5.2,24,4.76470588,1.58823529,3,3.17647059,0.125,0.04166667,0.08333333,0.260869565,1.23529412,0.22222222,1,7.208092625407415,4.645349972023336,2237
"Total","Brandon Gomes","TBR",2.1,7,7.71428573,0,2,0,0.28571429,0,0.28571429,0,0,0,1,1.4193080332653063,3.949034963648731,2267
"Total","Joel Peralta","3 Tms",3,14,6.00000002,3.00000001,2,3.00000001,0.14285714,0.07142857,0.07142857,0.307692307,1.66666667,0.3,1,7.140797448241319,4.901647299101217,2332
"Total","Hector Rondon","3 Tms",25,101,10.8,2.52,4.28571429,0.72,0.2970297,0.06930693,0.22772277,0.193548387,1,0.26229508,1,2.751573492690443,2.7653145916308155,2391
"Total","Cory Rasmus","LAA",1,4,9,0,1,0,0.25,0,0.25,0.25,1,0.33333333,1,1.1379159609044507,2.8035167077744916,2413
"Total","Jhoulys Chacin","2 Tms",0.2,3,0,0,0,0,0,0,0,0.333333333,1.50000002,0.33333333,1,3.129495692253113,7.848450965685208,2608
"Total","Brandon Guyer","CLE",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.160431575775147,8.115276919679946,2636
"Total","Scott Atchison","CLE",1.1,4,13.50000003,0,2,0,0.5,0,0.5,0,0,0,1,0.13359374250000045,2.3471048089571163,2642
"Total","Brian Matusz","BAL",1,5,27,0,3,0,0.6,0,0.6,0.4,2,1,1,-2.86640625,-2.86640625,2646
"Total","Brett Cecil","2 Tms",8,32,9,3.375,2.66666667,1.125,0.25,0.09375,0.15625,0.172413793,1,0.2,1,3.8909970839876116,4.023906076456923,2660
"Total","Joba Chamberlain","3 Tms",2,11,27,4.5,6,0,0.54545455,0.09090909,0.45454546,0.4,2.5,1,1,-1.3620840390307163,-1.3620840390307163,2692
"Total","Garrett Jones","NYY",0,1,0,9,0,0,0,1,-1,0,1,0,1,6.13359375,6.13359375,2714
"Total","Jake Brigham","ATL",0,1,0,9,0,0,0,1,-1,0,1,0,1,6.13359375,6.13359375,2851
"Total","Ross Detwiler","5 Tms",4.1,15,10.38461537,0,5,2.07692307,0.33333333,0,0.33333333,0.2,0.69230769,0.22222222,1,3.857344560211661,2.3549129612371598,2859
"Total","Santiago Casilla","2 Tms",22.1,105,11.28358209,4.02985075,2.8,1.20895522,0.26666667,0.0952381,0.17142857,0.258064516,1.52238806,0.33870968,1,3.996135824241166,3.3975583778058636,2873
"Total","Luis Avilan","4 Tms",3.2,13,14.72727279,2.45454547,6,0,0.46153846,0.07692308,0.38461539,0.083333333,0.54545455,0.16666667,1,0.7189745532099203,1.261485250754034,2882
"Total","Zach McAllister","CLE",7.1,32,13.49999999,4.9090909,2.75,2.45454545,0.34375,0.125,0.21875,0.214285714,1.36363636,0.26666667,1,5.333116590073069,3.676145244653801,2895
"Total","Jeff Locke","PIT",0,1,0,0,0,0,0,0,0,1,1,1,1,3.1465603828430178,3.1465603828430178,2929
"Total","Josh Ravin","2 Tms",1.2,8,5.40000002,10.80000004,0.5,0,0.125,0.25,-0.125,0.166666666,1.80000001,0.2,1,5.55117302904798,7.609425875534966,2951
"Total","Mitch Moreland","BOS",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,3086
"Total","Kenley Jansen","3 Tms",94.2,369,12.35915493,1.71126761,7.22222222,1.23591549,0.35230352,0.04878049,0.30352304,0.175792507,0.83450704,0.23529412,1,2.899956820920446,3.1071507420146456,3096
"Total","Tony Watson","3 Tms",13.1,55,6.75,1.35,5,2.025,0.18181818,0.03636364,0.14545455,0.211538461,0.975,0.20512821,1,5.258472037859983,4.030513412743013,3132
"Total","Tim Collins","2 Tms",1.1,5,6.75000002,0,1,0,0.2,0,0.2,0.2,0.75,0.25,1,1.7006149970752509,3.1925194122699416,3164
"Total","David Price","LAD",1.1,9,6.75000002,0,1,6.75000002,0.11111111,0,0.11111111,0.444444444,3.00000001,0.42857143,1,11.376831802381162,5.170657487744822,3184
"Total","Will Harris","2 Tms",9.2,40,9.31034483,2.79310345,3.33333333,0,0.25,0.075,0.175,0.216216216,1.13793104,0.2962963,1,2.0201939152243513,3.660524572433969,3192
"Total","Chris Young","KCR",1.2,6,10.79999998,0,2,0,0.33333333,0,0.33333333,0.166666666,0.6,0.25,1,0.7413737344902511,3.5115430258106075,3196
"Total","Ervin Santana","KCR",1.2,8,5.39999999,0,1,10.79999998,0.125,0,0.125,0.375,1.8,0.2,1,17.57003409366704,7.263120494047333,3200
"Total","Francisco Liriano","PIT",1,3,0,0,0,0,0,0,0,0,0,0,1,3.214009475708008,9.181627121567725,3201
"Total","Jean Machi","3 Tms",3.2,13,4.9090909,0,2,2.45454545,0.15384615,0,0.15384615,0.153846153,0.54545454,0.1,1,5.5903251972187356,4.057153435815563,3220
"Total","T.J. McFarland","4 Tms",8.1,42,3.24,3.24,1,1.08,0.07142857,0.07142857,0,0.315789473,1.8,0.32352941,1,5.446276055314026,5.090113797380996,3237
"Total","Zack Britton","2 Tms",30,126,10.20000001,4.2,2.42857143,0.3,0.26984127,0.11111111,0.15873016,0.18018018,1.13333333,0.25,1,2.817170121702343,2.8669494837186695,3240
"Total","Roberto Hernandez","HOU",1.1,4,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,5.347104816457116,3273
"Total","Joe Smith","7 Tms",12,43,9.75,1.5,6.5,0,0.30232558,0.04651163,0.25581395,0.146341463,0.66666667,0.21428571,1,1.4856664789942895,2.908370054958065,3281
"Total","Nate Adcock","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,3282
"Total","Anibal Sanchez","DET",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.152100038528443,5.650501183817516,3284
"Total","Hector Noesi","2 Tms",0.2,2,13.50000014,0,1,0,0.5,0,0.5,0,0,0,1,0.17380158285400427,0.17380158285400427,3292
"Total","Charlie Culberson","2 Tms",0.2,3,0,0,0,0,0,0,0,0.333333333,1.50000002,0.33333333,1,3.1829782010986634,5.403532329241686,3298
"Total","Chris Hatcher","2 Tms",5.1,23,8.43750002,0,5,1.6875,0.2173913,0,0.2173913,0.304347826,1.3125,0.35294118,1,3.7118818595179874,3.1948532959664866,3299
"Total","Darren O'Day","3 Tms",11,46,13.0909091,0.81818182,16,1.63636364,0.34782609,0.02173913,0.32608696,0.209302325,0.90909091,0.28,1,3.419758041197341,2.3766007980104944,3321
"Total","Cesar Ramos","LAA",2.1,9,0,0,0,3.85714286,0,0,0,0.222222222,0.85714286,0.125,1,8.705022329387756,5.663320680383425,3357
"Total","Ubaldo Jimenez","BAL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,3374
"Total","Jumbo Diaz","2 Tms",4.2,18,5.78571429,1.92857143,3,1.92857143,0.16666667,0.05555556,0.11111111,0.176470588,0.85714286,0.15384615,1,5.285308350494164,4.608200243722628,3397
"Total","Andre Rienzo","MIA",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,3.1335937500000006,3507
"Total","Danny Duffy","KCR",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,5.644961490656073,3542
"Total","Clay Buchholz","BOS",1,5,18,9,2,0,0.4,0.2,0.2,0.25,2,0.5,1,2.1465603828430178,5.4777618765830995,3543
"Total","Carlos Frias","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,3547
"Total","Liam Hendriks","3 Tms",39.1,156,12.81355933,0.68644068,18.66666667,1.60169492,0.35897436,0.01923077,0.33974359,0.210526315,0.88983051,0.28089888,1,2.938312389814908,2.8079006762761134,3548
"Total","Clayton Richard","CHC",0.2,2,13.49999993,0,1,0,0.5,0,0.5,0,0,0,1,0.14656039784301766,0.14656039784301766,3551
"Total","Tony Barnette","TEX",2.1,11,7.71428569,3.85714285,2,0,0.18181818,0.09090909,0.09090909,0.3,1.71428571,0.375,1,2.7267004297734063,4.148364359278148,3555
"Total","Brian Schlitter","2 Tms",1,3,0,0,0,0,0,0,0,0,0,0,1,3.1872042340733913,7.16561599797987,3599
"Total","Kyle Davies","NYY",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,3642
"Total","Jim Johnson","3 Tms",20.1,81,9.73770492,1.32786885,7.33333333,1.32786885,0.27160494,0.03703704,0.2345679,0.217948717,0.98360656,0.26415094,1,3.3476369217123514,2.866007649412831,3656
"Total","Everett Teaford","TBR",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,3732
"Total","Cesar Jimenez","2 Tms",0.2,2,27.00000027,0,2,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,3762
"Total","Mat Latos","LAA",0,1,0,0,0,0,0,0,0,1,1,1,1,3.13359375,3.13359375,3815
"Total","Matt Buschmann","ARI",0,1,0,0,0,0,0,0,0,1,1,1,1,3.1465603828430178,3.1465603828430178,3832
"Total","Zach Duke","5 Tms",5.1,22,10.12500001,5.0625,2,0,0.27272727,0.13636364,0.13636364,0.157894736,1.125,0.23076923,1,2.5909788724634586,3.234182884819828,3840
"Total","Brett Oberholtzer","2 Tms",1.2,5,10.79999998,0,2,0,0.4,0,0.4,0,0,0,1,0.7465603876430182,0.7465603876430182,3855
"Total","Gavin Floyd","TOR",2,8,4.5,0,1,4.5,0.125,0,0.125,0.25,1,0.16666667,1,8.646560382843017,5.4777618765830995,3886
"Total","Enrique Burgos","ARI",3,12,15,6,2.5,0,0.41666667,0.16666667,0.25,0.1,1,0.2,1,1.8089048385620121,1.8089048385620121,3895
"Total","Casey Fien","4 Tms",1,5,9.00000009,0,1,0,0.2,0,0.2,0.4,2.00000002,0.5,1,1.1471622902720853,4.288437109170433,3926
"Total","Matt Magill","2 Tms",3.1,15,13.50000001,5.40000001,2.5,0,0.33333333,0.13333333,0.2,0.23076923,1.5,0.375,1,2.0010348784404863,3.6900429387370726,3950
"Total","David Carpenter","2 Tms",1,3,0,0,0,0,0,0,0,0,0,0,1,3.1603989916346173,4.6360730322501755,3959
"Total","Edward Mujica","2 Tms",1.2,7,0,0,0,0,0,0,0,0.285714285,1.2,0.28571429,1,3.1335937500000006,7.560615889554764,3970
"Total","Edinson Volquez","TEX",0.2,4,13.50000014,0,1,0,0.25,0,0.25,0.5,3.00000003,0.66666667,1,0.20271436552307165,0.20271436552307165,3990
"Total","Allen Webster","2 Tms",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,1,12.153697771276223,12.153697771276224,3993
"Total","Enny Romero","3 Tms",4.2,20,13.49999999,1.92857143,7,0,0.35,0.05,0.3,0.263157894,1.28571428,0.41666667,1,0.7950661964392873,3.0093278671841683,4001
"Total","Yusmeiro Petit","4 Tms",9.2,36,5.58620689,1.86206896,3,1.86206896,0.16666667,0.05555556,0.11111111,0.147058823,0.72413793,0.11538462,1,5.2293157812036535,5.677818683425775,4020
"Total","Hector Santiago","3 Tms",5.1,21,10.12499999,3.375,3,0,0.28571429,0.0952381,0.19047619,0.157894736,0.9375,0.23076923,1,2.0539751484254527,4.017620538999751,4026
"Total","Steve Johnson","2 Tms",1.2,8,5.40000002,5.40000002,1,5.40000002,0.125,0.125,0,0.285714285,1.80000001,0.2,1,11.543967089889975,6.742048415048373,4053
"Total","Brian Duensing","3 Tms",5.1,21,3.375,1.6875,2,0,0.0952381,0.04761905,0.04761905,0.210526315,0.9375,0.23529412,1,3.5261157567761985,4.760931098981457,4064
"Total","Pedro Strop","CHC",13.1,52,13.5,2.7,5,1.35,0.38461538,0.07692308,0.30769231,0.14893617,0.825,0.2,1,3.246019911771511,2.7334884441162273,4070
"Total","Junichi Tazawa","3 Tms",4.2,19,7.71428571,5.78571428,1.33333333,0,0.21052632,0.15789474,0.05263158,0.125,1.07142857,0.16666667,1,3.359779514411759,4.386827346307664,4079
"Total","James Russell","2 Tms",1.2,8,5.40000002,0,1,0,0.125,0,0.125,0.375,1.80000001,0.42857143,1,1.936187071753044,3.820951951783463,4089
"Total","Luke Gregerson","2 Tms",18.1,76,13.25454545,2.45454545,5.4,0.98181818,0.35526316,0.06578947,0.28947368,0.214285714,1.09090909,0.31707317,1,2.597475164793899,2.135020508653717,4090
"Total","Carlos Villanueva","2 Tms",2.2,13,3.375,3.375,1,6.74999999,0.07692308,0.07692308,0,0.333333333,1.875,0.22222222,1,13.261835395566662,7.599147303797155,4138
"Total","Derek Holland","4 Tms",3.2,17,4.90909092,2.45454546,2,2.45454546,0.11764706,0.05882353,0.05882353,0.3125,1.63636364,0.30769231,1,6.459823588319884,5.504280468138177,4141
"Total","Edward Paredes","LAD",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.159035634994507,8.304667782085765,4168
"Total","Rafael Dolis","TOR",3.1,11,16.20000002,0,6,0,0.54545455,0,0.54545455,0.09090909,0.3,0.2,1,-0.4214118039973527,0.10789683450860199,4185
"Total","David Hernandez","4 Tms",6,22,10.50000002,4.50000001,2.33333333,0,0.31818182,0.13636364,0.18181818,0.052631578,0.66666667,0.08333333,1,2.3266663325671466,3.758482874370218,4259
"Total","Mark Melancon","6 Tms",54,215,8.5,1.33333333,6.375,0.5,0.2372093,0.0372093,0.2,0.20289855,0.92592593,0.25490196,1,2.428992762528787,2.685086229894637,4264
"Total","Manny Parra","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,4279
"Total","Matt Albers","3 Tms",6.1,28,11.36842108,4.2631579,2.66666667,0,0.28571429,0.10714286,0.17857143,0.24,1.42105263,0.35294118,1,2.0628359821649767,2.9386494282028357,4300
"Total","Justin Wilson","5 Tms",11,46,13.09090911,4.0909091,3.2,1.63636364,0.34782609,0.10869565,0.23913043,0.195121951,1.18181818,0.26086957,1,3.981363228647898,3.414752868962245,4301
"Total","Tyler Chatwood","3 Tms",2,8,13.5,0,3,0,0.375,0,0.375,0.25,1,0.4,1,0.18102641116647256,1.0632074744608833,4338
"Total","Kyle Drabek","CHW",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,4359
"Total","Craig Breslow","4 Tms",2,13,9.00000005,9.00000005,1,4.50000002,0.15384615,0.15384615,0,0.454545454,3.50000002,0.5,1,10.64377020766091,7.190081624750825,4363
"Total","Jeremy Hellickson","WSN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.2140094757080084,9.181627181243904,4371
"Total","Erik Kratz","PIT",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,3.146560382843018,4403
"Total","Jonathon Niese","2 Tms",0.2,3,0,0,0,0,0,0,0,0.333333333,1.50000002,0.33333333,1,3.143967056289974,5.642368201579047,4424
"Total","Jordan Zimmermann","DET",0,1,0,0,0,0,0,0,0,1,1,1,1,3.1465603828430178,3.1465603828430178,4505
"Total","Mitch Harris","STL",0.1,4,0,54.00000054,0,0,0,0.5,-0.5,0.5,9.00000009,0.5,1,21.13359393,21.133593930000004,4530
"Total","Jason Hammel","KCR",1.1,7,6.75000002,6.75000002,1,0,0.14285714,0.14285714,0,0.333333333,2.25000001,0.4,1,3.910431577650147,5.149142904336012,4538
"Total","Chris Smith","OAK",1.1,6,0,6.75000002,0,0,0,0.16666667,-0.16666667,0.2,1.5,0.2,1,5.399330216289956,6.733434943853599,4544
"Total","Russell Martin","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.2140094757080084,3.2140094757080084,4616
"Total","Joe Thatcher","HOU",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,1,12.13359384,16.5606160061169,4620
"Total","Pat Neshek","3 Tms",3.2,18,4.90909089,0,2,0,0.11111111,0,0.11111111,0.388888888,1.9090909,0.4375,1,2.0703637998838476,5.931219350319433,4682
"Total","Jeff Francis","TOR",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,4684
"Total","Nate Jones","3 Tms",6.2,29,14.84999999,1.35,11,1.35,0.37931034,0.03448276,0.34482759,0.285714285,1.35,0.4375,1,2.263793325879686,1.845942600735847,4696
"Total","Sergio Santos","LAD",0.1,3,0,0,0,0,0,0,0,0.666666666,6.00000006,0.66666667,1,3.13359375,3.13359375,4734
"Total","Donnie Veal","ATL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,4741
"Total","Jonathan Broxton","2 Tms",4.1,20,6.23076924,2.07692308,3,2.07692308,0.15,0.05,0.1,0.315789473,1.61538462,0.33333333,1,5.45365669605579,3.5191064241294807,4759
"Total","Matt Shoemaker","2 Tms",0.2,3,0,13.50000014,0,0,0,0.33333333,-0.33333333,0,1.50000002,0,1,7.651813981233521,7.651813981233522,4776
"Total","Joe Blanton","4 Tms",6,26,13.5,3,4.5,3,0.34615385,0.07692308,0.26923077,0.25,1.33333333,0.30769231,1,5.478033574416046,1.9330593044497617,4849
"Total","Ryan Kelly","ATL",0.1,4,0,0,0,0,0,0,0,0.75,9.00000009,0.75,1,3.13359375,7.560615916116898,4858
"Total","Mike Montgomery","2 Tms",4.1,17,8.30769231,4.15384616,2,0,0.23529412,0.11764706,0.11764706,0.133333333,0.92307692,0.18181818,1,2.691631984352226,3.8676370954014603,4869
"Total","Brandon Maurer","2 Tms",16.1,74,9.36734694,2.75510204,3.4,0,0.22972973,0.06756757,0.16216216,0.260869565,1.40816327,0.34615385,1,1.9884755132164311,3.337184335750559,4878
"Total","Peter Moylan","2 Tms",2.1,10,11.57142854,0,3,0,0.3,0,0.3,0.2,0.85714285,0.28571429,1,0.5765741830187228,1.2844092230472433,4891
"Total","Joe Colon","CLE",0,1,0,0,0,0,0,0,0,1,1,1,1,3.1465603828430178,3.1465603828430178,4920
"Total","Justin De Fratus","PHI",1.1,5,6.75000002,0,1,0,0.2,0,0.2,0.2,0.75,0.25,1,1.6335937462500005,2.7403492794785587,4955
"Total","Fernando Salas","3 Tms",7.1,29,4.9090909,1.22727273,4,0,0.13793103,0.03448276,0.10344828,0.214285714,0.95454545,0.25,1,2.468349669823427,4.07177127719852,4971
"Total","Fernando Abad","5 Tms",6,26,7.50000001,3.00000001,2.5,0,0.19230769,0.07692308,0.11538462,0.217391304,1.16666667,0.27777778,1,2.9829799913911264,4.62300702294343,4994
