Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Jon Edwards","CLE",1,2,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.43480363488197327,1483
"Total","Oliver Perez","3 Tms",10,15,15.42857145,5,0,0,4,4,1,2,0,0,4,0.384615384,0.466666666,0.615384615,0.46421999533971153,1514
"Total","Sean Doolittle","3 Tms",35,43,5.4,6,0,0,8,7,1,3,1,0,16,0.153846153,0.209302325,0.23076923,0.18474506196521578,1581
"Total","Francisco Rodriguez","2 Tms",30,35,10.24137931,5,0,1,11,11,1,2,1,0,8,0.166666666,0.2,0.333333333,0.20210346404243917,1642
"Total","Javier Lopez","SFG",3,3,13.50000014,0,0,0,1,1,0,1,0,0,1,0,0.333333333,0,0.23020400603612265,1663
"Total","Neal Cotts","MIL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797
"Total","Matt Belisle","4 Tms",9,16,37.12500023,6,4,0,13,11,0,1,1,1,1,0.461538461,0.5,0.769230769,0.49568405548731487,1837
"Total","Edwin Jackson","2 Tms",2,3,13.50000014,1,0,0,1,1,0,0,0,0,1,0.5,0.333333333,0.5,0.2936079502105713,1841
"Total","Jonny Gomes","ATL",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1845
"Total","Ryan Madson","3 Tms",20,25,10.80000001,3,1,0,8,8,1,3,1,0,4,0.157894736,0.24,0.368421052,0.23007132858037949,1852
"Total","Matt Moore","3 Tms",5,7,21.60000009,2,0,0,4,4,0,1,1,0,0,0.4,0.5,0.4,0.3518122911453247,1890
"Total","David Aardsma","ATL",2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6868430376052856,1902
"Total","Jason Frasor","KCR",4,5,0,1,0,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.17616477012634277,1906
"Total","Matt Thornton","2 Tms",2,2,54.00000054,1,0,0,2,2,1,0,0,0,0,0.5,0.5,2,1.007379412651062,1918
"Total","Cory Luebke","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
"Total","Ivan Nova","NYY",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
"Total","Buddy Carlyle","NYM",1,1,27,1,0,0,3,3,0,0,0,0,0,1,1,1,0.8808238506317139,2010
"Total","Justin Masterson","BOS",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6868430376052856,2038
"Total","Jorge De La Rosa","2 Tms",7,13,10.79999998,2,0,0,3,2,0,3,1,0,1,0.222222222,0.384615384,0.222222222,0.2617987593015035,2047
"Total","Chien-Ming Wang","KCR",5,9,4.5,1,1,0,1,1,0,3,0,0,1,0.166666666,0.444444444,0.333333333,0.368206176492903,2074
"Total","Adam Loewen","2 Tms",3,4,40.4999998,1,0,0,3,3,1,1,0,0,0,0.5,0.5,2,0.6889765709638596,2134
"Total","David Peralta","ARI",1,1,27,1,0,0,3,3,1,0,0,0,0,1,1,4,2.006518602371216,2136
"Total","Chris Narveson","MIA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141
"Total","Chad Qualls","2 Tms",3,2,26.99999987,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2170
"Total","Ronald Belisario","TBR",1,4,81.00000081,1,0,0,3,3,0,2,1,0,0,0.5,0.75,0.5,0.5225556294123331,2203
"Total","Ryan Raburn","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218
"Total","Blaine Boyer","3 Tms",5,6,10.80000004,1,1,0,2,2,0,0,0,0,1,0.2,0.166666666,0.4,0.2070032556851705,2237
"Total","Brandon Gomes","TBR",1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2267
"Total","Joel Peralta","LAD",1,0,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2332
"Total","Anthony Varvaro","BOS",1,1,9,1,0,0,1,1,0,0,0,0,0,1,1,1,0.8808238506317139,2385
"Total","Hector Rondon","3 Tms",34,40,7.14705882,4,0,0,9,9,1,3,1,0,18,0.108108108,0.175,0.189189189,0.15518147364640847,2391
"Total","Cory Rasmus","LAA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413
"Total","Jhoulys Chacin","COL",2,2,54.00000054,1,0,0,2,2,1,0,0,0,1,0.5,0.5,2,1.0360007286071777,2608
"Total","Scott Atchison","CLE",2,2,81.00000081,1,0,0,3,3,1,0,0,0,0,1,0.5,4,1.0326471328735352,2642
"Total","Brian Matusz","BAL",5,5,5.40000002,0,0,0,1,1,0,0,0,1,1,0,0.2,0,0.14362605810165405,2646
"Total","Brett Cecil","2 Tms",11,15,21,6,1,1,10,7,1,0,0,0,3,0.461538461,0.428571428,0.923076923,0.5340747535228729,2660
"Total","Joba Chamberlain","2 Tms",3,4,9,1,1,0,2,1,0,0,0,0,0,0.25,0.25,0.5,0.31050488352775574,2692
"Total","Ross Detwiler","2 Tms",3,6,0,1,0,0,0,0,0,2,1,1,0,0.333333333,0.666666666,0.333333333,0.45856150388717654,2859
"Total","Santiago Casilla","2 Tms",47,64,10.91489361,11,2,1,21,19,1,11,1,2,8,0.229166666,0.375,0.375,0.32618506749471027,2873
"Total","Luis Avilan","2 Tms",4,5,9,2,0,0,1,1,0,0,0,0,1,0.5,0.4,0.5,0.34982759952545167,2882
"Total","Zach McAllister","2 Tms",9,11,13.50000003,2,0,0,4,4,1,1,0,0,3,0.2,0.272727272,0.5,0.3226319768212058,2895
"Total","Jeff Locke","PIT",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929
"Total","Josh Ravin","LAD",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2951
"Total","Kenley Jansen","3 Tms",129,163,8.70967742,29,6,0,43,40,1,15,2,1,47,0.207142857,0.276073619,0.271428571,0.23935735447806603,3096
"Total","Tony Watson","3 Tms",17,22,3.85714286,3,1,0,3,3,0,0,0,1,3,0.166666666,0.19047619,0.222222222,0.17666239397866385,3132
"Total","Tim Collins","WSN",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164
"Total","David Price","LAD",6,8,3.375,1,0,0,1,1,0,1,0,0,2,0.142857142,0.25,0.142857142,0.1963464841246605,3184
"Total","Will Harris","HOU",18,20,9.52941178,6,1,0,6,6,0,1,0,0,5,0.315789473,0.35,0.368421052,0.31621815264225006,3192
"Total","Chris Young","KCR",2,2,81.00000081,1,0,0,3,3,0,0,0,0,0,0.5,0.5,0.5,0.43922707438468933,3196
"Total","Ervin Santana","KCR",2,3,0,1,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.29301844040552777,3200
"Total","Francisco Liriano","HOU",2,4,13.49999993,1,0,0,1,1,0,1,0,0,2,0.333333333,0.5,0.333333333,0.39241571724414825,3201
"Total","Jean Machi","2 Tms",4,7,20.25000005,1,0,0,3,3,0,2,0,0,1,0.2,0.428571428,0.2,0.3220728465488979,3220
"Total","T.J. McFarland","4 Tms",10,11,15.42857145,3,1,0,5,4,0,0,0,0,1,0.272727272,0.272727272,0.363636363,0.2707927931438793,3237
"Total","Zack Britton","2 Tms",43,56,2.7,5,0,0,8,5,0,8,2,0,14,0.106382978,0.236363636,0.106382978,0.16123063271900392,3240
"Total","Jordan Walden","STL",2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3271
"Total","Joe Smith","4 Tms",10,12,9.00000003,1,0,0,3,3,1,2,0,1,3,0.111111111,0.333333333,0.444444444,0.3417594830195109,3281
"Total","Anibal Sanchez","DET",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3284
"Total","Hector Noesi","MIA",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.43480363488197327,3292
"Total","Charlie Culberson","ATL",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3298
"Total","Chris Hatcher","2 Tms",11,11,12,1,1,0,4,4,0,1,0,0,5,0.111111111,0.181818181,0.222222222,0.1758289012041959,3299
"Total","Darren O'Day","2 Tms",9,12,8.09999998,2,1,0,3,3,0,1,0,0,4,0.2,0.25,0.3,0.2361726462841034,3321
"Total","Cesar Ramos","LAA",3,3,13.49999993,1,0,0,1,1,0,0,0,0,2,0.333333333,0.333333333,0.333333333,0.2936079502105713,3357
"Total","Jumbo Diaz","2 Tms",4,5,45,2,0,0,5,5,1,0,0,0,1,0.5,0.4,1.25,0.5892236232757568,3397
"Total","Drew Butera","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3411
"Total","Danny Duffy","KCR",3,3,13.50000014,1,0,0,1,1,0,0,0,0,2,0.333333333,0.333333333,0.333333333,0.2928180495897929,3542
"Total","Clay Buchholz","BOS",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543
"Total","Liam Hendriks","3 Tms",42,57,15.74999999,17,2,0,24,21,0,5,2,0,13,0.361702127,0.385964912,0.404255319,0.3222944140434265,3548
"Total","Clayton Richard","CHC",2,3,13.49999993,1,0,0,2,1,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2928180495897929,3551
"Total","Tony Barnette","TEX",6,9,5.39999999,2,1,0,1,1,0,2,0,0,2,0.285714285,0.444444444,0.428571428,0.38798294464747113,3555
"Total","Brian Schlitter","CHC",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599
"Total","Jim Johnson","3 Tms",26,30,8.3076923,2,0,0,11,8,0,2,0,0,6,0.08,0.133333333,0.08,0.10479909976323445,3656
"Total","Matt Buschmann","ARI",1,2,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0,3832
"Total","Zach Duke","4 Tms",10,12,9,2,0,0,3,3,0,3,1,0,1,0.25,0.454545454,0.25,0.3142878234386444,3840
"Total","Gavin Floyd","TOR",3,3,13.49999993,0,0,0,1,1,0,0,0,1,1,0,0.333333333,0,0.24030303955078125,3886
"Total","Enrique Burgos","ARI",1,1,18,1,0,0,3,2,1,0,0,0,0,1,1,4,2.0652942657470703,3895
"Total","Casey Fien","3 Tms",4,5,0,1,0,0,1,0,0,0,0,0,1,0.25,0.2,0.25,0.17616477012634277,3926
"Total","Matt Magill","2 Tms",8,10,7.71428569,1,0,0,2,2,0,1,1,0,4,0.111111111,0.2,0.111111111,0.09662302997377184,3950
"Total","Edward Mujica","OAK",3,4,9,1,1,0,1,1,0,0,0,0,1,0.25,0.25,0.5,0.31406763195991516,3970
"Total","Edinson Volquez","TEX",1,0,27,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3990
"Total","Allen Webster","CHC",1,2,0,0,0,0,0,0,0,1,1,0,1,0,0.5,0,0,3993
"Total","Enny Romero","3 Tms",11,13,4.90909092,2,0,0,2,2,0,1,1,0,3,0.166666666,0.23076923,0.166666666,0.14611146847407022,4001
"Total","Marcus Hatley","STL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
"Total","Yusmeiro Petit","4 Tms",9,11,6.74999999,1,0,0,2,2,0,2,0,0,2,0.111111111,0.272727272,0.111111111,0.20585726607929578,4020
"Total","Hector Santiago","CHW",6,10,4.5,2,1,0,1,1,0,3,0,0,1,0.285714285,0.5,0.428571428,0.4195394396781921,4026
"Total","Steve Johnson","BAL",1,1,27,1,0,0,3,3,1,0,0,0,0,1,1,4,2.0652942657470703,4053
"Total","Brian Duensing","3 Tms",8,12,27.00000014,4,1,0,6,6,0,2,2,1,1,0.444444444,0.583333333,0.555555555,0.4613209545612335,4064
"Total","Pedro Strop","CHC",18,20,6.35294118,1,0,0,4,4,0,2,0,2,4,0.066666666,0.25,0.066666666,0.18447935581207275,4070
"Total","Junichi Tazawa","3 Tms",6,6,10.80000004,1,0,0,2,2,0,0,0,0,1,0.2,0.166666666,0.2,0.14658845464388529,4079
"Total","James Russell","CHC",2,2,13.49999993,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4089
"Total","Luke Gregerson","2 Tms",27,37,11,8,2,1,13,11,1,5,2,0,7,0.25,0.351351351,0.46875,0.33300703082765853,4090
"Total","Carlos Villanueva","2 Tms",4,6,18,2,0,0,2,2,0,1,1,0,1,0.4,0.5,0.4,0.35185559988021853,4138
"Total","Derek Holland","3 Tms",10,12,8.10000001,2,0,0,3,3,1,1,0,0,2,0.222222222,0.25,0.555555555,0.29161982238292694,4141
"Total","Rafael Dolis","TOR",5,6,45,2,1,0,5,5,0,0,0,1,1,0.4,0.5,0.6,0.47377238670984906,4185
"Total","David Hernandez","3 Tms",5,6,0,0,0,0,0,0,0,1,1,0,1,0,0.166666666,0,0,4259
"Total","Mark Melancon","6 Tms",70,88,14.31818182,21,0,1,37,35,3,6,2,2,11,0.272727272,0.329545454,0.415584415,0.31050063635027686,4264
"Total","Manny Parra","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279
"Total","Matt Albers","3 Tms",12,13,18.90000008,3,1,0,7,7,1,0,0,0,7,0.25,0.23076923,0.583333333,0.31581650788967425,4300
"Total","Justin Wilson","5 Tms",26,33,11.88000003,8,1,1,11,11,0,2,0,0,5,0.266666666,0.303030303,0.366666666,0.28586575298598316,4301
"Total","Tyler Chatwood","3 Tms",6,8,7.71428573,2,0,0,2,2,0,0,0,0,2,0.25,0.25,0.25,0.2197638303041458,4338
"Total","Craig Breslow","3 Tms",5,8,0,2,1,0,0,0,0,1,1,0,0,0.333333333,0.375,0.5,0.3047056198120117,4363
"Total","Jordan Zimmermann","DET",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.43922707438468933,4505
"Total","Mitch Harris","STL",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4530
"Total","Jason Hammel","KCR",3,5,0,1,0,0,0,0,0,1,1,0,0,0.25,0.4,0.25,0.21988268196582794,4538
"Total","Chris Smith","OAK",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4544
"Total","Russell Martin","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4616
"Total","Pat Neshek","2 Tms",7,7,10.80000004,1,0,0,3,2,1,1,1,0,2,0.166666666,0.285714285,0.666666666,0.335793137550354,4682
"Total","Nate Jones","2 Tms",14,18,21.60000002,7,1,0,8,8,1,2,0,0,5,0.466666666,0.529411764,0.733333333,0.532749098889968,4696
"Total","Matt Cain","SFG",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4732
"Total","Sergio Santos","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4734
"Total","Donnie Veal","ATL",1,1,18,1,0,0,2,2,1,0,0,0,0,1,1,4,2.0652942657470703,4741
"Total","Jonathan Broxton","2 Tms",7,6,4.5,1,0,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.17533376216888427,4759
"Total","Matt Shoemaker","MIN",2,2,54.00000054,1,0,0,2,2,0,0,0,0,0,1,0.5,1,0.4395276606082916,4776
"Total","Joe Blanton","3 Tms",6,8,27.00000007,2,1,0,5,4,0,1,0,0,0,0.285714285,0.375,0.428571428,0.3504520654678345,4849
"Total","Ryan Kelly","ATL",2,3,26.99999987,1,1,0,2,2,0,0,0,0,0,0.333333333,0.333333333,0.666666666,0.4187568426132202,4858
"Total","Mike Montgomery","2 Tms",11,11,6.00000002,2,0,0,2,2,0,1,1,0,4,0.2,0.272727272,0.2,0.17579848766326905,4869
"Total","Brandon Maurer","2 Tms",29,40,19.73076925,10,0,0,20,19,4,5,0,0,5,0.294117647,0.375,0.647058823,0.41871110498905184,4878
"Total","Peter Moylan","2 Tms",6,8,3.85714286,1,0,0,1,1,0,1,0,0,1,0.142857142,0.25,0.142857142,0.19620785862207413,4891
"Total","Joe Colon","CLE",2,3,108.00000108,2,1,0,4,4,1,0,0,0,0,0.666666666,0.666666666,2,1.085592786471049,4920
"Total","Fernando Salas","3 Tms",12,15,16.19999997,2,0,0,6,6,0,2,1,1,3,0.222222222,0.333333333,0.222222222,0.22618721638407027,4971
"Total","Fernando Abad","5 Tms",10,12,23.62500006,3,0,0,7,7,1,2,0,0,3,0.3,0.416666666,0.6,0.4254237115383148,4994
"Total","Jake Diekman","8 Tms",18,25,18,5,0,0,9,8,1,8,1,1,4,0.333333333,0.56,0.533333333,0.4642743666966756,5003
"Total","Bo Schultz","TOR",5,6,36,3,0,1,4,4,1,0,0,0,0,0.5,0.5,1.333333333,0.7437402307987213,5028
"Total","Josh Fields","2 Tms",5,7,18.00000018,2,0,0,3,2,0,1,1,0,1,0.333333333,0.428571428,0.333333333,0.29321299990018207,5070
"Total","Franklin Morales","KCR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5088
"Total","Anthony Gose","CLE",2,2,27.00000027,1,1,0,1,1,0,0,0,0,1,0.5,0.5,1,0.6307384967803955,5097
"Total","Jeurys Familia","4 Tms",64,91,16.11290322,18,3,1,39,37,1,18,4,1,16,0.257142857,0.406593406,0.371428571,0.33594278768561353,5114
"Total","Brandon Mann","TEX",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5172
"Total","Ernesto Frieri","2 Tms",3,4,27,1,1,0,3,3,0,0,0,0,1,0.333333333,0.25,0.666666666,0.31406763195991516,5178
"Total","Kelvin Marte","PIT",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5200
"Total","Alex Gordon","KCR",1,3,54.00000054,2,0,0,2,2,0,0,0,0,0,1,0.666666666,1,0.579738179842631,5209
"Total","Wade LeBlanc","3 Tms",7,8,7.71428573,1,1,0,2,2,0,0,0,0,2,0.142857142,0.125,0.285714285,0.15590935945510864,5221
"Total","Blake Parker","5 Tms",25,28,6.13636363,2,0,0,5,5,0,5,0,1,10,0.1,0.285714285,0.1,0.21179020404815674,5224
"Total","Justin Turner","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5235
"Total","Wilmer Font","3 Tms",5,6,108.00000108,4,0,0,8,8,1,0,0,0,1,0.666666666,0.666666666,1.166666666,0.7787581483523051,5257
"Total","Brandon Crawford","SFG",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5343
"Total","Jose Alvarez","3 Tms",15,21,8.30769231,4,1,0,6,4,0,2,1,0,5,0.210526315,0.285714285,0.263157894,0.22917152643203736,5358
"Total","Manny Banuelos","CHW",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5365
"Total","Brad Peacock","HOU",5,8,10.79999998,2,1,0,2,2,0,1,0,0,2,0.285714285,0.375,0.428571428,0.35168416053056717,5401
"Total","Pedro Baez","2 Tms",12,12,4.90909092,0,0,0,3,2,0,1,0,0,7,0,0.083333333,0,0.057749504844347634,5420
"Total","Jesse Chavez","5 Tms",13,16,17.18181826,3,0,0,7,7,3,3,0,0,4,0.25,0.375,1,0.5078136920928955,5448
"Total","Arodys Vizcaino","ATL",35,42,9.58064516,7,1,0,13,11,2,4,1,1,12,0.194444444,0.285714285,0.388888888,0.28331851232342603,5498
"Total","Dana Eveland","TBR",2,3,0,0,0,0,0,0,0,2,1,0,0,0,0.666666666,0,0.34530600905418396,5508
"Total","Boone Logan","3 Tms",12,19,26.99999991,4,1,0,9,9,1,3,0,1,5,0.266666666,0.421052631,0.533333333,0.40864145442059163,5525
"Total","Phil Coke","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5535
"Total","Arnold Leon","OAK",1,2,27.00000027,0,0,0,1,1,0,1,0,0,0,0,0.5,0,0.3434215188026428,5595
"Total","Ryan Brasier","2 Tms",12,16,24.29999995,6,3,0,10,9,1,1,0,0,1,0.428571428,0.4375,0.857142857,0.5111605785787106,5615
"Total","Tyler Clippard","7 Tms",30,42,17,7,3,0,17,17,0,9,3,1,7,0.24137931,0.404761904,0.344827586,0.31097588325158143,5640
"Total","Brooks Brown","COL",3,2,54.00000054,1,1,0,2,2,0,0,0,0,0,0.5,0.5,1,0.6281352639198303,5679
"Total","Junior Guerra","2 Tms",4,6,13.49999993,0,0,0,2,2,0,2,0,0,0,0,0.333333333,0,0.23057218392690024,5702
"Total","Jose De Paula","NYY",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5744
"Total","Eric O'Flaherty","3 Tms",7,9,7.71428573,3,1,0,2,2,0,1,0,0,2,0.375,0.444444444,0.5,0.4116401407453749,5746
"Total","Hernan Perez","WSN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5751
"Total","Bruce Rondon","2 Tms",14,19,29.45454551,5,1,0,13,12,0,3,1,1,2,0.384615384,0.47368421,0.461538461,0.38138097524642944,5766
"Total","Jorge Rondon","BAL",1,2,18,2,0,0,2,2,0,0,0,0,0,1,1,1,0.8808238506317139,5791
"Total","Jhan Marinez","4 Tms",10,13,9,0,0,0,4,4,0,3,0,0,3,0,0.23076923,0,0.15912221486751849,5830
"Total","Jason Motte","3 Tms",9,13,20.24999997,4,2,0,6,6,0,1,1,1,1,0.363636363,0.461538461,0.545454545,0.415015588204066,5861
"Total","Danny Salazar","CLE",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5867
"Total","Gonzalez Germen","COL",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5876
"Total","Wesley Wright","BAL",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5960
"Total","Jonathan Papelbon","2 Tms",26,29,6.75,5,2,0,8,6,0,2,1,0,8,0.192307692,0.24137931,0.269230769,0.20804410534245626,5975
"Total","Randall Delgado","ARI",5,7,26.99999987,3,1,0,4,4,1,0,0,0,2,0.428571428,0.428571428,1,0.5910860300064087,5985
"Total","Kelvin Herrera","3 Tms",30,39,12.53571428,9,1,1,14,13,1,4,0,0,9,0.264705882,0.333333333,0.44117647,0.3283974895110497,6033
"Total","Huascar Brazoban","MIA",1,2,9,1,0,0,1,1,0,1,0,0,0,1,1,1,0.7892195880413055,6107
"Total","Eduardo Escobar","2 Tms",2,3,13.50000014,0,0,0,1,1,0,1,0,0,0,0,0.333333333,0,0.23196762800216675,6153
"Total","Logan Kensing","2 Tms",2,3,13.50000014,1,0,0,1,1,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2928180495897929,6166
"Total","Albert Suarez","SFG",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6175
"Total","Dellin Betances","2 Tms",25,34,8.21739131,2,0,0,9,7,0,7,1,3,12,0.083333333,0.352941176,0.083333333,0.24439958370093143,6216
"Total","Diego Moreno","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6238
"Total","Tom Gorzelanny","DET",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.22894767920176187,6244
"Total","Trevor Cahill","2 Tms",6,8,26.99999987,3,0,0,4,4,1,1,0,0,2,0.428571428,0.5,0.857142857,0.5555334836244583,6249
"Total","Scott Feldman","TOR",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.23020400603612265,6283
"Total","David Phelps","2 Tms",10,13,0,1,0,0,0,0,0,2,1,0,5,0.09090909,0.23076923,0.09090909,0.1309529890616735,6316
"Total","Al Alburquerque","2 Tms",3,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.22020596265792847,6324
"Total","Ryan Feierabend","TOR",1,1,9,1,0,0,1,1,0,0,0,0,0,1,1,1,0.8696072697639465,6336
"Total","Trevor May","3 Tms",22,27,8.59090909,5,0,0,7,7,0,0,0,1,5,0.208333333,0.23076923,0.208333333,0.19769234611437872,6398
"Total","Jose Cisnero","DET",11,17,9.81818181,5,0,0,4,4,0,1,1,0,4,0.333333333,0.352941176,0.333333333,0.2753555029630661,6399
"Total","Stolmy Pimentel","TEX",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6415
"Total","Tim Stauffer","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6432
"Total","Vance Worley","3 Tms",6,8,6.75000002,2,0,0,2,2,0,0,0,0,1,0.285714285,0.25,0.285714285,0.219390369951725,6435
