Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","James Russell","CHC",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.44041192531585693,4089
"Total","Luke Gregerson","HOU",4,5,18,2,0,0,2,2,0,0,0,0,2,0.4,0.4,0.4,0.35232954025268554,4090
"Total","Rafael Dolis","TOR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4185
"Total","David Hernandez","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4259
"Total","Mark Melancon","4 Tms",11,11,2.70000001,1,0,0,1,1,0,0,0,0,0,0.09090909,0.09090909,0.09090909,0.07991412011059848,4264
"Total","Matt Albers","MIL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300
"Total","Justin Wilson","DET",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4301
"Total","Tyler Chatwood","2 Tms",2,1,81.00000081,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4338
"Total","Craig Breslow","MIN",2,4,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0,0.3464970290660858,4363
"Total","Pat Neshek","HOU",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.43922707438468933,4682
"Total","Nate Jones","CHW",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696
"Total","Sergio Santos","LAD",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4734
"Total","Jonathan Broxton","STL",2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4759
"Total","Joe Blanton","WSN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4849
"Total","Mike Montgomery","CHC",3,3,13.50000014,1,0,0,1,1,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.29222293694814044,4869
"Total","Brandon Maurer","2 Tms",6,6,13.50000003,1,0,0,2,2,0,1,0,0,2,0.2,0.333333333,0.2,0.2610330681006114,4878
"Total","Peter Moylan","KCR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891
"Total","Fernando Salas","2 Tms",3,1,54.00000054,0,0,0,2,2,0,0,0,0,1,0,0,0,0,4971
"Total","Fernando Abad","OAK",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4994
"Total","Jake Diekman","2 Tms",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5003
"Total","Jeurys Familia","2 Tms",7,9,26.99999995,2,2,0,5,5,0,2,0,0,2,0.285714285,0.444444444,0.571428571,0.4288297759162055,5114
"Total","Blake Parker","2 Tms",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5224
"Total","Wilmer Font","TOR",1,1,27,1,1,0,3,3,0,0,0,0,0,1,1,2,1.2381021976470947,5257
"Total","Jose Alvarez","LAA",5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5358
"Total","Manny Banuelos","CHW",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.23009816805521646,5365
"Total","Brad Peacock","HOU",2,2,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.4397653639316559,5401
"Total","Jesse Chavez","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5448
"Total","Arodys Vizcaino","ATL",6,9,4.50000002,1,0,0,1,1,0,1,0,0,1,0.125,0.222222222,0.125,0.17434068520863852,5498
"Total","Boone Logan","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5525
"Total","Ryan Brasier","BOS",2,2,81.00000081,2,0,0,3,3,0,0,0,0,0,1,1,1,0.8825362920761108,5615
"Total","Tyler Clippard","5 Tms",7,6,5.40000002,1,0,0,3,1,0,0,0,0,2,0.166666666,0.166666666,0.166666666,0.14650922020276388,5640
"Total","Junior Guerra","LAA",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5702
"Total","Eric O'Flaherty","2 Tms",2,1,36,1,1,0,4,4,0,0,0,0,0,1,1,2,1.2321683168411255,5746
"Total","Bruce Rondon","DET",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5766
"Total","Jhan Marinez","MIL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5830
"Total","Jason Motte","2 Tms",2,2,108.00000108,1,0,0,4,4,1,0,0,0,0,0.5,0.5,2,0.9899427890777588,5861
"Total","Jonathan Papelbon","WSN",3,2,81.00000081,1,1,0,6,3,0,0,0,0,0,0.5,0.5,1,0.6210097670555115,5975
"Total","Randall Delgado","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5985
"Total","Kelvin Herrera","3 Tms",8,8,9,2,0,0,4,2,0,0,0,0,2,0.25,0.25,0.25,0.21916720271110535,6033
"Total","David Murphy","CLE",1,2,0,1,0,0,5,0,1,0,0,1,0,1,1,4,1.3917122781276703,6035
"Total","Ian Kinsler","SDP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6195
"Total","Dellin Betances","NYY",7,7,16.20000006,2,0,0,3,3,0,0,0,0,4,0.285714285,0.285714285,0.285714285,0.25088564838681904,6216
"Total","Tom Gorzelanny","DET",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6244
"Total","Trevor Cahill","CHC",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6249
"Total","Scott Feldman","TOR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6283
"Total","David Phelps","3 Tms",6,7,13.50000014,3,1,0,2,2,0,0,0,0,0,0.428571428,0.428571428,0.571428571,0.4302725877080645,6316
"Total","Esmil Rogers","NYY",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6317
"Total","Trevor May","OAK",4,3,53.99999973,0,0,0,6,4,0,1,0,0,1,0,0.333333333,0,0.23196762800216675,6398
"Total","Jose Cisnero","DET",4,5,27.00000027,2,1,0,5,2,0,1,0,0,1,0.5,0.6,0.75,0.5625853538513184,6399
"Total","Tim Stauffer","MIN",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8808238506317139,6432
"Total","Vance Worley","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6435
"Total","Kevin Jepsen","2 Tms",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6475
"Total","Steve Cishek","5 Tms",6,8,81.00000081,3,0,0,9,9,0,2,0,0,1,0.5,0.625,0.5,0.5022461861371994,6483
"Total","Blaine Hardy","DET",2,3,0,1,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.29222293694814044,6499
"Total","Marc Rzepczynski","2 Tms",3,3,0,1,0,0,3,0,0,0,0,0,2,0.333333333,0.333333333,0.333333333,0.2928180495897929,6612
"Total","Brad Brach","2 Tms",4,4,18,1,0,0,2,2,0,0,0,0,2,0.25,0.25,0.25,0.21988268196582794,6627
"Total","Craig Kimbrel","5 Tms",15,13,18.89999996,2,0,0,7,7,0,1,0,0,3,0.166666666,0.23076923,0.166666666,0.1888682062809284,6655
"Total","Alex Colome","3 Tms",10,10,6.75000002,2,1,0,4,2,0,0,0,0,3,0.2,0.2,0.3,0.21168821454048156,6661
"Total","Andrew Miller","2 Tms",5,6,6.75000002,0,0,0,1,1,0,2,0,0,3,0,0.333333333,0,0.22952292362848917,6785
"Total","Robbie Ross Jr.","BOS",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6819
"Total","Sam Freeman","ATL",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6832
"Total","Martin Maldonado","HOU",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6887
"Total","Chase Anderson","PHI",1,1,27,1,1,0,3,3,0,0,0,0,0,1,1,2,1.2416465282440186,6895
"Total","Joakim Soria","OAK",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6941
"Total","Drew Storen","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6983
"Total","Luis Garcia","2 Tms",5,7,20.2499999,1,0,0,3,3,0,2,0,0,2,0.2,0.428571428,0.2,0.3241833278111049,6984
"Total","Ian Kennedy","4 Tms",7,7,40.5000001,3,0,0,6,6,0,0,0,0,2,0.428571428,0.428571428,0.428571428,0.37607334341321674,6986
"Total","Ryan Pressly","2 Tms",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7005
"Total","Pat Venditte","3 Tms",4,5,6.75000002,0,0,0,1,1,0,1,0,0,1,0,0.2,0,0.13812240362167358,7108
"Total","Daniel Bard","COL",9,10,10.12500003,0,0,0,3,3,0,2,0,0,4,0,0.2,0,0.13918057680130005,7115
"Total","Daniel Hudson","3 Tms",7,7,21.60000009,2,1,0,4,4,0,0,0,0,3,0.285714285,0.285714285,0.428571428,0.3035064765385219,7146
"Total","Jonny Venters","ATL",2,2,0,1,0,0,4,0,0,0,0,0,1,0.5,0.5,0.5,0.43480363488197327,7175
"Total","Greg Holland","3 Tms",6,6,16.19999997,1,0,0,3,3,0,1,0,0,2,0.2,0.333333333,0.2,0.26116055250167847,7196
"Total","Brad Ziegler","ARI",4,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,7293
"Total","Dan Otero","CLE",3,3,0,1,1,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.666666666,0.41575829188028973,7385
"Total","Dillon Gee","KCR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7396
"Total","Javy Guerra","2 Tms",3,3,36,3,0,0,4,4,0,0,0,0,0,1,1,1,0.8743149638175964,7407
"Total","Jay Jackson","MIL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7432
"Total","Wade Davis","3 Tms",12,12,15.00000005,2,0,0,5,5,0,1,0,0,4,0.181818181,0.25,0.181818181,0.2031963268915812,7441
"Total","Tommy Layne","NYY",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7501
"Total","Collin McHugh","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7531
"Total","Jake McGee","2 Tms",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7550
"Total","Nick Vincent","2 Tms",2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.6902945041656494,7555
"Total","Fernando Rodriguez Jr.","OAK",1,2,36,0,0,0,4,4,0,2,0,0,0,0,1,0,0.6906120181083679,7558
"Total","Jordan Lyles","COL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7593
"Total","Carlos Torres","MIL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7624
"Total","Neil Ramirez","NYM",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.3464970290660858,7677
"Total","Juan Nicasio","2 Tms",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7731
"Total","Wily Peralta","KCR",4,5,18,1,0,0,2,2,0,1,0,0,0,0.25,0.4,0.25,0.3118273735046387,7738
"Total","Shawn Kelley","2 Tms",5,4,13.50000003,0,0,0,2,2,0,0,0,0,3,0,0,0,0,7773
"Total","Hunter Strickland","2 Tms",4,5,6.75000002,0,0,0,1,1,0,1,0,0,1,0,0.2,0,0.1377487897872925,7836
"Total","Jerry Blevins","ATL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7841
"Total","Cory Gearrin","SFG",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6929940581321716,7947
"Total","Anthony Bass","SEA",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7982
"Total","Marcus Walden","BOS",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.23009816805521646,8004
"Total","Jason Gurka","COL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8007
"Total","Will Smith","3 Tms",13,14,16.20000002,2,1,0,6,6,0,2,0,0,6,0.166666666,0.285714285,0.25,0.2504174326147352,8048
"Total","Dan Jennings","CHW",2,3,0,1,1,0,3,0,0,1,0,0,0,0.5,0.666666666,1,0.6442105174064636,8073
"Total","Bryan Shaw","2 Tms",5,4,27.00000027,1,0,0,3,3,0,0,0,0,1,0.25,0.25,0.25,0.21740181744098663,8110
"Total","Yovani Gallardo","SEA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8173
"Total","Kevin Siegrist","STL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8180
"Total","David Robertson","3 Tms",10,13,13.50000003,2,0,0,5,4,0,3,0,0,3,0.2,0.384615384,0.2,0.29532989171835095,8241
"Total","J.P. Howell","LAD",2,2,27.00000027,0,0,0,1,1,0,0,0,1,0,0,0.5,0,0.3604545593261719,8245
"Total","Paolo Espino","WSN",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.44192540645599365,8246
"Total","Huston Street","LAA",2,3,54.00000054,1,0,0,2,2,0,1,0,0,0,0.5,0.666666666,0.5,0.5230220556259155,8258
"Total","Ross Ohlendorf","CIN",2,3,0,0,0,0,0,0,0,1,0,1,0,0,0.666666666,0,0.47050704558690387,8268
"Total","Tony Sipp","HOU",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8280
"Total","JC Ramirez","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8302
"Total","Lucas Luetge","NYY",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8337
"Total","AJ Ramos","2 Tms",8,8,13.5,0,0,0,3,3,0,2,0,0,5,0,0.25,0,0.1721818819642067,8350
"Total","Deolis Guerra","LAA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8410
"Total","Jeff Beliveau","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8504
"Total","Justin Miller","WSN",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8580
"Total","Dustin McGowan","MIA",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8600
"Total","Kendrys Morales","OAK",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610
"Total","Oliver Drake","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8823
"Total","Antonio Bastardo","PIT",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8844
"Total","Matt Reynolds","ARI",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8808238506317139,8887
"Total","Arquimedes Caminero","SEA",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8992
"Total","Adam Warren","SDP",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.43480363488197327,9029
"Total","Jeanmar Gomez","PHI",3,3,108.00000108,2,0,0,4,4,0,0,0,0,0,0.666666666,0.666666666,0.666666666,0.5856360991795858,9033
"Total","J.J. Hoover","2 Tms",2,3,13.50000014,1,0,0,1,1,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.29222293694814044,9037
"Total","John Axford","3 Tms",5,6,20.2499999,1,0,0,3,3,0,1,0,0,1,0.2,0.333333333,0.2,0.2623029847939809,9059
"Total","Kirby Yates","3 Tms",11,12,16.87499998,1,0,0,5,5,0,3,0,0,5,0.111111111,0.333333333,0.111111111,0.24695523579915366,9073
"Total","Brad Hand","4 Tms",16,16,4.15384616,2,0,0,4,2,0,1,0,0,6,0.133333333,0.1875,0.133333333,0.15317362546920776,9111
"Total","Gregory Infante","CHW",2,3,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0.24087299903233847,9119
"Total","TJ House","TOR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9121
"Total","Koji Uehara","BOS",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9227
"Total","Alex Wilson","DET",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9239
"Total","Rob Scahill","PIT",1,1,0,1,0,0,4,0,1,0,0,0,0,1,1,4,2.0652942657470703,9286
"Total","Jared Hughes","2 Tms",2,2,54.00000054,1,0,0,2,2,0,0,0,0,0,0.5,0.5,0.5,0.44041192531585693,9325
"Total","Brandon Morrow","CHC",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9346
"Total","Zac Rosscup","COL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9419
"Total","Ryan Buchter","SDP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9456
"Total","Jeremy Jeffress","2 Tms",7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9490
"Total","Bud Norris","2 Tms",5,6,53.99999973,3,0,0,4,4,0,1,0,0,1,0.6,0.666666666,0.6,0.5547873874505361,9492
"Total","Brian Moran","TOR",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4412629008293152,9646
"Total","Vidal Nuno","SEA",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9674
"Total","Burke Badenhop","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9736
"Total","Joe Kelly","BOS",2,2,27.00000027,1,0,0,1,1,1,0,0,0,0,0.5,0.5,2,1.007379412651062,9761
"Total","Rex Brothers","2 Tms",3,2,26.99999987,0,0,0,2,2,0,0,0,0,0,0,0,0,0,9794
"Total","Sergio Romo","4 Tms",6,7,5.40000002,0,0,0,1,1,0,2,0,0,3,0,0.285714285,0,0.19722700119018555,9817
"Total","Chaz Roe","TBR",1,1,36,1,0,0,4,4,1,0,0,0,0,1,1,4,2.0308284759521484,9866
"Total","Travis Wood","CHC",2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9884
"Total","Bobby Parnell","DET",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9926
"Total","Brandon Kintzler","3 Tms",6,5,189.00000189,3,0,1,7,7,0,1,0,0,1,0.75,0.8,1.25,0.7980947732925415,9939
"Total","Mike Dunn","2 Tms",5,5,36,1,0,0,4,4,0,1,0,0,0,0.25,0.4,0.25,0.31323968172073363,9948
"Total","Tom Wilhelmsen","SEA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9975
"Total","Patrick Schuster","OAK",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10029
"Total","Brooks Raley","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10061
"Total","Ian Krol","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10066
"Total","Caleb Thielbar","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10078
"Total","Brad Boxberger","4 Tms",6,8,0,0,0,0,0,0,0,2,0,0,3,0,0.25,0,0.17265576869249344,10133
"Total","Ryan Weber","2 Tms",2,2,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0.8740307092666626,10160
"Total","Jose Ramirez","ATL",1,1,18,1,0,0,2,2,0,0,0,0,0,1,1,1,0.8766688108444214,10171
"Total","Shelby Miller","TEX",1,1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0.8696072697639465,10197
"Total","Aaron Northcraft","SDP",1,2,27.00000027,0,0,0,1,1,0,1,0,0,1,0,0.5,0,0.34585827589035034,10218
"Total","Aroldis Chapman","4 Tms",16,17,18.00000005,2,0,0,8,8,0,2,0,1,8,0.142857142,0.294117647,0.142857142,0.22733165586695953,10233
"Total","Bryan Morris","MIA",2,3,27.00000027,0,0,0,1,1,0,2,0,0,1,0,0.666666666,0,0.4591516852378845,10234
"Total","Ryan Tepera","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10291
"Total","Michael Tonkin","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10315
"Total","Juan Minaya","2 Tms",2,2,36,1,1,0,4,4,0,0,0,1,0,1,1,2,0.982132762670517,10341
"Total","Aaron Loup","2 Tms",3,4,0,2,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.44072653353214264,10343
"Total","Robbie Erlin","SDP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10354
"Total","Brooks Pounders","COL",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1.2472748756408691,10387
"Total","Mychal Givens","3 Tms",7,6,90,2,0,0,10,10,0,1,0,0,1,0.4,0.5,0.4,0.4083622793356578,10430
"Total","Shawn Tolleson","TEX",4,4,53.99999973,2,0,0,4,4,1,0,0,0,1,0.5,0.5,1.25,0.7233032435178757,10481
"Total","Dean Kiekhefer","STL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10529
"Total","Jimmy Nelson","LAD",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10547
"Total","Addison Reed","NYM",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10586
