Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Luis Garcia","3 Tms",4,4,20.25000005,1,0,0,3,3,0,0,0,0,1,0.25,0.25,0.25,0.21988268196582794,6984
"Total","Ian Kennedy","TEX",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6986
"Total","Ryan Pressly","2 Tms",7,8,0,3,0,0,0,0,0,0,0,0,2,0.428571428,0.375,0.428571428,0.33017003536224365,7005
"Total","Pat Venditte","3 Tms",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7108
"Total","Daniel Bard","COL",11,12,33,2,1,0,11,11,0,0,0,2,3,0.25,0.333333333,0.375,0.29796255628267926,7115
"Total","Daniel Hudson","4 Tms",9,5,18.00000009,0,0,0,4,4,0,0,0,0,0,0,0,0,0,7146
"Total","Ryan Mattheus","CIN",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7169
"Total","Jonny Venters","ATL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7175
"Total","Logan Forsythe","MIA",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7185
"Total","Greg Holland","COL",4,5,0,1,0,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.17533376216888427,7196
"Total","Brad Ziegler","3 Tms",8,11,12,4,1,0,9,4,0,1,0,0,0,0.4,0.454545454,0.5,0.4141498804092407,7293
"Total","Javy Guerra","2 Tms",4,2,27,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7407
"Total","Austin Adams","2 Tms",2,1,36,1,0,0,5,4,1,0,0,0,0,1,1,4,1.9395360946655273,7411
"Total","Jay Jackson","MIL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7432
"Total","Wade Davis","3 Tms",10,14,14.72727271,1,0,0,6,6,0,3,0,0,6,0.09090909,0.285714285,0.09090909,0.21065728153501237,7441
"Total","Phil Hughes","MIN",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7450
"Total","Tommy Layne","NYY",1,3,0,1,0,0,0,0,0,1,0,0,0,0.5,0.666666666,0.5,0.5230220556259155,7501
"Total","Lucas Harrell","TOR",1,1,18,1,0,0,2,2,0,0,0,0,0,1,1,1,0.8766688108444214,7541
"Total","Jake McGee","3 Tms",4,4,45.00000045,0,0,0,5,5,0,1,0,0,1,0,0.25,0,0.17292913794517517,7550
"Total","Mark Reynolds","COL",1,1,18,1,0,0,2,2,0,0,0,0,0,1,1,1,0.8696072697639465,7619
"Total","Carlos Torres","2 Tms",4,5,67.50000068,2,0,0,7,5,1,1,0,0,0,0.666666666,0.6,1.666666666,0.7102667570114136,7624
"Total","Neil Ramirez","MIN",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7677
"Total","Juan Nicasio","2 Tms",2,3,54.00000054,1,0,0,2,2,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.2898690899213155,7731
"Total","Wily Peralta","KCR",3,2,40.50000041,0,0,0,3,3,0,0,0,0,1,0,0,0,0,7738
"Total","Shawn Kelley","2 Tms",3,3,54.00000054,2,0,0,2,2,1,0,0,0,0,0.666666666,0.666666666,1.666666666,0.9535698095957438,7773
"Total","Hunter Strickland","3 Tms",5,4,36.00000036,0,0,0,5,4,0,1,0,0,0,0,0.25,0,0.17265300452709198,7836
"Total","Jerry Blevins","NYM",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7841
"Total","Christian Friedrich","COL",1,2,18,2,1,0,2,2,0,0,0,0,0,1,1,1.5,1.0685471892356873,7942
"Total","Cory Gearrin","2 Tms",2,1,27.00000027,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7947
"Total","Anthony Bass","2 Tms",3,5,40.4999998,0,0,0,4,3,0,1,0,1,1,0,0.4,0,0.2824453949928284,7982
"Total","Marcus Walden","BOS",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8004
"Total","Glen Perkins","MIN",1,1,9,0,0,0,1,1,0,0,0,1,0,0,1,0,0.7226189970970154,8041
"Total","Will Smith","3 Tms",8,8,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,8048
"Total","Dan Jennings","CHW",3,6,27,2,0,0,3,3,0,1,0,0,0,0.5,0.5,0.5,0.40768683950106305,8073
"Total","Bryan Shaw","2 Tms",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8110
"Total","Kevin Siegrist","STL",4,5,40.4999998,2,0,0,3,3,0,1,0,0,1,0.666666666,0.6,0.666666666,0.49045194387435914,8180
"Total","Josh Harrison","CHW",1,3,26.99999987,2,0,0,2,2,0,0,0,0,0,0.666666666,0.666666666,0.666666666,0.5892338752746582,8202
"Total","David Robertson","3 Tms",7,9,43.20000017,2,1,0,8,8,0,2,0,0,3,0.333333333,0.444444444,0.5,0.38924267556932235,8241
"Total","J.P. Howell","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8245
"Total","Huston Street","LAA",5,7,18,2,0,0,4,4,0,0,0,0,1,0.333333333,0.285714285,0.333333333,0.25132542848587036,8258
"Total","Tony Sipp","HOU",2,2,81.00000081,1,0,0,4,3,1,0,0,0,0,0.5,0.5,2,1.007379412651062,8280
"Total","AJ Ramos","2 Tms",8,7,3,0,0,0,1,1,0,0,0,0,2,0,0,0,0,8350
"Total","Deolis Guerra","MIL",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8410
"Total","Danny Farquhar","2 Tms",3,3,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8501
"Total","Justin Miller","WSN",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8580
"Total","Kendrys Morales","OAK",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8610
"Total","Tanner Roark","WSN",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8753
"Total","Oliver Drake","2 Tms",2,2,54.00000054,1,0,0,2,2,0,0,0,0,1,0.5,0.5,0.5,0.4397653639316559,8823
"Total","Ryan Cook","BOS",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8855
"Total","Jeanmar Gomez","2 Tms",3,2,40.4999998,1,0,0,3,3,0,0,0,0,0,1,0.5,1,0.43922707438468933,9033
"Total","John Axford","2 Tms",7,8,81,2,1,0,9,9,0,3,0,0,2,0.5,0.625,0.75,0.5253121256828308,9059
"Total","Kirby Yates","3 Tms",7,8,11.57142864,1,0,0,4,3,0,0,0,0,3,0.166666666,0.125,0.166666666,0.10980676859617233,9073
"Total","Zach Putnam","CHW",1,1,18,1,0,0,2,2,0,0,0,0,0,1,1,1,0.8808238506317139,9080
"Total","Brad Hand","3 Tms",6,6,0,0,0,0,2,0,0,1,0,0,3,0,0.166666666,0,0.11492159962654114,9111
"Total","Gregory Infante","CHW",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9119
"Total","Koji Uehara","BOS",2,1,27.00000027,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9227
"Total","Alex Wilson","DET",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9239
"Total","Rob Scahill","PIT",2,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9286
"Total","Jared Hughes","2 Tms",5,4,21.59999996,1,1,0,4,4,0,0,0,0,0,0.25,0.25,0.5,0.3041660487651825,9325
"Total","Brandon Morrow","CHC",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8795307278633118,9346
"Total","Zac Rosscup","COL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9419
"Total","Ryan Buchter","SDP",2,1,27.00000027,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9456
"Total","George Kontos","SFG",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9486
"Total","Jeremy Jeffress","2 Tms",4,4,6.75000002,0,0,0,1,1,0,0,0,0,3,0,0,0,0,9490
"Total","Bud Norris","2 Tms",4,3,26.99999987,1,0,0,5,4,1,0,0,0,0,0.333333333,0.333333333,1.333333333,0.6599618593851725,9492
"Total","Michael Blazek","MIL",2,3,54.00000054,1,0,0,3,2,0,0,0,0,0,0.5,0.333333333,0.5,0.2928180495897929,9654
"Total","Vidal Nuno","SEA",2,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9674
"Total","Burke Badenhop","CIN",1,1,36,1,0,0,4,4,0,0,0,0,0,1,1,1,0.8808238506317139,9736
"Total","David Hale","MIN",1,0,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,9756
"Total","Joe Kelly","2 Tms",3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9761
"Total","Sergio Romo","TBR",4,5,162.00000162,4,1,0,6,6,1,0,0,0,0,0.8,0.8,1.6,1.0074329614639281,9817
"Total","Chaz Roe","TBR",1,0,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,9866
"Total","Chris Rusin","COL",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9895
"Total","Bobby Parnell","DET",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9926
"Total","Brandon Kintzler","3 Tms",8,6,43.19999991,3,0,0,8,8,0,0,0,0,1,0.5,0.5,0.5,0.43940650423367816,9939
"Total","Todd Redmond","TOR",1,1,18,1,1,0,2,2,0,0,0,0,0,1,1,2,1.2562705278396606,9943
"Total","Mike Dunn","COL",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9948
"Total","Tom Wilhelmsen","SEA",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9975
"Total","Brooks Raley","TBR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10061
"Total","Ian Krol","DET",1,0,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10066
"Total","Caleb Thielbar","MIN",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10078
"Total","Brad Boxberger","3 Tms",6,6,18.00000009,1,0,0,4,4,1,0,0,0,1,0.166666666,0.166666666,0.666666666,0.34421571095784503,10133
"Total","Ryan Weber","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10160
"Total","Jose Ramirez","ATL",2,3,108.00000108,2,1,0,4,4,0,0,0,0,0,0.666666666,0.666666666,1,0.7071834206581116,10171
"Total","Shelby Miller","2 Tms",2,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4412681460380554,10197
"Total","Aaron Northcraft","SDP",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10218
"Total","Aroldis Chapman","2 Tms",11,10,27.00000004,3,0,0,7,7,1,0,0,1,2,0.375,0.4,0.75,0.448799854516983,10233
"Total","Ryan Tepera","TOR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10291
"Total","Chad Bell","DET",1,1,18,1,0,0,2,2,0,0,0,0,0,1,1,1,0.8766688108444214,10297
"Total","Erasmo Ramirez","TBR",1,2,36,1,1,0,4,4,0,1,0,0,0,1,1,2,0.9663157761096954,10314
"Total","Michael Tonkin","2 Tms",3,5,67.49999966,1,0,0,5,5,0,2,0,0,2,0.333333333,0.6,0.333333333,0.4538102388381958,10315
"Total","Juan Minaya","CHW",3,2,81.00000081,1,0,0,3,3,1,0,0,0,0,0.5,0.5,2,0.9697680473327637,10341
"Total","Aaron Loup","2 Tms",3,3,9.00000009,0,0,0,1,1,0,0,0,0,1,0,0,0,0,10343
"Total","Robbie Erlin","SDP",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10354
"Total","Brooks Pounders","COL",2,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10387
"Total","Mychal Givens","BAL",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.23009816805521646,10430
"Total","Shawn Tolleson","TEX",3,3,54.00000054,1,0,0,4,4,0,0,0,0,0,0.5,0.333333333,0.5,0.2936079502105713,10481
"Total","Drew Hayes","CIN",1,1,9,0,0,0,1,1,0,1,0,0,0,0,1,0,0.6906120181083679,10528
"Total","Jake Petricka","TOR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10534
"Total","Jimmy Nelson","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10547
"Total","Addison Reed","ARI",1,1,36,1,0,0,4,4,1,0,0,0,0,1,1,4,2.0652942657470703,10586
"Total","Scott Alexander","3 Tms",3,2,27.00000027,1,0,0,2,1,0,0,0,0,1,0.5,0.5,0.5,0.43922707438468933,10591
"Total","Carlos Perez","OAK",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1.2437623739242554,10642
"Total","Andrew Bellatti","PHI",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1.261476993560791,10657
"Total","Drew Hutchison","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10732
"Total","Trevor Rosenthal","3 Tms",6,5,27.00000011,1,0,0,5,5,0,0,0,0,2,0.2,0.2,0.2,0.17569082975387573,10745
"Total","Shane Greene","3 Tms",3,4,27.00000027,2,1,0,2,2,0,1,0,0,1,0.666666666,0.75,1,0.6944970041513443,10756
"Total","Josh Edgin","NYM",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10796
"Total","Mike Foltynewicz","ATL",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8808238506317139,10811
"Total","Asher Wojciechowski","CIN",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10836
"Total","Adam Kolarek","TBR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10843
"Total","Chasen Shreve","NYM",1,1,18,1,1,0,3,2,0,0,0,0,0,1,1,2,1.2381021976470947,10855
"Total","Jake Buchanan","CIN",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10962
"Total","Ryan O'Rourke","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10976
"Total","Casey Lawrence","SEA",1,1,18,1,0,0,2,2,0,0,0,0,0,1,1,1,0.8795307278633118,11121
"Total","Brett Eibner","MIA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11369
"Total","Tommy Kahnle","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11384
