Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"Total","Dellin Betances","NYM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6216
"Total","Trevor Cahill","LAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6249
"Total","David Phelps","SEA",0.1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,6316
"Total","Trevor May","MIN",0.1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,6398
"Total","Jose Cisnero","DET",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6399
"Total","Vance Worley","MIA",0.1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,6435
"Total","Steve Cishek","4 Tms",1.2,4,2,0,0.666666666,0.333333333,0,0,0,0,0.66666667,0.33333333,0,0.66666667,0,0.33333333,6483
"Total","Blaine Hardy","DET",1,4,0,0,0,1,0,0,0,0,0.5,0.5,0,0,1,0,6499
"Total","Marc Rzepczynski","4 Tms",1,3,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,1,0,6612
"Total","Brad Brach","3 Tms",0.2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6627
"Total","Alex Colome","2 Tms",0.2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6661
"Total","Andrew Miller","CLE",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6785
"Total","Robbie Ross Jr.","BOS",1,2,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,6819
"Total","Sam Freeman","2 Tms",1,4,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,1,0,6832
"Total","Jeff Manship","CLE",0.2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6865
"Total","Martin Perez","TEX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6902
"Total","Joakim Soria","OAK",0.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6941
"Total","Yohan Pino","KCR",0.1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,6955
"Total","Luis Garcia","2 Tms",0.2,3,1,0,0.5,0.5,0,0,0,0,1,0,0,0,0,1,6984
"Total","Ryan Pressly","MIN",1,3,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0,7005
"Total","Alex Torres","NYM",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7038
"Total","Fernando Cruz","CIN",1,3,0,0,0,1,1,0,0,0,1,0,0,1,0,0,7048
"Total","Pat Venditte","SFG",0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7108
"Total","Daniel Hudson","PIT",0.1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,7146
"Total","Ryan Mattheus","CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7169
"Total","Greg Holland","2 Tms",1,5,2,0.333333333,0.666666666,0,0,0,0.5,0,0.66666667,0.33333333,0,0,0.33333333,0.66666667,7196
"Total","Craig Stammen","SDP",1.1,4,0,0,0,1,0,0,0,0,0.33333333,0.33333333,0.33333333,0,1,0,7274
"Total","Brad Ziegler","MIA",2,5,3,0.25,0.75,0,0,0,0,0,0.25,0.5,0.25,0,0.5,0.5,7293
"Total","Josh Collmenter","ARI",0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,7312
"Total","Dan Otero","CLE",0.2,2,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,1,0,7385
"Total","Javy Guerra","MIA",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,7407
"Total","Austin Adams","CLE",0.2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,7411
"Total","Jay Jackson","2 Tms",0.2,3,0.5,0,0.333333333,0.666666666,0,1,0,0,0.66666667,0.33333333,0,0,0.33333333,0.66666667,7432
"Total","Anthony Swarzak","4 Tms",1.2,4,3,0,0.75,0.25,0,0,0,0,0.75,0,0.25,0,0.75,0.25,7466
"Total","Ryan Webb","TBR",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,7474
"Total","Collin McHugh","2 Tms",1.1,4,2,0.25,0.5,0.25,0,0,0,0,1,0,0,0,0.25,0.75,7531
"Total","Jake McGee","COL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7550
"Total","Nick Vincent","SEA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7555
"Total","Carlos Torres","MIL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7624
"Total","Neil Ramirez","2 Tms",0.2,4,2,0,0.666666666,0.333333333,0,0,0,0,0,0.33333333,0.66666667,0,0.33333333,0.66666667,7677
"Total","Juan Nicasio","2 Tms",0.1,3,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0,7731
"Total","Shawn Kelley","OAK",0.1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,7773
"Total","Richard Bleier","2 Tms",0.1,2,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,7803
"Total","Andrew Albers","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7853
"Total","Cory Gearrin","3 Tms",0.2,3,3,0,1,0,0,0,0,0,0.66666667,0,0.33333333,0,0.66666667,0.33333333,7947
"Total","Anthony Bass","TEX",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,7982
"Total","Marcus Walden","BOS",1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,8004
"Total","Jason Gurka","COL",0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,8007
"Total","Will Smith","MIL",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8048
"Total","Dan Jennings","CHW",0.2,3,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,8073
"Total","Bryan Shaw","3 Tms",0.2,4,3,0,0.75,0.25,0,0,0.333333333,0,0.75,0.25,0,0,1,0,8110
"Total","Yovani Gallardo","CIN",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8173
"Total","David Robertson","NYY",0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8241
"Total","J.P. Howell","TOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8245
"Total","Ross Ohlendorf","TEX",0.2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8268
"Total","Tony Sipp","HOU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8280
"Total","JC Ramirez","CIN",0.2,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.66666667,0,0.33333333,0,0.33333333,0.66666667,8302
"Total","Lucas Luetge","2 Tms",0.1,2,0,0.5,0,0.5,1,0,0,0,0.5,0.5,0,0.5,0.5,0,8337
"Total","AJ Ramos","MIA",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8350
"Total","Deolis Guerra","2 Tms",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,8410
"Total","Buddy Boshers","MIN",1,2,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,1,0,8490
"Total","Justin Miller","WSN",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,8580
"Total","Dustin McGowan","MIA",0.1,4,1,0.5,0.25,0.25,0,1,0,0,0.5,0.5,0,0.25,0.25,0.5,8600
"Total","Oliver Drake","MIL",1,4,1,0.333333333,0.333333333,0.333333333,0,1,0,0,1,0,0,0,0,1,8823
"Total","Antonio Bastardo","2 Tms",0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8844
"Total","Adam Warren","2 Tms",1,2,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,9029
"Total","Jeanmar Gomez","PHI",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,9033
"Total","J.J. Hoover","CIN",0.1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,9037
"Total","John Axford","TOR",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,9059
"Total","Zach Putnam","CHW",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,9080
"Total","Brad Hand","2 Tms",1.1,4,1,0.666666666,0.333333333,0,0,0,0,0,0,1,0,0,0.66666667,0.33333333,9111
"Total","Gregory Infante","CHW",0.2,2,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,1,0,9119
"Total","Alex Wilson","DET",1,6,0.5,0.25,0.25,0.5,0,0.5,0,0,0.5,0.25,0.25,0,0.5,0.5,9239
"Total","Rob Scahill","MIL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,9286
"Total","Buddy Baumann","SDP",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9309
"Total","Jared Hughes","3 Tms",1.1,5,1,0.5,0.5,0,0,0,0,0,1,0,0,0,1,0,9325
"Total","Josh Tomlin","ATL",0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,9388
"Total","Ryan Buchter","OAK",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9456
"Total","George Kontos","SFG",1,3,1,0,0.5,0.5,0,1,0,0,0,1,0,0,0.5,0.5,9486
"Total","Jeremy Jeffress","2 Tms",1.1,5,4,0,0.8,0.2,1,0,0,0,0.4,0.2,0.4,0.6,0.2,0.2,9490
"Total","Austin Bibens-Dirkx","TEX",0.1,2,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,9559
"Total","Vidal Nuno","SEA",0.1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,9674
"Total","Burke Badenhop","CIN",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,9736
"Total","David Hale","PHI",0.2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,9756
"Total","Joe Kelly","3 Tms",1,4,2,0,0.666666666,0.333333333,0,0,0,0,0.33333333,0,0.66666667,0.33333333,0.66666667,0,9761
"Total","Rex Brothers","CHC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9794
"Total","Murphy Smith","TOR",0.2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,9812
"Total","Sergio Romo","3 Tms",1.2,5,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,9817
"Total","Chaz Roe","2 Tms",1,3,1,0.5,0.5,0,0,0,0,0,0,1,0,0,0,1,9866
"Total","Travis Wood","2 Tms",0.1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9884
"Total","Chris Rusin","COL",1,4,2,0.25,0.5,0.25,0,0,0,0,0.25,0.5,0.25,0.5,0.25,0.25,9895
"Total","Pedro Villarreal","CIN",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,9904
"Total","Brandon Kintzler","CHC",1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,9939
"Total","Mike Dunn","COL",0.1,2,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,9948
"Total","Tom Wilhelmsen","TEX",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,9975
"Total","Tyler Matzek","ATL",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0,10058
"Total","Brooks Raley","HOU",0.1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,10061
"Total","Ian Krol","ATL",0.1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10066
"Total","Caleb Cotham","CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10075
"Total","Caleb Thielbar","MIN",0.2,3,0.5,0,0.333333333,0.666666666,0.5,0.5,0,0,0.33333333,0,0.66666667,0.33333333,0.33333333,0.33333333,10078
"Total","Brad Boxberger","MIL",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10133
"Total","Jose Ramirez","ATL",0.2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10171
"Total","Jacob Turner","CHW",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10185
"Total","Aroldis Chapman","NYY",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10233
"Total","Rafael Martin","WSN",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10258
"Total","Alexi Ogando","ATL",0.1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10261
"Total","Tanner Scheppers","TEX",0.2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10267
"Total","Josh Smoker","NYM",0.1,3,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,10285
"Total","Ryan Tepera","CHC",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,10291
"Total","Chad Bell","DET",1.2,4,1,0,0.5,0.5,0,0,0,0,0.25,0.75,0,0,0,1,10297
"Total","Erasmo Ramirez","TBR",1.1,3,2,0,1,0,0,0,0,0,1,0,0,0,0.5,0.5,10314
"Total","Michael Tonkin","2 Tms",0.2,4,1,0.666666666,0.333333333,0,0,0,0,0,0,0.66666667,0.33333333,0,0.33333333,0.66666667,10315
"Total","Juan Minaya","CHW",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,10341
"Total","Aaron Loup","2 Tms",2,5,2,0,1,0,0,0,0,0,0,1,0,0,0.5,0.5,10343
"Total","Brooks Pounders","COL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10387
"Total","Mychal Givens","BAL",1.1,4,2,0,0.666666666,0.333333333,0,0,0,0,0,1,0,0,0.33333333,0.66666667,10430
"Total","Hunter Cervenka","MIA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10510
"Total","Jake Petricka","CHW",0.1,2,1,0,0.5,0.5,0,1,0,0,0,0.5,0.5,0,0.5,0.5,10534
"Total","Jimmy Nelson","MIL",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,10547
"Total","Addison Reed","2 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10586
"Total","Chad Bettis","COL",0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,10587
"Total","Scott Alexander","SFG",0.2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,10591
"Total","Madison Younginer","ATL",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10636
"Total","Andrew Bellatti","PHI",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10657
"Total","Tyler Thornburg","MIL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10688
"Total","Shane Greene","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10756
"Total","Josh Edgin","NYM",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10796
"Total","Adam Kolarek","2 Tms",1,3,2,0,1,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,10843
"Total","Chasen Shreve","3 Tms",1.2,7,1,0,0.5,0.5,0.5,0,0.5,0,0.5,0.25,0.25,0.75,0.25,0,10855
"Total","Ryan O'Rourke","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10976
"Total","Casey Lawrence","2 Tms",0.1,2,1,0,0.5,0.5,0,0,0,0,0,1,0,0,0.5,0.5,11121
"Total","Vince Velasquez","HOU",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,11189
"Total","Grant Dayton","LAD",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,11203
"Total","Casey Sadler","CHC",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,11209
"Total","Tyler Lyons","NYY",0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11334
"Total","Tommy Kahnle","NYY",0.2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11384
"Total","A.J. Achter","LAA",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,11387
"Total","Danny Barnes","TOR",0.2,2,1,0,0.5,0.5,0,0,0,0,1,0,0,0,1,0,11388
"Total","Danny Burawa","ATL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11397
"Total","Jose Quintana","CHC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11423
"Total","Anthony Ranaudo","TEX",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,11424
"Total","Drew Pomeranz","MIL",0.1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11426
"Total","Brandon Workman","BOS",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,11428
"Total","A.J. Schugel","PIT",0.1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11432
"Total","Jesse Biddle","ATL",1,4,2,0,0.666666666,0.333333333,0,0,0,0,0.33333333,0.66666667,0,0,0.66666667,0.33333333,11437
"Total","Johnny Barbato","NYY",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11440
"Total","Matt Grace","WSN",0.2,3,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,11449
"Total","Sammy Solis","WSN",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,11457
"Total","A.J. Cole","TOR",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,11467
"Total","Joely Rodriguez","BOS",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,11487
"Total","Brandon Cunniff","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509
"Total","Josh Osich","SFG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11528
"Total","Jose Dominguez","SDP",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,11571
"Total","Jose Urena","MIA",0,2,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0.5,0,0.5,11589
"Total","Dovydas Neverauskas","PIT",0.1,3,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0.5,0.5,11604
