Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"Total","Kevin Gregg","CIN",0.1,2,0,0,0,1,0,0.5,0,0,0,0.5,0.5,0,0.5,0.5,1793
"Total","Neal Cotts","MIL",1,4,2,0,1,0,0,0,0,0,0.5,0,0.5,0,1,0,1797
"Total","Matt Belisle","3 Tms",7.1,39,1,0.185185185,0.407407407,0.407407407,0.181818181,0.363636363,0.09090909,0,0.44444444,0.18518519,0.37037037,0.18518519,0.51851852,0.2962963,1837
"Total","Edwin Jackson","4 Tms",4.2,18,1,0.285714285,0.357142857,0.357142857,0,0.2,0,0,0.35714286,0.5,0.14285714,0,0.64285714,0.35714286,1841
"Total","Ryan Madson","3 Tms",15,59,1.615384615,0.170731707,0.512195121,0.31707317,0,0,0,0,0.43902439,0.31707317,0.24390244,0.19512195,0.6097561,0.19512195,1852
"Total","Matt Moore","6 Tms",13.2,58,0.666666666,0.146341463,0.341463414,0.512195121,0.19047619,0.095238095,0.071428571,0,0.34146341,0.48780488,0.17073171,0.19512195,0.48780488,0.31707317,1890
"Total","David Aardsma","ATL",2,10,3,0.333333333,0.5,0.166666666,0,0,0,0,0.5,0.33333333,0.16666667,0,0.83333333,0.16666667,1902
"Total","Jason Frasor","2 Tms",1.1,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1906
"Total","Andres Blanco","PHI",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1907
"Total","Matt Thornton","2 Tms",4,16,3.5,0.25,0.583333333,0.166666666,0.5,0,0,0,0.5,0.41666667,0.08333333,0.25,0.25,0.5,1918
"Total","Cory Luebke","PIT",1.1,6,0,0.333333333,0,0.666666666,0.5,0,0,0,0,0.33333333,0.66666667,0.33333333,0.66666667,0,1984
"Total","Ivan Nova","NYY",0.1,3,2,0,1,0,0,0,0,0,0,1,0,0,0.5,0.5,1994
"Total","Buddy Carlyle","NYM",1.1,4,1,0,0.5,0.5,0,0,0,0,1,0,0,0,0.5,0.5,2010
"Total","Justin Masterson","BOS",1,3,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,2038
"Total","Jorge De La Rosa","2 Tms",5.2,27,2.4,0.15,0.6,0.25,0,0,0.083333333,0,0.5,0.3,0.2,0.05,0.5,0.45,2047
"Total","Jeremy Guthrie","KCR",0.2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2072
"Total","Chien-Ming Wang","KCR",2,9,2,0.333333333,0.444444444,0.222222222,0.5,0,0,0,0.44444444,0.22222222,0.33333333,0.22222222,0.55555556,0.22222222,2074
"Total","Adam Loewen","2 Tms",0.2,3,0,0.5,0,0.5,0,0,0,0,0,1,0,0,0,1,2134
"Total","Chris Narveson","MIA",1,5,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,1,2141
"Total","Chad Qualls","2 Tms",8.2,36,3.8,0.076923076,0.73076923,0.192307692,0,0,0.157894736,1,0.48148148,0.33333333,0.18518519,0.33333333,0.55555556,0.11111111,2170
"Total","Ronald Belisario","TBR",1,3,3,0,1,0,0,0,0,0,0.66666667,0,0.33333333,0.33333333,0.33333333,0.33333333,2203
"Total","Adam Wainwright","STL",0.2,3,2,0,1,0,0,0,0,0,1,0,0,0,1,0,2233
"Total","Blaine Boyer","4 Tms",9.1,44,1,0.272727272,0.363636363,0.363636363,0.166666666,0.083333333,0.166666666,0,0.3030303,0.39393939,0.3030303,0.18181818,0.51515152,0.3030303,2237
"Total","Brandon Gomes","TBR",2.1,9,0.5,0.25,0.25,0.5,0,0.25,0,0,0.625,0.25,0.125,0.125,0.75,0.125,2267
"Total","Joel Peralta","3 Tms",3.2,16,0.5,0.333333333,0.222222222,0.444444444,0.5,0,0,0,0.33333333,0.22222222,0.44444444,0.44444444,0,0.55555556,2332
"Total","Anthony Varvaro","BOS",0.1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2385
"Total","Hector Rondon","3 Tms",15.2,70,0.736842105,0.266666666,0.311111111,0.422222222,0.105263157,0.052631578,0,0,0.33333333,0.31111111,0.35555556,0.2,0.53333333,0.26666667,2391
"Total","Cory Rasmus","LAA",0.2,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2413
"Total","Corey Kluber","BOS",0.2,3,2,0,0.666666666,0.333333333,0,1,0,0,0.66666667,0.33333333,0,0.33333333,0.33333333,0.33333333,2429
"Total","Carlos Ruiz","SEA",0.1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2579
"Total","Wandy Rodriguez","TEX",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2586
"Total","Jhoulys Chacin","2 Tms",4.1,20,0.444444444,0.235294117,0.235294117,0.529411764,0.111111111,0.111111111,0,0,0.29411765,0.58823529,0.11764706,0.11764706,0.58823529,0.29411765,2608
"Total","Scott Atchison","CLE",1.1,5,1,0,0.5,0.5,0,0.5,0,0,0.25,0.5,0.25,0.25,0.25,0.5,2642
"Total","Brian Matusz","BAL",3.1,16,0.75,0.222222222,0.333333333,0.444444444,0,0.25,0.666666666,0,0.55555556,0.44444444,0,0.22222222,0.44444444,0.33333333,2646
"Total","Brett Cecil","2 Tms",8.2,37,0.888888888,0.227272727,0.363636363,0.409090909,0.222222222,0.222222222,0,0,0.18181818,0.63636364,0.18181818,0.18181818,0.45454545,0.36363636,2660
"Total","Joba Chamberlain","3 Tms",5,25,1.75,0.388888888,0.388888888,0.222222222,0.25,0.25,0.142857142,0,0.44444444,0.33333333,0.22222222,0.38888889,0.33333333,0.27777778,2692
"Total","Jake Brigham","ATL",1.1,7,1,0.5,0.25,0.25,0,0,0,0,0,0.75,0.25,0,0.75,0.25,2851
"Total","Ross Detwiler","5 Tms",5,22,2,0.181818181,0.545454545,0.272727272,0,0.333333333,0,0,0.63636364,0.27272727,0.09090909,0.09090909,0.54545455,0.36363636,2859
"Total","Santiago Casilla","2 Tms",3,10,2,0,0.666666666,0.333333333,1,0,0,0,0,0.66666667,0.33333333,0.33333333,0.66666667,0,2873
"Total","Luis Avilan","5 Tms",10.2,43,0.888888888,0.260869565,0.347826086,0.391304347,0.222222222,0.111111111,0.125,0,0.39130435,0.39130435,0.2173913,0.2173913,0.56521739,0.2173913,2882
"Total","Zach McAllister","CLE",9,41,1.625,0.192307692,0.5,0.307692307,0,0,0.076923076,0,0.30769231,0.5,0.19230769,0.19230769,0.65384615,0.15384615,2895
"Total","Josh Ravin","LAD",1,4,0,0,0,1,0.5,0.5,0,0,0.5,0.5,0,0.5,0,0.5,2951
"Total","Mitch Moreland","OAK",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3086
"Total","Kenley Jansen","3 Tms",13.1,51,1.09090909,0.178571428,0.428571428,0.392857142,0.272727272,0.09090909,0.083333333,0,0.14285714,0.53571429,0.32142857,0.32142857,0.32142857,0.35714286,3096
"Total","Tony Watson","4 Tms",35.1,148,1.724137931,0.233009708,0.485436893,0.281553398,0.137931034,0.103448275,0.06,0,0.40776699,0.39805825,0.19417476,0.23300971,0.46601942,0.30097087,3132
"Total","Tim Collins","WSN",1.1,6,0,0,0,1,0.333333333,0.333333333,0,0,0,0.33333333,0.66666667,0.33333333,0.33333333,0.33333333,3164
"Total","David Price","LAD",1.2,6,3,0.333333333,0.5,0.166666666,0,0,0,0,0.33333333,0.33333333,0.33333333,0,1,0,3184
"Total","Will Harris","2 Tms",16,62,2.2,0.111111111,0.611111111,0.277777777,0,0.1,0.045454545,0,0.44444444,0.41666667,0.13888889,0.16666667,0.55555556,0.27777778,3192
"Total","Chris Young","KCR",4,20,0.571428571,0.266666666,0.266666666,0.466666666,0.285714285,0,0.5,0,0.6,0.33333333,0.06666667,0.33333333,0.6,0.06666667,3196
"Total","Ervin Santana","KCR",1.1,4,1,0,0.5,0.5,0,0,0,0,0.25,0.25,0.5,0.25,0.75,0,3200
"Total","Francisco Liriano","2 Tms",4.1,17,2.333333333,0,0.7,0.3,0,0,0,0,0.4,0.5,0.1,0.3,0.6,0.1,3201
"Total","Tyler Ladendorf","OAK",0.1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3211
"Total","Jean Machi","2 Tms",3,18,5,0.333333333,0.555555555,0.111111111,0,1,0,0,0.44444444,0.22222222,0.33333333,0.33333333,0.44444444,0.22222222,3220
"Total","T.J. McFarland","4 Tms",11.2,56,5.4,0.179487179,0.692307692,0.128205128,0,0.2,0.074074074,0,0.33333333,0.43589744,0.23076923,0.12820513,0.38461538,0.48717949,3237
"Total","Zack Britton","2 Tms",20,86,12.25,0.086206896,0.844827586,0.068965517,0.25,0.25,0,0,0.37931034,0.43103448,0.18965517,0.20689655,0.53448276,0.25862069,3240
"Total","Angel Castro","OAK",0.2,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,3243
"Total","Jordan Walden","STL",2.2,8,0.333333333,0.2,0.2,0.6,0.333333333,0,0,0,0.4,0.2,0.4,0.2,0.8,0,3271
"Total","Roberto Hernandez","HOU",1,6,1,0.5,0.25,0.25,0,0,1,0,0.25,0.75,0,0,0.75,0.25,3273
"Total","Joe Smith","7 Tms",25.2,100,1.523809523,0.196969696,0.484848484,0.318181818,0,0.047619047,0.09375,0,0.40909091,0.33333333,0.25757576,0.21212121,0.51515152,0.27272727,3281
"Total","Anibal Sanchez","2 Tms",1.1,8,1,0.666666666,0.166666666,0.166666666,0,1,0,0,0,0.83333333,0.16666667,0.16666667,0.66666667,0.16666667,3284
"Total","Hector Noesi","2 Tms",1,4,0.5,0,0.333333333,0.666666666,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,3292
"Total","Charlie Culberson","TEX",0.2,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.33333333,0.66666667,0,0.33333333,0.66666667,0,3298
"Total","Chris Hatcher","2 Tms",12,55,1,0.185185185,0.407407407,0.407407407,0.272727272,0,0.09090909,0.5,0.31034483,0.44827586,0.24137931,0.20689655,0.55172414,0.24137931,3299
"Total","Darren O'Day","3 Tms",15.2,69,0.625,0.212121212,0.303030303,0.484848484,0.25,0.125,0.2,1,0.44117647,0.35294118,0.20588235,0.23529412,0.52941176,0.23529412,3321
"Total","Cesar Ramos","2 Tms",4.1,14,1.2,0,0.545454545,0.454545454,0.4,0,0,0,0.54545455,0.27272727,0.18181818,0.18181818,0.54545455,0.27272727,3357
"Total","Miguel Montero","CHC",0.1,4,2,0.5,0.5,0,0,0,0.5,0,0.75,0,0.25,0.25,0.75,0,3364
"Total","Ubaldo Jimenez","BAL",1,6,0,1,0,0,0,0,0,0,0.33333333,0,0.66666667,0.33333333,0.33333333,0.33333333,3374
"Total","Jumbo Diaz","2 Tms",11,53,0.909090909,0.275862068,0.344827586,0.379310344,0.181818181,0.363636363,0,0,0.37931034,0.37931034,0.24137931,0.27586207,0.34482759,0.37931034,3397
"Total","Drew Butera","COL",0.1,2,1,0,0.5,0.5,0,0,0,0,0,1,0,0.5,0,0.5,3411
"Total","Jeff Mathis","TEX",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3448
"Total","Andre Rienzo","MIA",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3507
"Total","Danny Duffy","KCR",0.2,3,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0,1,3542
"Total","Clay Buchholz","BOS",1.2,5,3,0,1,0,0,0,0,0,0.66666667,0.33333333,0,0,0.33333333,0.66666667,3543
"Total","Carlos Frias","LAD",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3547
"Total","Liam Hendriks","3 Tms",18.2,81,1,0.173913043,0.413043478,0.413043478,0.105263157,0.052631578,0,0,0.30434783,0.34782609,0.34782609,0.19565217,0.5,0.30434783,3548
"Total","Clayton Richard","CHC",1,6,4,0.333333333,0.666666666,0,0,0,0,0,0.16666667,0.33333333,0.5,0.16666667,0.66666667,0.16666667,3551
"Total","Tony Barnette","TEX",5.1,21,1.5,0,0.6,0.4,0,0.166666666,0,0,0.13333333,0.6,0.26666667,0.2,0.53333333,0.26666667,3555
"Total","Jim Johnson","3 Tms",13.2,61,1.818181818,0.184210526,0.526315789,0.289473684,0.09090909,0,0,0,0.34210526,0.39473684,0.26315789,0.15789474,0.57894737,0.26315789,3656
"Total","Logan Ondrusek","BAL",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3677
"Total","Everett Teaford","TBR",0.2,5,0,0.666666666,0,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0,1,0,3732
"Total","Cesar Jimenez","MIL",0.1,2,1,0.5,0.5,0,0,0,1,0,1,0,0,1,0,0,3762
"Total","Mat Latos","LAA",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3815
"Total","Ricky Nolasco","MIN",0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3830
"Total","Zach Duke","5 Tms",17,76,2.272727272,0.2,0.555555555,0.244444444,0.181818181,0,0,1,0.32608696,0.39130435,0.2826087,0.23913043,0.36956522,0.39130435,3840
"Total","Brett Oberholtzer","2 Tms",1.2,7,2,0.142857142,0.571428571,0.285714285,0,1,0,0,0.42857143,0.28571429,0.28571429,0.14285714,0.14285714,0.71428571,3855
"Total","Gavin Floyd","2 Tms",2.1,8,4,0,0.8,0.2,0,0,0,0,0.4,0.6,0,0.4,0.4,0.2,3886
"Total","Josh Reddick","ARI",0.1,3,1,0,0.5,0.5,0,1,0,0,0.5,0.5,0,0,0,1,3892
"Total","Enrique Burgos","ARI",4.1,27,0.666666666,0.285714285,0.285714285,0.428571428,0.166666666,0.166666666,0,0,0.57142857,0.28571429,0.14285714,0.14285714,0.21428571,0.64285714,3895
"Total","Casey Fien","3 Tms",8.2,35,1,0.142857142,0.428571428,0.428571428,0.166666666,0,0,0,0.25,0.39285714,0.35714286,0.25,0.5,0.25,3926
"Total","Matt Magill","3 Tms",5,30,1.125,0.260869565,0.391304347,0.347826086,0.25,0.125,0.111111111,0,0.47826087,0.2173913,0.30434783,0.08695652,0.65217391,0.26086957,3950
"Total","David Carpenter","3 Tms",3.1,11,2.5,0.222222222,0.555555555,0.222222222,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,3959
"Total","Edward Mujica","3 Tms",4,14,2,0,0.666666666,0.333333333,0.333333333,0,0,0,0.44444444,0.44444444,0.11111111,0.66666667,0.22222222,0.11111111,3970
"Total","Edinson Volquez","TEX",0.1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3990
"Total","Allen Webster","CHC",1,5,3,0.2,0.6,0.2,0,1,0,0,0.6,0.4,0,0.4,0.2,0.4,3993
"Total","Enny Romero","3 Tms",9,36,1.125,0.227272727,0.409090909,0.363636363,0,0.125,0,0,0.36363636,0.40909091,0.22727273,0.13636364,0.63636364,0.22727273,4001
"Total","Yusmeiro Petit","4 Tms",17,70,0.944444444,0.204545454,0.386363636,0.409090909,0.222222222,0.055555555,0.058823529,1,0.42222222,0.37777778,0.2,0.26666667,0.51111111,0.22222222,4020
"Total","Hector Santiago","3 Tms",4.1,22,0.375,0.214285714,0.214285714,0.571428571,0.25,0.375,0,0,0.28571429,0.28571429,0.42857143,0.21428571,0.35714286,0.42857143,4026
"Total","Steve Johnson","2 Tms",1.2,8,0.5,0.4,0.2,0.4,0,0,1,0,0.4,0.2,0.4,0.2,0,0.8,4053
"Total","Brian Duensing","3 Tms",10,48,1.272727272,0.193548387,0.451612903,0.354838709,0,0,0.142857142,0,0.25806452,0.4516129,0.29032258,0.25806452,0.51612903,0.22580645,4064
"Total","Pedro Strop","2 Tms",24,110,2.538461538,0.28125,0.515625,0.203125,0.076923076,0.153846153,0.09090909,0,0.40625,0.359375,0.234375,0.203125,0.421875,0.375,4070
"Total","Junichi Tazawa","3 Tms",15.1,62,1.214285714,0.279069767,0.395348837,0.325581395,0.142857142,0,0.058823529,0,0.44186047,0.3255814,0.23255814,0.1627907,0.51162791,0.3255814,4079
"Total","Dan Runzler","PIT",0.1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4080
"Total","Erik Cordier","MIA",0.1,3,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,4086
"Total","James Russell","2 Tms",2,13,0.4,0.363636363,0.181818181,0.454545454,0.2,0,0,0,0.36363636,0.27272727,0.36363636,0.18181818,0.54545455,0.27272727,4089
"Total","Luke Gregerson","2 Tms",13.1,59,1.142857142,0.166666666,0.444444444,0.388888888,0,0.214285714,0,0,0.44444444,0.36111111,0.19444444,0.16666667,0.47222222,0.36111111,4090
"Total","Carlos Villanueva","2 Tms",5,19,1,0.166666666,0.416666666,0.416666666,0,0.2,0,0,0.58333333,0.33333333,0.08333333,0.08333333,0.41666667,0.5,4138
"Total","Derek Holland","5 Tms",5,22,0.857142857,0.277777777,0.333333333,0.388888888,0.142857142,0.142857142,0,0,0.38888889,0.33333333,0.27777778,0.11111111,0.44444444,0.44444444,4141
"Total","Edward Paredes","LAD",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4168
"Total","Rafael Dolis","TOR",3.2,15,1.333333333,0.222222222,0.444444444,0.333333333,0,0,0.25,0,0.44444444,0.33333333,0.22222222,0.22222222,0.44444444,0.33333333,4185
"Total","Shane Robinson","MIN",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4249
"Total","David Huff","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4257
"Total","David Hernandez","4 Tms",16.2,83,1.1875,0.363636363,0.345454545,0.29090909,0.1875,0.0625,0.263157894,0,0.29090909,0.30909091,0.4,0.18181818,0.45454545,0.36363636,4259
"Total","Mark Melancon","6 Tms",10.2,56,1.416666666,0.236842105,0.447368421,0.315789473,0.166666666,0,0.117647058,0,0.36842105,0.21052632,0.42105263,0.18421053,0.57894737,0.23684211,4264
"Total","Manny Parra","CIN",0.2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4279
"Total","Matt Albers","3 Tms",7,37,1.1,0.086956521,0.478260869,0.434782608,0,0.5,0.272727272,0,0.52173913,0.39130435,0.08695652,0.26086957,0.30434783,0.43478261,4300
"Total","Justin Wilson","5 Tms",21,87,1.470588235,0.086956521,0.54347826,0.369565217,0.117647058,0.058823529,0.16,0,0.43478261,0.32608696,0.23913043,0.15217391,0.58695652,0.26086957,4301
"Total","Tyler Chatwood","3 Tms",3,14,3,0.111111111,0.666666666,0.222222222,0,0,0,0,0.22222222,0.44444444,0.33333333,0.11111111,0.66666667,0.22222222,4338
"Total","Kyle Drabek","CHW",1,7,2,0.4,0.4,0.2,0,0,0,0,1,0,0,0,0.8,0.2,4359
"Total","Craig Breslow","3 Tms",5.2,27,0.875,0.318181818,0.318181818,0.363636363,0,0.125,0.142857142,0,0.31818182,0.36363636,0.31818182,0.18181818,0.40909091,0.40909091,4363
"Total","Erik Kratz","3 Tms",1,3,2,0,0.666666666,0.333333333,0,0,0,0,0,0.66666667,0.33333333,0,1,0,4403
"Total","Jonathon Niese","2 Tms",0.2,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,4424
"Total","Jordan Zimmermann","2 Tms",0.1,3,0.5,0,0.333333333,0.666666666,0,0,0,0,0,0.33333333,0.66666667,0.33333333,0.33333333,0.33333333,4505
"Total","Mitch Harris","STL",2.1,7,4,0,0.8,0.2,0,0,0,0,0.4,0.4,0.2,0.2,0.4,0.4,4530
"Total","Jason Hammel","KCR",3,12,1.5,0.375,0.375,0.25,0,0,0,0,0,1,0,0.25,0.5,0.25,4538
"Total","Chris Smith","OAK",1.1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4544
"Total","Joe Thatcher","HOU",0.1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4620
"Total","Brandon McCarthy","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4662
"Total","Sam LeCure","CIN",1,4,0,0,0,1,0,0,0,0,0,0.66666667,0.33333333,0,1,0,4664
"Total","Pat Neshek","3 Tms",13.1,63,0.789473684,0.260869565,0.326086956,0.413043478,0.052631578,0.105263157,0.266666666,0,0.39130435,0.34782609,0.26086957,0.08695652,0.5,0.41304348,4682
"Total","Jeff Francis","TOR",0,2,0,0.5,0,0.5,0,2,0,0,1,0,0,0,0,1,4684
"Total","Nate Jones","4 Tms",15.1,68,1.214285714,0.162162162,0.459459459,0.378378378,0.071428571,0.214285714,0.117647058,0,0.54054054,0.27027027,0.18918919,0.18918919,0.45945946,0.35135135,4696
"Total","Matt Cain","SFG",0.2,7,0,0,0,1,0,0.333333333,0,0,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,4732
"Total","Sergio Santos","2 Tms",1,3,0,0.666666666,0,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,4734
"Total","Donnie Veal","ATL",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4741
"Total","Jonathan Broxton","2 Tms",10.1,47,2,0.28,0.48,0.24,0,0,0.166666666,0,0.36,0.28,0.36,0.16,0.68,0.16,4759
"Total","Matt Shoemaker","MIN",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4776
"Total","Vinnie Pestano","LAA",0.2,2,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,4782
"Total","Jeff Francoeur","PHI",0.1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4792
