Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Liam Hendriks","2 Tms",9,36,15.99999998,1,16,2,0.44444444,0.02777778,0.41666667,0.29032258,1.11111111,0.4375,0.24390244,3.154493134120393,2.1454823542249013,3548
"Total","Clayton Richard","2 Tms",3.1,10,0,2.7,0,0,0,0.1,-0.1,0.222222222,0.9,0.22222222,1,4.038780404029428,4.038780404029428,3551
"Total","Tony Barnette","TEX",8.1,33,6.47999999,3.24,2,2.16,0.18181818,0.09090909,0.09090909,0.222222222,1.08,0.19047619,0.69444444,6.274209515940479,4.861863564082684,3555
"Total","Brian Schlitter","CHC",1.1,6,0,0,0,0,0,0,0,0.5,2.25000001,0.5,0.66666667,3.1335937500000006,5.347104816457116,3599
"Total","Jim Johnson","2 Tms",4.1,13,2.07692307,0,1,0,0.07692308,0,0.07692308,0.25,0.69230769,0.25,0.66666667,2.6984635947050606,4.223031375238447,3656
"Total","Cesar Jimenez","MIL",1.2,3,5.39999999,0,1,0,0.33333333,0,0.33333333,0,0,0,1,1.9335937524000002,1.9335937524000002,3762
"Total","Mat Latos","WSN",0.1,2,27.00000027,0,1,27.00000027,0.5,0,0.5,0.5,3.00000003,0,7.5,36.146560712843026,2.1433626134211634,3815
"Total","Zach Duke","5 Tms",4,20,11.25,9,1.25,0,0.25,0.2,0.05,0.285714285,2,0.4,0.88888889,4.436232217188633,4.436232217188633,3840
"Total","Brett Oberholtzer","2 Tms",2.1,8,7.71428573,0,2,0,0.25,0,0.25,0.25,0.85714286,0.33333333,0.5,1.4322746661083239,2.8599324511792985,3855
"Total","Rubby De La Rosa","ARI",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.1576396942138674,3.1576396942138674,3862
"Total","Gavin Floyd","2 Tms",1,4,9,0,1,0,0.25,0,0.25,0.25,1,0.33333333,1,1.1422381719385672,2.807838918808608,3886
"Total","Enrique Burgos","ARI",1,2,0,0,0,0,0,0,0,0,0,0,1,3.1422381719385672,3.1422381719385672,3895
"Total","Casey Fien","2 Tms",2.1,8,3.85714286,0,1,3.85714286,0.125,0,0.125,0.285714285,0.85714286,0.16666667,0,7.855288975494194,4.2625527538336385,3926
"Total","Matt Magill","MIN",1.2,6,5.39999999,0,1,5.39999999,0.16666667,0,0.16666667,0.333333333,1.2,0.25,-1.66666667,9.760431562575146,3.942369691953809,3950
"Total","David Carpenter","NYY",0,2,0,9,0,0,0,0.5,-0.5,0,1,0,-1,6.13359375,6.13359375,3959
"Total","Edward Mujica","3 Tms",1,3,0,0,0,0,0,0,0,0,0,0,1,3.1416090647379558,4.920415381497195,3970
"Total","Edinson Volquez","2 Tms",1.2,4,5.39999999,0,1,0,0.25,0,0.25,0,0,0,1,1.9888902689843464,1.9888902689843464,3990
"Total","Allen Webster","2 Tms",0.2,5,0,13.50000014,0,13.50000014,0,0.2,-0.2,0.25,3.00000003,0,-1.66666667,27.173801852854005,12.871121593680403,3993
"Total","Enny Romero","3 Tms",3,12,9,0,3,3,0.25,0,0.25,0.363636363,1.33333333,0.375,-0.38461538,5.48381295997968,3.832936368376718,4001
"Total","Yusmeiro Petit","4 Tms",13,58,6.23076923,1.38461538,4.5,2.76923077,0.15517241,0.03448276,0.12068966,0.358490566,1.61538462,0.34883721,0,6.246404667421105,4.788745013101818,4020
"Total","Hector Santiago","CHW",2,7,4.5,0,1,0,0.14285714,0,0.14285714,0.142857142,0.5,0.16666667,1,2.1782908758420634,5.650316463996856,4026
"Total","Steve Johnson","SEA",0.1,2,0,0,0,0,0,0,0,1,3.00000003,0.5,0,3.146560382843018,8.143362673421164,4053
"Total","Brian Duensing","3 Tms",6.1,27,1.42105263,7.10526316,0.2,1.42105263,0.03703704,0.18518519,-0.14814815,0.333333333,1.89473684,0.3,0.09433962,7.258432957669184,7.296740158610556,4064
"Total","Pedro Strop","2 Tms",4.2,14,7.71428571,1.92857143,4,0,0.28571429,0.07142857,0.21428571,0,0.21428571,0,1,2.0861859192615198,3.5234400496073954,4070
"Total","Junichi Tazawa","2 Tms",2.2,14,10.12499999,6.74999999,1.5,0,0.21428571,0.14285714,0.07142857,0.333333333,2.25,0.44444444,0.5,3.1541829228479292,5.107643306429029,4079
"Total","Dan Runzler","PIT",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,8.494058644491584,4080
"Total","Erik Cordier","MIA",1,5,0,9,0,9,0,0.2,-0.2,0.333333333,2,0,-1.66666667,19.13359375,10.560615871846675,4086
"Total","James Russell","CHC",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,3.1335937500000006,4089
"Total","Luke Gregerson","2 Tms",4.1,12,4.15384615,0,2,0,0.16666667,0,0.16666667,0.166666666,0.46153846,0.2,1,2.2471552349221207,3.0873446905692186,4090
"Total","Carlos Villanueva","2 Tms",5.1,23,8.43750001,3.375,2.5,0,0.2173913,0.08695652,0.13043478,0.3,1.5,0.375,0.5,2.390887480510006,4.193465807019983,4138
"Total","Derek Holland","4 Tms",3.2,16,9.81818184,2.45454546,4,0,0.25,0.0625,0.1875,0.333333333,1.63636364,0.45454545,0.16666667,1.8274577029992625,3.3323477425893033,4141
"Total","Edward Paredes","LAD",0.1,2,0,0,0,0,0,0,0,0,0,0,1,12.160431665775148,17.115277009679946,4168
"Total","Rafael Dolis","TOR",2.2,7,10.12499999,0,3,0,0.42857143,0,0.42857143,0,0,0,1,0.9280535725961765,2.3127950094179868,4185
"Total","David Hernandez","3 Tms",6.2,22,4.05,1.35,3,0,0.13636364,0.04545455,0.09090909,0.222222222,0.75,0.22222222,0.2,2.714671158336998,4.794769729437725,4259
"Total","Mark Melancon","2 Tms",3.1,12,5.40000001,0,2,0,0.16666667,0,0.16666667,0.3,0.9,0.33333333,0.25,2.8935385701275576,3.9857848652414103,4264
"Total","Manny Parra","CIN",1.1,5,0,6.75000002,0,0,0,0.2,-0.2,0.5,2.25000001,0.5,1,5.383593755625,6.490349288853558,4279
"Total","Matt Albers","3 Tms",5,19,3.6,3.6,1,5.4,0.10526316,0.10526316,0,0.294117647,1.4,0.16666667,-1.78571429,11.363737455942829,5.583599778452117,4300
"Total","Justin Wilson","4 Tms",4.2,16,9.64285714,1.92857143,5,1.92857143,0.3125,0.0625,0.25,0.266666666,1.07142857,0.33333333,0.55555556,4.44043556527823,2.4590572828096557,4301
"Total","Tyler Chatwood","3 Tms",2.2,12,16.87499998,3.375,5,3.375,0.41666667,0.08333333,0.33333333,0.272727272,1.5,0.4,0,5.4389231891176575,2.801779809611481,4338
"Total","Craig Breslow","4 Tms",5,16,5.4,1.8,3,0,0.1875,0.0625,0.125,0.2,0.8,0.25,0.75,2.5482729594146933,2.8434077675378053,4363
"Total","Jonathon Niese","2 Tms",0.2,6,0,40.50000041,0,0,0,0.5,-0.5,0.5,6.00000006,0.33333333,-0.25,16.646560517843017,21.643362808421166,4424
"Total","Jordan Zimmermann","MIL",0,1,0,0,0,9,0,0,0,1,1,0,5,16.17003412246704,4.934396249055863,4505
"Total","Mitch Harris","STL",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.13359375,3.13359375,4530
"Total","Chris Smith","OAK",0.2,3,0,13.49999993,0,0,0,0.33333333,-0.33333333,0,1.49999999,0,1,7.646560360343018,7.646560360343018,4544
"Total","Joe Thatcher","HOU",1.1,4,0,6.75000002,0,0,0,0.25,-0.25,0.333333333,1.5,0.33333333,1,5.383593755625,5.383593755625,4620
"Total","Sam LeCure","CIN",1,4,0,0,0,9,0,0,0,0.25,1,0,2.5,16.13359375,7.560615871846676,4664
"Total","Pat Neshek","2 Tms",2,7,9,0,2,4.5,0.28571429,0,0.28571429,0.285714285,1,0.25,0,7.648406934719693,3.703410831075322,4682
"Total","Jeff Francis","TOR",1,3,0,0,0,0,0,0,0,0,0,0,0,6.13359375,6.13359375,4684
"Total","Nate Jones","3 Tms",2,11,9,9,1,0,0.18181818,0.18181818,0,0.25,2,0.33333333,0.4,5.685747575929556,8.300368600508365,4696
"Total","Matt Cain","SFG",0.2,2,13.49999993,0,1,0,0.5,0,0.5,0,0,0,1,0.13359376500000053,2.347104814855783,4732
"Total","Jonathan Broxton","STL",1,5,9.00000009,9.00000009,1,0,0.2,0.2,0,0.25,2.00000002,0.33333333,0.5,4.145931285685629,5.621605341057927,4759
"Total","Felix Hernandez","SEA",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8395684842248534,-2.8395684842248534,4772
"Total","Rich Hill","SDP",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.25504035949707,3.25504035949707,4806
"Total","Joe Blanton","4 Tms",4,12,11.25,0,5,0,0.41666667,0,0.41666667,0.083333333,0.25,0.14285714,1,0.6459312756547848,1.0906328503975788,4849
"Total","Ryan Kelly","ATL",0.2,3,0,0,0,0,0,0,0,0.5,1.49999999,0.33333333,0,3.1335937500000006,3.1335937500000006,4858
"Total","Mike Montgomery","2 Tms",5.1,17,8.43749999,1.6875,5,0,0.29411765,0.05882353,0.23529412,0.266666666,0.9375,0.4,1,2.4144032726059,2.4144032726059006,4869
"Total","Brandon Maurer","2 Tms",0.2,2,13.50000014,0,1,0,0.5,0,0.5,0,0,0,1,0.15210000852844274,2.8203094836673017,4878
"Total","Peter Moylan","2 Tms",8,31,10.125,4.5,2.25,0,0.29032258,0.12903226,0.16129032,0.208333333,1.125,0.27777778,0.22222222,2.405725530788738,3.457380279407341,4891
"Total","Scott Kazmir","SFG",0.1,3,27.00000027,0,1,0,0.33333333,0,0.33333333,0.666666666,6.00000006,1,0.5,-2.8299659375329598,-2.8299659375329598,4897
"Total","Joe Colon","CLE",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.146560382843018,8.143362673421164,4920
"Total","Justin De Fratus","PHI",4,18,4.5,0,2,4.5,0.11111111,0,0.11111111,0.4375,1.75,0.35714286,-0.71428571,8.63359375,3.609267790615559,4955
"Total","Fernando Salas","4 Tms",7,25,7.71428573,1.28571429,6,0,0.24,0.04,0.2,0.285714285,1,0.33333333,0.42857143,1.8667783128081221,3.261309861759165,4971
"Total","Fernando Abad","6 Tms",7.1,31,6.13636364,4.90909091,1.25,1.22727273,0.16129032,0.12903226,0.03225806,0.185185185,1.22727273,0.19047619,0.13157895,5.212698066034819,4.623040466829693,4994
"Total","Jake Diekman","7 Tms",6.1,24,7.10526315,1.42105263,5,1.42105263,0.20833333,0.04166667,0.16666667,0.227272727,0.94736842,0.23529412,-0.2173913,4.123041499579833,3.955492052746763,5003
"Total","Bo Schultz","TOR",0,2,0,0,0,0,0,0,0,1,2,1,-0.5,3.140077066421509,3.140077066421509,5028
"Total","Dale Thayer","SDP",2.1,11,7.71428573,7.71428573,1,3.85714286,0.18181818,0.18181818,0,0.333333333,2.14285715,0.33333333,0.55555556,9.562165187755102,6.5204635387507714,5032
"Total","Yohan Flande","COL",0.2,3,0,0,0,0,0,0,0,0.333333333,1.50000002,0.33333333,1,3.140077066421509,5.3535881494799575,5057
"Total","Josh Fields","2 Tms",5,21,7.20000001,5.40000001,1.33333333,1.8,0.19047619,0.14285714,0.04761905,0.277777777,1.6,0.30769231,0,5.948459090431889,5.313694393994819,5070
"Total","Franklin Morales","KCR",4.1,16,8.30769231,2.07692308,4,0,0.25,0.0625,0.1875,0.2,0.92307692,0.27272727,0.25,1.9797475952662724,3.3419082491899883,5088
"Total","Anthony Gose","CLE",0,1,0,0,0,9,0,0,0,1,1,0,1,16.112431001663207,4.592800405621529,5097
"Total","Jeurys Familia","4 Tms",5.1,22,10.12500001,3.375,3,1.6875,0.27272727,0.09090909,0.18181818,0.263157894,1.3125,0.30769231,0.35714286,4.481517167591646,3.9548614793119343,5114
"Total","Ernesto Frieri","2 Tms",0.1,1,0,0,0,27.00000027,0,0,0,1,3.00000003,0,2.5,42.13960562600838,7.566627402125278,5178
"Total","Mike Pelfrey","CHW",1,5,9,9,1,0,0.2,0.2,0,0.25,2,0.33333333,1,4.157639694213867,7.71525229215622,5203
"Total","Wade LeBlanc","3 Tms",5.1,22,6.74999999,3.375,2,1.6875,0.18181818,0.09090909,0.09090909,0.368421052,1.6875,0.4,0,5.23791963797678,4.919926490144254,5221
"Total","Blake Parker","4 Tms",4.1,15,10.38461542,4.15384617,2.5,2.07692308,0.33333333,0.13333333,0.2,0.09090909,0.69230769,0,0,5.254821681020725,4.274605398378782,5224
